N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
7,5,12,B,Other,13369.396999999999,1.321,6631.223000000001,0.11,13369.396999999999,1.321,12014352.638,1.4180000000000001,12B,14823.85,1.32,34261.17,12.79,-10001.32,1.32,-3968.67,1.66,-34647.83,1.46,-5351.32,1.32,3369.63,1.32,14096.74,1.34,,,11472.71,1.32,6885.0,1.32,-5939.1,1.33,-14096.74,-3369.63,-14598.3839,-12373.817900000002,-12928.8649,-26516.7194,-34261.17,-14823.85,-10001.32,12587.0505,-14096.74,-3369.63,-1145.0640000000003,-6133.666499999999,-6342.0551,-6880.343500000003,-33865.4835,-14096.74,-11872.173999999999,-3369.63,-6116.5889000000025,-26543.1296,2887.599,-8603.265599999999,13350.804999999998,17207.9894,5717.124900000001
6,6,12,C,Other,0.0,0.0,7680.144,0.0,-17338.068,1.0,12000000.0,0.0,12C,31841.31,0.07,27185.43,0.08,-7366.59,0.04,-31914.61,24.0,-27466.14,0.24,-32374.88,46.15,18720.71,0.06,15956.68,0.01,,,-1339.8,0.01,-7552.43,0.9,-5702.05,0.08,-15956.68,-18720.71,-27410.8939,-25186.3279,-27366.2949,-26279.6694,-27185.43,-31841.31,-7366.59,-18120.4145,-15956.68,-18720.71,-16496.144,-33157.226500000004,-23359.5151,-19692.8535,-26683.7935,-15956.68,-13732.114000000001,-18720.71,-18929.0989,-19467.389600000002,-12463.481,-10463.205600000001,-17356.66,1856.9094000000005,3857.1849
5,7,12,N,Other,17338.068,1.0,6170.109,0.083,-14576.544,24.021,12018613.182,1.073,12N,37604.59,400.0,9290.48,1.0,-8008.41,1.41,,,1381.39,1.0,,,15036.81,46.16,600.3,1.0,,,12350.2,1.0,-6708.85,2.36,10567.98,1.35,-600.3,-15036.81,-13720.8939,-11496.3279,-26522.7149,-10009.6394,-9290.48,-37604.59,-8008.41,-15358.8905,-600.3,-15036.81,-12812.243999999999,,-29122.795099999996,-6002.853500000001,2163.7365,-600.3,1624.2659999999998,-15036.81,-5239.098900000001,-1572.4395999999997,-8779.580999999998,4893.1744,-14595.136,5540.8094,19213.5649
4,8,12,O,-pp,31914.612999999998,24.0,4890.202,2.0,,,12034261.747000001,25.765,12O,,,-1638.0,24.0,-5574.57,30.15,,,13976.25,24.0,,,,,-322.08,52.02,,,3825.39,400.72,,,8650.04,24.1,322.08,,-22245.7039,-20021.1379,,-11927.579399999999,1638.0,,-5574.57,,322.08,,,,,-14527.663500000002,14758.5965,322.08,2546.6459999999997,,-13763.908900000002,9356.0404,,5815.5544,,,20135.944900000002
10,3,13,Li,-nn,56980.888,70.003,3507.63,5.385,23321.812,70.73899999999999,13061171.502999999,75.15,13Li,-110.0,70.0,,,,,40418.94,70.01,,,23831.81,70.03,100.0,76.16,,,51635.41,70.0,,,12647.8,116.28,,,,-100.0,,,-7166.064900000001,,,110.0,,22539.465500000002,,-100.0,2124.566,23049.4635,8591.7949,,,,,-100.0,,,6157.229,,23303.22,20477.6194,
9,4,13,Be,-n,33659.077000000005,10.18,5241.435,0.7829999999999999,17097.13,10.23,13036134.507000001,10.929,13Be,2660.72,10.18,,,-9701.66,47.91,30534.07,10.18,,,12218.36,10.27,-510.0,10.0,22639.47,31.69,10543.64,13.94,3641.63,10.2,5470.51,16.29,-9891.67,93.4,-22639.47,510.0,-22429.4639,-20204.8979,-14343.3549,-30469.2894,,-2660.72,-9701.66,16314.783500000001,-22639.47,510.0,2734.566,11436.013500000001,5821.074900000001,-14711.4235,,-22639.47,-20414.904000000002,510.0,-13947.6689,,6767.229,-17145.995600000002,17078.538,21087.6194,-2825.6051000000007
8,5,13,B,-nn,16561.947,1.0,6496.419,0.077,13436.938,1.0,13017779.980999999,1.073,13B,8248.39,1.0,38744.25,1.17,-10817.87,1.02,11216.47,1.04,-39736.6,30.02,8490.63,1.0,4878.77,1.66,15804.78,2.15,,,7095.59,1.03,8818.51,1.0,-10844.28,12.76,-15804.78,-4878.77,-18975.5039,-16750.9379,-10995.3549,-31421.899400000002,-38744.25,-8248.39,-10817.87,12654.5915,-15804.78,-4878.77,-2654.2040000000006,7708.2835,233.40490000000136,-11257.463500000002,-38954.2535,-15804.78,-13580.214,-4878.77,-10493.708900000001,-31026.209600000002,1378.4589999999998,-10311.3056,13418.346,15698.8494,4009.0849
7,6,13,C,Other,3125.00888,0.00021,7469.849,0.0,-2220.472,0.27,13003354.835210001,0.00022999999999999998,13C,23667.02,0.06,31630.1,0.24,-10648.36,0.08,-19990.42,9.53,-29241.72,1.91,-22284.38,1.0,4946.31,0.0,17533.36,1.32,,,5168.11,0.01,-4061.55,0.01,-3836.08,0.08,-17533.36,-4946.31,-20902.9839,-18678.4179,-23875.4149,-24413.699399999998,-31630.1,-23667.02,-10648.36,-3002.8185000000003,-17533.36,-4946.31,-2721.7440000000006,-23066.7265,-15185.2251,-13184.943500000001,-28459.3735,-17533.36,-15308.794000000002,-4946.31,-12421.188900000001,-23912.0596,1310.9189999999999,-12039.885600000001,-2239.0640000000003,15631.309399999998,2280.5049
6,7,13,N,Other,5345.481,0.27,7238.863,0.021,-17769.951,9.53,13005738.609000001,0.289,13N,35100.71,46.15,17900.17,0.27,-9495.92,0.94,,,-15312.89,1.35,-34640.45,24.0,20063.9,1.04,1943.49,0.27,,,5406.89,0.28,-5489.14,0.28,-1058.73,0.27,-1943.49,-20063.9,-20664.2039,-18439.6379,-25303.0049,-21636.3494,-17900.17,-35100.71,-9495.92,-18552.2975,-1943.49,-20063.9,-17839.334000000003,-35422.7965,-26618.9151,-12946.163500000002,-14530.5435,-1943.49,281.0759999999998,-20063.9,-12182.408900000002,-10182.129599999998,-13806.671000000002,3549.9844000000003,-17788.543,513.7193999999981,17870.3749
5,8,13,O,+3n,23115.432,9.526,5811.763000000001,0.733,,,13024815.437,10.226,13O,,,2111.91,9.53,-8220.46,9.76,,,15826.46,9.53,,,16870.5,25.82,1511.61,9.58,,,9522.68,47.13,-10820.54,400.11,13063.16,9.53,-1511.61,-16870.5,-16548.4139,-14323.8479,-30634.4049,-7514.4594,-2111.91,,-8220.46,,-1511.61,-16870.5,-14645.934000000001,,,-8830.373500000002,16608.8065,-1511.61,712.9559999999999,-16870.5,-8066.618900000001,5606.1304,-10613.271,3981.8644000000004,,3707.1193999999996,18302.2549
10,4,14,Be,x,39954.498,132.245,4993.897,9.446,16290.813,133.936,14042892.92,141.97,14Be,1265.9,132.26,,,-11667.56,161.58,36934.61,132.25,,,15321.23,132.25,1775.9,132.64,24315.36,149.63,31946.72,132.25,1655.73,135.61,4090.3,132.25,,,-24315.36,-1775.9,-24415.3639,-22190.7979,-15723.564900000001,,,-1265.9,-11667.56,15508.4665,-24315.36,-1775.9,448.6659999999997,14538.8835,7215.894900000001,-16697.323500000002,,-24315.36,-22090.794,-1775.9,-15933.568900000002,,4481.329,-18821.8856,16272.221,18801.719399999998,-4501.4951
9,5,14,B,Other,23663.685,21.213,6101.644,1.515,20643.792,21.213,14025404.012,22.773000000000003,14B,5848.35,21.25,39923.83,36.75,-11813.85,24.74,20800.27,21.21,-40606.17,73.15,12467.36,21.21,969.58,21.24,17284.36,23.53,-8300.72,46.27,9296.73,21.3,8350.57,21.21,-11418.17,21.22,-17284.36,-969.58,-16774.3639,-14549.797900000001,-11463.2949,-31995.7894,-39923.83,-5848.35,-11813.85,19861.4455,-17284.36,-969.58,1254.9859999999999,11685.013500000001,2633.4449000000004,-9056.323500000002,-39823.8235,-17284.36,-15059.794000000002,-969.58,-8292.568900000002,-32205.789600000004,5287.649,-11790.885600000001,20625.2,19608.039399999998,2529.5049
8,6,14,C,Other,3019.89278,0.0037600000000000003,7520.319,0.0,156.476,0.004,14003241.988429999,0.00403,14C,13122.74,0.0,36635.81,1.91,-12012.51,0.08,-4987.89,0.03,-37928.15,10.18,-10396.91,0.27,8176.43,0.0,20831.02,1.0,,,361.3,1.32,-783.76,0.01,-11510.87,0.24,-20831.02,-8176.43,-25709.7939,-23485.2279,-20597.6249,-32088.4894,-36635.81,-13122.74,-12012.51,-625.8705,-20831.02,-8176.43,-5951.8640000000005,-11179.2565,-4640.945099999999,-17991.753500000003,-37145.8035,-20831.02,-18606.454,-8176.43,-17227.998900000002,-28917.7696,-1919.201,-15337.545600000001,137.88400000000001,12401.1894,-1017.1551
7,7,14,N,Other,2863.4167199999997,0.00018999999999999998,7475.6140000000005,0.0,-5144.3640000000005,0.025,14003074.004460001,0.00021,14N,30617.29,1.0,25083.92,1.32,-11612.11,0.01,-29100.99,41.12,-20987.5,1.0,-28323.33,9.53,10553.38,0.27,7550.56,0.0,,,13574.22,0.0,-2921.92,0.06,-157.89,0.01,-7550.56,-10553.38,-12496.8739,-10272.307900000002,-22735.7849,-20735.5094,-25083.92,-30617.29,-11612.11,-5926.7105,-7550.56,-10553.38,-8328.813999999998,-29105.6765,-22135.4951,-4778.8335000000025,-20205.1535,-7550.56,-5325.994000000001,-10553.38,-4015.0789000000022,-17365.8796,-4296.150999999999,-2057.0856000000003,-5162.956,10024.2394,12263.3049
6,8,14,O,Other,8007.781,0.025,7052.278,0.002,-23956.622000000003,41.119,14008596.705999998,0.027000000000000003,14O,40049.47,24.0,6570.16,0.03,-10115.81,0.07,,,-2406.2,0.03,,,23178.97,9.53,4626.67,0.27,,,1380.52,1.0,-11431.72,46.15,3004.79,0.06,-4626.67,-23178.97,-24690.5739,-22466.0079,-31245.5849,-17572.8294,-6570.16,-40049.47,-10115.81,-24738.968500000003,-4626.67,-23178.97,-20954.404000000002,,-31567.6751,-16972.5335,-1623.8534999999997,-4626.67,-2402.1040000000003,-23178.97,-16208.778900000001,1147.8804,-16921.741,866.8044,-23975.214000000004,-2601.3506000000016,15187.1949
5,9,14,F,-p,31964.402000000002,41.119,5285.2080000000005,2.937,,,14034315.199000001,44.141999999999996,14F,,,-48.39,41.13,-9260.54,402.11,,,19329.95,41.12,,,,,-1560.0,40.0,,,10760.6,47.61,,,13307.24,61.81,1560.0,,-15310.4939,-13085.9279,,-7270.3794,48.39,,-9260.54,,1560.0,,,,,-7592.453500000001,20112.2965,1560.0,3784.566,,-6828.698900000001,7766.4304,,7053.4744,,,21373.8649
11,4,15,Be,-n,49825.815,165.797,4540.97,11.052999999999999,20867.573,167.12599999999998,15053490.215,177.99,15Be,-24.1,166.11,,,,,39952.67,165.8,,,18090.81,167.15,-1800.0,100.0,,,46970.21,165.8,3555.73,179.97,5680.3,168.49,,,,1800.0,-22515.3639,-20290.7979,-14133.564900000001,,,24.1,,20085.2265,,1800.0,4024.566,17308.4635,8505.894900000001,-14797.323500000002,,,,1800.0,-14033.568900000002,,8057.229,,20848.981,22377.6194,
10,5,15,B,Other,28958.242000000002,21.031999999999996,5879.985,1.402,19085.098,21.046999999999997,15031087.953,22.578000000000003,15B,3746.34,21.06,42600.59,73.09,-14194.93,21.04,28856.8,21.03,,,17867.03,21.03,2776.76,29.87,18285.23,133.91,12391.49,25.27,6009.97,23.37,8744.54,21.12,-14404.93,36.64,-18285.23,-2776.76,-20061.1239,-17836.5579,-11069.3249,-34982.5494,-42600.59,-3746.34,-14194.93,18302.751500000002,-18285.23,-2776.76,-552.1940000000004,17084.6835,4735.454900000001,-12343.0835,,-18285.23,-16060.664,-2776.76,-11579.3289,-34882.5496,3480.469,-12791.7556,19066.506,17800.8594,1528.634900000001
9,6,15,C,-n,9873.144,0.8,7100.169,0.053,9771.705,0.8,15010599.256,0.858,15C,9394.5,0.8,38363.87,10.21,-12728.94,0.83,7017.54,0.94,-37370.32,132.25,-1061.59,0.8,1218.07,0.8,21079.51,21.23,-30342.23,66.69,4022.0,1.28,1367.8,1.54,-9558.21,2.07,-21079.51,-1218.07,-22049.0939,-19824.5279,-18446.0649,-30135.8294,-38363.87,-9394.5,-12728.94,8989.3585,-21079.51,-1218.07,1006.4959999999999,-1843.9364999999998,-912.7050999999992,-14331.053500000002,-36587.9735,-21079.51,-18854.944,-1218.07,-13567.298900000002,-30645.829600000005,5039.159000000001,-15586.0356,9753.113,19359.5494,-1265.645099999998
8,7,15,N,Other,101.43871,0.0006,7699.46,0.0,-2754.1659999999997,0.491,15000108.898939999,0.00065,15N,21386.68,0.27,31038.45,1.0,-10991.18,0.01,-16465.31,14.0,-30851.22,21.21,-15977.66,0.03,10833.3,0.0,10207.42,0.0,,,7687.24,0.0,4965.49,0.0,-7621.56,1.32,-10207.42,-10833.3,-18383.853900000002,-16159.287900000001,-14848.3749,-28199.1794,-31038.45,-21386.68,-10991.18,-3536.5125,-10207.42,-10833.3,-8608.734,-16760.0065,-12904.8851,-10665.813500000002,-30068.8735,-10207.42,-7982.854,-10833.3,-9902.058900000002,-23320.4096,-4576.070999999999,-4713.9456,-2772.758,9744.3194,9606.4449
7,8,15,O,Other,2855.605,0.491,7463.691999999999,0.033,-13711.146,14.009,15003065.617999999,0.526,15O,36402.46,9.54,14847.34,0.49,-10218.71,0.49,-37359.77,66.69,-7453.26,0.49,-37180.11,41.12,13223.49,0.49,7296.78,0.49,,,8220.93,0.56,-9618.41,1.11,8502.01,0.49,-7296.78,-13223.49,-17850.1639,-15625.5979,-29432.2749,-12075.6094,-14847.34,-36402.46,-10218.71,-14493.4925,-7296.78,-13223.49,-10998.923999999999,-37962.4565,-27920.6651,-10132.123500000002,-6670.913500000001,-7296.78,-5072.214,-13223.49,-9368.368900000001,-7129.2996,-6966.2609999999995,-1803.3055999999997,-13729.738000000001,7354.1294,12517.084900000002
6,9,15,F,-p,16566.751,14.0,6497.459,0.9329999999999999,-23648.622000000003,68.138,15017785.139,15.029000000000002,15F,,,3356.67,14.0,-10161.72,48.23,,,6414.36,14.0,,,23468.97,43.44,-1270.0,14.0,,,4162.13,16.93,-10483.81,27.78,4875.08,14.04,1270.0,-23468.97,-21908.9639,-19684.3979,-30297.674899999998,-15702.5394,-3356.67,,-10161.72,-24430.968500000003,1270.0,-23468.97,-21244.404000000002,,,-14190.9235,7196.706499999999,1270.0,3494.566,-23468.97,-13427.1689,4361.3704,-17211.741,6763.4744,-23667.214000000004,-2891.3506000000016,21083.8649
5,10,15,Ne,-pp,40215.373,66.684,4868.728,4.446000000000001,,,15043172.98,71.58800000000001,15Ne,,,-2522.0,66.0,,,,,24918.62,66.68,,,,,-962.0,77.18,,,,,,,13947.16,70.87,962.0,,,,,-6630.4594,2522.0,,,,962.0,,,,,,25700.9665,962.0,3186.566,,,10240.0404,,6455.4744,,,20775.8649
12,4,16,Be,-nn,57447.132000000005,165.797,4285.285,10.362,20334.623,167.608,16061672.035999998,177.99,16Be,-1350.0,100.0,,,,,43753.0,165.84,,,20417.57,167.13,450.0,141.42,,,62184.13,165.8,,,5330.3,179.97,,,,-450.0,,,-14483.564900000001,,,1350.0,,19552.2765,,-450.0,1774.5659999999998,19635.2235,9831.7949,,,,,-450.0,,,5807.229,,20316.031,20127.6194,
11,5,16,B,Other,37112.51,24.569000000000003,5507.302,1.536,23418.377999999997,24.828000000000003,16039841.92,26.375,16B,2693.81,32.46,,,-14321.98,38.78,31428.6,24.68,,,19168.05,24.58,-82.95,14.6,20002.28,167.61,26432.26,25.94,7868.82,134.51,8317.49,26.59,-14221.98,74.19,-20002.28,82.95,-18202.2739,-15977.707900000001,-11496.3749,-34799.5994,,-2693.81,-14321.98,22636.031499999997,-20002.28,82.95,2307.5159999999996,18385.7035,5787.984900000001,-10484.233500000002,,-20002.28,-17777.714,82.95,-9720.478900000002,,6340.179,-14508.8056,23399.785999999996,20660.5694,-188.41509999999835
10,6,16,C,-nn,13694.132,3.5780000000000003,6922.054,0.22399999999999998,8010.225,4.254,16014701.256,3.84,16C,5468.39,3.58,40838.31,132.29,-13808.54,4.05,18431.13,3.58,-43420.65,165.84,5521.38,3.58,4250.33,3.67,22553.08,21.33,-10292.64,20.79,741.25,21.51,1996.24,3.71,-14318.54,10.79,-22553.08,-4250.33,-25329.8439,-23105.2779,-17817.6249,-34896.159400000004,-40838.31,-5468.39,-13808.54,7227.878500000001,-22553.08,-4250.33,-2025.7640000000001,4739.0335000000005,3013.4049000000005,-17611.8035,-42638.3035,-22553.08,-20328.514000000003,-4250.33,-16848.0489,-33120.2696,2006.8990000000003,-17059.605600000003,7991.633000000001,16327.2894,-2739.2151000000013
9,7,16,N,-n,5683.906999999999,2.301,7373.795999999999,0.14400000000000002,10420.908000000001,2.301,16006101.925,2.47,16N,13322.14,2.3,32557.72,21.34,-10110.41,2.65,-4996.35,8.63,-30563.31,21.16,-5243.02,2.35,2488.85,2.3,11478.21,2.44,,,13374.82,2.3,7422.95,2.3,-5231.64,2.51,-11478.21,-2488.85,-12696.2739,-10471.707900000001,-12390.9149,-25809.2594,-32557.72,-13322.14,-10110.41,9638.561500000002,-11478.21,-2488.85,-264.2840000000001,-6025.3665,-4840.345099999999,-4978.233500000002,-29780.9635,-11478.21,-9253.644,-2488.85,-4214.478900000002,-24839.679600000003,3768.3790000000004,-5984.735599999999,10402.316,18088.7694,8335.654900000001
8,8,16,O,Other,-4737.00135,0.00016,7976.206,0.0,-15417.253999999999,8.321,15994914.6196,0.00016999999999999999,16O,28887.42,0.03,22334.84,0.0,-7161.92,0.0,-28723.78,20.48,-21899.12,0.8,-29375.07,14.0,15663.92,0.49,12127.41,0.0,,,3110.39,0.0,-5218.43,0.27,-2215.61,0.0,-12127.41,-15663.92,-22960.7039,-20736.1379,-25032.2949,-22793.2294,-22334.84,-28887.42,-7161.92,-16199.600499999999,-12127.41,-15663.92,-13439.354,-30157.4165,-20405.625099999997,-15242.663500000002,-21116.7735,-12127.41,-9902.844000000001,-15663.92,-14478.908900000002,-14616.7996,-9406.690999999999,-6633.9356,-15435.846,4913.6993999999995,7686.454900000001
7,9,16,F,-,10680.253,8.321,6963.731,0.52,-13306.523000000001,22.105999999999998,16011465.723,8.932,16F,37426.78,41.95,6761.11,8.32,-9082.73,8.38,,,3289.84,8.32,-37606.44,67.2,13957.82,16.29,-535.68,8.33,,,13383.28,8.32,-7571.12,12.65,10981.17,8.32,535.68,-13957.82,-12687.8139,-10463.2479,-27384.9849,-9596.4494,-6761.11,-37426.78,-9082.73,-14088.8695,535.68,-13957.82,-11733.254,-38388.7865,-28944.985099999998,-4969.773500000001,4072.1865000000003,535.68,2760.2459999999996,-13957.82,-4206.018900000001,956.9304000000002,-7700.590999999999,6029.1544,-13325.115000000002,6619.7994,20349.5449
6,10,16,Ne,--,23986.776,20.48,6083.177,1.28,,,16025750.864,21.986,16Ne,,,-1401.05,20.48,-10352.75,31.55,,,13842.2,20.49,,,24299.91,69.76,-131.05,24.81,,,2733.18,45.94,,,6517.75,22.59,131.05,-24299.91,-23337.9139,-21113.3479,,-14059.8694,1401.05,,-10352.75,,131.05,-24299.91,-22075.344,,,-15619.873500000002,14624.5465,131.05,2355.616,-24299.91,-14856.118900000001,9119.0904,-18042.681,5624.5244,,-3722.2906000000003,19944.9149
12,5,17,B,x,43716.317,204.104,5269.6669999999995,12.005999999999998,22684.418999999998,204.84099999999998,17046931.399,219.114,17B,1384.56,205.18,,,-15689.49,215.77,35846.24,204.65,,,21950.87,204.13,1467.51,205.58,21019.79,262.96,41764.62,204.1,4601.31,262.96,8625.87,243.2,,,-21019.79,-1467.51,-21469.7839,-19245.2179,-11187.9949,,,-1384.56,-15689.49,21902.0725,-21019.79,-1467.51,757.0559999999998,21168.5235,7097.234900000001,-13751.7435,,-21019.79,-18795.224000000002,-1467.51,-12987.9889,,4789.719,-15526.315600000002,22665.826999999997,19110.1094,-1205.9251000000004
11,6,17,C,2p-n,21031.897999999997,17.365,6558.024,1.021,13161.82,22.945999999999998,17022578.672000002,18.641,17C,4983.88,17.38,43371.86,166.7,-15052.09,20.13,21840.66,17.36,-43704.2,166.7,7276.67,17.52,733.55,17.73,23369.58,30.09,4531.45,17.37,2784.46,27.27,2232.27,27.41,-13276.2,133.38,-23369.58,-733.55,-23286.6339,-21062.067900000002,-17581.5949,-33853.8194,-43371.86,-4983.88,-15052.09,12379.4735,-23369.58,-733.55,1491.0159999999998,6494.3235,3497.9149000000007,-15568.593500000003,-42921.8535,-23369.58,-21145.014000000003,-733.55,-14804.838900000002,-35653.8196,5523.679,-17876.105600000003,13143.228,19844.0694,-3555.7151000000013
10,7,17,N,+p,7870.079000000001,15.0,7286.229,0.882,8678.841999999999,15.0,17008448.877,16.102999999999998,17N,8373.99,15.0,35666.1,25.83,-11116.78,15.03,5918.38,15.0,-36531.4,28.79,4535.76,15.0,5885.15,15.18,13113.02,15.42,-27303.13,1001.47,8707.74,15.02,9714.24,15.0,-10147.2,25.98,-13113.02,-5885.15,-17363.353900000002,-15138.787900000001,-10099.6249,-30724.8194,-35666.1,-8373.99,-11116.78,7896.495499999999,-13113.02,-5885.15,-3660.584,3753.4135,107.804900000001,-9645.313500000002,-35749.0535,-13113.02,-10888.454000000002,-5885.15,-8881.558900000002,-27948.0596,372.07900000000063,-7619.5456,8660.249999999998,14692.4694,6700.8449
9,8,17,O,Other,-808.76348,0.00066,7750.728,0.0,-2760.465,0.248,16999131.75664,0.0007,17O,19807.0,0.49,25259.85,0.8,-6358.69,0.0,-17309.21,0.35,-21791.87,3.58,-19560.33,8.32,4143.08,0.0,13781.64,2.3,,,9800.6,0.0,1191.87,0.0,1817.75,0.0,-13781.64,-4143.08,-16270.4939,-14045.9279,-18621.9949,-18759.8694,-25259.85,-19807.0,-6358.69,-3542.8115000000003,-13781.64,-4143.08,-1918.5140000000001,-20342.6765,-11325.2051,-8552.453500000001,-21009.5235,-13781.64,-11557.074,-4143.08,-7788.698900000001,-17541.8096,2114.1490000000003,-8288.1656,-2779.0570000000002,16434.5394,6032.224900000001
8,9,17,F,Other,1951.7020000000002,0.248,7542.328,0.015,-14548.746000000001,0.43200000000000005,17002095.237999998,0.266,17F,30757.68,14.0,12727.68,0.25,-5818.69,0.37,-33221.51,1001.36,-11021.18,2.31,-30106.39,20.48,16799.87,8.32,600.27,0.25,,,9806.9,0.55,-1192.02,0.25,4734.69,0.25,-600.27,-16799.87,-16264.1939,-14039.627900000001,-21005.8849,-15842.9294,-12727.68,-30757.68,-5818.69,-15331.0925,-600.27,-16799.87,-14575.304,-30888.7365,-22275.8851,-8546.153500000002,-10238.8335,-600.27,1624.2959999999998,-16799.87,-7782.398900000002,-5009.6396,-10542.641,4893.2044000000005,-14567.338000000002,3777.7494000000006,19213.5949
7,10,17,Ne,Other,16500.447,0.354,6640.499,0.021,-18672.766,1001.3560000000001,17017713.959000003,0.38,17Ne,39857.56,66.68,933.1,0.61,-9039.9,9.53,,,13948.48,0.35,,,15557.65,20.48,1468.78,8.33,,,10644.5,14.0,-10599.9,41.12,14139.07,0.36,-1468.78,-15557.65,-15426.5939,-13202.027900000001,-30413.764900000002,-6438.5494,-933.1,-39857.56,-9039.9,-19455.1125,-1468.78,-15557.65,-13333.083999999999,,-31375.765099999997,-7708.553500000002,14730.8265,-1468.78,755.7859999999998,-15557.65,-6944.798900000002,6784.9403999999995,-9300.420999999998,4024.6944000000003,-18691.358,5019.9694,18345.0849
6,11,17,Na,x,35173.214,1001.3560000000001,5496.08,58.903,,,17037760.0,1075.0,17Na,,,-4028.52,1001.45,,,,,17203.99,1001.39,,,,,-3897.47,1001.57,,,5668.65,1003.57,,,8855.21,1002.2,3897.47,,-20402.4439,-18177.8779,,-11722.4094,4028.52,,,,3897.47,,,,,-12684.403500000002,17986.3365,3897.47,6122.036,,-11920.648900000002,11746.5604,,9390.9444,,,23711.3349
13,5,18,B,-n,51792.634000000005,204.165,4976.63,11.342,26873.37,206.357,18055601.682,219.18,18B,1462.51,205.64,,,,,38679.47,205.01,,,22689.42,204.9,-5.0,5.0,,,50919.52,204.17,5056.31,263.01,6830.87,263.01,,,,5.0,-21014.7839,-18790.2179,-12982.994900000002,,,-1462.51,,26091.0235,,5.0,2229.566,21907.0735,7019.284900000001,-13296.7435,,,,5.0,-12532.9889,,6262.229,,26854.778,20582.6194,
12,6,18,C,++,24919.264,30.0,6426.130999999999,1.6669999999999998,11806.096000000001,35.282,18026751.932,32.205999999999996,18C,4917.5,30.21,47105.81,168.49,-17460.15,135.61,25702.08,30.0,,,8977.87,33.54,4183.95,34.66,26086.02,206.3,19601.65,30.0,-1482.44,38.78,825.08,36.64,-19260.15,168.49,-26086.02,-4183.95,-27553.5339,-25328.9679,-18988.7849,-39837.769400000005,-47105.81,-4917.5,-17460.15,11023.749500000002,-26086.02,-4183.95,-1959.384,8195.523500000001,3564.294900000001,-19835.4935,,-26086.02,-23861.454,-4183.95,-19071.7389,-39387.7696,2073.2790000000005,-20592.5456,11787.504,16393.6694,-6272.1551
11,7,18,N,+,13113.168,18.57,7038.562,1.032,13895.983999999999,18.57,18014077.565,19.935,18N,8713.37,18.71,38577.28,30.8,-12975.43,28.19,12240.06,18.58,-37892.12,204.95,5850.61,18.57,2828.23,23.87,15207.7,25.42,-11924.82,95.7,10129.84,18.91,8104.08,18.59,-10198.67,28.06,-15207.7,-2828.23,-15941.2539,-13716.6879,-11709.7849,-30776.2894,-38577.28,-8713.37,-12975.43,13113.637499999999,-15207.7,-2828.23,-603.6640000000002,5068.2635,-231.57510000000002,-8223.213500000002,-37109.7735,-15207.7,-12983.134000000002,-2828.23,-7459.458900000001,-30859.2396,3428.9990000000003,-9714.225600000002,13877.391999999998,17749.3894,4606.1649
10,8,18,O,Other,-782.8156,0.0007099999999999999,7767.097,0.0,-1655.9289999999999,0.46299999999999997,17999159.61284,0.0007599999999999999,18O,12188.45,0.0,29054.89,3.58,-6227.62,0.0,-6100.43,0.36,-29103.68,17.36,-10805.83,0.25,8045.37,0.0,15941.86,15.0,,,4244.08,2.3,3979.8,0.0,-5009.56,0.8,-15941.86,-8045.37,-21827.013899999998,-19602.4479,-15834.064900000001,-25587.1794,-29054.89,-12188.45,-6227.62,-2438.2754999999997,-15941.86,-8045.37,-5820.804,-11588.1765,-3706.6551,-14108.973500000002,-28321.3335,-15941.86,-13717.294000000002,-8045.37,-13345.218900000002,-21336.8496,-1788.1409999999996,-10448.385600000001,-1674.521,12532.2494,3872.0049
9,9,18,F,Other,873.113,0.46299999999999997,7631.638000000001,0.026000000000000002,-4444.501,0.589,18000937.325,0.49700000000000005,18F,25949.77,8.33,19388.74,2.35,-4415.22,0.46,-24164.87,93.88,-14285.94,15.01,-23698.65,0.58,9149.91,0.53,5607.09,0.46,,,16320.92,0.46,2881.56,0.67,6418.08,0.46,-5607.09,-9149.91,-9750.1739,-7525.607900000001,-16932.3049,-14159.5394,-19388.74,-25949.77,-4415.22,-5226.8475,-5607.09,-9149.91,-6925.344,-24480.9965,-17467.9751,-2032.1335000000017,-13503.5935,-5607.09,-3382.5240000000003,-9149.91,-1268.3789000000015,-11670.699600000002,-2892.6809999999996,-113.61560000000009,-4463.093,11427.7094,14206.7749
