#  Theoretical Giant Dipole Resonance parameters
#  Z   A El    Eta    E1     W1     E2     W2
#                   [MeV]  [MeV]  [MeV]  [MeV] 
#--------------------------------------------------
  30  75 Zn  1.198  15.80   4.47  18.65   7.66
  30  76 Zn  1.198  15.74   4.23  18.57   7.00
  30  77 Zn  1.182  15.81   4.08  18.43   6.48
  30  78 Zn  1.149  16.03   4.03  18.21   6.02
  30  79 Zn  1.000  17.41   5.17  17.41   5.17
  30  80 Zn  1.011  17.33   4.78  17.33   4.78
  30  81 Zn  1.103  17.25   4.88  17.25   4.88
  30  82 Zn  1.134  15.87   3.93  17.82   5.70
  30  83 Zn  1.149  15.67   3.99  17.80   6.02
  30  84 Zn  1.128  15.78   4.25  17.63   6.52
  30  85 Zn  1.123  15.75   4.35  17.52   6.77
  30  86 Zn  1.111  16.85   5.76  16.85   5.76
  30  87 Zn  1.044  16.78   5.58  16.78   5.58
  30  88 Zn  1.000  16.70   5.49  16.70   5.49
  30  89 Zn  1.090  16.62   5.40  16.62   5.40
  30  90 Zn  1.195  14.78   3.83  17.41   6.18
  30  91 Zn  1.153  15.05   3.93  17.15   6.05
  30  92 Zn  1.232  14.35   3.66  17.38   6.11
  30  93 Zn  1.235  14.25   3.65  17.31   6.13
  31  60 Ga  1.169  16.92   4.31  19.52   6.67
  31  61 Ga  1.165  16.91   4.36  19.46   6.79
  31  62 Ga  1.191  16.62   4.34  19.52   7.03
  31  63 Ga  1.198  16.52   4.37  19.50   7.21
  31  64 Ga  1.232  16.16   4.33  19.58   7.47
  31  65 Ga  1.232  16.11   4.37  19.52   7.61
  31  66 Ga  1.232  16.06   4.48  19.46   7.95
  31  67 Ga  1.206  16.24   4.66  19.28   8.29
  31  68 Ga  1.191  16.31   4.87  19.15   8.61
  31  69 Ga  1.230  15.91   4.81  19.25   9.10
  31  70 Ga  1.265  15.56   4.63  19.32   9.05
  31  71 Ga  1.257  15.57   4.65  19.22   8.95
  31  72 Ga  1.265  15.45   4.54  19.18   8.80
  31  73 Ga  1.249  15.52   4.56  19.04   8.60
  31  74 Ga  1.249  15.46   4.52  18.97   8.49
  31  75 Ga  1.215  15.68   4.56  18.76   8.18
  31  76 Ga  1.208  15.68   4.49  18.66   7.90
  31  77 Ga  1.215  15.56   4.34  18.61   7.57
  31  78 Ga  1.195  15.66   4.14  18.45   6.81
  31  79 Ga  1.182  15.71   4.00  18.32   6.27
  31  80 Ga  1.149  15.94   3.98  18.10   5.92
  31  81 Ga  1.000  17.31   4.91  17.31   4.91
  31  82 Ga  1.140  15.88   3.93  17.91   5.75
  31  83 Ga  1.172  15.53   3.89  17.97   5.95
  31  84 Ga  1.161  15.55   4.06  17.84   6.36
  31  85 Ga  1.168  15.43   4.20  17.79   6.86
  31  86 Ga  1.177  15.28   4.18  17.75   6.96
  31  87 Ga  1.165  15.32   4.06  17.62   6.44
  31  88 Ga  1.168  15.22   3.97  17.55   6.27
  31  89 Ga  1.198  14.91   3.88  17.60   6.34
  31  90 Ga  1.149  15.24   3.99  17.31   6.14
  31  91 Ga  1.235  14.47   3.72  17.58   6.26
  31  92 Ga  1.235  14.41   3.70  17.50   6.25
  31  93 Ga  1.271  14.07   3.59  17.54   6.26
  31  94 Ga  1.279  13.95   3.54  17.49   6.21
  31  95 Ga  1.293  13.78   3.52  17.46   6.26
  31  96 Ga  1.318  13.53   3.41  17.46   6.13
  31  97 Ga  1.318  13.47   3.36  17.38   6.01
  31  98 Ga  1.318  13.41   3.35  17.29   5.99
  31  99 Ga  1.301  13.46   3.36  17.15   5.95
  31 100 Ga  1.301  13.40   3.35  17.07   5.94
  32  60 Ge  1.175  16.79   4.23  19.47   6.54
  32  61 Ge  1.203  16.50   4.22  19.56   6.81
  32  62 Ge  1.239  16.15   4.15  19.67   7.02
  32  63 Ge  1.232  16.17   4.25  19.59   7.25
  32  64 Ge  1.268  15.83   4.20  19.69   7.50
  32  65 Ge  1.268  15.78   4.26  19.63   7.71
  32  66 Ge  1.304  15.44   4.17  19.72   7.86
  32  67 Ge  1.351  15.03   4.12  19.83   8.29
  32  68 Ge  1.271  15.61   4.56  19.47   8.79
  32  69 Ge  1.268  15.59   4.69  19.39   9.14
  32  70 Ge  1.271  15.51   4.67  19.34   9.16
  32  71 Ge  1.227  15.83   4.84  19.10   9.08
  32  72 Ge  1.235  15.70   4.74  19.07   8.93
  32  73 Ge  1.265  15.40   4.53  19.12   8.79
  32  74 Ge  1.230  15.63   4.54  18.91   8.37
  32  75 Ge  1.223  15.64   4.56  18.81   8.28
  32  76 Ge  1.215  15.64   4.59  18.71   8.29
  32  77 Ge  1.208  15.64   4.53  18.61   8.01
  32  78 Ge  1.189  15.75   4.48  18.46   7.68
  32  79 Ge  1.195  15.63   4.22  18.41   7.05
  32  80 Ge  1.161  15.86   4.11  18.20   6.40
  32  81 Ge  1.122  16.15   4.11  17.95   6.02
  32  82 Ge  1.088  17.28   5.01  17.28   5.01
  32  83 Ge  1.117  17.21   5.18  17.21   5.18
  32  84 Ge  1.149  15.72   4.02  17.85   6.09
  32  85 Ge  1.155  15.60   4.18  17.80   6.62
  32  86 Ge  1.168  15.42   4.25  17.78   6.97
  32  87 Ge  1.177  15.27   4.15  17.74   6.88
  32  88 Ge  1.195  15.07   3.95  17.74   6.43
  32  89 Ge  1.168  15.22   3.98  17.55   6.31
  32  90 Ge  1.239  14.58   3.74  17.76   6.31
  32  91 Ge  1.242  14.50   3.71  17.69   6.29
  32  92 Ge  1.274  14.19   3.60  17.73   6.25
  32  93 Ge  1.317  13.81   3.46  17.80   6.23
  32  94 Ge  1.311  13.79   3.45  17.70   6.17
  32  95 Ge  1.335  13.57   3.36  17.70   6.10
  32  96 Ge  1.330  13.53   3.35  17.60   6.05
  32  97 Ge  1.330  13.47   3.35  17.52   6.06
  32  98 Ge  1.330  13.41   3.34  17.45   6.05
  32  99 Ge  1.337  13.30   3.31  17.38   6.06
  32 100 Ge  1.310  13.42   3.34  17.22   5.98
  32 101 Ge  1.310  13.36   3.34  17.14   6.00
  32 102 Ge  1.310  13.30   3.33  17.06   5.99
  32 103 Ge  1.278  13.46   3.39  16.87   5.95
  33  64 As  1.232  16.08   4.28  19.48   7.37
  33  65 As  1.268  15.74   4.22  19.58   7.61
  33  66 As  1.293  15.49   4.18  19.63   7.78
  33  67 As  1.335  15.12   4.05  19.73   7.88
  33  68 As  1.344  15.01   4.17  19.71   8.39
  33  69 As  1.327  15.09   4.35  19.59   8.84
  33  70 As  1.327  15.05   4.37  19.54   8.93
  33  71 As  1.327  15.00   4.36  19.47   8.91
  33  72 As  1.327  14.96   4.35  19.41   8.90
  33  73 As  1.327  14.91   4.31  19.35   8.77
  33  74 As  1.327  14.86   4.17  19.29   8.32
  33  75 As  1.220  15.66   4.52  18.80   8.24
  33  76 As  1.241  15.43   4.41  18.82   8.16
  33  77 As  1.206  15.68   4.56  18.61   8.17
  33  78 As  1.195  15.71   4.60  18.51   8.12
  33  79 As  1.195  15.65   4.48  18.44   7.78
  33  80 As  1.177  15.75   4.34  18.30   7.25
  33  81 As  1.168  15.78   4.12  18.19   6.52
  33  82 As  1.134  16.02   4.08  17.97   6.10
  33  83 As  1.123  16.05   3.96  17.86   5.71
  33  84 As  1.169  15.59   3.91  17.98   5.98
  33  85 As  1.155  15.64   4.04  17.86   6.23
  33  86 As  1.168  15.47   4.20  17.83   6.84
  33  87 As  1.177  15.32   4.23  17.80   7.08
  33  88 As  1.184  15.20   4.08  17.75   6.78
  33  89 As  1.191  15.09   3.91  17.71   6.38
  33  90 As  1.247  14.58   3.75  17.86   6.40
  33  91 As  1.279  14.28   3.61  17.90   6.32
  33  92 As  1.320  13.91   3.48  17.97   6.30
  33  93 As  1.317  13.87   3.48  17.89   6.27
  33  94 As  1.325  13.76   3.44  17.83   6.23
  33  95 As  1.335  13.63   3.38  17.79   6.14
  33  96 As  1.335  13.57   3.37  17.71   6.13
  33  97 As  1.330  13.54   3.36  17.62   6.08
  33  98 As  1.330  13.49   3.36  17.54   6.09
  33  99 As  1.330  13.43   3.34  17.46   6.06
  33 100 As  1.330  13.37   3.32  17.39   6.02
  33 101 As  1.330  13.31   3.30  17.31   5.95
  33 102 As  1.330  13.25   3.29  17.24   5.96
  33 103 As  1.278  13.55   3.42  16.98   6.02
  33 104 As  1.265  13.58   3.41  16.86   5.92
  33 105 As  1.257  13.58   3.42  16.75   5.88
  33 106 As  1.257  13.52   3.40  16.68   5.83
  34  65 Se  1.301  15.42   4.02  19.64   7.36
  34  66 Se  1.327  15.18   3.97  19.70   7.49
  34  67 Se  1.327  15.14   4.01  19.65   7.66
  34  68 Se  1.341  15.00   4.01  19.66   7.83
  34  69 Se  1.409  14.46   3.90  19.84   8.28
  34  70 Se  1.338  14.95   4.26  19.54   8.70
  34  71 Se  1.327  14.98   4.31  19.45   8.76
  34  72 Se  1.327  14.94   4.31  19.39   8.75
  34  73 Se  1.327  14.90   4.30  19.34   8.74
  34  74 Se  1.327  14.85   4.24  19.27   8.57
  34  75 Se  1.327  14.80   4.09  19.22   8.07
  34  76 Se  1.327  14.76   4.02  19.16   7.83
  34  77 Se  1.327  14.71   4.01  19.09   7.81
  34  78 Se  1.195  15.72   4.56  18.52   7.99
  34  79 Se  1.189  15.72   4.64  18.42   8.13
  34  80 Se  1.168  15.85   4.58  18.27   7.76
  34  81 Se  1.177  15.71   4.35  18.25   7.31
  34  82 Se  1.168  15.74   4.12  18.15   6.54
  34  83 Se  1.128  16.04   4.11  17.91   6.11
  34  84 Se  1.088  17.22   5.05  17.22   5.05
  34  85 Se  1.123  15.96   4.05  17.76   5.95
  34  86 Se  1.149  15.67   4.08  17.80   6.27
  34  87 Se  1.161  15.50   4.27  17.78   6.93
  34  88 Se  1.168  15.39   4.29  17.74   7.10
  34  89 Se  1.184  15.19   4.06  17.74   6.71
  34  90 Se  1.191  15.08   3.89  17.69   6.34
  34  91 Se  1.242  14.61   3.76  17.83   6.40
  34  92 Se  1.282  14.25   3.59  17.90   6.28
  34  93 Se  1.328  13.85   3.45  17.99   6.26
  34  94 Se  1.320  13.85   3.45  17.89   6.22
  34  95 Se  1.360  13.52   3.33  17.95   6.17
  34  96 Se  1.347  13.55   3.34  17.83   6.12
  34  97 Se  1.341  13.54   3.35  17.74   6.11
  34  98 Se  1.330  13.55   3.36  17.63   6.06
  34  99 Se  1.330  13.50   3.35  17.55   6.06
  34 100 Se  1.330  13.44   3.34  17.48   6.03
  34 101 Se  1.384  13.02   3.22  17.57   6.17
  34 102 Se  1.330  13.32   3.29  17.33   5.91
  34 103 Se  1.295  13.51   3.36  17.13   5.96
  34 104 Se  1.295  13.45   3.35  17.06   5.94
  34 105 Se  1.265  13.60   3.40  16.88   5.89
  34 106 Se  1.265  13.54   3.38  16.81   5.85
  34 107 Se  1.265  13.48   3.36  16.74   5.79
  34 108 Se  1.227  13.70   3.44  16.54   5.70
  34 109 Se  1.227  13.64   3.42  16.46   5.67
  34 110 Se  1.206  13.74   3.49  16.31   5.66
  34 111 Se  1.177  13.89   3.57  16.14   5.68
  35  69 Br  1.409  14.42   3.80  19.79   7.92
  35  70 Br  1.418  14.33   3.90  19.78   8.39
  35  71 Br  1.412  14.33   3.95  19.71   8.56
  35  72 Br  1.409  14.31   4.01  19.65   8.78
  35  73 Br  1.409  14.28   4.04  19.60   8.92
  35  74 Br  1.338  14.76   4.32  19.29   8.98
  35  75 Br  1.335  14.74   4.26  19.23   8.76
  35  76 Br  1.335  14.69   4.10  19.17   8.24
  35  77 Br  1.338  14.63   4.02  19.12   7.99
  35  78 Br  1.338  14.58   4.01  19.07   7.97
  35  79 Br  1.338  14.53   4.02  19.00   8.05
  35  80 Br  1.168  15.86   4.75  18.28   8.23
  35  81 Br  1.168  15.80   4.62  18.22   7.88
  35  82 Br  1.177  15.67   4.40  18.20   7.45
  35  83 Br  1.143  15.92   4.22  17.99   6.56
  35  84 Br  1.134  15.94   4.09  17.89   6.14
  35  85 Br  1.082  17.18   5.10  17.18   5.10
  35  86 Br  1.118  15.98   4.09  17.70   6.01
  35  87 Br  1.169  15.48   4.05  17.85   6.39
  35  88 Br  1.143  15.64   4.35  17.68   6.99
  35  89 Br  1.149  15.53   4.37  17.64   7.18
  35  90 Br  1.161  15.37   4.18  17.62   6.81
  35  91 Br  1.285  14.32   3.73  18.04   6.70
  35  92 Br  1.288  14.24   3.65  17.98   6.54
  35  93 Br  1.328  13.90   3.49  18.05   6.38
  35  94 Br  1.364  13.59   3.37  18.11   6.31
  35  95 Br  1.357  13.59   3.36  18.01   6.24
  35  96 Br  1.364  13.49   3.33  17.96   6.22
  35  97 Br  1.354  13.50   3.35  17.86   6.20
  35  98 Br  1.415  13.05   3.19  17.98   6.19
  35  99 Br  1.415  13.00   3.18  17.91   6.20
  35 100 Br  1.415  12.94   3.17  17.83   6.19
  35 101 Br  1.415  12.89   3.16  17.76   6.15
  35 102 Br  1.415  12.84   3.14  17.69   6.12
  35 103 Br  1.415  12.78   3.12  17.61   6.05
  35 104 Br  1.409  12.76   3.11  17.52   5.98
  35 105 Br  1.409  12.71   3.08  17.45   5.92
  35 106 Br  1.409  12.66   3.08  17.38   5.94
  35 107 Br  1.415  12.57   3.06  17.32   5.94
  35 108 Br  1.277  13.42   3.34  16.81   5.85
  35 109 Br  1.265  13.45   3.36  16.69   5.82
  35 110 Br  1.249  13.50   3.42  16.57   5.86
  35 111 Br  1.177  13.98   3.63  16.24   5.81
  35 112 Br  1.168  14.00   3.67  16.14   5.82
  35 113 Br  1.134  14.20   3.76  15.94   5.77
  35 114 Br  1.134  14.14   3.81  15.87   5.91
  35 115 Br  1.000  15.23   6.28  15.23   6.28
  35 116 Br  1.000  15.17   5.94  15.17   5.94
  36  69 Kr  1.415  14.34   3.75  19.75   7.77
  36  70 Kr  1.415  14.31   3.76  19.71   7.84
  36  71 Kr  1.427  14.19   3.83  19.71   8.27
  36  72 Kr  1.422  14.19   3.90  19.65   8.50
  36  73 Kr  1.409  14.25   3.99  19.56   8.71
  36  74 Kr  1.409  14.21   4.02  19.51   8.84
  36  75 Kr  1.506  13.52   3.69  19.75   8.78
  36  76 Kr  1.324  14.75   4.31  19.11   8.82
  36  77 Kr  1.421  14.01   3.83  19.39   8.37
  36  78 Kr  1.327  14.65   4.06  19.01   8.03
  36  79 Kr  1.330  14.58   4.05  18.97   8.02
  36  80 Kr  1.327  14.56   4.08  18.90   8.13
  36  81 Kr  1.182  15.68   4.73  18.28   8.30
  36  82 Kr  1.161  15.81   4.66  18.14   7.91
  36  83 Kr  1.168  15.71   4.43  18.11   7.40
  36  84 Kr  1.134  15.95   4.25  17.90   6.54
  36  85 Kr  1.000  17.20   5.67  17.20   5.67
  36  86 Kr  1.000  17.14   5.15  17.14   5.15
  36  87 Kr  1.115  15.97   4.09  17.64   5.98
  36  88 Kr  1.160  15.51   4.07  17.78   6.37
  36  89 Kr  1.134  15.69   4.37  17.60   6.94
  36  90 Kr  1.165  15.37   4.45  17.68   7.49
  36  91 Kr  1.184  15.15   4.19  17.69   7.11
  36  92 Kr  1.206  14.91   4.02  17.72   6.80
  36  93 Kr  1.242  14.58   3.86  17.79   6.73
  36  94 Kr  1.288  14.17   3.62  17.89   6.47
  36  95 Kr  1.334  13.79   3.45  17.99   6.33
  36  96 Kr  1.364  13.53   3.34  18.02   6.22
  36  97 Kr  1.448  12.93   3.15  18.21   6.26
  36  98 Kr  1.436  12.96   3.15  18.10   6.20
  36  99 Kr  1.448  12.83   3.11  18.06   6.19
  36 100 Kr  1.421  12.95   3.14  17.92   6.13
  36 101 Kr  1.421  12.90   3.13  17.85   6.11
  36 102 Kr  1.400  12.98   3.15  17.71   6.04
  36 103 Kr  1.400  12.93   3.14  17.64   6.02
  36 104 Kr  1.372  13.06   3.18  17.48   5.95
  36 105 Kr  1.353  13.13   3.21  17.35   5.96
  36 106 Kr  1.343  13.14   3.24  17.25   5.99
  36 107 Kr  1.303  13.36   3.32  17.05   5.93
  36 108 Kr  1.303  13.30   3.30  16.98   5.89
  36 109 Kr  1.295  13.31   3.33  16.88   5.92
  36 110 Kr  1.265  13.46   3.38  16.71   5.87
  36 111 Kr  1.227  13.68   3.51  16.51   5.92
  36 112 Kr  1.177  14.00   3.67  16.27   5.93
  36 113 Kr  1.168  14.02   3.71  16.16   5.93
  36 114 Kr  1.000  15.39   6.07  15.39   6.07
  36 115 Kr  1.128  14.22   3.89  15.88   6.04
  36 116 Kr  1.000  15.26   6.14  15.26   6.14
  36 117 Kr  1.000  15.20   5.77  15.20   5.77
  36 118 Kr  1.000  15.14   5.02  15.14   5.02
  36 119 Kr  1.048  15.07   5.49  15.07   5.49
  37  75 Rb  1.506  13.49   3.62  19.72   8.48
  37  76 Rb  1.520  13.37   3.59  19.71   8.56
  37  77 Rb  1.506  13.43   3.64  19.62   8.62
  37  78 Rb  1.411  14.02   3.83  19.27   8.36
  37  79 Rb  1.411  13.98   3.75  19.22   8.04
  37  80 Rb  1.400  14.02   3.81  19.13   8.14
  37  81 Rb  1.372  14.18   3.96  18.98   8.37
  37  82 Rb  1.111  17.36   7.48  17.36   7.48
  37  83 Rb  1.107  17.31   7.27  17.31   7.27
  37  84 Rb  1.195  15.42   4.33  18.17   7.45
  37  85 Rb  1.102  17.20   5.90  17.20   5.90
  37  86 Rb  1.000  17.15   5.52  17.15   5.52
  37  87 Rb  1.066  17.10   4.99  17.10   4.99
  37  88 Rb  1.111  17.04   5.24  17.04   5.24
  37  89 Rb  1.160  15.48   4.03  17.73   6.28
  37  90 Rb  1.122  15.76   4.40  17.51   6.86
  37  91 Rb  1.160  15.37   4.46  17.62   7.46
  37  92 Rb  1.169  15.25   4.37  17.59   7.33
  37  93 Rb  1.203  14.91   4.07  17.67   6.89
  37  94 Rb  1.247  14.52   3.88  17.79   6.82
  37  95 Rb  1.282  14.20   3.69  17.85   6.61
  37  96 Rb  1.413  13.24   3.28  18.22   6.41
  37  97 Rb  1.436  13.05   3.17  18.22   6.24
  37  98 Rb  1.436  13.00   3.16  18.16   6.20
  37  99 Rb  1.436  12.95   3.13  18.09   6.14
  37 100 Rb  1.421  12.99   3.14  17.98   6.12
  37 101 Rb  1.421  12.94   3.12  17.91   6.06
  37 102 Rb  1.421  12.89   3.11  17.84   6.05
  37 103 Rb  1.411  12.91   3.10  17.74   5.97
  37 104 Rb  1.400  12.93   3.13  17.64   5.98
  37 105 Rb  1.400  12.88   3.11  17.58   5.94
  37 106 Rb  1.411  12.76   3.08  17.54   5.96
  37 107 Rb  1.353  13.09   3.20  17.29   5.96
  37 108 Rb  1.382  12.84   3.13  17.32   5.96
  37 109 Rb  1.353  12.98   3.18  17.15   5.92
  37 110 Rb  1.353  12.93   3.17  17.09   5.89
  37 111 Rb  1.353  12.88   3.15  17.02   5.85
  37 112 Rb  1.353  12.83   3.15  16.95   5.88
  37 113 Rb  1.128  14.41   3.91  16.10   6.05
  37 114 Rb  1.122  14.40   3.90  16.01   5.95
  37 115 Rb  1.035  15.42   5.83  15.42   5.83
  37 116 Rb  1.106  14.42   4.04  15.81   6.21
  37 117 Rb  1.035  15.29   5.85  15.29   5.85
  37 118 Rb  1.000  15.23   5.40  15.23   5.40
  37 119 Rb  1.031  15.17   4.79  15.17   4.79
  37 120 Rb  1.054  15.10   5.34  15.10   5.34
  38  73 Sr  1.415  14.13   3.84  19.47   8.23
  38  74 Sr  1.479  13.66   3.66  19.62   8.36
  38  75 Sr  1.506  13.46   3.61  19.67   8.46
  38  76 Sr  1.492  13.52   3.56  19.58   8.18
  38  77 Sr  1.506  13.40   3.53  19.57   8.23
  38  78 Sr  1.463  13.64   3.65  19.40   8.28
  38  79 Sr  1.463  13.61   3.65  19.35   8.28
  38  80 Sr  1.451  13.66   3.62  19.27   8.03
  38  81 Sr  1.400  13.97   3.83  19.06   8.24
  38  82 Sr  1.000  17.35   7.92  17.35   7.92
  38  83 Sr  1.071  17.30   7.39  17.30   7.39
  38  84 Sr  1.000  17.25   7.48  17.25   7.48
  38  85 Sr  1.168  15.61   4.38  17.99   7.28
  38  86 Sr  1.000  17.15   5.84  17.15   5.84
  38  87 Sr  1.000  17.10   5.30  17.10   5.30
  38  88 Sr  1.000  17.05   4.86  17.05   4.86
  38  89 Sr  1.098  17.00   5.09  17.00   5.09
  38  90 Sr  1.107  16.94   5.38  16.94   5.38
  38  91 Sr  1.122  15.72   4.32  17.47   6.67
  38  92 Sr  1.160  15.34   4.42  17.58   7.35
  38  93 Sr  1.165  15.25   4.43  17.54   7.48
  38  94 Sr  1.203  14.89   4.10  17.64   6.99
  38  95 Sr  1.239  14.55   3.93  17.72   6.90
  38  96 Sr  1.282  14.18   3.71  17.82   6.68
  38  97 Sr  1.424  13.15   3.22  18.22   6.30
  38  98 Sr  1.436  13.03   3.14  18.20   6.13
  38  99 Sr  1.448  12.91   3.09  18.17   6.08
  38 100 Sr  1.448  12.86   3.07  18.11   6.02
  38 101 Sr  1.448  12.82   3.06  18.05   5.98
  38 102 Sr  1.439  12.83   3.04  17.95   5.89
  38 103 Sr  1.439  12.78   3.03  17.89   5.89
  38 104 Sr  1.439  12.73   3.02  17.82   5.86
  38 105 Sr  1.411  12.86   3.07  17.67   5.88
  38 106 Sr  1.411  12.81   3.06  17.61   5.86
  38 107 Sr  1.422  12.69   3.02  17.58   5.85
  38 108 Sr  1.393  12.83   3.08  17.42   5.85
  38 109 Sr  1.393  12.78   3.07  17.35   5.83
  38 110 Sr  1.363  12.92   3.13  17.20   5.84
  38 111 Sr  1.409  12.58   2.99  17.27   5.73
  38 112 Sr  1.353  12.89   3.14  17.04   5.82
  38 113 Sr  1.353  12.84   3.15  16.97   5.87
  38 114 Sr  1.000  15.55   5.89  15.55   5.89
  38 115 Sr  1.000  15.49   5.85  15.49   5.85
  38 116 Sr  1.000  15.43   5.91  15.43   5.91
  38 117 Sr  1.035  15.37   5.92  15.37   5.92
  38 118 Sr  1.000  15.31   5.71  15.31   5.71
  38 119 Sr  1.000  15.25   5.06  15.25   5.06
  38 120 Sr  1.000  15.19   4.58  15.19   4.58
  38 121 Sr  1.000  15.13   5.01  15.13   5.01
  39  76 Y   1.520  13.31   3.50  19.61   8.18
  39  77 Y   1.506  13.37   3.51  19.52   8.17
  39  78 Y   1.496  13.40   3.52  19.45   8.14
  39  79 Y   1.476  13.50   3.59  19.35   8.22
  39  80 Y   1.476  13.47   3.59  19.31   8.26
  39  81 Y   1.463  13.52   3.63  19.23   8.24
  39  82 Y   1.463  13.49   3.65  19.18   8.32
  39  83 Y   1.000  17.28   7.74  17.28   7.74
  39  84 Y   1.000  17.24   7.57  17.24   7.57
  39  85 Y   1.000  17.19   7.06  17.19   7.06
  39  86 Y   1.035  17.15   6.18  17.15   6.18
  39  87 Y   1.000  17.10   5.66  17.10   5.66
  39  88 Y   1.000  17.05   5.18  17.05   5.18
  39  89 Y   1.000  17.00   4.78  17.00   4.78
  39  90 Y   1.044  16.95   5.06  16.95   5.06
  39  91 Y   1.000  16.90   5.41  16.90   5.41
  39  92 Y   1.000  16.85   5.86  16.85   5.86
  39  93 Y   1.000  16.80   6.59  16.80   6.59
  39  94 Y   1.062  16.74   6.66  16.74   6.66
  39  95 Y   1.191  14.95   4.19  17.56   7.14
  39  96 Y   1.195  14.87   4.07  17.51   6.84
  39  97 Y   1.421  13.18   3.29  18.24   6.61
  39  98 Y   1.421  13.14   3.24  18.18   6.43
  39  99 Y   1.448  12.93   3.13  18.20   6.22
  39 100 Y   1.448  12.89   3.11  18.14   6.17
  39 101 Y   1.439  12.90   3.09  18.05   6.08
  39 102 Y   1.439  12.86   3.08  18.00   6.04
  39 103 Y   1.439  12.82   3.05  17.94   5.96
  39 104 Y   1.451  12.69   3.01  17.91   5.94
  39 105 Y   1.422  12.83   3.06  17.76   5.90
  39 106 Y   1.422  12.78   3.05  17.70   5.92
  39 107 Y   1.434  12.66   3.01  17.67   5.91
  39 108 Y   1.434  12.62   3.01  17.61   5.90
  39 109 Y   1.409  12.72   3.04  17.47   5.87
  39 110 Y   1.409  12.68   3.03  17.41   5.84
  39 111 Y   1.409  12.63   3.01  17.34   5.78
  39 112 Y   1.421  12.51   2.97  17.31   5.76
  39 113 Y   1.393  12.64   3.06  17.17   5.85
  39 114 Y   1.378  12.69   3.10  17.06   5.92
  39 115 Y   1.000  15.57   5.97  15.57   5.97
  39 116 Y   1.000  15.51   5.98  15.51   5.98
  39 117 Y   1.000  15.45   6.25  15.45   6.25
  39 118 Y   1.031  15.39   5.89  15.39   5.89
  39 119 Y   1.000  15.33   5.50  15.33   5.50
  39 120 Y   1.000  15.27   4.89  15.27   4.89
  39 121 Y   1.000  15.22   4.48  15.22   4.48
  39 122 Y   1.000  15.16   4.82  15.16   4.82
  40  78 Zr  1.476  13.49   3.48  19.34   7.73
  40  79 Zr  1.496  13.34   3.48  19.36   7.99
  40  80 Zr  1.476  13.44   3.56  19.27   8.14
  40  81 Zr  1.476  13.41   3.57  19.23   8.20
  40  82 Zr  1.000  17.30   7.53  17.30   7.53
  40  83 Zr  1.000  17.26   7.55  17.26   7.55
  40  84 Zr  1.000  17.22   7.49  17.22   7.49
  40  85 Zr  1.008  17.18   7.32  17.18   7.32
  40  86 Zr  1.000  17.13   6.55  17.13   6.55
  40  87 Zr  1.016  17.09   5.91  17.09   5.91
  40  88 Zr  1.000  17.04   5.45  17.04   5.45
  40  89 Zr  1.000  17.00   5.03  17.00   5.03
  40  90 Zr  1.000  16.95   4.66  16.95   4.66
  40  91 Zr  1.044  16.90   4.94  16.90   4.94
  40  92 Zr  1.000  16.86   5.24  16.86   5.24
  40  93 Zr  1.140  15.48   4.14  17.46   6.41
  40  94 Zr  1.160  15.27   4.24  17.50   6.88
  40  95 Zr  1.095  16.71   6.69  16.71   6.69
  40  96 Zr  1.198  14.86   4.30  17.54   7.54
  40  97 Zr  1.235  14.52   3.97  17.63   7.00
  40  98 Zr  1.242  14.43   3.84  17.60   6.71
  40  99 Zr  1.399  13.26   3.35  18.08   6.59
  40 100 Zr  1.421  13.07   3.20  18.09   6.32
  40 101 Zr  1.421  13.03   3.18  18.04   6.25
  40 102 Zr  1.421  12.99   3.15  17.98   6.17
  40 103 Zr  1.439  12.84   3.08  17.97   6.06
  40 104 Zr  1.439  12.79   3.05  17.91   5.98
  40 105 Zr  1.439  12.75   3.05  17.85   5.99
  40 106 Zr  1.422  12.82   3.06  17.75   5.93
  40 107 Zr  1.422  12.78   3.06  17.69   5.95
  40 108 Zr  1.393  12.92   3.11  17.54   5.91
  40 109 Zr  1.393  12.87   3.11  17.48   5.94
  40 110 Zr  1.393  12.83   3.11  17.42   5.94
  40 111 Zr  1.378  12.87   3.11  17.31   5.86
  40 112 Zr  1.330  13.15   3.34  17.11   6.16
  40 113 Zr  1.409  12.59   3.02  17.28   5.85
  40 114 Zr  1.195  14.03   3.76  16.51   6.21
  40 115 Zr  1.000  15.63   6.06  15.63   6.06
  40 116 Zr  1.000  15.58   6.06  15.58   6.06
  40 117 Zr  1.000  15.52   6.21  15.52   6.21
  40 118 Zr  1.000  15.46   6.19  15.46   6.19
  40 119 Zr  1.012  15.41   5.86  15.41   5.86
  40 120 Zr  1.000  15.35   5.19  15.35   5.19
  40 121 Zr  1.000  15.29   4.72  15.29   4.72
  40 122 Zr  1.000  15.24   4.37  15.24   4.37
  40 123 Zr  1.000  15.18   4.63  15.18   4.63
  41  83 Nb  1.000  17.22   7.66  17.22   7.66
  41  84 Nb  1.000  17.19   7.69  17.19   7.69
