 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   7.000   8.474383E-02   4.427601E-02
   7.100   8.296328E-02   4.278988E-02
   7.200   8.103420E-02   4.117448E-02
   7.300   7.883308E-02   3.932492E-02
   7.400   7.649556E-02   3.738722E-02
   7.500   7.395949E-02   3.531726E-02
   7.600   7.111707E-02   3.304608E-02
   7.700   6.814314E-02   3.073554E-02
   7.800   6.490154E-02   2.829728E-02
   7.900   6.159143E-02   2.589548E-02
   8.000   5.815530E-02   2.349777E-02
   8.100   5.451360E-02   2.106490E-02
   8.200   5.087329E-02   1.874399E-02
   8.300   4.712979E-02   1.647423E-02
   8.400   4.348198E-02   1.437740E-02
   8.500   3.988765E-02   1.242484E-02
   8.600   3.631054E-02   1.059403E-02
   8.700   3.290694E-02   8.961037E-03
   8.800   2.961344E-02   7.482960E-03
   8.900   2.655238E-02   6.205395E-03
   9.000   2.368875E-02   5.096820E-03
   9.100   2.100426E-02   4.135001E-03
   9.200   1.856304E-02   3.331821E-03
   9.300   1.632664E-02   2.656584E-03
   9.400   1.432850E-02   2.107406E-03
   9.500   1.253825E-02   1.660204E-03
   9.600   1.093903E-02   1.297731E-03
   9.700   9.531734E-03   1.010593E-03
   9.800   8.292784E-03   7.829084E-04
   9.900   7.212320E-03   6.053555E-04
  10.000   6.269987E-03   4.668895E-04
  10.100   5.451756E-03   3.593694E-04
  10.200   4.742525E-03   2.764320E-04
  10.300   4.129554E-03   2.124868E-04
  10.400   3.598447E-03   1.632879E-04
  10.500   3.138879E-03   1.254259E-04
  10.600   2.742375E-03   9.625327E-05
  10.700   2.398441E-03   7.380861E-05
  10.800   2.100957E-03   5.648801E-05
  10.900   1.841983E-03   4.316659E-05
  11.000   1.616836E-03   3.291468E-05
  11.100   1.421285E-03   2.501221E-05
  11.200   1.250568E-03   1.897258E-05
  11.300   1.101880E-03   1.435290E-05
  11.400   9.716261E-04   1.085111E-05
  11.500   8.576771E-04   8.198413E-06
  11.600   7.581266E-04   6.205320E-06
  11.700   6.707270E-04   4.709289E-06
  11.800   5.942333E-04   3.595874E-06
  11.900   5.268752E-04   2.759574E-06
  12.000   4.676549E-04   2.133012E-06
  12.100   4.156854E-04   1.667201E-06
  12.200   3.698101E-04   1.311635E-06
  12.300   3.294278E-04   1.041463E-06
  12.400   2.936462E-04   8.294501E-07
  12.500   2.619812E-04   6.629677E-07
  12.600   2.339706E-04   5.293883E-07
  12.700   2.090699E-04   4.212910E-07
  12.800   1.869476E-04   3.322012E-07
  12.900   1.672116E-04   2.598669E-07
  13.000   1.496185E-04   2.001759E-07
  13.100   1.339341E-04   1.493141E-07
  13.200   1.198939E-04   1.113755E-07
  13.300   1.073256E-04   8.307655E-08
  13.400   9.607472E-05   6.196798E-08
  13.500   8.600329E-05   4.622280E-08
  13.600   7.698765E-05   3.447824E-08
  13.700   6.891710E-05   2.571781E-08
  13.800   6.169259E-05   1.918328E-08
  13.900   5.522541E-05   1.430908E-08
  14.000   4.948014E-05   1.178019E-08
  14.100   4.434641E-05   1.004035E-08
  14.200   3.974533E-05   8.557468E-09
  14.300   3.562162E-05   7.293598E-09
  14.400   3.192576E-05   6.216392E-09
  14.500   2.861336E-05   5.298280E-09
  14.600   2.564463E-05   4.515766E-09
  14.700   2.298392E-05   3.848824E-09
  14.800   2.059926E-05   3.280383E-09
  14.900   1.846202E-05   2.795896E-09
  15.000   1.654652E-05   2.382965E-09
  15.100   1.482977E-05   2.031020E-09
  15.200   1.333722E-05   1.609038E-09
  15.300   1.199698E-05   1.270042E-09
  15.400   1.079142E-05   1.002466E-09
  15.500   9.707004E-06   7.912636E-10
  15.600   8.731561E-06   6.245580E-10
  15.700   7.854138E-06   4.929745E-10
  15.800   7.064887E-06   3.891133E-10
  15.900   6.354946E-06   3.071338E-10
  16.000   5.716346E-06   2.424260E-10
  16.100   5.141918E-06   1.913511E-10
  16.200   4.625214E-06   1.510367E-10
  16.300   4.161094E-06   1.195020E-10
  16.400   3.809672E-06   1.231169E-10
  16.500   3.487929E-06   1.268410E-10
  16.600   3.193358E-06   1.306779E-10
  16.700   2.923665E-06   1.346307E-10
  16.800   2.676749E-06   1.387032E-10
  16.900   2.450686E-06   1.428988E-10
  17.000   2.243715E-06   1.472214E-10
  17.100   2.054224E-06   1.516747E-10
  17.200   1.880736E-06   1.562627E-10
  17.300   1.721899E-06   1.609895E-10
  17.400   1.576478E-06   1.658593E-10
  17.500   1.443337E-06   1.708764E-10
  17.600   1.363549E-06   1.685166E-10
  17.700   1.292028E-06   1.654986E-10
  17.800   1.224258E-06   1.625347E-10
  17.900   1.160042E-06   1.596239E-10
  18.000   1.099195E-06   1.567652E-10
  18.100   1.041540E-06   1.539577E-10
  18.200   9.869086E-07   1.512005E-10
  18.300   9.351429E-07   1.484927E-10
  18.400   8.860924E-07   1.458333E-10
  18.500   8.396147E-07   1.432216E-10
  18.600   7.955749E-07   1.406567E-10
  18.700   7.538451E-07   1.381377E-10
  18.800   7.264480E-07   1.373758E-10
  18.900   7.076007E-07   1.377133E-10
  19.000   6.892423E-07   1.380516E-10
  19.100   6.713602E-07   1.383907E-10
  19.200   6.539420E-07   1.387307E-10
  19.300   6.369758E-07   1.390715E-10
  19.400   6.204497E-07   1.394132E-10
  19.500   6.043524E-07   1.397557E-10
  19.600   5.886728E-07   1.400990E-10
  19.700   5.733999E-07   1.404432E-10
  19.800   5.585233E-07   1.407882E-10
  19.900   5.440327E-07   1.411340E-10
 Z= 106 A= 349  Sg beta2=-0.16 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.048315E-02   4.385338E-02
   0.100   9.039666E-02   4.371744E-02
   0.200   9.031025E-02   4.358192E-02
   0.300   9.022392E-02   4.344682E-02
   0.400   9.013767E-02   4.331214E-02
   0.500   9.000867E-02   4.310192E-02
   0.600   8.985965E-02   4.285703E-02
   0.700   8.970535E-02   4.258982E-02
   0.800   8.954168E-02   4.228315E-02
   0.900   8.937832E-02   4.197869E-02
   1.000   8.922358E-02   4.167490E-02
   1.100   8.910217E-02   4.136730E-02
   1.200   8.898093E-02   4.106197E-02
   1.300   8.894881E-02   4.081519E-02
   1.400   8.892826E-02   4.057717E-02
   1.500   8.890771E-02   4.034054E-02
   1.600   8.898021E-02   4.019342E-02
   1.700   8.908864E-02   4.008070E-02
   1.800   8.924609E-02   4.003481E-02
   1.900   8.947522E-02   4.008598E-02
   2.000   8.970494E-02   4.013722E-02
   2.100   8.995357E-02   4.022935E-02
   2.200   9.025983E-02   4.044872E-02
   2.300   9.056714E-02   4.066929E-02
   2.400   9.088215E-02   4.100994E-02
   2.500   9.119877E-02   4.136262E-02
   2.600   9.151649E-02   4.171832E-02
   2.700   9.179856E-02   4.212883E-02
   2.800   9.207024E-02   4.255934E-02
   2.900   9.230597E-02   4.299070E-02
   3.000   9.249731E-02   4.342204E-02
   3.100   9.268905E-02   4.385770E-02
   3.200   9.285869E-02   4.427940E-02
   3.300   9.297268E-02   4.465919E-02
   3.400   9.308680E-02   4.504223E-02
   3.500   9.315694E-02   4.533011E-02
   3.600   9.322585E-02   4.561697E-02
   3.700   9.329482E-02   4.590565E-02
   3.800   9.336316E-02   4.610797E-02
   3.900   9.343139E-02   4.629029E-02
   4.000   9.351907E-02   4.642870E-02
   4.100   9.362680E-02   4.652154E-02
   4.200   9.373466E-02   4.661457E-02
   4.300   9.385894E-02   4.669067E-02
   4.400   9.401652E-02   4.673213E-02
   4.500   9.417469E-02   4.677374E-02
   4.600   9.435390E-02   4.682332E-02
   4.700   9.453345E-02   4.687296E-02
   4.800   9.471335E-02   4.692264E-02
   4.900   9.486787E-02   4.702511E-02
   5.000   9.501818E-02   4.713700E-02
   5.100   9.511967E-02   4.729655E-02
   5.200   9.517879E-02   4.749785E-02
   5.300   9.523795E-02   4.770001E-02
   5.400   9.524688E-02   4.792578E-02
   5.500   9.517173E-02   4.819091E-02
   5.600   9.508699E-02   4.845588E-02
   5.700   9.484577E-02   4.869589E-02
   5.800   9.460516E-02   4.893709E-02
   5.900   9.436516E-02   4.917948E-02
   6.000   9.398094E-02   4.932146E-02
   6.100   9.353746E-02   4.940579E-02
   6.200   9.301565E-02   4.940361E-02
   6.300   9.237035E-02   4.924995E-02
   6.400   9.166664E-02   4.901822E-02
   6.500   9.085910E-02   4.865106E-02
   6.600   8.989277E-02   4.808134E-02
   6.700   8.883079E-02   4.738957E-02
   6.800   8.756250E-02   4.645234E-02
   6.900   8.620372E-02   4.541401E-02
   7.000   8.467917E-02   4.419571E-02
   7.100   8.290298E-02   4.272497E-02
   7.200   8.099161E-02   4.113370E-02
   7.300   7.877921E-02   3.928049E-02
   7.400   7.646504E-02   3.736769E-02
   7.500   7.394522E-02   3.531251E-02
   7.600   7.112723E-02   3.305929E-02
   7.700   6.819081E-02   3.077374E-02
   7.800   6.495319E-02   2.833069E-02
   7.900   6.168436E-02   2.594986E-02
   8.000   5.827670E-02   2.356130E-02
   8.100   5.467108E-02   2.113984E-02
   8.200   5.107443E-02   1.883347E-02
   8.300   4.733929E-02   1.655447E-02
   8.400   4.372827E-02   1.446555E-02
   8.500   4.015614E-02   1.251197E-02
   8.600   3.660232E-02   1.068096E-02
   8.700   3.322275E-02   9.048083E-03
   8.800   2.992800E-02   7.558460E-03
   8.900   2.687897E-02   6.277443E-03
   9.000   2.401654E-02   5.161653E-03
   9.100   2.133385E-02   4.193470E-03
   9.200   1.889050E-02   3.384146E-03
   9.300   1.664126E-02   2.699987E-03
   9.400   1.463366E-02   2.144863E-03
   9.500   1.282956E-02   1.691418E-03
   9.600   1.121749E-02   1.323867E-03
   9.700   9.795007E-03   1.032183E-03
   9.800   8.539491E-03   8.001904E-04
   9.900   7.442633E-03   6.192825E-04
  10.000   6.483692E-03   4.779236E-04
  10.100   5.650630E-03   3.681647E-04
  10.200   4.926107E-03   2.833604E-04
  10.300   4.299115E-03   2.179059E-04
  10.400   3.754148E-03   1.675133E-04
  10.500   3.281742E-03   1.287027E-04
  10.600   2.873849E-03   9.882509E-05
  10.700   2.518833E-03   7.581305E-05
  10.800   2.211602E-03   5.803706E-05
  10.900   1.943200E-03   4.437012E-05
  11.000   1.709458E-03   3.384437E-05
  11.100   1.506350E-03   2.573869E-05
  11.200   1.328468E-03   1.953561E-05
  11.300   1.173311E-03   1.478453E-05
  11.400   1.036912E-03   1.118242E-05
  11.500   9.173580E-04   8.450968E-06
  11.600   8.128265E-04   6.399015E-06
  11.700   7.207341E-04   4.855066E-06
  11.800   6.400212E-04   3.707640E-06
  11.900   5.686813E-04   2.842803E-06
  12.000   5.058189E-04   2.195259E-06
  12.100   4.505943E-04   1.714346E-06
  12.200   4.016806E-04   1.346822E-06
  12.300   3.585477E-04   1.068692E-06
  12.400   3.202009E-04   8.500634E-07
  12.500   2.861978E-04   6.788349E-07
  12.600   2.560905E-04   5.419647E-07
  12.700   2.292453E-04   4.314539E-07
  12.800   2.053628E-04   3.401678E-07
  12.900   1.840008E-04   2.664393E-07
  13.000   1.649141E-04   2.058707E-07
  13.100   1.478741E-04   1.536896E-07
  13.200   1.325948E-04   1.147345E-07
  13.300   1.188943E-04   8.565326E-08
  13.400   1.066094E-04   6.394310E-08
  13.500   9.559386E-05   4.773572E-08
  13.600   8.571650E-05   3.563635E-08
  13.700   7.685973E-05   2.660376E-08
  13.800   6.891810E-05   1.986062E-08
  13.900   6.179705E-05   1.482663E-08
  14.000   5.544554E-05   1.206452E-08
  14.100   4.976251E-05   1.026454E-08
  14.200   4.466197E-05   8.733110E-09
  14.300   4.008423E-05   7.430163E-09
  14.400   3.597569E-05   6.321610E-09
  14.500   3.228827E-05   5.378450E-09
  14.600   2.897880E-05   4.576005E-09
  14.700   2.600854E-05   3.893283E-09
  14.800   2.334273E-05   3.312420E-09
  14.900   2.095016E-05   2.818219E-09
  15.000   1.880282E-05   2.397751E-09
  15.100   1.687557E-05   2.040016E-09
  15.200   1.520836E-05   1.622586E-09
  15.300   1.371466E-05   1.277073E-09
  15.400   1.236767E-05   1.005134E-09
  15.500   1.115297E-05   7.911013E-10
  15.600   1.005758E-05   6.226447E-10
  15.700   9.069767E-06   4.900591E-10
  15.800   8.178975E-06   3.857062E-10
  15.900   7.375673E-06   3.035741E-10
  16.000   6.651268E-06   2.389312E-10
  16.100   5.998010E-06   1.880534E-10
  16.200   5.408913E-06   1.480094E-10
  16.300   4.877674E-06   1.164924E-10
  16.400   4.476773E-06   1.174415E-10
  16.500   4.115378E-06   1.210815E-10
  16.600   3.783158E-06   1.248342E-10
  16.700   3.477756E-06   1.287032E-10
  16.800   3.197009E-06   1.326922E-10
  16.900   2.938925E-06   1.368048E-10
  17.000   2.701676E-06   1.410448E-10
  17.100   2.483579E-06   1.454163E-10
  17.200   2.283088E-06   1.499232E-10
  17.300   2.098782E-06   1.545698E-10
  17.400   1.929354E-06   1.593605E-10
  17.500   1.773604E-06   1.642996E-10
  17.600   1.671085E-06   1.627694E-10
  17.700   1.583319E-06   1.598003E-10
  17.800   1.500162E-06   1.568854E-10
  17.900   1.421373E-06   1.540237E-10
  18.000   1.346722E-06   1.512141E-10
  18.100   1.275992E-06   1.484558E-10
  18.200   1.208976E-06   1.457478E-10
  18.300   1.145480E-06   1.430892E-10
  18.400   1.085319E-06   1.404791E-10
  18.500   1.028318E-06   1.379166E-10
  18.600   9.743105E-07   1.354009E-10
  18.700   9.231393E-07   1.329310E-10
  18.800   8.851153E-07   1.319045E-10
  18.900   8.585241E-07   1.322493E-10
  19.000   8.327319E-07   1.325949E-10
  19.100   8.077145E-07   1.329415E-10
  19.200   7.834487E-07   1.332890E-10
  19.300   7.599119E-07   1.336374E-10
  19.400   7.370822E-07   1.339868E-10
  19.500   7.149384E-07   1.343370E-10
  19.600   6.934599E-07   1.346881E-10
  19.700   6.726266E-07   1.350402E-10
  19.800   6.524191E-07   1.353932E-10
  19.900   6.328188E-07   1.357471E-10
 Z= 106 A= 350  Sg beta2=-0.16 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.045573E-02   4.370295E-02
   0.100   9.036363E-02   4.356750E-02
   0.200   9.027163E-02   4.343247E-02
   0.300   9.017973E-02   4.329785E-02
   0.400   9.008791E-02   4.316366E-02
   0.500   8.995147E-02   4.295502E-02
   0.600   8.979365E-02   4.271140E-02
   0.700   8.963097E-02   4.244607E-02
   0.800   8.945927E-02   4.214071E-02
   0.900   8.928791E-02   4.183756E-02
   1.000   8.912536E-02   4.153529E-02
   1.100   8.899974E-02   4.122966E-02
   1.200   8.887429E-02   4.092628E-02
   1.300   8.884151E-02   4.068070E-02
   1.400   8.882257E-02   4.044485E-02
   1.500   8.880363E-02   4.021038E-02
   1.600   8.888010E-02   4.006288E-02
   1.700   8.899702E-02   3.995203E-02
   1.800   8.916141E-02   3.990426E-02
   1.900   8.940188E-02   3.995695E-02
   2.000   8.964299E-02   4.000970E-02
   2.100   8.990131E-02   4.009876E-02
   2.200   9.021991E-02   4.031858E-02
   2.300   9.053964E-02   4.053961E-02
   2.400   9.086517E-02   4.087683E-02
   2.500   9.119239E-02   4.122991E-02
   2.600   9.152079E-02   4.158604E-02
   2.700   9.181282E-02   4.199399E-02
   2.800   9.209201E-02   4.242398E-02
   2.900   9.233707E-02   4.285515E-02
   3.000   9.253319E-02   4.328609E-02
   3.100   9.272973E-02   4.372136E-02
   3.200   9.290716E-02   4.414526E-02
   3.300   9.302530E-02   4.452484E-02
   3.400   9.314360E-02   4.490769E-02
   3.500   9.322263E-02   4.520121E-02
   3.600   9.329872E-02   4.548952E-02
   3.700   9.337487E-02   4.577967E-02
   3.800   9.345342E-02   4.598920E-02
   3.900   9.353277E-02   4.617384E-02
   4.000   9.363146E-02   4.631982E-02
   4.100   9.375450E-02   4.641663E-02
   4.200   9.387770E-02   4.651364E-02
   4.300   9.401501E-02   4.659673E-02
   4.400   9.418918E-02   4.664287E-02
   4.500   9.436366E-02   4.668906E-02
   4.600   9.455661E-02   4.674387E-02
   4.700   9.475075E-02   4.679912E-02
   4.800   9.494529E-02   4.685443E-02
   4.900   9.511170E-02   4.695792E-02
   5.000   9.527086E-02   4.707439E-02
   5.100   9.538300E-02   4.723216E-02
   5.200   9.544234E-02   4.743655E-02
   5.300   9.550171E-02   4.764182E-02
   5.400   9.551745E-02   4.786586E-02
   5.500   9.543373E-02   4.813195E-02
   5.600   9.535009E-02   4.839951E-02
   5.700   9.509676E-02   4.863735E-02
   5.800   9.484188E-02   4.887595E-02
   5.900   9.458768E-02   4.911572E-02
   6.000   9.419954E-02   4.926182E-02
   6.100   9.374774E-02   4.934993E-02
   6.200   9.321870E-02   4.935423E-02
   6.300   9.255710E-02   4.919346E-02
   6.400   9.185012E-02   4.896993E-02
   6.500   9.103755E-02   4.860688E-02
   6.600   9.006772E-02   4.804096E-02
   6.700   8.901183E-02   4.736249E-02
   6.800   8.773264E-02   4.641666E-02
   6.900   8.638550E-02   4.539383E-02
   7.000   8.486929E-02   4.418470E-02
   7.100   8.310098E-02   4.272159E-02
   7.200   8.121124E-02   4.115003E-02
   7.300   7.899180E-02   3.928719E-02
   7.400   7.670318E-02   3.739418E-02
   7.500   7.419992E-02   3.535010E-02
   7.600   7.139417E-02   3.310378E-02
   7.700   6.848536E-02   3.083685E-02
   7.800   6.523518E-02   2.838182E-02
   7.900   6.199108E-02   2.601674E-02
   8.000   5.859506E-02   2.363412E-02
   8.100   5.499245E-02   2.121337E-02
   8.200   5.141107E-02   1.891510E-02
   8.300   4.765439E-02   1.662269E-02
   8.400   4.405272E-02   1.453924E-02
   8.500   4.047769E-02   1.258342E-02
   8.600   3.691158E-02   1.074617E-02
   8.700   3.352750E-02   9.111627E-03
   8.800   3.020601E-02   7.609613E-03
   8.900   2.714846E-02   6.325839E-03
   9.000   2.427030E-02   5.204571E-03
   9.100   2.156572E-02   4.229402E-03
   9.200   1.910636E-02   3.415494E-03
   9.300   1.683360E-02   2.724308E-03
   9.400   1.481025E-02   2.165611E-03
   9.500   1.298910E-02   1.708468E-03
   9.600   1.135795E-02   1.337045E-03
   9.700   9.920130E-03   1.042673E-03
   9.800   8.649339E-03   8.080995E-04
   9.900   7.539755E-03   6.254799E-04
  10.000   6.569454E-03   4.827209E-04
  10.100   5.724805E-03   3.717078E-04
  10.200   4.990725E-03   2.860315E-04
  10.300   4.355875E-03   2.198976E-04
  10.400   3.803724E-03   1.690203E-04
  10.500   3.325352E-03   1.298551E-04
  10.600   2.911681E-03   9.966530E-05
  10.700   2.551949E-03   7.644673E-05
  10.800   2.240940E-03   5.850426E-05
  10.900   1.969025E-03   4.472750E-05
  11.000   1.732440E-03   3.411729E-05
  11.100   1.526600E-03   2.593543E-05
  11.200   1.346463E-03   1.968250E-05
  11.300   1.189543E-03   1.489026E-05
  11.400   1.051459E-03   1.125989E-05
  11.500   9.304877E-04   8.506433E-06
  11.600   8.246199E-04   6.435331E-06
  11.700   7.313978E-04   4.877889E-06
  11.800   6.498131E-04   3.723552E-06
  11.900   5.776357E-04   2.851808E-06
  12.000   5.140848E-04   2.200374E-06
  12.100   4.581863E-04   1.716331E-06
  12.200   4.087029E-04   1.346965E-06
  12.300   3.651350E-04   1.068558E-06
  12.400   3.263581E-04   8.494198E-07
  12.500   2.919918E-04   6.782712E-07
  12.600   2.615211E-04   5.414370E-07
  12.700   2.343696E-04   4.313093E-07
  12.800   2.102297E-04   3.399572E-07
  12.900   1.886186E-04   2.665476E-07
  13.000   1.693150E-04   2.065048E-07
  13.100   1.521345E-04   1.540037E-07
  13.200   1.366973E-04   1.148504E-07
  13.300   1.228265E-04   8.565120E-08
  13.400   1.103632E-04   6.387553E-08
  13.500   9.916457E-05   4.763604E-08
  13.600   8.910227E-05   3.552521E-08
  13.700   8.006100E-05   2.649341E-08
  13.800   7.193715E-05   1.975781E-08
  13.900   6.463763E-05   1.473465E-08
  14.000   5.815392E-05   1.186437E-08
  14.100   5.236998E-05   1.010332E-08
  14.200   4.716130E-05   8.603671E-09
  14.300   4.247067E-05   7.326615E-09
  14.400   3.824658E-05   6.239115E-09
  14.500   3.444260E-05   5.313034E-09
  14.600   3.101697E-05   4.524413E-09
  14.700   2.793205E-05   3.852847E-09
  14.800   2.515395E-05   3.280964E-09
  14.900   2.265215E-05   2.793965E-09
  15.000   2.039919E-05   2.379253E-09
  15.100   1.837030E-05   2.026097E-09
  15.200   1.660791E-05   1.625282E-09
  15.300   1.503133E-05   1.281717E-09
  15.400   1.360441E-05   1.010777E-09
  15.500   1.231295E-05   7.971112E-10
  15.600   1.114409E-05   6.286115E-10
  15.700   1.008618E-05   4.957306E-10
  15.800   9.128706E-06   3.909391E-10
  15.900   8.262122E-06   3.082993E-10
  16.000   7.477803E-06   2.431286E-10
  16.100   6.767938E-06   1.917341E-10
  16.200   6.125461E-06   1.512038E-10
  16.300   5.543973E-06   1.192412E-10
  16.400   5.086230E-06   1.172444E-10
  16.500   4.679824E-06   1.208427E-10
  16.600   4.305890E-06   1.245515E-10
  16.700   3.961835E-06   1.283741E-10
  16.800   3.645271E-06   1.323140E-10
  16.900   3.354002E-06   1.363749E-10
  17.000   3.086006E-06   1.405604E-10
  17.100   2.839424E-06   1.448743E-10
  17.200   2.612545E-06   1.493206E-10
  17.300   2.403794E-06   1.539034E-10
  17.400   2.211723E-06   1.586269E-10
  17.500   2.034999E-06   1.634953E-10
  17.600   1.908317E-06   1.627713E-10
  17.700   1.802994E-06   1.598483E-10
  17.800   1.703485E-06   1.569778E-10
  17.900   1.609467E-06   1.541588E-10
  18.000   1.520638E-06   1.513904E-10
  18.100   1.436712E-06   1.486717E-10
  18.200   1.357418E-06   1.460019E-10
  18.300   1.282500E-06   1.433800E-10
  18.400   1.211717E-06   1.408052E-10
  18.500   1.144841E-06   1.382766E-10
  18.600   1.081655E-06   1.357935E-10
  18.700   1.021957E-06   1.333549E-10
  18.800   9.734903E-07   1.320471E-10
  18.900   9.386357E-07   1.323630E-10
  19.000   9.050289E-07   1.326797E-10
  19.100   8.726254E-07   1.329972E-10
  19.200   8.413821E-07   1.333154E-10
  19.300   8.112574E-07   1.336344E-10
  19.400   7.822113E-07   1.339541E-10
  19.500   7.542051E-07   1.342746E-10
  19.600   7.272017E-07   1.345959E-10
  19.700   7.011651E-07   1.349179E-10
  19.800   6.760607E-07   1.352407E-10
  19.900   6.518551E-07   1.355643E-10
 Z= 106 A= 351  Sg beta2=-0.17 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.086856E-02   4.394761E-02
   0.100   9.080950E-02   4.381010E-02
   0.200   9.075049E-02   4.367302E-02
   0.300   9.069150E-02   4.353636E-02
   0.400   9.063256E-02   4.340013E-02
   0.500   9.054328E-02   4.318872E-02
   0.600   9.043902E-02   4.294100E-02
   0.700   9.033044E-02   4.267187E-02
   0.800   9.021364E-02   4.236179E-02
   0.900   9.009700E-02   4.205397E-02
   1.000   8.998559E-02   4.174712E-02
   1.100   8.989809E-02   4.143665E-02
   1.200   8.981067E-02   4.112849E-02
   1.300   8.978937E-02   4.087741E-02
   1.400   8.977928E-02   4.063710E-02
   1.500   8.976919E-02   4.039820E-02
   1.600   8.983104E-02   4.024476E-02
   1.700   8.992622E-02   4.013064E-02
   1.800   9.005881E-02   4.007601E-02
   1.900   9.025749E-02   4.012579E-02
   2.000   9.045660E-02   4.017563E-02
   2.100   9.066960E-02   4.025724E-02
   2.200   9.094022E-02   4.047384E-02
   2.300   9.121165E-02   4.069160E-02
   2.400   9.149550E-02   4.102104E-02
   2.500   9.178196E-02   4.136981E-02
   2.600   9.206933E-02   4.172154E-02
   2.700   9.233149E-02   4.212224E-02
   2.800   9.258313E-02   4.254678E-02
   2.900   9.280824E-02   4.297174E-02
   3.000   9.298900E-02   4.339451E-02
   3.100   9.317012E-02   4.382145E-02
   3.200   9.333590E-02   4.423908E-02
   3.300   9.344179E-02   4.460848E-02
   3.400   9.354780E-02   4.498097E-02
   3.500   9.361076E-02   4.526734E-02
   3.600   9.366815E-02   4.554388E-02
   3.700   9.372557E-02   4.582211E-02
   3.800   9.377705E-02   4.602468E-02
   3.900   9.382617E-02   4.619705E-02
   4.000   9.388806E-02   4.633513E-02
   4.100   9.396969E-02   4.641954E-02
   4.200   9.405139E-02   4.650410E-02
   4.300   9.414356E-02   4.657774E-02
   4.400   9.427230E-02   4.661263E-02
   4.500   9.440123E-02   4.664754E-02
   4.600   9.455297E-02   4.669187E-02
   4.700   9.470745E-02   4.673727E-02
   4.800   9.486218E-02   4.678272E-02
   4.900   9.500104E-02   4.687377E-02
   5.000   9.513412E-02   4.698188E-02
   5.100   9.523344E-02   4.712621E-02
   5.200   9.528357E-02   4.732338E-02
   5.300   9.533372E-02   4.752137E-02
   5.400   9.535320E-02   4.773443E-02
   5.500   9.527389E-02   4.799449E-02
   5.600   9.519465E-02   4.825597E-02
   5.700   9.496231E-02   4.849061E-02
   5.800   9.471654E-02   4.872378E-02
   5.900   9.447141E-02   4.895807E-02
   6.000   9.410368E-02   4.910684E-02
   6.100   9.366776E-02   4.919836E-02
   6.200   9.314538E-02   4.919990E-02
   6.300   9.249232E-02   4.904487E-02
   6.400   9.179568E-02   4.883193E-02
   6.500   9.097832E-02   4.846580E-02
   6.600   9.001994E-02   4.791962E-02
   6.700   8.895579E-02   4.724048E-02
   6.800   8.767881E-02   4.630956E-02
   6.900   8.633884E-02   4.530636E-02
   7.000   8.480810E-02   4.409330E-02
   7.100   8.305934E-02   4.266089E-02
   7.200   8.115983E-02   4.108964E-02
   7.300   7.895373E-02   3.924729E-02
   7.400   7.668635E-02   3.737873E-02
   7.500   7.417571E-02   3.533015E-02
   7.600   7.141124E-02   3.311841E-02
   7.700   6.850462E-02   3.085012E-02
   7.800   6.528724E-02   2.841427E-02
   7.900   6.208146E-02   2.607028E-02
   8.000   5.868979E-02   2.368221E-02
   8.100   5.514192E-02   2.128653E-02
   8.200   5.157041E-02   1.898390E-02
   8.300   4.785035E-02   1.670002E-02
   8.400   4.428413E-02   1.462475E-02
   8.500   4.071310E-02   1.265961E-02
   8.600   3.718668E-02   1.083028E-02
   8.700   3.380694E-02   9.187036E-03
   8.800   3.050314E-02   7.682913E-03
   8.900   2.745868E-02   6.396183E-03
   9.000   2.457473E-02   5.264354E-03
   9.100   2.188155E-02   4.286700E-03
   9.200   1.941372E-02   3.464169E-03
   9.300   1.713696E-02   2.767072E-03
   9.400   1.510603E-02   2.202717E-03
   9.500   1.327040E-02   1.738647E-03
   9.600   1.163048E-02   1.363100E-03
   9.700   1.017821E-02   1.063766E-03
   9.800   8.893228E-03   8.253554E-04
   9.900   7.768384E-03   6.394473E-04
  10.000   6.782317E-03   4.937269E-04
  10.100   5.923738E-03   3.805818E-04
  10.200   5.175424E-03   2.930229E-04
  10.300   4.526953E-03   2.253851E-04
  10.400   3.961474E-03   1.733107E-04
  10.500   3.470676E-03   1.331743E-04
  10.600   3.045800E-03   1.022828E-04
  10.700   2.675587E-03   7.848015E-05
  10.800   2.354702E-03   6.008670E-05
  10.900   2.073460E-03   4.596015E-05
  11.000   1.828373E-03   3.506238E-05
  11.100   1.614931E-03   2.668005E-05
  11.200   1.427666E-03   2.025594E-05
  11.300   1.264161E-03   1.533373E-05
  11.400   1.119924E-03   1.160103E-05
  11.500   9.933484E-04   8.766621E-06
  11.600   8.823775E-04   6.635201E-06
  11.700   7.844660E-04   5.030777E-06
  11.800   6.985049E-04   3.839224E-06
  11.900   6.222612E-04   2.938251E-06
  12.000   5.550098E-04   2.266362E-06
  12.100   4.957176E-04   1.765553E-06
  12.200   4.431278E-04   1.384728E-06
  12.300   3.966741E-04   1.097040E-06
  12.400   3.552335E-04   8.710156E-07
