 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  12.500   3.184389E-04   6.948834E-07
  12.600   2.857706E-04   5.545638E-07
  12.700   2.565877E-04   4.415801E-07
  12.800   2.305768E-04   3.482197E-07
  12.900   2.072466E-04   2.733433E-07
  13.000   1.863707E-04   2.118497E-07
  13.100   1.677499E-04   1.585333E-07
  13.200   1.509996E-04   1.183321E-07
  13.300   1.359218E-04   8.832512E-08
  13.400   1.223497E-04   6.592741E-08
  13.500   1.101327E-04   4.920937E-08
  13.600   9.913561E-05   3.673073E-08
  13.700   8.923663E-05   2.741646E-08
  13.800   8.032609E-05   2.046413E-08
  13.900   7.230530E-05   1.527478E-08
  14.000   6.515727E-05   1.216339E-08
  14.100   5.878125E-05   1.033851E-08
  14.200   5.302915E-05   8.787423E-09
  14.300   4.783994E-05   7.469042E-09
  14.400   4.315852E-05   6.348459E-09
  14.500   3.893520E-05   5.395997E-09
  14.600   3.512516E-05   4.586433E-09
  14.700   3.168796E-05   3.898329E-09
  14.800   2.858710E-05   3.313461E-09
  14.900   2.578968E-05   2.816341E-09
  15.000   2.326601E-05   2.393804E-09
  15.100   2.098929E-05   2.034661E-09
  15.200   1.901772E-05   1.638771E-09
  15.300   1.726465E-05   1.288665E-09
  15.400   1.567318E-05   1.013355E-09
  15.500   1.422841E-05   7.968617E-10
  15.600   1.291682E-05   6.266203E-10
  15.700   1.172614E-05   4.927493E-10
  15.800   1.064521E-05   3.874784E-10
  15.900   9.663929E-06   3.046976E-10
  16.000   8.773099E-06   2.396021E-10
  16.100   7.964387E-06   1.884135E-10
  16.200   7.230223E-06   1.481609E-10
  16.300   6.563735E-06   1.165078E-10
  16.400   6.035015E-06   1.117407E-10
  16.500   5.574803E-06   1.152497E-10
  16.600   5.149685E-06   1.188690E-10
  16.700   4.756986E-06   1.226019E-10
  16.800   4.394232E-06   1.264520E-10
  16.900   4.059142E-06   1.304230E-10
  17.000   3.749604E-06   1.345187E-10
  17.100   3.463670E-06   1.387431E-10
  17.200   3.199541E-06   1.431001E-10
  17.300   2.955554E-06   1.475939E-10
  17.400   2.730172E-06   1.522289E-10
  17.500   2.521978E-06   1.570094E-10
  17.600   2.361878E-06   1.570698E-10
  17.700   2.230720E-06   1.542045E-10
  17.800   2.106846E-06   1.513915E-10
  17.900   1.989851E-06   1.486298E-10
  18.000   1.879353E-06   1.459185E-10
  18.100   1.774990E-06   1.432567E-10
  18.200   1.676423E-06   1.406434E-10
  18.300   1.583330E-06   1.380778E-10
  18.400   1.495406E-06   1.355589E-10
  18.500   1.412365E-06   1.330861E-10
  18.600   1.333935E-06   1.306583E-10
  18.700   1.259860E-06   1.282748E-10
  18.800   1.195743E-06   1.267279E-10
  18.900   1.147999E-06   1.270558E-10
  19.000   1.102161E-06   1.273846E-10
  19.100   1.058154E-06   1.277142E-10
  19.200   1.015903E-06   1.280446E-10
  19.300   9.753402E-07   1.283759E-10
  19.400   9.363966E-07   1.287081E-10
  19.500   8.990079E-07   1.290412E-10
  19.600   8.631121E-07   1.293750E-10
  19.700   8.286495E-07   1.297098E-10
  19.800   7.955630E-07   1.300454E-10
  19.900   7.637975E-07   1.303819E-10
 Z= 106 A= 352  Sg beta2=-0.14 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.088041E-02   4.382255E-02
   0.100   9.081637E-02   4.368521E-02
   0.200   9.075238E-02   4.354830E-02
   0.300   9.068843E-02   4.341181E-02
   0.400   9.062453E-02   4.327575E-02
   0.500   9.052846E-02   4.306518E-02
   0.600   9.041616E-02   4.281776E-02
   0.700   9.029964E-02   4.254949E-02
   0.800   9.017478E-02   4.223978E-02
   0.900   9.005010E-02   4.193232E-02
   1.000   8.993082E-02   4.162594E-02
   1.100   8.983830E-02   4.131598E-02
   1.200   8.974587E-02   4.100832E-02
   1.300   8.972228E-02   4.075732E-02
   1.400   8.971188E-02   4.051823E-02
   1.500   8.970149E-02   4.028055E-02
   1.600   8.976394E-02   4.012539E-02
   1.700   8.986334E-02   4.001180E-02
   1.800   8.999913E-02   3.995421E-02
   1.900   9.020570E-02   4.000487E-02
   2.000   9.041275E-02   4.005560E-02
   2.100   9.063207E-02   4.013365E-02
   2.200   9.091176E-02   4.035036E-02
   2.300   9.119231E-02   4.056825E-02
   2.400   9.148400E-02   4.089385E-02
   2.500   9.177857E-02   4.124240E-02
   2.600   9.207409E-02   4.159393E-02
   2.700   9.234426E-02   4.199165E-02
   2.800   9.260201E-02   4.241507E-02
   2.900   9.283548E-02   4.283951E-02
   3.000   9.302134E-02   4.326191E-02
   3.100   9.320758E-02   4.368847E-02
   3.200   9.338172E-02   4.410850E-02
   3.300   9.349391E-02   4.447857E-02
   3.400   9.360624E-02   4.485175E-02
   3.500   9.368018E-02   4.514376E-02
   3.600   9.374693E-02   4.542176E-02
   3.700   9.381374E-02   4.570147E-02
   3.800   9.387788E-02   4.591173E-02
   3.900   9.394070E-02   4.608729E-02
   4.000   9.401598E-02   4.623349E-02
   4.100   9.411511E-02   4.632250E-02
   4.200   9.421435E-02   4.641167E-02
   4.300   9.432168E-02   4.649272E-02
   4.400   9.446873E-02   4.653272E-02
   4.500   9.461600E-02   4.657275E-02
   4.600   9.478172E-02   4.662174E-02
   4.700   9.495109E-02   4.667244E-02
   4.800   9.512077E-02   4.672319E-02
   4.900   9.527069E-02   4.681552E-02
   5.000   9.541091E-02   4.692864E-02
   5.100   9.551946E-02   4.707160E-02
   5.200   9.556731E-02   4.727160E-02
   5.300   9.561519E-02   4.747245E-02
   5.400   9.563964E-02   4.768381E-02
   5.500   9.554881E-02   4.794387E-02
   5.600   9.545806E-02   4.820534E-02
   5.700   9.522025E-02   4.843921E-02
   5.800   9.495614E-02   4.866887E-02
   5.900   9.469276E-02   4.889961E-02
   6.000   9.431685E-02   4.905229E-02
   6.100   9.386810E-02   4.914689E-02
   6.200   9.332401E-02   4.913998E-02
   6.300   9.266176E-02   4.898989E-02
   6.400   9.195838E-02   4.878444E-02
   6.500   9.112344E-02   4.840917E-02
   6.600   9.016808E-02   4.787825E-02
   6.700   8.908916E-02   4.718993E-02
   6.800   8.781823E-02   4.627086E-02
   6.900   8.648825E-02   4.528205E-02
   7.000   8.494892E-02   4.406126E-02
   7.100   8.322387E-02   4.265294E-02
   7.200   8.131718E-02   4.107261E-02
   7.300   7.913360E-02   3.924839E-02
   7.400   7.689191E-02   3.739941E-02
   7.500   7.437680E-02   3.534357E-02
   7.600   7.164952E-02   3.315794E-02
   7.700   6.873600E-02   3.088046E-02
   7.800   6.554578E-02   2.846163E-02
   7.900   6.236705E-02   2.613361E-02
   8.000   5.896645E-02   2.373591E-02
   8.100   5.544893E-02   2.135882E-02
   8.200   5.186304E-02   1.904373E-02
   8.300   4.815766E-02   1.676755E-02
   8.400   4.460288E-02   1.469782E-02
   8.500   4.101386E-02   1.272159E-02
   8.600   3.749626E-02   1.089702E-02
   8.700   3.409348E-02   9.241442E-03
   8.800   3.078598E-02   7.735745E-03
   8.900   2.773465E-02   6.446316E-03
   9.000   2.482834E-02   5.305353E-03
   9.100   2.212337E-02   4.324443E-03
   9.200   1.963223E-02   3.493920E-03
   9.300   1.734078E-02   2.792961E-03
   9.400   1.529438E-02   2.224844E-03
   9.500   1.343959E-02   1.756030E-03
   9.600   1.178260E-02   1.377363E-03
   9.700   1.031323E-02   1.074706E-03
   9.800   9.013876E-03   8.340622E-04
   9.900   7.875593E-03   6.462929E-04
  10.000   6.877696E-03   4.990071E-04
  10.100   6.006914E-03   3.845534E-04
  10.200   5.248886E-03   2.960171E-04
  10.300   4.591394E-03   2.276527E-04
  10.400   4.018020E-03   1.750302E-04
  10.500   3.521154E-03   1.344909E-04
  10.600   3.089540E-03   1.032562E-04
  10.700   2.714436E-03   7.920499E-05
  10.800   2.388969E-03   6.063577E-05
  10.900   2.103771E-03   4.638091E-05
  11.000   1.855661E-03   3.538002E-05
  11.100   1.638829E-03   2.691697E-05
  11.200   1.449187E-03   2.042956E-05
  11.300   1.283374E-03   1.546319E-05
  11.400   1.137131E-03   1.169636E-05
  11.500   1.009080E-03   8.837275E-06
  11.600   8.964349E-04   6.682693E-06
  11.700   7.972987E-04   5.064795E-06
  11.800   7.101771E-04   3.861655E-06
  11.900   6.329060E-04   2.952098E-06
  12.000   5.648776E-04   2.276670E-06
  12.100   5.047214E-04   1.770307E-06
  12.200   4.514893E-04   1.388120E-06
  12.300   4.044397E-04   1.098558E-06
  12.400   3.624626E-04   8.716240E-07
  12.500   3.252491E-04   6.953606E-07
  12.600   2.921131E-04   5.548153E-07
  12.700   2.625749E-04   4.417016E-07
  12.800   2.362328E-04   3.485134E-07
  12.900   2.125917E-04   2.738599E-07
  13.000   1.914463E-04   2.122140E-07
  13.100   1.726221E-04   1.591368E-07
  13.200   1.556821E-04   1.186726E-07
  13.300   1.404045E-04   8.849742E-08
  13.400   1.266262E-04   6.599494E-08
  13.500   1.141999E-04   4.921423E-08
  13.600   1.029931E-04   3.670040E-08
  13.700   9.288607E-05   2.736849E-08
  13.800   8.377086E-05   2.040943E-08
  13.900   7.555015E-05   1.521987E-08
  14.000   6.822876E-05   1.199006E-08
  14.100   6.173396E-05   1.019880E-08
  14.200   5.585741E-05   8.675137E-09
  14.300   5.054026E-05   7.379107E-09
  14.400   4.572926E-05   6.276698E-09
  14.500   4.137622E-05   5.338985E-09
  14.600   3.743756E-05   4.541362E-09
  14.700   3.387382E-05   3.862901E-09
  14.800   3.064932E-05   3.285799E-09
  14.900   2.773176E-05   2.794914E-09
  15.000   2.509194E-05   2.377365E-09
  15.100   2.270340E-05   2.022197E-09
  15.200   2.061862E-05   1.641785E-09
  15.300   1.877053E-05   1.293163E-09
  15.400   1.708809E-05   1.018569E-09
  15.500   1.555645E-05   8.022828E-10
  15.600   1.416210E-05   6.319235E-10
  15.700   1.289272E-05   4.977389E-10
  15.800   1.173712E-05   3.920475E-10
  15.900   1.068510E-05   3.087989E-10
  16.000   9.727373E-06   2.432276E-10
  16.100   8.855489E-06   1.915799E-10
  16.200   8.061754E-06   1.508992E-10
  16.300   7.339163E-06   1.188568E-10
  16.400   6.745061E-06   1.112346E-10
  16.500   6.232239E-06   1.147031E-10
  16.600   5.758406E-06   1.182798E-10
  16.700   5.320599E-06   1.219680E-10
  16.800   4.916077E-06   1.257712E-10
  16.900   4.542312E-06   1.296930E-10
  17.000   4.196963E-06   1.337371E-10
  17.100   3.877871E-06   1.379073E-10
  17.200   3.583039E-06   1.422075E-10
  17.300   3.310623E-06   1.466419E-10
  17.400   3.058919E-06   1.512145E-10
  17.500   2.826351E-06   1.559296E-10
  17.600   2.638733E-06   1.567480E-10
  17.700   2.487209E-06   1.539236E-10
  17.800   2.344386E-06   1.511501E-10
  17.900   2.209765E-06   1.484265E-10
  18.000   2.082874E-06   1.457520E-10
  18.100   1.963269E-06   1.431257E-10
  18.200   1.850532E-06   1.405468E-10
  18.300   1.744269E-06   1.380143E-10
  18.400   1.644108E-06   1.355274E-10
  18.500   1.549698E-06   1.330854E-10
  18.600   1.460710E-06   1.306873E-10
  18.700   1.376832E-06   1.283325E-10
  18.800   1.301410E-06   1.265290E-10
  18.900   1.244335E-06   1.268304E-10
  19.000   1.189763E-06   1.271325E-10
  19.100   1.137584E-06   1.274353E-10
  19.200   1.087693E-06   1.277389E-10
  19.300   1.039991E-06   1.280432E-10
  19.400   9.943807E-07   1.283482E-10
  19.500   9.507707E-07   1.286539E-10
  19.600   9.090732E-07   1.289604E-10
  19.700   8.692045E-07   1.292676E-10
  19.800   8.310843E-07   1.295755E-10
  19.900   7.946358E-07   1.298842E-10
 Z= 106 A= 353  Sg beta2=-0.13 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.064345E-02   4.371266E-02
   0.100   9.060440E-02   4.357804E-02
   0.200   9.056537E-02   4.344383E-02
   0.300   9.052636E-02   4.331004E-02
   0.400   9.048737E-02   4.317666E-02
   0.500   9.042851E-02   4.297129E-02
   0.600   9.035933E-02   4.272934E-02
   0.700   9.028816E-02   4.246785E-02
   0.800   9.021293E-02   4.216582E-02
   0.900   9.013777E-02   4.186593E-02
   1.000   9.006660E-02   4.156735E-02
   1.100   9.001759E-02   4.126627E-02
   1.200   8.996862E-02   4.096738E-02
   1.300   8.997581E-02   4.072399E-02
   1.400   8.999499E-02   4.049339E-02
   1.500   9.001419E-02   4.026409E-02
   1.600   9.009382E-02   4.011466E-02
   1.700   9.020684E-02   4.000894E-02
   1.800   9.034990E-02   3.995507E-02
   1.900   9.055746E-02   4.001194E-02
   2.000   9.076550E-02   4.006890E-02
   2.100   9.098310E-02   4.014864E-02
   2.200   9.125770E-02   4.036974E-02
   2.300   9.153313E-02   4.059207E-02
   2.400   9.181937E-02   4.091619E-02
   2.500   9.210883E-02   4.126640E-02
   2.600   9.239920E-02   4.161961E-02
   2.700   9.266714E-02   4.201556E-02
   2.800   9.292227E-02   4.243853E-02
   2.900   9.315597E-02   4.286224E-02
   3.000   9.333970E-02   4.328209E-02
   3.100   9.352380E-02   4.370606E-02
   3.200   9.369852E-02   4.412582E-02
   3.300   9.380589E-02   4.449119E-02
   3.400   9.391338E-02   4.485959E-02
   3.500   9.397845E-02   4.515060E-02
   3.600   9.403286E-02   4.542316E-02
   3.700   9.408730E-02   4.569737E-02
   3.800   9.413410E-02   4.590665E-02
   3.900   9.417621E-02   4.607594E-02
   4.000   9.422708E-02   4.621999E-02
   4.100   9.429907E-02   4.630198E-02
   4.200   9.437112E-02   4.638411E-02
   4.300   9.444845E-02   4.646082E-02
   4.400   9.456655E-02   4.649432E-02
   4.500   9.468479E-02   4.652785E-02
   4.600   9.482392E-02   4.656962E-02
   4.700   9.496886E-02   4.661365E-02
   4.800   9.511403E-02   4.665771E-02
   4.900   9.524643E-02   4.673993E-02
   5.000   9.537061E-02   4.684692E-02
   5.100   9.547104E-02   4.697830E-02
   5.200   9.551035E-02   4.717206E-02
   5.300   9.554967E-02   4.736661E-02
   5.400   9.557539E-02   4.756780E-02
   5.500   9.548123E-02   4.782144E-02
   5.600   9.538715E-02   4.807644E-02
   5.700   9.515857E-02   4.830613E-02
   5.800   9.489158E-02   4.852915E-02
   5.900   9.462535E-02   4.875319E-02
   6.000   9.425751E-02   4.890784E-02
   6.100   9.381193E-02   4.900489E-02
   6.200   9.325991E-02   4.899184E-02
   6.300   9.259904E-02   4.884846E-02
   6.400   9.189819E-02   4.865270E-02
   6.500   9.105114E-02   4.827260E-02
   6.600   9.010355E-02   4.776157E-02
   6.700   8.901134E-02   4.706788E-02
   6.800   8.774682E-02   4.616666E-02
   6.900   8.642660E-02   4.519812E-02
   7.000   8.487593E-02   4.397402E-02
   7.100   8.317525E-02   4.259663E-02
   7.200   8.126135E-02   4.101328E-02
   7.300   7.910240E-02   3.921417E-02
   7.400   7.688901E-02   3.739097E-02
   7.500   7.437369E-02   3.533242E-02
   7.600   7.169408E-02   3.318156E-02
   7.700   6.878445E-02   3.090097E-02
   7.800   6.563669E-02   2.850643E-02
   7.900   6.250031E-02   2.620044E-02
   8.000   5.910758E-02   2.379673E-02
   8.100   5.564477E-02   2.144506E-02
   8.200   5.206691E-02   1.912286E-02
   8.300   4.840122E-02   1.685859E-02
   8.400   4.488052E-02   1.479698E-02
   8.500   4.129493E-02   1.280982E-02
   8.600   3.781149E-02   1.099227E-02
   8.700   3.440657E-02   9.325396E-03
   8.800   3.111531E-02   7.818023E-03
   8.900   2.807340E-02   6.524788E-03
   9.000   2.515741E-02   5.372355E-03
   9.100   2.245615E-02   4.387447E-03
   9.200   1.995175E-02   3.546720E-03
   9.300   1.765255E-02   2.839435E-03
   9.400   1.559460E-02   2.265042E-03
   9.500   1.372243E-02   1.788907E-03
   9.600   1.205224E-02   1.405215E-03
   9.700   1.056417E-02   1.097039E-03
   9.800   9.248757E-03   8.522946E-04
   9.900   8.094036E-03   6.610185E-04
  10.000   7.079638E-03   5.106258E-04
  10.100   6.192945E-03   3.937865E-04
  10.200   5.420214E-03   3.032398E-04
  10.300   4.748421E-03   2.333063E-04
  10.400   4.161561E-03   1.794445E-04
  10.500   3.652768E-03   1.379142E-04
  10.600   3.209530E-03   1.059178E-04
  10.700   2.824332E-03   8.126654E-05
  10.800   2.489226E-03   6.223787E-05
  10.900   2.195184E-03   4.762784E-05
  11.000   1.939382E-03   3.634065E-05
  11.100   1.715113E-03   2.766549E-05
  11.200   1.519069E-03   2.100333E-05
  11.300   1.347250E-03   1.590679E-05
  11.400   1.195486E-03   1.203739E-05
  11.500   1.062528E-03   9.097346E-06
  11.600   9.452547E-04   6.879478E-06
  11.700   8.420482E-04   5.214823E-06
  11.800   7.511143E-04   3.974080E-06
  11.900   6.703439E-04   3.035570E-06
  12.000   5.991955E-04   2.340423E-06
  12.100   5.360954E-04   1.816859E-06
  12.200   4.802668E-04   1.423792E-06
  12.300   4.307772E-04   1.125148E-06
  12.400   3.865648E-04   8.916987E-07
  12.500   3.473541E-04   7.109203E-07
  12.600   3.123522E-04   5.670056E-07
  12.700   2.811391E-04   4.512355E-07
  12.800   2.532511E-04   3.562852E-07
  12.900   2.281968E-04   2.803255E-07
  13.000   2.057792E-04   2.173108E-07
  13.100   1.857882E-04   1.635109E-07
  13.200   1.677967E-04   1.219936E-07
  13.300   1.515475E-04   9.101809E-08
  13.400   1.368719E-04   6.790759E-08
  13.500   1.236174E-04   5.066510E-08
  13.600   1.116464E-04   3.780067E-08
  13.700   1.008347E-04   2.820266E-08
  13.800   9.107005E-05   2.104169E-08
  13.900   8.225095E-05   1.569897E-08
  14.000   7.437623E-05   1.223660E-08
  14.100   6.741645E-05   1.039509E-08
  14.200   6.110794E-05   8.830716E-09
  14.300   5.538974E-05   7.501765E-09
  14.400   5.020663E-05   6.372810E-09
  14.500   4.550853E-05   5.413754E-09
  14.600   4.125005E-05   4.599028E-09
  14.700   3.739007E-05   3.906912E-09
  14.800   3.389128E-05   3.318953E-09
  14.900   3.071989E-05   2.819478E-09
  15.000   2.784527E-05   2.395170E-09
  15.100   2.523964E-05   2.034716E-09
  15.200   2.296686E-05   1.659756E-09
  15.300   2.097380E-05   1.304109E-09
  15.400   1.915370E-05   1.024668E-09
  15.500   1.749155E-05   8.051057E-10
  15.600   1.597364E-05   6.325901E-10
  15.700   1.458745E-05   4.970406E-10
  15.800   1.332156E-05   3.905363E-10
  15.900   1.216552E-05   3.068534E-10
  16.000   1.110980E-05   2.411018E-10
  16.100   1.014569E-05   1.894392E-10
  16.200   9.265251E-06   1.488468E-10
  16.300   8.461215E-06   1.169523E-10
  16.400   7.791788E-06   1.067261E-10
  16.500   7.224747E-06   1.101343E-10
  16.600   6.698971E-06   1.136513E-10
  16.700   6.211459E-06   1.172807E-10
  16.800   5.759425E-06   1.210260E-10
  16.900   5.340287E-06   1.248908E-10
  17.000   4.951652E-06   1.288791E-10
  17.100   4.591299E-06   1.329948E-10
  17.200   4.257171E-06   1.372419E-10
  17.300   3.947359E-06   1.416246E-10
  17.400   3.660093E-06   1.461473E-10
  17.500   3.393732E-06   1.508144E-10
  17.600   3.167818E-06   1.523617E-10
  17.700   2.983860E-06   1.495495E-10
  17.800   2.810584E-06   1.467892E-10
  17.900   2.647371E-06   1.440798E-10
  18.000   2.493636E-06   1.414205E-10
  18.100   2.348828E-06   1.388102E-10
  18.200   2.212430E-06   1.362481E-10
  18.300   2.083952E-06   1.337333E-10
  18.400   1.962935E-06   1.312650E-10
  18.500   1.848946E-06   1.288421E-10
  18.600   1.741576E-06   1.264640E-10
  18.700   1.640441E-06   1.241298E-10
  18.800   1.546723E-06   1.220771E-10
  18.900   1.472633E-06   1.223689E-10
  19.000   1.402092E-06   1.226614E-10
  19.100   1.334930E-06   1.229545E-10
  19.200   1.270985E-06   1.232484E-10
  19.300   1.210103E-06   1.235430E-10
  19.400   1.152138E-06   1.238383E-10
  19.500   1.096949E-06   1.241343E-10
  19.600   1.044404E-06   1.244310E-10
  19.700   9.943755E-07   1.247284E-10
  19.800   9.467437E-07   1.250265E-10
  19.900   9.013934E-07   1.253253E-10
 Z= 106 A= 354  Sg beta2= 0.42 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.129593E-02   4.394653E-02
   0.100   9.126165E-02   4.380698E-02
   0.200   9.122739E-02   4.366788E-02
   0.300   9.119315E-02   4.352922E-02
   0.400   9.115891E-02   4.339100E-02
   0.500   9.110612E-02   4.317850E-02
   0.600   9.104346E-02   4.292741E-02
   0.700   9.097720E-02   4.265658E-02
   0.800   9.090332E-02   4.234316E-02
   0.900   9.082951E-02   4.203204E-02
   1.000   9.075812E-02   4.172221E-02
   1.100   9.070145E-02   4.140852E-02
