 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
   3.600   9.097481E-02   5.345975E-02
   3.700   9.097070E-02   5.369945E-02
   3.800   9.101296E-02   5.386378E-02
   3.900   9.108804E-02   5.397450E-02
   4.000   9.116318E-02   5.408545E-02
   4.100   9.127461E-02   5.413907E-02
   4.200   9.141141E-02   5.415275E-02
   4.300   9.154798E-02   5.415357E-02
   4.400   9.168408E-02   5.413487E-02
   4.500   9.182039E-02   5.411618E-02
   4.600   9.192948E-02   5.411215E-02
   4.700   9.199787E-02   5.412993E-02
   4.800   9.204069E-02   5.416662E-02
   4.900   9.198657E-02   5.427496E-02
   5.000   9.193249E-02   5.438352E-02
   5.100   9.184864E-02   5.451207E-02
   5.200   9.165559E-02   5.471379E-02
   5.300   9.146014E-02   5.491676E-02
   5.400   9.113390E-02   5.514381E-02
   5.500   9.080883E-02   5.537180E-02
   5.600   9.048201E-02   5.559915E-02
   5.700   9.004362E-02   5.576537E-02
   5.800   8.955932E-02   5.587741E-02
   5.900   8.901283E-02   5.590799E-02
   6.000   8.839134E-02   5.582915E-02
   6.100   8.769417E-02   5.563663E-02
   6.200   8.691388E-02   5.531929E-02
   6.300   8.598237E-02   5.478843E-02
   6.400   8.493797E-02   5.410559E-02
   6.500   8.373382E-02   5.321751E-02
   6.600   8.237735E-02   5.215083E-02
   6.700   8.085928E-02   5.090160E-02
   6.800   7.906219E-02   4.936237E-02
   6.900   7.708329E-02   4.765067E-02
   7.000   7.485410E-02   4.571229E-02
   7.100   7.242036E-02   4.360928E-02
   7.200   6.978471E-02   4.135499E-02
   7.300   6.681041E-02   3.884991E-02
   7.400   6.367260E-02   3.626037E-02
   7.500   6.030927E-02   3.354968E-02
   7.600   5.681675E-02   3.080802E-02
   7.700   5.322028E-02   2.806375E-02
   7.800   4.941784E-02   2.525364E-02
   7.900   4.562115E-02   2.254080E-02
   8.000   4.179443E-02   1.990374E-02
   8.100   3.804841E-02   1.741959E-02
   8.200   3.441006E-02   1.510346E-02
   8.300   3.082620E-02   1.291840E-02
   8.400   2.745242E-02   1.095432E-02
   8.500   2.426248E-02   9.185495E-03
   8.600   2.132042E-02   7.635874E-03
   8.700   1.862468E-02   6.291153E-03
   8.800   1.614354E-02   5.121042E-03
   8.900   1.393120E-02   4.139240E-03
   9.000   1.195702E-02   3.316590E-03
   9.100   1.022642E-02   2.641694E-03
   9.200   8.715777E-03   2.091701E-03
   9.300   7.399865E-03   1.645090E-03
   9.400   6.271966E-03   1.289761E-03
   9.500   5.306499E-03   1.007686E-03
   9.600   4.486743E-03   7.860965E-04
   9.700   3.791715E-03   6.124111E-04
   9.800   3.205011E-03   4.768355E-04
   9.900   2.710585E-03   3.713476E-04
  10.000   2.294473E-03   2.893200E-04
  10.100   1.944058E-03   2.254940E-04
  10.200   1.648791E-03   1.757909E-04
  10.300   1.400460E-03   1.370186E-04
  10.400   1.190642E-03   1.067445E-04
  10.500   1.013419E-03   8.306960E-05
  10.600   8.632399E-04   6.455336E-05
  10.700   7.358639E-04   5.008399E-05
  10.800   6.278845E-04   3.876338E-05
  10.900   5.360975E-04   2.996707E-05
  11.000   4.580935E-04   2.313876E-05
  11.100   3.917283E-04   1.787177E-05
  11.200   3.352448E-04   1.381386E-05
  11.300   2.873165E-04   1.071685E-05
  11.400   2.465187E-04   8.348364E-06
  11.500   2.118389E-04   6.544195E-06
  11.600   1.822936E-04   5.163538E-06
  11.700   1.571029E-04   4.102570E-06
  11.800   1.357015E-04   3.293258E-06
  11.900   1.173847E-04   2.658706E-06
  12.000   1.017219E-04   2.160137E-06
  12.100   8.825490E-05   1.759154E-06
  12.200   7.665873E-05   1.434759E-06
  12.300   6.666624E-05   1.167122E-06
  12.400   5.800515E-05   9.453002E-07
  12.500   5.048922E-05   7.600848E-07
  12.600   4.394602E-05   6.062807E-07
  12.700   3.823418E-05   4.788211E-07
  12.800   3.322847E-05   3.741105E-07
  12.900   2.887811E-05   2.922984E-07
  13.000   2.509732E-05   2.283773E-07
  13.100   2.181152E-05   1.784348E-07
  13.200   1.895590E-05   1.394139E-07
  13.300   1.647415E-05   1.089263E-07
  13.400   1.431732E-05   8.510579E-08
  13.500   1.244286E-05   6.649449E-08
  13.600   1.081467E-05   5.207830E-08
  13.700   9.421459E-06   4.376608E-08
  13.800   8.207731E-06   3.678057E-08
  13.900   7.150363E-06   3.091003E-08
  14.000   6.229211E-06   2.597648E-08
  14.100   5.426727E-06   2.183037E-08
  14.200   4.727624E-06   1.834602E-08
  14.300   4.118583E-06   1.541781E-08
  14.400   3.588003E-06   1.295698E-08
  14.500   3.125775E-06   1.088891E-08
  14.600   2.723094E-06   9.150933E-09
  14.700   2.372289E-06   7.690353E-09
  14.800   2.048354E-06   6.233124E-09
  14.900   1.751397E-06   4.854658E-09
  15.000   1.497491E-06   3.781042E-09
  15.100   1.280394E-06   2.944858E-09
  15.200   1.094771E-06   2.293597E-09
  15.300   9.360582E-07   1.786364E-09
  15.400   8.003546E-07   1.391307E-09
  15.500   6.843244E-07   1.083617E-09
  15.600   5.851155E-07   8.439731E-10
  15.700   5.002892E-07   6.573270E-10
  15.800   4.277606E-07   5.119580E-10
  15.900   3.657466E-07   3.987376E-10
  16.000   3.300293E-07   3.724777E-10
  16.100   3.027128E-07   3.677054E-10
  16.200   2.776573E-07   3.629942E-10
  16.300   2.546756E-07   3.583434E-10
  16.400   2.335962E-07   3.537521E-10
  16.500   2.142614E-07   3.492197E-10
  16.600   1.965270E-07   3.447454E-10
  16.700   1.802605E-07   3.403284E-10
  16.800   1.653404E-07   3.359680E-10
  16.900   1.516552E-07   3.316634E-10
  17.000   1.391027E-07   3.274140E-10
  17.100   1.275892E-07   3.232191E-10
  17.200   1.296019E-07   3.109028E-10
  17.300   1.329981E-07   2.982797E-10
  17.400   1.364834E-07   2.861692E-10
  17.500   1.400600E-07   2.745504E-10
  17.600   1.437303E-07   2.634033E-10
  17.700   1.474968E-07   2.527088E-10
  17.800   1.513619E-07   2.424485E-10
  17.900   1.553284E-07   2.326048E-10
  18.000   1.593988E-07   2.231608E-10
  18.100   1.635759E-07   2.141002E-10
  18.200   1.678625E-07   2.054074E-10
  18.300   1.722614E-07   1.970677E-10
  18.400   1.736156E-07   1.989287E-10
  18.500   1.744157E-07   2.026459E-10
  18.600   1.752195E-07   2.064326E-10
  18.700   1.760270E-07   2.102900E-10
  18.800   1.768382E-07   2.142195E-10
  18.900   1.776531E-07   2.182224E-10
  19.000   1.784718E-07   2.223001E-10
  19.100   1.792943E-07   2.264540E-10
  19.200   1.801206E-07   2.306855E-10
  19.300   1.809507E-07   2.349961E-10
  19.400   1.817846E-07   2.393873E-10
  19.500   1.826223E-07   2.438605E-10
  19.600   1.818845E-07   2.447490E-10
  19.700   1.796807E-07   2.422232E-10
  19.800   1.775036E-07   2.397235E-10
  19.900   1.753529E-07   2.372495E-10
 Z= 110 A= 310  10 beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.371960E-02   5.000104E-02
   0.100   9.344761E-02   4.988077E-02
   0.200   9.317642E-02   4.976079E-02
   0.300   9.290601E-02   4.964109E-02
   0.400   9.263638E-02   4.952169E-02
   0.500   9.219091E-02   4.931021E-02
   0.600   9.172851E-02   4.908966E-02
   0.700   9.122847E-02   4.882363E-02
   0.800   9.071462E-02   4.853981E-02
   0.900   9.020367E-02   4.825764E-02
   1.000   8.975460E-02   4.796604E-02
   1.100   8.933224E-02   4.767161E-02
   1.200   8.901478E-02   4.740495E-02
   1.300   8.879712E-02   4.716461E-02
   1.400   8.857999E-02   4.692549E-02
   1.500   8.848517E-02   4.674557E-02
   1.600   8.850702E-02   4.662168E-02
   1.700   8.858867E-02   4.655032E-02
   1.800   8.880066E-02   4.659263E-02
   1.900   8.901315E-02   4.663497E-02
   2.000   8.925437E-02   4.673454E-02
   2.100   8.955781E-02   4.695919E-02
   2.200   8.985878E-02   4.720317E-02
   2.300   9.013470E-02   4.758445E-02
   2.400   9.041146E-02   4.796881E-02
   2.500   9.067666E-02   4.836770E-02
   2.600   9.085045E-02   4.885533E-02
   2.700   9.102458E-02   4.934787E-02
   2.800   9.108535E-02   4.985719E-02
   2.900   9.113668E-02   5.037276E-02
   3.000   9.118804E-02   5.089367E-02
   3.100   9.115963E-02   5.136732E-02
   3.200   9.112457E-02   5.184094E-02
   3.300   9.107960E-02   5.223784E-02
   3.400   9.103092E-02   5.260712E-02
   3.500   9.098228E-02   5.297902E-02
   3.600   9.096834E-02   5.325423E-02
   3.700   9.096743E-02   5.349344E-02
   3.800   9.100926E-02   5.366444E-02
   3.900   9.108889E-02   5.377467E-02
   4.000   9.116859E-02   5.388512E-02
   4.100   9.128159E-02   5.394425E-02
   4.200   9.142410E-02   5.395791E-02
   4.300   9.156660E-02   5.396108E-02
   4.400   9.170883E-02   5.394340E-02
   4.500   9.185129E-02   5.392573E-02
   4.600   9.197107E-02   5.392058E-02
   4.700   9.204574E-02   5.394016E-02
   4.800   9.210327E-02   5.397259E-02
   4.900   9.205525E-02   5.408406E-02
   5.000   9.200726E-02   5.419575E-02
   5.100   9.193993E-02   5.432070E-02
   5.200   9.175397E-02   5.452618E-02
   5.300   9.156838E-02   5.473243E-02
   5.400   9.125673E-02   5.496206E-02
   5.500   9.093867E-02   5.519400E-02
   5.600   9.062172E-02   5.542693E-02
   5.700   9.019717E-02   5.560059E-02
   5.800   8.972752E-02   5.572389E-02
   5.900   8.919812E-02   5.577023E-02
   6.000   8.858394E-02   5.569492E-02
   6.100   8.790588E-02   5.552160E-02
   6.200   8.714252E-02   5.521952E-02
   6.300   8.622881E-02   5.470597E-02
   6.400   8.521075E-02   5.405067E-02
   6.500   8.401050E-02   5.316491E-02
   6.600   8.268204E-02   5.212774E-02
   6.700   8.118570E-02   5.089897E-02
   6.800   7.940972E-02   4.937980E-02
   6.900   7.746454E-02   4.770091E-02
   7.000   7.523112E-02   4.575938E-02
   7.100   7.283023E-02   4.368733E-02
   7.200   7.021367E-02   4.145089E-02
   7.300   6.725591E-02   3.896197E-02
   7.400   6.414813E-02   3.639866E-02
   7.500   6.076491E-02   3.367396E-02
   7.600   5.729567E-02   3.095224E-02
   7.700   5.370374E-02   2.821345E-02
   7.800   4.989970E-02   2.540446E-02
   7.900   4.611118E-02   2.269985E-02
   8.000   4.224704E-02   2.004074E-02
   8.100   3.849861E-02   1.755857E-02
   8.200   3.484167E-02   1.523414E-02
   8.300   3.123446E-02   1.303806E-02
   8.400   2.784336E-02   1.106679E-02
   8.500   2.461102E-02   9.277523E-03
   8.600   2.164670E-02   7.719782E-03
   8.700   1.892123E-02   6.363293E-03
   8.800   1.640999E-02   5.181720E-03
   8.900   1.417137E-02   4.190942E-03
   9.000   1.216420E-02   3.356682E-03
   9.100   1.040960E-02   2.674744E-03
   9.200   8.874847E-03   2.117920E-03
   9.300   7.536798E-03   1.665593E-03
   9.400   6.389616E-03   1.305744E-03
   9.500   5.406146E-03   1.019637E-03
   9.600   4.571522E-03   7.951804E-04
   9.700   3.863444E-03   6.192085E-04
   9.800   3.265393E-03   4.818750E-04
   9.900   2.761282E-03   3.750625E-04
  10.000   2.337262E-03   2.920546E-04
  10.100   1.979957E-03   2.274897E-04
  10.200   1.679016E-03   1.772564E-04
  10.300   1.425890E-03   1.380975E-04
  10.400   1.211982E-03   1.075393E-04
  10.500   1.031486E-03   8.363796E-05
  10.600   8.784336E-04   6.496853E-05
  10.700   7.486759E-04   5.038296E-05
  10.800   6.386900E-04   3.897344E-05
  10.900   5.451978E-04   3.011175E-05
  11.000   4.657945E-04   2.323274E-05
  11.100   3.982044E-04   1.792940E-05
  11.200   3.406995E-04   1.384518E-05
  11.300   2.919028E-04   1.072909E-05
  11.400   2.503584E-04   8.344874E-06
  11.500   2.150942E-04   6.536415E-06
  11.600   1.850214E-04   5.148855E-06
  11.700   1.594003E-04   4.085519E-06
  11.800   1.376351E-04   3.275656E-06
  11.900   1.190067E-04   2.641252E-06
  12.000   1.031038E-04   2.145066E-06
  12.100   8.941967E-05   1.745645E-06
  12.200   7.764907E-05   1.423309E-06
  12.300   6.751036E-05   1.157617E-06
  12.400   5.872701E-05   9.379270E-07
  12.500   5.111006E-05   7.536659E-07
  12.600   4.448072E-05   6.013829E-07
  12.700   3.870150E-05   4.750584E-07
  12.800   3.363877E-05   3.706379E-07
  12.900   2.923831E-05   2.891696E-07
  13.000   2.541351E-05   2.256084E-07
  13.100   2.208904E-05   1.760184E-07
  13.200   1.919946E-05   1.373286E-07
  13.300   1.668789E-05   1.071430E-07
  13.400   1.450486E-05   8.359233E-08
  13.500   1.260741E-05   6.521826E-08
  13.600   1.095817E-05   5.088292E-08
  13.700   9.557208E-06   4.260760E-08
  13.800   8.337006E-06   3.582528E-08
  13.900   7.272591E-06   3.012258E-08
  14.000   6.344073E-06   2.532764E-08
  14.100   5.534103E-06   2.129596E-08
  14.200   4.827545E-06   1.790605E-08
  14.300   4.211195E-06   1.505575E-08
  14.400   3.673537E-06   1.265916E-08
  14.500   3.204524E-06   1.064407E-08
  14.600   2.795391E-06   8.949733E-09
  14.700   2.438493E-06   7.525106E-09
  14.800   2.114774E-06   6.143351E-09
  14.900   1.816780E-06   4.781610E-09
  15.000   1.560777E-06   3.721714E-09
  15.100   1.340847E-06   2.896756E-09
  15.200   1.151908E-06   2.254658E-09
  15.300   9.895918E-07   1.754889E-09
  15.400   8.501480E-07   1.365898E-09
  15.500   7.303533E-07   1.063132E-09
  15.600   6.274389E-07   8.274773E-10
  15.700   5.390262E-07   6.440579E-10
  15.800   4.630718E-07   5.012955E-10
  15.900   3.978201E-07   3.901779E-10
  16.000   3.556794E-07   3.565720E-10
  16.100   3.244027E-07   3.530510E-10
  16.200   2.958764E-07   3.495647E-10
  16.300   2.698585E-07   3.461129E-10
  16.400   2.461285E-07   3.426952E-10
  16.500   2.244851E-07   3.393112E-10
  16.600   2.047450E-07   3.359606E-10
  16.700   1.867408E-07   3.326431E-10
  16.800   1.703197E-07   3.293584E-10
  16.900   1.553427E-07   3.261061E-10
  17.000   1.416826E-07   3.228859E-10
  17.100   1.292237E-07   3.196976E-10
  17.200   1.282467E-07   3.090605E-10
  17.300   1.299587E-07   2.970186E-10
  17.400   1.316936E-07   2.854459E-10
  17.500   1.334516E-07   2.743241E-10
  17.600   1.352331E-07   2.636356E-10
  17.700   1.370384E-07   2.533636E-10
  17.800   1.388678E-07   2.434918E-10
  17.900   1.407216E-07   2.340046E-10
  18.000   1.426002E-07   2.248871E-10
  18.100   1.445038E-07   2.161248E-10
  18.200   1.464328E-07   2.077040E-10
  18.300   1.483876E-07   1.996112E-10
  18.400   1.491273E-07   2.001313E-10
  18.500   1.494234E-07   2.037397E-10
  18.600   1.497201E-07   2.074131E-10
  18.700   1.500174E-07   2.111527E-10
  18.800   1.503152E-07   2.149598E-10
  18.900   1.506137E-07   2.188355E-10
  19.000   1.509128E-07   2.227811E-10
  19.100   1.512124E-07   2.267978E-10
  19.200   1.515127E-07   2.308870E-10
  19.300   1.518135E-07   2.350499E-10
  19.400   1.521149E-07   2.392878E-10
  19.500   1.524170E-07   2.436021E-10
  19.600   1.518193E-07   2.452913E-10
  19.700   1.498607E-07   2.428807E-10
  19.800   1.479273E-07   2.404939E-10
  19.900   1.460188E-07   2.381305E-10
 Z= 110 A= 311  10 beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.327668E-02   4.969748E-02
   0.100   9.300875E-02   4.957703E-02
   0.200   9.274159E-02   4.945687E-02
   0.300   9.247520E-02   4.933700E-02
   0.400   9.220958E-02   4.921742E-02
   0.500   9.177158E-02   4.900557E-02
   0.600   9.131569E-02   4.878395E-02
   0.700   9.082398E-02   4.851821E-02
   0.800   9.031847E-02   4.823442E-02
   0.900   8.981577E-02   4.795228E-02
   1.000   8.937453E-02   4.766083E-02
   1.100   8.896135E-02   4.736633E-02
   1.200   8.864959E-02   4.709934E-02
   1.300   8.844061E-02   4.686004E-02
   1.400   8.823214E-02   4.662196E-02
   1.500   8.814047E-02   4.644095E-02
   1.600   8.817002E-02   4.631864E-02
   1.700   8.825421E-02   4.624502E-02
   1.800   8.847254E-02   4.628992E-02
   1.900   8.869140E-02   4.633488E-02
   2.000   8.893666E-02   4.643198E-02
   2.100   8.924737E-02   4.665992E-02
   2.200   8.955668E-02   4.690237E-02
   2.300   8.984080E-02   4.728761E-02
   2.400   9.012583E-02   4.767602E-02
   2.500   9.040329E-02   4.807559E-02
   2.600   9.058773E-02   4.856730E-02
   2.700   9.077254E-02   4.906405E-02
   2.800   9.085132E-02   4.957701E-02
   2.900   9.091621E-02   5.009682E-02
   3.000   9.098114E-02   5.062207E-02
   3.100   9.097221E-02   5.110274E-02
   3.200   9.095311E-02   5.158101E-02
   3.300   9.092503E-02   5.198710E-02
   3.400   9.089274E-02   5.236007E-02
   3.500   9.086046E-02   5.273571E-02
   3.600   9.086076E-02   5.302159E-02
   3.700   9.087667E-02   5.326451E-02
   3.800   9.093004E-02   5.344584E-02
   3.900   9.102453E-02   5.355890E-02
   4.000   9.111911E-02   5.367220E-02
   4.100   9.124160E-02   5.373974E-02
   4.200   9.139527E-02   5.375611E-02
   4.300   9.154830E-02   5.376371E-02
   4.400   9.169920E-02   5.374807E-02
   4.500   9.185035E-02   5.373243E-02
   4.600   9.198239E-02   5.372675E-02
   4.700   9.206195E-02   5.374812E-02
   4.800   9.213290E-02   5.377592E-02
   4.900   9.208860E-02   5.388921E-02
   5.000   9.204433E-02   5.400275E-02
   5.100   9.199091E-02   5.412263E-02
   5.200   9.180790E-02   5.432958E-02
   5.300   9.162526E-02   5.453731E-02
   5.400   9.132754E-02   5.476697E-02
   5.500   9.101315E-02   5.500086E-02
   5.600   9.069984E-02   5.523574E-02
   5.700   9.028971E-02   5.541637E-02
   5.800   8.983204E-02   5.554954E-02
   5.900   8.931716E-02   5.561075E-02
   6.000   8.871030E-02   5.553779E-02
   6.100   8.805058E-02   5.538382E-02
   6.200   8.730317E-02   5.509845E-02
   6.300   8.640805E-02   5.460305E-02
   6.400   8.541716E-02   5.397532E-02
   6.500   8.422439E-02   5.309248E-02
   6.600   8.292697E-02   5.208630E-02
   6.700   8.145511E-02   5.088085E-02
   6.800   7.970545E-02   4.938507E-02
   6.900   7.779978E-02   4.774148E-02
   7.000   7.556872E-02   4.579978E-02
   7.100   7.320811E-02   4.376231E-02
   7.200   7.061847E-02   4.154720E-02
   7.300   6.768519E-02   3.907724E-02
   7.400   6.461582E-02   3.654433E-02
   7.500   6.122170E-02   3.380918E-02
   7.600   5.778409E-02   3.111085E-02
   7.700   5.420404E-02   2.838073E-02
   7.800   5.040596E-02   2.557571E-02
   7.900   4.663319E-02   2.288162E-02
   8.000   4.273875E-02   2.020153E-02
   8.100   3.899420E-02   1.772212E-02
   8.200   3.532318E-02   1.538907E-02
   8.300   3.169630E-02   1.318175E-02
   8.400   2.828994E-02   1.120343E-02
   8.500   2.501491E-02   9.391555E-03
   8.600   2.202884E-02   7.823985E-03
   8.700   1.927347E-02   6.453961E-03
   8.800   1.672935E-02   5.258984E-03
   8.900   1.446197E-02   4.257295E-03
   9.000   1.241903E-02   3.409352E-03
   9.100   1.063776E-02   2.718629E-03
   9.200   9.075921E-03   2.153299E-03
   9.300   7.712315E-03   1.693554E-03
   9.400   6.542475E-03   1.327826E-03
   9.500   5.537782E-03   1.036609E-03
   9.600   4.685170E-03   8.083522E-04
   9.700   3.961111E-03   6.292901E-04
   9.800   3.349166E-03   4.895261E-04
   9.900   2.832950E-03   3.808430E-04
  10.000   2.398844E-03   2.964346E-04
  10.100   2.032632E-03   2.307920E-04
  10.200   1.724194E-03   1.797482E-04
  10.300   1.464716E-03   1.399730E-04
  10.400   1.245360E-03   1.089652E-04
  10.500   1.060345E-03   8.471082E-05
  10.600   9.033128E-04   6.578634E-05
  10.700   7.701976E-04   5.100180E-05
  10.800   6.573289E-04   3.943703E-05
  10.900   5.613399E-04   3.045802E-05
  11.000   4.798349E-04   2.348575E-05
  11.100   4.103818E-04   1.811269E-05
  11.200   3.512818E-04   1.397507E-05
  11.300   3.011011E-04   1.081768E-05
  11.400   2.583461E-04   8.401627E-06
  11.500   2.220791E-04   6.575829E-06
  11.600   1.910962E-04   5.171089E-06
  11.700   1.647007E-04   4.097390E-06
  11.800   1.422610E-04   3.280888E-06
  11.900   1.230473E-04   2.641884E-06
  12.000   1.066649E-04   2.144453E-06
  12.100   9.254287E-05   1.743717E-06
  12.200   8.039727E-05   1.421264E-06
  12.300   6.993340E-05   1.155891E-06
