 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   9.500   8.719532E-03   1.389202E-03
   9.600   7.457752E-03   1.080945E-03
   9.700   6.368910E-03   8.383020E-04
   9.800   5.433614E-03   6.484424E-04
   9.900   4.633849E-03   5.008946E-04
  10.000   3.952275E-03   3.865561E-04
  10.100   3.372421E-03   2.982700E-04
  10.200   2.879259E-03   2.301577E-04
  10.300   2.460502E-03   1.776114E-04
  10.400   2.104602E-03   1.370799E-04
  10.500   1.802848E-03   1.057585E-04
  10.600   1.545770E-03   8.151098E-05
  10.700   1.326560E-03   6.275049E-05
  10.800   1.139506E-03   4.819518E-05
  10.900   9.795941E-04   3.695093E-05
  11.000   8.430075E-04   2.824107E-05
  11.100   7.259142E-04   2.154147E-05
  11.200   6.254701E-04   1.640313E-05
  11.300   5.392937E-04   1.248122E-05
  11.400   4.653207E-04   9.500542E-06
  11.500   4.019555E-04   7.254684E-06
  11.600   3.475017E-04   5.564058E-06
  11.700   3.006839E-04   4.288786E-06
  11.800   2.604581E-04   3.333805E-06
  11.900   2.258434E-04   2.610538E-06
  12.000   1.961310E-04   2.068712E-06
  12.100   1.704943E-04   1.651031E-06
  12.200   1.483554E-04   1.326359E-06
  12.300   1.292037E-04   1.069937E-06
  12.400   1.126089E-04   8.646676E-07
  12.500   9.822330E-05   6.969466E-07
  12.600   8.569379E-05   5.583942E-07
  12.700   7.477606E-05   4.442876E-07
  12.800   6.523614E-05   3.490650E-07
  12.900   5.685307E-05   2.693775E-07
  13.000   4.947761E-05   2.040801E-07
  13.100   4.305895E-05   1.546109E-07
  13.200   3.747297E-05   1.171330E-07
  13.300   3.261166E-05   8.873985E-08
  13.400   2.838100E-05   6.722922E-08
  13.500   2.469917E-05   5.093278E-08
  13.600   2.149498E-05   3.858662E-08
  13.700   1.870647E-05   2.923318E-08
  13.800   1.628434E-05   2.230312E-08
  13.900   1.423907E-05   1.899510E-08
  14.000   1.245068E-05   1.617773E-08
  14.100   1.088691E-05   1.377824E-08
  14.200   9.519543E-06   1.173464E-08
  14.300   8.323915E-06   9.994145E-09
  14.400   7.278454E-06   8.511805E-09
  14.500   6.364301E-06   7.249327E-09
  14.600   5.564962E-06   6.174100E-09
  14.700   4.866018E-06   5.258352E-09
  14.800   4.254860E-06   4.478429E-09
  14.900   3.720461E-06   3.814184E-09
  15.000   3.264977E-06   3.143560E-09
  15.100   2.883514E-06   2.445824E-09
  15.200   2.546618E-06   1.902956E-09
  15.300   2.249084E-06   1.480581E-09
  15.400   1.986312E-06   1.151956E-09
  15.500   1.754241E-06   8.962708E-10
  15.600   1.549284E-06   6.973371E-10
  15.700   1.368274E-06   5.425581E-10
  15.800   1.208411E-06   4.221335E-10
  15.900   1.067227E-06   3.284379E-10
  16.000   9.425371E-07   2.555388E-10
  16.100   8.324157E-07   1.988201E-10
  16.200   7.397117E-07   1.786588E-10
  16.300   6.611789E-07   1.839675E-10
  16.400   5.909838E-07   1.894339E-10
  16.500   5.282410E-07   1.950628E-10
  16.600   4.721594E-07   2.008589E-10
  16.700   4.220318E-07   2.068273E-10
  16.800   3.772261E-07   2.129730E-10
  16.900   3.371772E-07   2.193013E-10
  17.000   3.013803E-07   2.258176E-10
  17.100   2.693837E-07   2.325276E-10
  17.200   2.407841E-07   2.394370E-10
  17.300   2.152209E-07   2.465517E-10
  17.400   1.928578E-07   2.471983E-10
  17.500   1.732346E-07   2.416276E-10
  17.600   1.556081E-07   2.361825E-10
  17.700   1.397751E-07   2.308601E-10
  17.800   1.255531E-07   2.256576E-10
  17.900   1.127781E-07   2.205724E-10
  18.000   1.013030E-07   2.156018E-10
  18.100   9.099550E-08   2.107432E-10
  18.200   8.173676E-08   2.059940E-10
  18.300   7.342010E-08   2.013519E-10
  18.400   6.594965E-08   1.968144E-10
  18.500   5.923932E-08   1.923792E-10
  18.600   5.648936E-08   1.898000E-10
  18.700   6.168760E-08   1.912449E-10
  18.800   6.736418E-08   1.927008E-10
  18.900   7.356313E-08   1.941678E-10
  19.000   8.033252E-08   1.956460E-10
  19.100   8.772484E-08   1.971355E-10
  19.200   9.579741E-08   1.986362E-10
  19.300   1.046128E-07   2.001484E-10
  19.400   1.142395E-07   2.016722E-10
  19.500   1.247519E-07   2.032075E-10
  19.600   1.362318E-07   2.047545E-10
  19.700   1.487680E-07   2.063133E-10
  19.800   1.624579E-07   2.078839E-10
  19.900   1.723447E-07   2.076357E-10
 Z= 109 A= 333  Mt beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.922436E-02   4.468077E-02
   0.100   8.897355E-02   4.455308E-02
   0.200   8.872345E-02   4.442576E-02
   0.300   8.847405E-02   4.429879E-02
   0.400   8.822535E-02   4.417219E-02
   0.500   8.783995E-02   4.396429E-02
   0.600   8.741519E-02   4.373297E-02
   0.700   8.697015E-02   4.347052E-02
   0.800   8.650527E-02   4.317764E-02
   0.900   8.604287E-02   4.288674E-02
   1.000   8.562004E-02   4.259358E-02
   1.100   8.525400E-02   4.229623E-02
   1.200   8.491827E-02   4.200909E-02
   1.300   8.476599E-02   4.177517E-02
   1.400   8.461398E-02   4.154255E-02
   1.500   8.447175E-02   4.131581E-02
   1.600   8.457049E-02   4.120580E-02
   1.700   8.466935E-02   4.109608E-02
   1.800   8.492744E-02   4.111771E-02
   1.900   8.523378E-02   4.117837E-02
   2.000   8.554122E-02   4.123912E-02
   2.100   8.592382E-02   4.142269E-02
   2.200   8.634427E-02   4.166713E-02
   2.300   8.676271E-02   4.197358E-02
   2.400   8.717719E-02   4.237172E-02
   2.500   8.759365E-02   4.277364E-02
   2.600   8.798596E-02   4.320681E-02
   2.700   8.832108E-02   4.370668E-02
   2.800   8.865328E-02   4.421259E-02
   2.900   8.888547E-02   4.473050E-02
   3.000   8.911827E-02   4.525448E-02
   3.100   8.935168E-02   4.578460E-02
   3.200   8.951783E-02   4.626345E-02
   3.300   8.968017E-02   4.674381E-02
   3.400   8.983805E-02   4.715526E-02
   3.500   8.999391E-02   4.753449E-02
   3.600   9.015003E-02   4.791676E-02
   3.700   9.033276E-02   4.822792E-02
   3.800   9.053511E-02   4.848666E-02
   3.900   9.075881E-02   4.871084E-02
   4.000   9.102967E-02   4.885578E-02
   4.100   9.130135E-02   4.900115E-02
   4.200   9.158263E-02   4.913029E-02
   4.300   9.189757E-02   4.919774E-02
   4.400   9.221359E-02   4.926528E-02
   4.500   9.250642E-02   4.932171E-02
   4.600   9.279877E-02   4.937754E-02
   4.700   9.309205E-02   4.943344E-02
   4.800   9.330748E-02   4.953451E-02
   4.900   9.350916E-02   4.964396E-02
   5.000   9.363029E-02   4.981068E-02
   5.100   9.369289E-02   5.001944E-02
   5.200   9.375553E-02   5.022907E-02
   5.300   9.374736E-02   5.048118E-02
   5.400   9.366309E-02   5.077955E-02
   5.500   9.355021E-02   5.108050E-02
   5.600   9.333287E-02   5.138627E-02
   5.700   9.311604E-02   5.169386E-02
   5.800   9.288659E-02   5.199307E-02
   5.900   9.255897E-02   5.221645E-02
   6.000   9.218288E-02   5.237214E-02
   6.100   9.174411E-02   5.243510E-02
   6.200   9.123583E-02   5.239040E-02
   6.300   9.064388E-02   5.221732E-02
   6.400   8.996884E-02   5.191867E-02
   6.500   8.913776E-02   5.140455E-02
   6.600   8.818376E-02   5.073347E-02
   6.700   8.707824E-02   4.987677E-02
   6.800   8.579880E-02   4.882759E-02
   6.900   8.435563E-02   4.760631E-02
   7.000   8.262362E-02   4.610548E-02
   7.100   8.069289E-02   4.443292E-02
   7.200   7.852790E-02   4.256771E-02
   7.300   7.612350E-02   4.052712E-02
   7.400   7.351502E-02   3.835475E-02
   7.500   7.055636E-02   3.595086E-02
   7.600   6.741201E-02   3.346630E-02
   7.700   6.405920E-02   3.089823E-02
   7.800   6.053452E-02   2.828872E-02
   7.900   5.690145E-02   2.569450E-02
   8.000   5.304443E-02   2.305010E-02
   8.100   4.916782E-02   2.050153E-02
   8.200   4.526973E-02   1.805170E-02
   8.300   4.140987E-02   1.573744E-02
   8.400   3.765028E-02   1.359319E-02
   8.500   3.392730E-02   1.157982E-02
   8.600   3.039579E-02   9.775021E-03
   8.700   2.705097E-02   8.164434E-03
   8.800   2.393124E-02   6.752940E-03
   8.900   2.105665E-02   5.535676E-03
   9.000   1.839061E-02   4.481345E-03
   9.100   1.599240E-02   3.600343E-03
   9.200   1.384006E-02   2.867960E-03
   9.300   1.193244E-02   2.268619E-03
   9.400   1.025401E-02   1.783493E-03
   9.500   8.778421E-03   1.391839E-03
   9.600   7.502041E-03   1.082229E-03
   9.700   6.400077E-03   8.382966E-04
   9.800   5.455394E-03   6.479575E-04
   9.900   4.647373E-03   5.000023E-04
  10.000   3.958991E-03   3.854319E-04
  10.100   3.374048E-03   2.970982E-04
  10.200   2.877342E-03   2.290298E-04
  10.300   2.456007E-03   1.765859E-04
  10.400   2.098137E-03   1.361583E-04
  10.500   1.794910E-03   1.049396E-04
  10.600   1.536940E-03   8.080920E-05
  10.700   1.317363E-03   6.214585E-05
  10.800   1.130153E-03   4.769715E-05
  10.900   9.702875E-04   3.653295E-05
  11.000   8.338603E-04   2.788877E-05
  11.100   7.170618E-04   2.124966E-05
  11.200   6.170546E-04   1.615832E-05
  11.300   5.313613E-04   1.228054E-05
  11.400   4.578630E-04   9.333958E-06
  11.500   3.949676E-04   7.115600E-06
  11.600   3.410094E-04   5.447299E-06
  11.700   2.947310E-04   4.194516E-06
  11.800   2.550121E-04   3.255181E-06
  11.900   2.208700E-04   2.545425E-06
  12.000   1.916108E-04   2.014777E-06
  12.100   1.664071E-04   1.606226E-06
  12.200   1.446889E-04   1.290183E-06
  12.300   1.259264E-04   1.040192E-06
  12.400   1.096815E-04   8.403911E-07
  12.500   9.561394E-05   6.771570E-07
  12.600   8.338072E-05   5.425973E-07
  12.700   7.272987E-05   4.311952E-07
  12.800   6.343438E-05   3.387337E-07
  12.900   5.528176E-05   2.615517E-07
  13.000   4.810166E-05   1.976782E-07
  13.100   4.185413E-05   1.494032E-07
  13.200   3.641803E-05   1.129175E-07
  13.300   3.168799E-05   8.534192E-08
  13.400   2.757230E-05   6.450058E-08
  13.500   2.399116E-05   4.874891E-08
  13.600   2.087514E-05   3.684394E-08
  13.700   1.816384E-05   2.784629E-08
  13.800   1.580468E-05   2.104595E-08
  13.900   1.381235E-05   1.789859E-08
  14.000   1.207247E-05   1.526615E-08
  14.100   1.055175E-05   1.302087E-08
  14.200   9.222597E-06   1.110582E-08
  14.300   8.060868E-06   9.472422E-09
  14.400   7.045476E-06   8.079260E-09
  14.500   6.157989E-06   6.890998E-09
  14.600   5.382294E-06   5.877500E-09
  14.700   4.704311E-06   5.013063E-09
  14.800   4.111730E-06   4.275764E-09
  14.900   3.593794E-06   3.646904E-09
  15.000   3.145873E-06   3.039408E-09
  15.100   2.764938E-06   2.381782E-09
  15.200   2.430131E-06   1.866444E-09
  15.300   2.135865E-06   1.462608E-09
  15.400   1.877232E-06   1.146148E-09
  15.500   1.649918E-06   8.981600E-10
  15.600   1.450129E-06   7.038282E-10
  15.700   1.274532E-06   5.515433E-10
  15.800   1.120198E-06   4.322077E-10
  15.900   9.845532E-07   3.386924E-10
  16.000   8.653333E-07   2.654107E-10
  16.100   7.605498E-07   2.079847E-10
  16.200   6.717404E-07   1.825076E-10
  16.300   5.973658E-07   1.874761E-10
  16.400   5.312259E-07   1.925799E-10
  16.500   4.724090E-07   1.978226E-10
  16.600   4.201043E-07   2.032081E-10
  16.700   3.735907E-07   2.087401E-10
  16.800   3.322270E-07   2.144228E-10
  16.900   2.954431E-07   2.202602E-10
  17.000   2.627319E-07   2.262565E-10
  17.100   2.336424E-07   2.324160E-10
  17.200   2.077737E-07   2.387432E-10
  17.300   1.847692E-07   2.452426E-10
  17.400   1.647767E-07   2.470376E-10
  17.500   1.475463E-07   2.419365E-10
  17.600   1.321177E-07   2.369408E-10
  17.700   1.183024E-07   2.320483E-10
  17.800   1.059317E-07   2.272567E-10
  17.900   9.485463E-08   2.225641E-10
  18.000   8.493586E-08   2.179684E-10
  18.100   7.605427E-08   2.134676E-10
  18.200   6.810142E-08   2.090597E-10
  18.300   6.098018E-08   2.047429E-10
  18.400   5.460360E-08   2.005151E-10
  18.500   4.889380E-08   1.963747E-10
  18.600   4.552776E-08   1.933407E-10
  18.700   4.962331E-08   1.944536E-10
  18.800   5.408727E-08   1.955728E-10
  18.900   5.895280E-08   1.966986E-10
  19.000   6.425602E-08   1.978308E-10
  19.100   7.003629E-08   1.989695E-10
  19.200   7.633655E-08   2.001148E-10
  19.300   8.320356E-08   2.012666E-10
  19.400   9.068830E-08   2.024251E-10
  19.500   9.884635E-08   2.035903E-10
  19.600   1.077383E-07   2.047621E-10
  19.700   1.174301E-07   2.059408E-10
  19.800   1.279937E-07   2.071262E-10
  19.900   1.362091E-07   2.069267E-10
 Z= 109 A= 334  Mt beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.916765E-02   4.463445E-02
   0.100   8.893356E-02   4.450892E-02
   0.200   8.870008E-02   4.438374E-02
   0.300   8.846721E-02   4.425892E-02
   0.400   8.823495E-02   4.413445E-02
   0.500   8.787625E-02   4.393062E-02
   0.600   8.747974E-02   4.370312E-02
   0.700   8.706533E-02   4.344605E-02
   0.800   8.663266E-02   4.315896E-02
   0.900   8.620214E-02   4.287376E-02
   1.000   8.580897E-02   4.258698E-02
   1.100   8.547224E-02   4.229676E-02
   1.200   8.516126E-02   4.201590E-02
   1.300   8.503019E-02   4.179073E-02
   1.400   8.489932E-02   4.156676E-02
   1.500   8.477298E-02   4.134620E-02
   1.600   8.488302E-02   4.124605E-02
   1.700   8.499321E-02   4.114614E-02
   1.800   8.525198E-02   4.117466E-02
   1.900   8.556176E-02   4.124651E-02
   2.000   8.587267E-02   4.131849E-02
   2.100   8.625245E-02   4.150816E-02
   2.200   8.667123E-02   4.176357E-02
   2.300   8.708780E-02   4.207710E-02
   2.400   8.749925E-02   4.248812E-02
   2.500   8.791265E-02   4.290315E-02
   2.600   8.830475E-02   4.334639E-02
   2.700   8.863675E-02   4.385895E-02
   2.800   8.896968E-02   4.437758E-02
   2.900   8.919763E-02   4.490798E-02
   3.000   8.942617E-02   4.544472E-02
   3.100   8.965529E-02   4.598788E-02
   3.200   8.981597E-02   4.648176E-02
   3.300   8.996934E-02   4.697476E-02
   3.400   9.011513E-02   4.740126E-02
   3.500   9.025656E-02   4.778934E-02
   3.600   9.039821E-02   4.818061E-02
   3.700   9.056127E-02   4.850441E-02
   3.800   9.074353E-02   4.876714E-02
   3.900   9.094282E-02   4.899921E-02
   4.000   9.119059E-02   4.913981E-02
   4.100   9.143903E-02   4.928082E-02
   4.200   9.169482E-02   4.940836E-02
   4.300   9.198719E-02   4.946161E-02
   4.400   9.228050E-02   4.951492E-02
   4.500   9.255740E-02   4.954840E-02
   4.600   9.283290E-02   4.957935E-02
   4.700   9.310921E-02   4.961031E-02
   4.800   9.331866E-02   4.967496E-02
   4.900   9.350991E-02   4.974898E-02
   5.000   9.363164E-02   4.987079E-02
   5.100   9.368740E-02   5.003812E-02
   5.200   9.374318E-02   5.020602E-02
   5.300   9.373841E-02   5.040937E-02
   5.400   9.364724E-02   5.066360E-02
   5.500   9.353666E-02   5.092048E-02
   5.600   9.330758E-02   5.118710E-02
   5.700   9.307907E-02   5.145512E-02
   5.800   9.284654E-02   5.172143E-02
   5.900   9.250216E-02   5.191224E-02
   6.000   9.211363E-02   5.204698E-02
   6.100   9.166297E-02   5.209755E-02
   6.200   9.113326E-02   5.203284E-02
   6.300   9.053050E-02   5.185960E-02
   6.400   8.984250E-02   5.156174E-02
   6.500   8.900169E-02   5.105632E-02
   6.600   8.804872E-02   5.040651E-02
   6.700   8.692677E-02   4.955160E-02
   6.800   8.565761E-02   4.853416E-02
   6.900   8.422277E-02   4.733997E-02
   7.000   8.250648E-02   4.587001E-02
   7.100   8.060843E-02   4.424247E-02
   7.200   7.844645E-02   4.239282E-02
   7.300   7.608647E-02   4.040031E-02
   7.400   7.351477E-02   3.826520E-02
   7.500   7.059870E-02   3.589903E-02
   7.600   6.751484E-02   3.346183E-02
   7.700   6.418052E-02   3.090603E-02
   7.800   6.071767E-02   2.833764E-02
   7.900   5.713095E-02   2.577002E-02
   8.000   5.331933E-02   2.314775E-02
   8.100   4.949714E-02   2.062468E-02
   8.200   4.561054E-02   1.817103E-02
   8.300   4.179359E-02   1.587183E-02
   8.400   3.805832E-02   1.373136E-02
   8.500   3.435275E-02   1.171708E-02
   8.600   3.083943E-02   9.911587E-03
   8.700   2.748424E-02   8.285967E-03
   8.800   2.436825E-02   6.868341E-03
   8.900   2.148446E-02   5.640380E-03
   9.000   1.880439E-02   4.574229E-03
   9.100   1.639137E-02   3.682586E-03
   9.200   1.421284E-02   2.936675E-03
   9.300   1.228433E-02   2.327499E-03
   9.400   1.058141E-02   1.832678E-03
   9.500   9.080367E-03   1.432264E-03
   9.600   7.779148E-03   1.115246E-03
   9.700   6.651889E-03   8.647125E-04
   9.800   5.683931E-03   6.691480E-04
   9.900   4.853716E-03   5.168162E-04
  10.000   4.144648E-03   3.986738E-04
  10.100   3.540547E-03   3.074915E-04
  10.200   3.026733E-03   2.371595E-04
  10.300   2.589505E-03   1.829404E-04
  10.400   2.217386E-03   1.411213E-04
  10.500   1.901436E-03   1.088118E-04
  10.600   1.632019E-03   8.384304E-05
  10.700   1.402404E-03   6.450813E-05
  10.800   1.206039E-03   4.954723E-05
  10.900   1.038024E-03   3.797868E-05
  11.000   8.943409E-04   2.901561E-05
  11.100   7.710343E-04   2.212763E-05
  11.200   6.652607E-04   1.683684E-05
  11.300   5.743486E-04   1.280485E-05
  11.400   4.961892E-04   9.737019E-06
  11.500   4.291122E-04   7.423599E-06
  11.600   3.713946E-04   5.680411E-06
  11.700   3.217838E-04   4.373955E-06
  11.800   2.790461E-04   3.390372E-06
  11.900   2.422167E-04   2.648043E-06
  12.000   2.105491E-04   2.093009E-06
  12.100   1.831939E-04   1.665835E-06
  12.200   1.595768E-04   1.337077E-06
  12.300   1.391022E-04   1.076832E-06
  12.400   1.213457E-04   8.696104E-07
  12.500   1.059370E-04   7.008783E-07
  12.600   9.250798E-05   5.623039E-07
  12.700   8.079941E-05   4.471892E-07
  12.800   7.056515E-05   3.521899E-07
  12.900   6.158231E-05   2.729448E-07
  13.000   5.364016E-05   2.063924E-07
  13.100   4.672229E-05   1.560675E-07
  13.200   4.069660E-05   1.180134E-07
  13.300   3.544804E-05   8.923809E-08
  13.400   3.087637E-05   6.747908E-08
  13.500   2.689430E-05   5.102559E-08
  13.600   2.342580E-05   3.858397E-08
  13.700   2.040462E-05   2.917600E-08
  13.800   1.777307E-05   2.206199E-08
  13.900   1.553172E-05   1.856436E-08
  14.000   1.357841E-05   1.582468E-08
  14.100   1.187075E-05   1.348932E-08
  14.200   1.037786E-05   1.149861E-08
  14.300   9.072709E-06   9.801675E-09
  14.400   7.931701E-06   8.355172E-09
  14.500   6.934189E-06   7.122140E-09
  14.600   6.062127E-06   6.071075E-09
  14.700   5.299738E-06   5.175124E-09
  14.800   4.633229E-06   4.411394E-09
  14.900   4.050542E-06   3.760373E-09
  15.000   3.546736E-06   3.152617E-09
  15.100   3.127435E-06   2.455360E-09
  15.200   2.757705E-06   1.912313E-09
  15.300   2.431684E-06   1.489371E-09
  15.400   2.144207E-06   1.159970E-09
  15.500   1.890715E-06   9.034221E-10
  15.600   1.667192E-06   7.036142E-10
  15.700   1.470094E-06   5.479974E-10
  15.800   1.296297E-06   4.267980E-10
  15.900   1.143047E-06   3.324040E-10
  16.000   1.007914E-06   2.588870E-10
  16.100   8.887568E-07   2.016295E-10
  16.200   7.858184E-07   1.719150E-10
  16.300   6.987703E-07   1.772059E-10
  16.400   6.213648E-07   1.826596E-10
  16.500   5.525338E-07   1.882812E-10
  16.600   4.913275E-07   1.940759E-10
  16.700   4.369012E-07   2.000488E-10
  16.800   3.885040E-07   2.062056E-10
  16.900   3.454679E-07   2.125518E-10
  17.000   3.071990E-07   2.190934E-10
  17.100   2.731694E-07   2.258363E-10
  17.200   2.429094E-07   2.327867E-10
  17.300   2.160014E-07   2.399510E-10
  17.400   1.928081E-07   2.433447E-10
  17.500   1.735796E-07   2.379697E-10
  17.600   1.562687E-07   2.327134E-10
  17.700   1.406843E-07   2.275733E-10
  17.800   1.266540E-07   2.225467E-10
  17.900   1.140230E-07   2.176310E-10
  18.000   1.026516E-07   2.128240E-10
  18.100   9.241428E-08   2.081232E-10
  18.200   8.319792E-08   2.035262E-10
  18.300   7.490070E-08   1.990307E-10
  18.400   6.743095E-08   1.946345E-10
  18.500   6.070615E-08   1.903354E-10
  18.600   5.566390E-08   1.866285E-10
  18.700   6.130596E-08   1.879361E-10
  18.800   6.751989E-08   1.892528E-10
  18.900   7.436366E-08   1.905788E-10
  19.000   8.190111E-08   1.919140E-10
  19.100   9.020256E-08   1.932586E-10
  19.200   9.934543E-08   1.946126E-10
  19.300   1.094150E-07   1.959761E-10
  19.400   1.205053E-07   1.973491E-10
  19.500   1.327196E-07   1.987318E-10
  19.600   1.461720E-07   2.001242E-10
  19.700   1.609879E-07   2.015263E-10
  19.800   1.773055E-07   2.029382E-10
  19.900   1.902735E-07   2.031764E-10
 Z= 109 A= 335  Mt beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.893937E-02   4.432937E-02
   0.100   8.869450E-02   4.420237E-02
   0.200   8.845030E-02   4.407573E-02
   0.300   8.820677E-02   4.394946E-02
   0.400   8.796391E-02   4.382354E-02
   0.500   8.758948E-02   4.361779E-02
   0.600   8.717441E-02   4.338740E-02
   0.700   8.674087E-02   4.312751E-02
   0.800   8.628782E-02   4.283663E-02
   0.900   8.583714E-02   4.254772E-02
   1.000   8.542399E-02   4.225706E-02
   1.100   8.507049E-02   4.196233E-02
   1.200   8.474033E-02   4.167596E-02
   1.300   8.459941E-02   4.144552E-02
   1.400   8.445873E-02   4.121635E-02
   1.500   8.431828E-02   4.098845E-02
   1.600   8.442636E-02   4.088157E-02
   1.700   8.453508E-02   4.077520E-02
   1.800   8.479320E-02   4.079260E-02
   1.900   8.510898E-02   4.085695E-02
   2.000   8.542593E-02   4.092141E-02
   2.100   8.581185E-02   4.109795E-02
   2.200   8.624145E-02   4.134463E-02
   2.300   8.666974E-02   4.164402E-02
   2.400   8.709358E-02   4.204374E-02
   2.500   8.751949E-02   4.244730E-02
   2.600   8.792721E-02   4.287577E-02
   2.700   8.827203E-02   4.337630E-02
   2.800   8.861821E-02   4.388268E-02
   2.900   8.886289E-02   4.440060E-02
   3.000   8.910462E-02   4.492482E-02
   3.100   8.934701E-02   4.545524E-02
   3.200   8.952679E-02   4.593957E-02
   3.300   8.969660E-02   4.642045E-02
   3.400   8.986131E-02   4.684230E-02
   3.500   9.002247E-02   4.722237E-02
   3.600   9.018393E-02   4.760553E-02
   3.700   9.036726E-02   4.793083E-02
   3.800   9.057440E-02   4.819193E-02
   3.900   9.079580E-02   4.843059E-02
   4.000   9.107069E-02   4.857863E-02
   4.100   9.134641E-02   4.872712E-02
   4.200   9.162726E-02   4.886814E-02
   4.300   9.194724E-02   4.893889E-02
   4.400   9.226834E-02   4.900973E-02
   4.500   9.257071E-02   4.907092E-02
   4.600   9.286991E-02   4.913015E-02
   4.700   9.317008E-02   4.918944E-02
   4.800   9.340567E-02   4.928674E-02
   4.900   9.361645E-02   4.939895E-02
   5.000   9.376484E-02   4.955480E-02
   5.100   9.383596E-02   4.976482E-02
   5.200   9.390714E-02   4.997573E-02
   5.300   9.392751E-02   5.021639E-02
   5.400   9.385009E-02   5.051402E-02
   5.500   9.376346E-02   5.081352E-02
   5.600   9.354984E-02   5.111632E-02
   5.700   9.333671E-02   5.142091E-02
   5.800   9.312407E-02   5.172732E-02
   5.900   9.280131E-02   5.194945E-02
   6.000   9.243659E-02   5.211715E-02
   6.100   9.201206E-02   5.220035E-02
   6.200   9.149980E-02   5.215093E-02
   6.300   9.092488E-02   5.200482E-02
   6.400   9.026210E-02   5.172572E-02
   6.500   8.944615E-02   5.123474E-02
   6.600   8.852477E-02   5.060563E-02
   6.700   8.741173E-02   4.974365E-02
   6.800   8.617208E-02   4.874146E-02
   6.900   8.475779E-02   4.755203E-02
   7.000   8.305891E-02   4.608482E-02
   7.100   8.118818E-02   4.446882E-02
   7.200   7.901269E-02   4.259563E-02
   7.300   7.667293E-02   4.061054E-02
   7.400   7.410644E-02   3.847049E-02
   7.500   7.118934E-02   3.609657E-02
   7.600   6.811575E-02   3.366239E-02
   7.700   6.474186E-02   3.107416E-02
   7.800   6.127964E-02   2.850544E-02
   7.900   5.767501E-02   2.592631E-02
   8.000   5.383919E-02   2.329012E-02
   8.100   5.000305E-02   2.076181E-02
   8.200   4.606002E-02   1.827778E-02
   8.300   4.222247E-02   1.597203E-02
   8.400   3.845207E-02   1.381796E-02
   8.500   3.470797E-02   1.179007E-02
   8.600   3.116488E-02   9.976469E-03
   8.700   2.775649E-02   8.331795E-03
   8.800   2.461121E-02   6.907475E-03
   8.900   2.169344E-02   5.670760E-03
   9.000   1.898018E-02   4.596959E-03
   9.100   1.653944E-02   3.700286E-03
   9.200   1.432871E-02   2.947253E-03
   9.300   1.237852E-02   2.335102E-03
   9.400   1.065439E-02   1.837335E-03
   9.500   9.134907E-03   1.434687E-03
   9.600   7.818946E-03   1.116232E-03
   9.700   6.678371E-03   8.644443E-04
   9.800   5.700589E-03   6.683389E-04
   9.900   4.862316E-03   5.156531E-04
  10.000   4.146908E-03   3.973529E-04
  10.100   3.537989E-03   3.061495E-04
  10.200   3.020813E-03   2.358934E-04
  10.300   2.580985E-03   1.817817E-04
  10.400   2.207219E-03   1.400950E-04
  10.500   1.890199E-03   1.079204E-04
  10.600   1.620164E-03   8.308571E-05
  10.700   1.390452E-03   6.385929E-05
  10.800   1.194091E-03   4.900745E-05
  10.900   1.026348E-03   3.752915E-05
  11.000   8.830919E-04   2.864139E-05
  11.100   7.602828E-04   2.181877E-05
  11.200   6.551221E-04   1.657905E-05
  11.300   5.648072E-04   1.259198E-05
  11.400   4.872898E-04   9.560788E-06
  11.500   4.208570E-04   7.277786E-06
  11.600   3.637625E-04   5.558319E-06
  11.700   3.148127E-04   4.275510E-06
  11.800   2.726665E-04   3.308082E-06
  11.900   2.364169E-04   2.580285E-06
  12.000   2.053073E-04   2.037237E-06
  12.100   1.784637E-04   1.619642E-06
  12.200   1.553433E-04   1.299858E-06
  12.300   1.353151E-04   1.046240E-06
  12.400   1.179737E-04   8.447840E-07
  12.500   1.029377E-04   6.807643E-07
  12.600   8.985643E-05   5.462960E-07
  12.700   7.845811E-05   4.339324E-07
  12.800   6.850171E-05   3.416902E-07
  12.900   5.978039E-05   2.649530E-07
  13.000   5.206625E-05   1.998517E-07
  13.100   4.534756E-05   1.507463E-07
  13.200   3.949585E-05   1.137066E-07
  13.300   3.439926E-05   8.576787E-08
  13.400   2.996034E-05   6.469393E-08
  13.500   2.609422E-05   4.879805E-08
  13.600   2.272699E-05   3.680793E-08
  13.700   1.979427E-05   2.776389E-08
  13.800   1.723999E-05   2.094205E-08
  13.900   1.505682E-05   1.746262E-08
  14.000   1.315869E-05   1.491013E-08
  14.100   1.149984E-05   1.273074E-08
  14.200   1.005012E-05   1.086991E-08
  14.300   8.783157E-06   9.281069E-09
  14.400   7.675911E-06   7.924469E-09
  14.500   6.708250E-06   6.766161E-09
  14.600   5.862577E-06   5.777162E-09
  14.700   5.123514E-06   4.932723E-09
  14.800   4.477620E-06   4.211714E-09
  14.900   3.913151E-06   3.596094E-09
