 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  11.500   2.868817E-04   6.518626E-06
  11.600   2.469950E-04   5.058030E-06
  11.700   2.129327E-04   3.952885E-06
  11.800   1.838127E-04   3.112242E-06
  11.900   1.589978E-04   2.478434E-06
  12.000   1.377159E-04   1.986571E-06
  12.100   1.194766E-04   1.603787E-06
  12.200   1.037700E-04   1.298544E-06
  12.300   9.022314E-05   1.053283E-06
  12.400   7.853608E-05   8.519022E-07
  12.500   6.839647E-05   6.855573E-07
  12.600   5.959007E-05   5.471503E-07
  12.700   5.191853E-05   4.323968E-07
  12.800   4.521556E-05   3.371150E-07
  12.900   3.933630E-05   2.585151E-07
  13.000   3.422150E-05   1.982412E-07
  13.100   2.977177E-05   1.520204E-07
  13.200   2.590062E-05   1.165762E-07
  13.300   2.253283E-05   8.939591E-08
  13.400   1.960294E-05   6.855286E-08
  13.500   1.705402E-05   5.256946E-08
  13.600   1.483653E-05   4.031266E-08
  13.700   1.290738E-05   3.091358E-08
  13.800   1.127761E-05   2.615143E-08
  13.900   9.853977E-06   2.214039E-08
  14.000   8.610054E-06   1.874456E-08
  14.100   7.523159E-06   1.586957E-08
  14.200   6.573468E-06   1.343554E-08
  14.300   5.743663E-06   1.137483E-08
  14.400   5.018608E-06   9.630189E-09
  14.500   4.385081E-06   8.153136E-09
  14.600   3.831528E-06   6.902630E-09
  14.700   3.347852E-06   5.843923E-09
  14.800   2.925234E-06   4.947598E-09
  14.900   2.551370E-06   4.058829E-09
  15.000   2.218180E-06   3.148333E-09
  15.100   1.928502E-06   2.442083E-09
  15.200   1.676654E-06   1.894263E-09
  15.300   1.457695E-06   1.469333E-09
  15.400   1.267331E-06   1.139725E-09
  15.500   1.101827E-06   8.840565E-10
  15.600   9.579366E-07   6.857407E-10
  15.700   8.328372E-07   5.319120E-10
  15.800   7.240748E-07   4.125909E-10
  15.900   6.295160E-07   3.200365E-10
  16.000   5.473059E-07   2.482444E-10
  16.100   4.853647E-07   2.253622E-10
  16.200   4.367127E-07   2.294906E-10
  16.300   3.929375E-07   2.336946E-10
  16.400   3.535502E-07   2.379756E-10
  16.500   3.181110E-07   2.423350E-10
  16.600   2.862242E-07   2.467743E-10
  16.700   2.575337E-07   2.512949E-10
  16.800   2.317190E-07   2.558984E-10
  16.900   2.084920E-07   2.605861E-10
  17.000   1.875932E-07   2.653597E-10
  17.100   1.687892E-07   2.702208E-10
  17.200   1.518701E-07   2.751709E-10
  17.300   1.419223E-07   2.722017E-10
  17.400   1.354448E-07   2.649635E-10
  17.500   1.292630E-07   2.579178E-10
  17.600   1.233633E-07   2.510595E-10
  17.700   1.177329E-07   2.443835E-10
  17.800   1.123595E-07   2.378850E-10
  17.900   1.072313E-07   2.315593E-10
  18.000   1.023372E-07   2.254019E-10
  18.100   9.766640E-08   2.194082E-10
  18.200   9.320881E-08   2.135738E-10
  18.300   8.895468E-08   2.078946E-10
  18.400   8.489471E-08   2.023664E-10
  18.500   8.308071E-08   2.008601E-10
  18.600   8.332375E-08   2.031927E-10
  18.700   8.356751E-08   2.055524E-10
  18.800   8.381198E-08   2.079395E-10
  18.900   8.405716E-08   2.103543E-10
  19.000   8.430306E-08   2.127972E-10
  19.100   8.454968E-08   2.152684E-10
  19.200   8.479702E-08   2.177683E-10
  19.300   8.504509E-08   2.202973E-10
  19.400   8.529388E-08   2.228556E-10
  19.500   8.554339E-08   2.254437E-10
  19.600   8.579364E-08   2.280618E-10
  19.700   8.606426E-08   2.303475E-10
  19.800   8.652585E-08   2.291543E-10
  19.900   8.698991E-08   2.279672E-10
 Z= 109 A= 322  Mt beta2= 0.26 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.111851E-02   4.692664E-02
   0.100   9.085301E-02   4.680071E-02
   0.200   9.058828E-02   4.667512E-02
   0.300   9.032433E-02   4.654987E-02
   0.400   9.006114E-02   4.642495E-02
   0.500   8.963989E-02   4.621153E-02
   0.600   8.918873E-02   4.598125E-02
   0.700   8.870861E-02   4.571278E-02
   0.800   8.821020E-02   4.541962E-02
   0.900   8.771459E-02   4.512834E-02
   1.000   8.727027E-02   4.483128E-02
   1.100   8.686817E-02   4.452988E-02
   1.200   8.653323E-02   4.424826E-02
   1.300   8.634257E-02   4.400716E-02
   1.400   8.615232E-02   4.376737E-02
   1.500   8.602683E-02   4.355994E-02
   1.600   8.608370E-02   4.344115E-02
   1.700   8.614623E-02   4.332748E-02
   1.800   8.640496E-02   4.338050E-02
   1.900   8.666446E-02   4.343358E-02
   2.000   8.692474E-02   4.348672E-02
   2.100   8.728699E-02   4.372223E-02
   2.200   8.765326E-02   4.396353E-02
   2.300   8.800968E-02   4.432178E-02
   2.400   8.836359E-02   4.472356E-02
   2.500   8.871891E-02   4.512898E-02
   2.600   8.901416E-02   4.560368E-02
   2.700   8.928279E-02   4.611304E-02
   2.800   8.950282E-02   4.663316E-02
   2.900   8.966457E-02   4.716526E-02
   3.000   8.982661E-02   4.770343E-02
   3.100   8.995931E-02   4.822335E-02
   3.200   9.004882E-02   4.871290E-02
   3.300   9.013741E-02   4.918789E-02
   3.400   9.022125E-02   4.957273E-02
   3.500   9.030517E-02   4.996058E-02
   3.600   9.039506E-02   5.033487E-02
   3.700   9.052791E-02   5.059071E-02
   3.800   9.066095E-02   5.084786E-02
   3.900   9.085749E-02   5.099091E-02
   4.000   9.106254E-02   5.111963E-02
   4.100   9.126805E-02   5.124868E-02
   4.200   9.151249E-02   5.129878E-02
   4.300   9.176522E-02   5.133327E-02
   4.400   9.200581E-02   5.135114E-02
   4.500   9.223852E-02   5.135802E-02
   4.600   9.247182E-02   5.136490E-02
   4.700   9.265740E-02   5.139432E-02
   4.800   9.280376E-02   5.144222E-02
   4.900   9.290762E-02   5.151978E-02
   5.000   9.291910E-02   5.166175E-02
   5.100   9.293057E-02   5.180411E-02
   5.200   9.290420E-02   5.197124E-02
   5.300   9.277298E-02   5.220676E-02
   5.400   9.263794E-02   5.244397E-02
   5.500   9.237828E-02   5.270164E-02
   5.600   9.211936E-02   5.296057E-02
   5.700   9.186116E-02   5.322078E-02
   5.800   9.149820E-02   5.341327E-02
   5.900   9.109545E-02   5.355547E-02
   6.000   9.063572E-02   5.361909E-02
   6.100   9.009646E-02   5.356320E-02
   6.200   8.949146E-02   5.340702E-02
   6.300   8.880247E-02   5.312412E-02
   6.400   8.796341E-02   5.263191E-02
   6.500   8.701611E-02   5.199808E-02
   6.600   8.588941E-02   5.114321E-02
   6.700   8.462636E-02   5.013486E-02
   6.800   8.319286E-02   4.894111E-02
   6.900   8.147418E-02   4.746356E-02
   7.000   7.957802E-02   4.582737E-02
   7.100   7.739455E-02   4.394330E-02
   7.200   7.502906E-02   4.192623E-02
   7.300   7.244306E-02   3.975256E-02
   7.400   6.950694E-02   3.733476E-02
   7.500   6.640822E-02   3.484529E-02
   7.600   6.303374E-02   3.220948E-02
   7.700   5.955411E-02   2.957205E-02
   7.800   5.594404E-02   2.692378E-02
   7.900   5.210861E-02   2.421216E-02
   8.000   4.827454E-02   2.160277E-02
   8.100   4.435986E-02   1.904690E-02
   8.200   4.054231E-02   1.665983E-02
   8.300   3.680783E-02   1.442948E-02
   8.400   3.311029E-02   1.232592E-02
   8.500   2.961952E-02   1.044064E-02
   8.600   2.628375E-02   8.734739E-03
   8.700   2.320734E-02   7.250352E-03
   8.800   2.036801E-02   5.961135E-03
   8.900   1.773999E-02   4.840427E-03
   9.000   1.538549E-02   3.902710E-03
   9.100   1.326588E-02   3.115669E-03
   9.200   1.140266E-02   2.473594E-03
   9.300   9.765165E-03   1.951038E-03
   9.400   8.329815E-03   1.527710E-03
   9.500   7.093064E-03   1.192113E-03
   9.600   6.027564E-03   9.263866E-04
   9.700   5.118694E-03   7.187414E-04
   9.800   4.343890E-03   5.566622E-04
   9.900   3.686355E-03   4.307311E-04
  10.000   3.129597E-03   3.332968E-04
  10.100   2.659116E-03   2.579690E-04
  10.200   2.261100E-03   1.997132E-04
  10.300   1.924498E-03   1.546431E-04
  10.400   1.640363E-03   1.197057E-04
  10.500   1.399416E-03   9.260794E-05
  10.600   1.195329E-03   7.154349E-05
  10.700   1.021715E-03   5.518791E-05
  10.800   8.740274E-04   4.248959E-05
  10.900   7.484271E-04   3.261465E-05
  11.000   6.412737E-04   2.499546E-05
  11.100   5.499313E-04   1.911858E-05
  11.200   4.718890E-04   1.462109E-05
  11.300   4.052307E-04   1.118341E-05
  11.400   3.484257E-04   8.580627E-06
  11.500   2.998644E-04   6.607872E-06
  11.600   2.584472E-04   5.124011E-06
  11.700   2.229932E-04   3.997826E-06
  11.800   1.926613E-04   3.143183E-06
  11.900   1.667813E-04   2.499650E-06
  12.000   1.445518E-04   2.000621E-06
  12.100   1.254982E-04   1.614198E-06
  12.200   1.090615E-04   1.305767E-06
  12.300   9.488221E-05   1.058737E-06
  12.400   8.263622E-05   8.563492E-07
  12.500   7.200516E-05   6.896164E-07
  12.600   6.276766E-05   5.502807E-07
  12.700   5.471477E-05   4.353718E-07
  12.800   4.767697E-05   3.399532E-07
  12.900   4.148648E-05   2.604269E-07
  13.000   3.609978E-05   1.995045E-07
  13.100   3.141251E-05   1.528338E-07
  13.200   2.733384E-05   1.170810E-07
  13.300   2.378475E-05   8.969188E-08
  13.400   2.069648E-05   6.871000E-08
  13.500   1.800921E-05   5.263647E-08
  13.600   1.567085E-05   4.032307E-08
  13.700   1.363611E-05   3.089018E-08
  13.800   1.190570E-05   2.591529E-08
  13.900   1.039852E-05   2.194759E-08
  14.000   9.082139E-06   1.858736E-08
  14.100   7.932401E-06   1.574158E-08
  14.200   6.928213E-06   1.333150E-08
  14.300   6.051149E-06   1.129041E-08
  14.400   5.285114E-06   9.561820E-09
  14.500   4.616055E-06   8.097880E-09
  14.600   4.031693E-06   6.858072E-09
  14.700   3.521308E-06   5.808083E-09
  14.800   3.075535E-06   4.918850E-09
  14.900   2.684850E-06   4.067666E-09
  15.000   2.340611E-06   3.152853E-09
  15.100   2.040509E-06   2.443781E-09
  15.200   1.778884E-06   1.894178E-09
  15.300   1.550804E-06   1.468180E-09
  15.400   1.351967E-06   1.137988E-09
  15.500   1.178624E-06   8.820563E-10
  15.600   1.027507E-06   6.836830E-10
  15.700   8.957647E-07   5.299236E-10
  15.800   7.809139E-07   4.107445E-10
  15.900   6.807888E-07   3.183687E-10
  16.000   5.935013E-07   2.467680E-10
  16.100   5.266055E-07   2.182015E-10
  16.200   4.762573E-07   2.225383E-10
  16.300   4.307228E-07   2.269612E-10
  16.400   3.895418E-07   2.314721E-10
  16.500   3.522980E-07   2.360726E-10
  16.600   3.186151E-07   2.407645E-10
  16.700   2.881526E-07   2.455497E-10
  16.800   2.606026E-07   2.504301E-10
  16.900   2.356867E-07   2.554074E-10
  17.000   2.131529E-07   2.604836E-10
  17.100   1.927735E-07   2.656607E-10
  17.200   1.743426E-07   2.709407E-10
  17.300   1.622504E-07   2.694965E-10
  17.400   1.547376E-07   2.623835E-10
  17.500   1.475726E-07   2.554583E-10
  17.600   1.407394E-07   2.487158E-10
  17.700   1.342226E-07   2.421513E-10
  17.800   1.280076E-07   2.357601E-10
  17.900   1.220803E-07   2.295376E-10
  18.000   1.164275E-07   2.234793E-10
  18.100   1.110365E-07   2.175808E-10
  18.200   1.058951E-07   2.118381E-10
  18.300   1.009917E-07   2.062470E-10
  18.400   9.631539E-08   2.008034E-10
  18.500   9.387178E-08   1.984543E-10
  18.600   9.458384E-08   2.006850E-10
  18.700   9.530130E-08   2.029408E-10
  18.800   9.602420E-08   2.052220E-10
  18.900   9.675259E-08   2.075288E-10
  19.000   9.748650E-08   2.098615E-10
  19.100   9.822598E-08   2.122205E-10
  19.200   9.897106E-08   2.146060E-10
  19.300   9.972180E-08   2.170183E-10
  19.400   1.004782E-07   2.194577E-10
  19.500   1.012404E-07   2.219245E-10
  19.600   1.020084E-07   2.244191E-10
  19.700   1.027821E-07   2.269416E-10
  19.800   1.039919E-07   2.258920E-10
  19.900   1.052262E-07   2.247636E-10
 Z= 109 A= 323  Mt beta2= 0.25 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.106922E-02   4.671428E-02
   0.100   9.079885E-02   4.658789E-02
   0.200   9.052928E-02   4.646185E-02
   0.300   9.026052E-02   4.633614E-02
   0.400   8.999255E-02   4.621078E-02
   0.500   8.956504E-02   4.599742E-02
   0.600   8.910599E-02   4.576655E-02
   0.700   8.861792E-02   4.549793E-02
   0.800   8.811076E-02   4.520390E-02
   0.900   8.760650E-02   4.491177E-02
   1.000   8.715263E-02   4.461424E-02
   1.100   8.674254E-02   4.431232E-02
   1.200   8.639707E-02   4.402924E-02
   1.300   8.620166E-02   4.378769E-02
   1.400   8.600669E-02   4.354746E-02
   1.500   8.587278E-02   4.333748E-02
   1.600   8.592999E-02   4.321934E-02
   1.700   8.598805E-02   4.310222E-02
   1.800   8.625064E-02   4.315679E-02
   1.900   8.651404E-02   4.321144E-02
   2.000   8.677824E-02   4.326615E-02
   2.100   8.714404E-02   4.349871E-02
   2.200   8.751694E-02   4.374234E-02
   2.300   8.788209E-02   4.409873E-02
   2.400   8.824495E-02   4.450377E-02
   2.500   8.860931E-02   4.491252E-02
   2.600   8.891695E-02   4.538766E-02
   2.700   8.919503E-02   4.590106E-02
   2.800   8.942907E-02   4.642468E-02
   2.900   8.960132E-02   4.696050E-02
   3.000   8.977390E-02   4.750249E-02
   3.100   8.992063E-02   4.802876E-02
   3.200   9.002163E-02   4.852187E-02
   3.300   9.012219E-02   4.900568E-02
   3.400   9.021899E-02   4.939374E-02
   3.500   9.031589E-02   4.978487E-02
   3.600   9.041646E-02   5.016931E-02
   3.700   9.056384E-02   5.042785E-02
   3.800   9.071147E-02   5.068773E-02
   3.900   9.091809E-02   5.083931E-02
   4.000   9.113690E-02   5.096948E-02
   4.100   9.135624E-02   5.109998E-02
   4.200   9.161011E-02   5.115646E-02
   4.300   9.187442E-02   5.119178E-02
   4.400   9.212608E-02   5.121207E-02
   4.500   9.236702E-02   5.121960E-02
   4.600   9.260859E-02   5.122713E-02
   4.700   9.280611E-02   5.125488E-02
   4.800   9.295673E-02   5.130404E-02
   4.900   9.307310E-02   5.137663E-02
   5.000   9.308553E-02   5.151997E-02
   5.100   9.309796E-02   5.166371E-02
   5.200   9.308260E-02   5.182577E-02
   5.300   9.295109E-02   5.206357E-02
   5.400   9.281977E-02   5.230246E-02
   5.500   9.256637E-02   5.256080E-02
   5.600   9.230806E-02   5.282126E-02
   5.700   9.205046E-02   5.308302E-02
   5.800   9.169767E-02   5.328337E-02
   5.900   9.130332E-02   5.343503E-02
   6.000   9.085509E-02   5.351177E-02
   6.100   9.031970E-02   5.345705E-02
   6.200   8.972962E-02   5.331770E-02
   6.300   8.905368E-02   5.304803E-02
   6.400   8.822936E-02   5.257077E-02
   6.500   8.730558E-02   5.196094E-02
   6.600   8.618183E-02   5.110492E-02
   6.700   8.494460E-02   5.012200E-02
   6.800   8.352993E-02   4.894595E-02
   6.900   8.183045E-02   4.748574E-02
   7.000   7.996633E-02   4.587845E-02
   7.100   7.777618E-02   4.398792E-02
   7.200   7.544125E-02   4.199761E-02
   7.300   7.287187E-02   3.983873E-02
   7.400   6.994847E-02   3.743370E-02
   7.500   6.687712E-02   3.496720E-02
   7.600   6.347944E-02   3.231624E-02
   7.700   6.001921E-02   2.969619E-02
   7.800   5.640973E-02   2.705171E-02
   7.900   5.256929E-02   2.434009E-02
   8.000   4.874060E-02   2.173783E-02
   8.100   4.478641E-02   1.916044E-02
   8.200   4.096500E-02   1.677480E-02
   8.300   3.721051E-02   1.453637E-02
   8.400   3.348923E-02   1.242410E-02
   8.500   2.998091E-02   1.053336E-02
   8.600   2.660116E-02   8.808279E-03
   8.700   2.350326E-02   7.317133E-03
   8.800   2.063527E-02   6.018092E-03
   8.900   1.797787E-02   4.887912E-03
   9.000   1.559842E-02   3.943024E-03
   9.100   1.344707E-02   3.146153E-03
   9.200   1.156151E-02   2.498652E-03
   9.300   9.901134E-03   1.970703E-03
   9.400   8.445078E-03   1.542780E-03
   9.500   7.190593E-03   1.203756E-03
   9.600   6.108326E-03   9.348798E-04
   9.700   5.186011E-03   7.250946E-04
   9.800   4.399506E-03   5.613201E-04
   9.900   3.731898E-03   4.340980E-04
  10.000   3.166675E-03   3.357086E-04
  10.100   2.689416E-03   2.596976E-04
  10.200   2.285554E-03   2.009372E-04
  10.300   1.944209E-03   1.555108E-04
  10.400   1.656063E-03   1.203194E-04
  10.500   1.411903E-03   9.304651E-05
  10.600   1.205292E-03   7.184138E-05
  10.700   1.029508E-03   5.539832E-05
  10.800   8.801035E-04   4.263355E-05
  10.900   7.530769E-04   3.270787E-05
  11.000   6.447657E-04   2.505404E-05
  11.100   5.525275E-04   1.914844E-05
  11.200   4.737231E-04   1.463282E-05
  11.300   4.064689E-04   1.118221E-05
  11.400   3.491823E-04   8.570415E-06
  11.500   3.002386E-04   6.590181E-06
  11.600   2.585619E-04   5.106739E-06
  11.700   2.228765E-04   3.977970E-06
  11.800   1.923864E-04   3.123666E-06
  11.900   1.663937E-04   2.481401E-06
  12.000   1.440825E-04   1.983739E-06
  12.100   1.250006E-04   1.600228E-06
  12.200   1.085367E-04   1.293707E-06
  12.300   9.435581E-05   1.048854E-06
  12.400   8.211949E-05   8.484190E-07
  12.500   7.150735E-05   6.836429E-07
  12.600   6.229556E-05   5.452055E-07
  12.700   5.427090E-05   4.316268E-07
  12.800   4.727060E-05   3.373494E-07
  12.900   4.111536E-05   2.580195E-07
  13.000   3.576162E-05   1.973445E-07
  13.100   3.110500E-05   1.509377E-07
  13.200   2.705473E-05   1.154437E-07
  13.300   2.353186E-05   8.829635E-08
  13.400   2.046771E-05   6.753289E-08
  13.500   1.780255E-05   5.165209E-08
  13.600   1.548443E-05   3.950576E-08
  13.700   1.346816E-05   3.021572E-08
  13.800   1.176041E-05   2.514991E-08
  13.900   1.027798E-05   2.132298E-08
  14.000   8.982407E-06   1.807839E-08
  14.100   7.850148E-06   1.532750E-08
  14.200   6.860614E-06   1.299520E-08
  14.300   5.995814E-06   1.101779E-08
  14.400   5.240024E-06   9.341277E-09
  14.500   4.579504E-06   7.919867E-09
  14.600   4.002244E-06   6.714745E-09
  14.700   3.497749E-06   5.693000E-09
  14.800   3.056848E-06   4.826728E-09
  14.900   2.670518E-06   4.028932E-09
  15.000   2.328932E-06   3.127716E-09
  15.100   2.031039E-06   2.428090E-09
  15.200   1.771249E-06   1.884961E-09
  15.300   1.544689E-06   1.463321E-09
  15.400   1.347108E-06   1.135997E-09
  15.500   1.174800E-06   8.818904E-10
  15.600   1.024531E-06   6.846239E-10
  15.700   8.934837E-07   5.314831E-10
  15.800   7.791984E-07   4.125978E-10
  15.900   6.795312E-07   3.203055E-10
  16.000   5.926125E-07   2.486576E-10
  16.100   5.230447E-07   2.143505E-10
  16.200   4.706846E-07   2.188936E-10
  16.300   4.235661E-07   2.235329E-10
  16.400   3.811644E-07   2.282707E-10
  16.500   3.430074E-07   2.331088E-10
  16.600   3.086702E-07   2.380494E-10
  16.700   2.777703E-07   2.430948E-10
  16.800   2.499638E-07   2.482472E-10
  16.900   2.249408E-07   2.535087E-10
  17.000   2.024228E-07   2.588817E-10
  17.100   1.821590E-07   2.643686E-10
  17.200   1.639237E-07   2.699718E-10
  17.300   1.504345E-07   2.701587E-10
  17.400   1.416159E-07   2.633172E-10
  17.500   1.333143E-07   2.566490E-10
  17.600   1.254993E-07   2.501496E-10
  17.700   1.181424E-07   2.438148E-10
  17.800   1.112168E-07   2.376404E-10
  17.900   1.046972E-07   2.316224E-10
  18.000   9.855977E-08   2.257568E-10
  18.100   9.278213E-08   2.200397E-10
  18.200   8.734317E-08   2.144674E-10
  18.300   8.222304E-08   2.090362E-10
  18.400   7.740307E-08   2.037426E-10
  18.500   7.431875E-08   2.006509E-10
  18.600   7.498130E-08   2.028093E-10
  18.700   7.564975E-08   2.049910E-10
  18.800   7.632416E-08   2.071960E-10
  18.900   7.700458E-08   2.094248E-10
  19.000   7.769107E-08   2.116776E-10
  19.100   7.838368E-08   2.139547E-10
  19.200   7.908247E-08   2.162562E-10
  19.300   7.978748E-08   2.185824E-10
  19.400   8.049878E-08   2.209337E-10
  19.500   8.121642E-08   2.233103E-10
  19.600   8.194046E-08   2.257125E-10
  19.700   8.267095E-08   2.281404E-10
  19.800   8.390702E-08   2.275554E-10
  19.900   8.524363E-08   2.264861E-10
 Z= 109 A= 324  Mt beta2= 0.25 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.072485E-02   4.649235E-02
   0.100   9.046244E-02   4.636612E-02
