 Z= 105 A= 232  Db beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   4.200   9.284598E-02   4.681000E-02
   4.300   9.308694E-02   4.688453E-02
   4.400   9.334139E-02   4.694650E-02
   4.500   9.359939E-02   4.701133E-02
   4.600   9.386126E-02   4.707932E-02
   4.700   9.412386E-02   4.714741E-02
   4.800   9.436740E-02   4.723657E-02
   4.900   9.457407E-02   4.736560E-02
   5.000   9.477486E-02   4.749982E-02
   5.100   9.486484E-02   4.771917E-02
   5.200   9.495490E-02   4.793953E-02
   5.300   9.504505E-02   4.816091E-02
   5.400   9.499839E-02   4.844362E-02
   5.500   9.494035E-02   4.873305E-02
   5.600   9.478074E-02   4.900980E-02
   5.700   9.456238E-02   4.927967E-02
   5.800   9.434452E-02   4.955103E-02
   5.900   9.405377E-02   4.976908E-02
   6.000   9.369029E-02   4.993239E-02
   6.100   9.322795E-02   4.998073E-02
   6.200   9.267849E-02   4.991196E-02
   6.300   9.209433E-02   4.979339E-02
   6.400   9.136306E-02   4.947281E-02
   6.500   9.055418E-02   4.904484E-02
   6.600   8.958184E-02   4.840434E-02
   6.700   8.844990E-02   4.757101E-02
   6.800   8.726066E-02   4.666795E-02
   6.900   8.580472E-02   4.547298E-02
   7.000   8.422201E-02   4.415316E-02
   7.100   8.236885E-02   4.257710E-02
   7.200   8.027564E-02   4.079862E-02
   7.300   7.811915E-02   3.898923E-02
   7.400   7.559021E-02   3.689346E-02
   7.500   7.292770E-02   3.473555E-02
   7.600   6.995310E-02   3.238857E-02
   7.700   6.674870E-02   2.993961E-02
   7.800   6.354883E-02   2.757384E-02
   7.900   6.001672E-02   2.506356E-02
   8.000   5.645797E-02   2.263531E-02
   8.100   5.271029E-02   2.019205E-02
   8.200   4.889668E-02   1.782415E-02
   8.300   4.523529E-02   1.566367E-02
   8.400   4.146186E-02   1.355401E-02
   8.500   3.784194E-02   1.164458E-02
   8.600   3.426669E-02   9.869159E-03
   8.700   3.083678E-02   8.273239E-03
   8.800   2.767688E-02   6.903121E-03
   8.900   2.463445E-02   5.672767E-03
   9.000   2.184994E-02   4.630727E-03
   9.100   1.926054E-02   3.734754E-03
   9.200   1.690471E-02   2.985234E-03
   9.300   1.480982E-02   2.377058E-03
   9.400   1.290824E-02   1.871751E-03
   9.500   1.123123E-02   1.467657E-03
   9.600   9.744221E-03   1.142556E-03
   9.700   8.441858E-03   8.856423E-04
   9.800   7.309095E-03   6.852462E-04
   9.900   6.321781E-03   5.279889E-04
  10.000   5.468565E-03   4.064736E-04
  10.100   4.731758E-03   3.124511E-04
  10.200   4.097358E-03   2.400725E-04
  10.300   3.549175E-03   1.844261E-04
  10.400   3.078638E-03   1.415899E-04
  10.500   2.673110E-03   1.087089E-04
  10.600   2.324479E-03   8.336329E-05
  10.700   2.023877E-03   6.382567E-05
  10.800   1.763098E-03   4.883373E-05
  10.900   1.538436E-03   3.723270E-05
  11.000   1.343658E-03   2.834428E-05
  11.100   1.175068E-03   2.150196E-05
  11.200   1.028717E-03   1.627479E-05
  11.300   9.009990E-04   1.230670E-05
  11.400   7.902506E-04   9.292905E-06
  11.500   6.937136E-04   7.023921E-06
  11.600   6.097418E-04   5.324830E-06
  11.700   5.365398E-04   4.059061E-06
  11.800   4.723527E-04   3.101497E-06
  11.900   4.164913E-04   2.396328E-06
  12.000   3.675663E-04   1.863718E-06
  12.100   3.248226E-04   1.466015E-06
  12.200   2.873467E-04   1.162275E-06
  12.300   2.543062E-04   9.245293E-07
  12.400   2.253397E-04   7.398418E-07
  12.500   1.997989E-04   5.922877E-07
  12.600   1.772918E-04   4.724327E-07
  12.700   1.573847E-04   3.736940E-07
  12.800   1.397370E-04   2.945323E-07
  12.900   1.240983E-04   2.279462E-07
  13.000   1.101692E-04   1.719691E-07
  13.100   9.778833E-05   1.283474E-07
  13.200   8.679882E-05   9.579071E-08
  13.300   7.704431E-05   7.149240E-08
  13.400   6.838602E-05   5.335760E-08
  13.500   6.070076E-05   3.982289E-08
  13.600   5.387917E-05   2.972140E-08
  13.700   4.782420E-05   2.218225E-08
  13.800   4.244969E-05   1.655549E-08
  13.900   3.766867E-05   1.288234E-08
  14.000   3.340561E-05   1.098995E-08
  14.100   2.962501E-05   9.375546E-09
  14.200   2.627227E-05   7.998296E-09
  14.300   2.329897E-05   6.823362E-09
  14.400   2.066217E-05   5.821023E-09
  14.500   1.832378E-05   4.965926E-09
  14.600   1.625003E-05   4.236441E-09
  14.700   1.441097E-05   3.614116E-09
  14.800   1.278005E-05   3.083209E-09
  14.900   1.133369E-05   2.630292E-09
  15.000   1.005103E-05   2.243907E-09
  15.100   8.912073E-06   1.836310E-09
  15.200   7.901175E-06   1.455020E-09
  15.300   7.004944E-06   1.152901E-09
  15.400   6.210372E-06   9.135138E-10
  15.500   5.505928E-06   7.238326E-10
  15.600   4.881390E-06   5.735367E-10
  15.700   4.327693E-06   4.544481E-10
  15.800   3.836802E-06   3.600869E-10
  15.900   3.401593E-06   2.853188E-10
  16.000   3.015750E-06   2.260755E-10
  16.100   2.673673E-06   1.791334E-10
  16.200   2.370398E-06   1.419383E-10
  16.300   2.122402E-06   1.335918E-10
  16.400   1.910013E-06   1.373409E-10
  16.500   1.718877E-06   1.411951E-10
  16.600   1.546868E-06   1.451576E-10
  16.700   1.392072E-06   1.492313E-10
  16.800   1.252767E-06   1.534192E-10
  16.900   1.127402E-06   1.577247E-10
  17.000   1.014582E-06   1.621511E-10
  17.100   9.130523E-07   1.667016E-10
  17.200   8.216827E-07   1.713799E-10
  17.300   7.394565E-07   1.761894E-10
  17.400   6.654587E-07   1.811340E-10
  17.500   6.194434E-07   1.812082E-10
  17.600   5.894151E-07   1.780970E-10
  17.700   5.608426E-07   1.750393E-10
  17.800   5.336551E-07   1.720340E-10
  17.900   5.077856E-07   1.690803E-10
  18.000   4.831701E-07   1.661774E-10
  18.100   4.597479E-07   1.633242E-10
  18.200   4.374611E-07   1.605201E-10
  18.300   4.162547E-07   1.577641E-10
  18.400   3.960763E-07   1.550554E-10
  18.500   3.768760E-07   1.523933E-10
  18.600   3.586065E-07   1.497768E-10
  18.700   3.480317E-07   1.482175E-10
  18.800   3.506219E-07   1.485865E-10
  18.900   3.532313E-07   1.489565E-10
  19.000   3.558602E-07   1.493273E-10
  19.100   3.585086E-07   1.496991E-10
  19.200   3.611767E-07   1.500719E-10
  19.300   3.638647E-07   1.504455E-10
  19.400   3.665727E-07   1.508201E-10
  19.500   3.693009E-07   1.511956E-10
  19.600   3.720493E-07   1.515721E-10
  19.700   3.748182E-07   1.519495E-10
  19.800   3.776078E-07   1.523278E-10
  19.900   3.804180E-07   1.527071E-10
 Z= 105 A= 342  Db beta2= 0.22 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.995310E-02   4.392094E-02
   0.100   8.980391E-02   4.378670E-02
   0.200   8.965497E-02   4.365287E-02
   0.300   8.950627E-02   4.351945E-02
   0.400   8.935782E-02   4.338644E-02
   0.500   8.913351E-02   4.317365E-02
   0.600   8.887997E-02   4.293061E-02
   0.700   8.861730E-02   4.266070E-02
   0.800   8.834202E-02   4.235425E-02
   0.900   8.806760E-02   4.204999E-02
   1.000   8.781317E-02   4.174492E-02
   1.100   8.760646E-02   4.143473E-02
   1.200   8.740024E-02   4.112684E-02
   1.300   8.734030E-02   4.088025E-02
   1.400   8.728129E-02   4.063548E-02
   1.500   8.722231E-02   4.039219E-02
   1.600   8.731762E-02   4.025255E-02
   1.700   8.743841E-02   4.013013E-02
   1.800   8.764555E-02   4.010004E-02
   1.900   8.791976E-02   4.014085E-02
   2.000   8.819483E-02   4.018170E-02
   2.100   8.850785E-02   4.029524E-02
   2.200   8.887136E-02   4.050590E-02
   2.300   8.923581E-02   4.073553E-02
   2.400   8.959819E-02   4.108185E-02
   2.500   8.996204E-02   4.143112E-02
   2.600   9.032730E-02   4.178343E-02
   2.700   9.062601E-02   4.221195E-02
   2.800   9.092570E-02   4.264488E-02
   2.900   9.115913E-02   4.308094E-02
   3.000   9.136508E-02   4.352092E-02
   3.100   9.157151E-02   4.396538E-02
   3.200   9.173319E-02   4.438011E-02
   3.300   9.186128E-02   4.477287E-02
   3.400   9.198091E-02   4.514214E-02
   3.500   9.207812E-02   4.544358E-02
   3.600   9.217543E-02   4.574703E-02
   3.700   9.227563E-02   4.603716E-02
   3.800   9.239282E-02   4.623594E-02
   3.900   9.251015E-02   4.643558E-02
   4.000   9.267403E-02   4.655799E-02
   4.100   9.284652E-02   4.666671E-02
   4.200   9.301934E-02   4.677568E-02
   4.300   9.322962E-02   4.684673E-02
   4.400   9.345537E-02   4.690251E-02
   4.500   9.368576E-02   4.696109E-02
   4.600   9.392245E-02   4.702358E-02
   4.700   9.415973E-02   4.708615E-02
   4.800   9.438335E-02   4.716605E-02
   4.900   9.457145E-02   4.728968E-02
   5.000   9.475992E-02   4.741363E-02
   5.100   9.483985E-02   4.762598E-02
   5.200   9.491863E-02   4.784025E-02
   5.300   9.499748E-02   4.805549E-02
   5.400   9.495350E-02   4.832722E-02
   5.500   9.488856E-02   4.861004E-02
   5.600   9.473332E-02   4.888065E-02
   5.700   9.450753E-02   4.914182E-02
   5.800   9.428228E-02   4.940439E-02
   5.900   9.399403E-02   4.962184E-02
   6.000   9.362105E-02   4.977711E-02
   6.100   9.315244E-02   4.982442E-02
   6.200   9.259789E-02   4.975984E-02
   6.300   9.199897E-02   4.963404E-02
   6.400   9.126197E-02   4.932051E-02
   6.500   9.044505E-02   4.889844E-02
   6.600   8.946383E-02   4.826280E-02
   6.700   8.833289E-02   4.744548E-02
   6.800   8.712811E-02   4.653862E-02
   6.900   8.567951E-02   4.536255E-02
   7.000   8.410282E-02   4.405766E-02
   7.100   8.225583E-02   4.249428E-02
   7.200   8.018727E-02   4.074179E-02
   7.300   7.802913E-02   3.893215E-02
   7.400   7.553493E-02   3.686293E-02
   7.500   7.290266E-02   3.472621E-02
   7.600   6.995650E-02   3.239355E-02
   7.700   6.680086E-02   2.997132E-02
   7.800   6.361447E-02   2.760498E-02
   7.900   6.013485E-02   2.511823E-02
   8.000   5.661753E-02   2.270530E-02
   8.100   5.290425E-02   2.026974E-02
   8.200   4.913856E-02   1.791590E-02
   8.300   4.548999E-02   1.574853E-02
   8.400   4.175808E-02   1.364852E-02
   8.500   3.816458E-02   1.174024E-02
   8.600   3.460502E-02   9.960950E-03
   8.700   3.119536E-02   8.363890E-03
   8.800   2.803198E-02   6.982846E-03
   8.900   2.500053E-02   5.748787E-03
   9.000   2.221573E-02   4.699861E-03
   9.100   1.961812E-02   3.794977E-03
   9.200   1.725419E-02   3.038375E-03
   9.300   1.514172E-02   2.421352E-03
   9.400   1.322815E-02   1.909916E-03
   9.500   1.153390E-02   1.499609E-03
   9.600   1.002730E-02   1.168598E-03
   9.700   8.705947E-03   9.068658E-04
   9.800   7.553435E-03   7.021841E-04
   9.900   6.548205E-03   5.416530E-04
  10.000   5.676752E-03   4.173148E-04
  10.100   4.922069E-03   3.209225E-04
  10.200   4.270976E-03   2.466844E-04
  10.300   3.707666E-03   1.895801E-04
  10.400   3.223244E-03   1.456266E-04
  10.500   2.804682E-03   1.118477E-04
  10.600   2.443878E-03   8.578391E-05
  10.700   2.132159E-03   6.570268E-05
  10.800   1.861506E-03   5.028403E-05
  10.900   1.627946E-03   3.836692E-05
  11.000   1.424885E-03   2.922524E-05
  11.100   1.248702E-03   2.217973E-05
  11.200   1.095478E-03   1.679780E-05
  11.300   9.616305E-04   1.270776E-05
  11.400   8.453055E-04   9.602371E-06
  11.500   7.436394E-04   7.260209E-06
  11.600   6.549646E-04   5.503347E-06
  11.700   5.774795E-04   4.192670E-06
  11.800   5.094659E-04   3.203376E-06
  11.900   4.501191E-04   2.472864E-06
  12.000   3.980113E-04   1.921113E-06
  12.100   3.523339E-04   1.508950E-06
  12.200   3.122049E-04   1.194288E-06
  12.300   2.767985E-04   9.491983E-07
  12.400   2.456783E-04   7.587815E-07
  12.500   2.181900E-04   6.070572E-07
  12.600   1.938831E-04   4.840560E-07
  12.700   1.723623E-04   3.831604E-07
  12.800   1.532701E-04   3.020299E-07
  12.900   1.363204E-04   2.342296E-07
  13.000   1.211904E-04   1.773399E-07
  13.100   1.077094E-04   1.324476E-07
  13.200   9.572800E-05   9.891946E-08
  13.300   8.507939E-05   7.387873E-08
  13.400   7.561531E-05   5.517687E-08
  13.500   6.720400E-05   4.120926E-08
  13.600   5.972835E-05   3.077744E-08
  13.700   5.308428E-05   2.298636E-08
  13.800   4.717928E-05   1.716753E-08
  13.900   4.191594E-05   1.321506E-08
  14.000   3.719459E-05   1.125556E-08
  14.100   3.300506E-05   9.586601E-09
  14.200   2.928742E-05   8.165115E-09
  14.300   2.598854E-05   6.954405E-09
  14.400   2.306123E-05   5.923217E-09
  14.500   2.046365E-05   5.044932E-09
  14.600   1.815866E-05   4.296878E-09
  14.700   1.611330E-05   3.659744E-09
  14.800   1.429832E-05   3.117083E-09
  14.900   1.268778E-05   2.654887E-09
  15.000   1.125865E-05   2.261225E-09
  15.100   9.991819E-06   1.858133E-09
  15.200   8.868826E-06   1.467597E-09
  15.300   7.872048E-06   1.159142E-09
  15.400   6.987299E-06   9.155173E-10
  15.500   6.201988E-06   7.230969E-10
  15.600   5.504939E-06   5.711188E-10
  15.700   4.886232E-06   4.510829E-10
  15.800   4.337062E-06   3.562758E-10
  15.900   3.849615E-06   2.813949E-10
  16.000   3.416952E-06   2.222523E-10
  16.100   3.032916E-06   1.755400E-10
  16.200   2.692043E-06   1.386456E-10
  16.300   2.413468E-06   1.272579E-10
  16.400   2.180219E-06   1.309451E-10
  16.500   1.969513E-06   1.347391E-10
  16.600   1.779170E-06   1.386430E-10
  16.700   1.607223E-06   1.426601E-10
  16.800   1.451894E-06   1.467935E-10
  16.900   1.311576E-06   1.510467E-10
  17.000   1.184820E-06   1.554231E-10
  17.100   1.070313E-06   1.599264E-10
  17.200   9.668736E-07   1.645601E-10
  17.300   8.734305E-07   1.693281E-10
  17.400   7.890183E-07   1.742342E-10
  17.500   7.326905E-07   1.751220E-10
  17.600   6.989482E-07   1.720256E-10
  17.700   6.667597E-07   1.689839E-10
  17.800   6.360536E-07   1.659960E-10
  17.900   6.067616E-07   1.630609E-10
  18.000   5.788186E-07   1.601777E-10
  18.100   5.521625E-07   1.573455E-10
  18.200   5.267339E-07   1.545633E-10
  18.300   5.024764E-07   1.518304E-10
  18.400   4.793360E-07   1.491458E-10
  18.500   4.572613E-07   1.465086E-10
  18.600   4.362032E-07   1.439181E-10
  18.700   4.213064E-07   1.420687E-10
  18.800   4.232136E-07   1.424388E-10
  18.900   4.251294E-07   1.428099E-10
  19.000   4.270539E-07   1.431820E-10
  19.100   4.289871E-07   1.435550E-10
  19.200   4.309290E-07   1.439290E-10
  19.300   4.328797E-07   1.443040E-10
  19.400   4.348393E-07   1.446799E-10
  19.500   4.368077E-07   1.450568E-10
  19.600   4.387850E-07   1.454347E-10
  19.700   4.407713E-07   1.458136E-10
  19.800   4.427666E-07   1.461935E-10
  19.900   4.447709E-07   1.465744E-10
 Z= 105 A= 343  Db beta2= 0.18 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.987608E-02   4.373490E-02
   0.100   8.972194E-02   4.360180E-02
   0.200   8.956807E-02   4.346910E-02
   0.300   8.941446E-02   4.333680E-02
   0.400   8.926111E-02   4.320491E-02
   0.500   8.902996E-02   4.299420E-02
   0.600   8.876793E-02   4.275267E-02
   0.700   8.849762E-02   4.248517E-02
   0.800   8.821541E-02   4.218111E-02
   0.900   8.793411E-02   4.187922E-02
   1.000   8.767297E-02   4.157681E-02
   1.100   8.746303E-02   4.126961E-02
   1.200   8.725360E-02   4.096468E-02
   1.300   8.719536E-02   4.072024E-02
   1.400   8.714054E-02   4.047856E-02
   1.500   8.708576E-02   4.023831E-02
   1.600   8.718654E-02   4.009926E-02
   1.700   8.731713E-02   3.997966E-02
   1.800   8.753294E-02   3.994828E-02
   1.900   8.782138E-02   3.999126E-02
   2.000   8.811078E-02   4.003429E-02
   2.100   8.843620E-02   4.014519E-02
   2.200   8.881499E-02   4.035737E-02
   2.300   8.919459E-02   4.058457E-02
   2.400   8.956899E-02   4.093118E-02
   2.500   8.994496E-02   4.128076E-02
   2.600   9.032251E-02   4.163331E-02
   2.700   9.063183E-02   4.205918E-02
   2.800   9.093982E-02   4.249182E-02
   2.900   9.118167E-02   4.292695E-02
   3.000   9.139085E-02   4.336555E-02
   3.100   9.160051E-02   4.380864E-02
   3.200   9.176731E-02   4.422480E-02
   3.300   9.189610E-02   4.461690E-02
   3.400   9.201790E-02   4.498984E-02
   3.500   9.211625E-02   4.529079E-02
   3.600   9.221471E-02   4.559376E-02
   3.700   9.231536E-02   4.588873E-02
   3.800   9.243630E-02   4.608851E-02
   3.900   9.255740E-02   4.628916E-02
   4.000   9.272488E-02   4.641811E-02
   4.100   9.290446E-02   4.652890E-02
   4.200   9.308438E-02   4.663996E-02
   4.300   9.330116E-02   4.671662E-02
   4.400   9.353746E-02   4.677536E-02
   4.500   9.377781E-02   4.683704E-02
   4.600   9.402496E-02   4.690390E-02
   4.700   9.427276E-02   4.697085E-02
   4.800   9.450986E-02   4.705151E-02
   4.900   9.470768E-02   4.718017E-02
   5.000   9.490592E-02   4.730918E-02
   5.100   9.499981E-02   4.752049E-02
   5.200   9.508518E-02   4.773952E-02
   5.300   9.517062E-02   4.795956E-02
   5.400   9.514079E-02   4.823019E-02
   5.500   9.507941E-02   4.851601E-02
   5.600   9.493790E-02   4.879066E-02
   5.700   9.471267E-02   4.905329E-02
   5.800   9.448799E-02   4.931734E-02
   5.900   9.421106E-02   4.954403E-02
   6.000   9.383688E-02   4.969916E-02
   6.100   9.337500E-02   4.975407E-02
   6.200   9.282847E-02   4.970037E-02
   6.300   9.222690E-02   4.957220E-02
   6.400   9.149914E-02   4.927141E-02
   6.500   9.068855E-02   4.885698E-02
   6.600   8.971476E-02   4.823050E-02
   6.700   8.859893E-02   4.743063E-02
   6.800   8.738992E-02   4.651832E-02
   6.900   8.595727E-02   4.536063E-02
   7.000   8.439008E-02   4.406582E-02
   7.100   8.255513E-02   4.251358E-02
   7.200   8.050880E-02   4.078200E-02
   7.300   7.834021E-02   3.896367E-02
   7.400   7.586703E-02   3.691462E-02
   7.500   7.324317E-02   3.478417E-02
   7.600   7.030706E-02   3.246088E-02
   7.700   6.717231E-02   3.005603E-02
   7.800   6.396562E-02   2.767633E-02
   7.900   6.050168E-02   2.520227E-02
   8.000   5.698194E-02   2.278860E-02
   8.100   5.326803E-02   2.035410E-02
   8.200   4.950936E-02   1.800662E-02
   8.300   4.583071E-02   1.582377E-02
   8.400   4.209828E-02   1.372516E-02
   8.500   3.848834E-02   1.181004E-02
   8.600   3.491422E-02   1.002546E-02
   8.700   3.149448E-02   8.425421E-03
   8.800   2.829945E-02   7.031488E-03
   8.900   2.525312E-02   5.793308E-03
   9.000   2.244502E-02   4.737006E-03
   9.100   1.982759E-02   3.826527E-03
   9.200   1.744607E-02   3.065557E-03
   9.300   1.530913E-02   2.441997E-03
   9.400   1.337793E-02   1.927040E-03
   9.500   1.166547E-02   1.512802E-03
   9.600   1.014309E-02   1.178979E-03
   9.700   8.807423E-03   9.150249E-04
   9.800   7.641006E-03   7.082021E-04
   9.900   6.624205E-03   5.462425E-04
  10.000   5.741577E-03   4.206399E-04
  10.100   4.978350E-03   3.234211E-04
  10.200   4.319511E-03   2.485411E-04
  10.300   3.749727E-03   1.909344E-04
  10.400   3.259375E-03   1.466170E-04
  10.500   2.835562E-03   1.125452E-04
  10.600   2.470841E-03   8.630392E-05
  10.700   2.155635E-03   6.609009E-05
  10.800   1.882208E-03   5.055925E-05
  10.900   1.645945E-03   3.856957E-05
  11.000   1.440552E-03   2.936401E-05
  11.100   1.262702E-03   2.228163E-05
  11.200   1.107936E-03   1.687126E-05
  11.300   9.728059E-04   1.275595E-05
  11.400   8.552964E-04   9.634353E-06
  11.500   7.525650E-04   7.278049E-06
  11.600   6.631027E-04   5.513396E-06
  11.700   5.848961E-04   4.196004E-06
  11.800   5.162922E-04   3.204404E-06
  11.900   4.563749E-04   2.470595E-06
  12.000   4.037404E-04   1.916936E-06
  12.100   3.576942E-04   1.504573E-06
  12.200   3.172117E-04   1.189706E-06
  12.300   2.814985E-04   9.454360E-07
  12.400   2.500891E-04   7.553343E-07
  12.500   2.223140E-04   6.040994E-07
  12.600   1.978017E-04   4.818061E-07
  12.700   1.760799E-04   3.816324E-07
  12.800   1.567946E-04   3.007096E-07
  12.900   1.396669E-04   2.333717E-07
  13.000   1.244046E-04   1.770061E-07
  13.100   1.108007E-04   1.320214E-07
  13.200   9.868450E-05   9.846914E-08
  13.300   8.789320E-05   7.344395E-08
  13.400   7.828194E-05   5.477873E-08
  13.500   6.972169E-05   4.085713E-08
  13.600   6.209751E-05   3.047360E-08
  13.700   5.530705E-05   2.272897E-08
  13.800   4.925914E-05   1.695257E-08
  13.900   4.387081E-05   1.289738E-08
  14.000   3.906282E-05   1.099851E-08
  14.100   3.478175E-05   9.379203E-09
  14.200   3.096987E-05   7.998308E-09
  14.300   2.757575E-05   6.820721E-09
  14.400   2.455360E-05   5.816510E-09
  14.500   2.186267E-05   4.960148E-09
  14.600   1.946664E-05   4.229868E-09
  14.700   1.733321E-05   3.607107E-09
  14.800   1.543359E-05   3.076034E-09
  14.900   1.374215E-05   2.623152E-09
  15.000   1.223609E-05   2.236946E-09
  15.100   1.090017E-05   1.853662E-09
  15.200   9.717239E-06   1.468104E-09
  15.300   8.662687E-06   1.162741E-09
  15.400   7.722579E-06   9.208935E-10
  15.500   6.884495E-06   7.293495E-10
  15.600   6.137363E-06   5.776462E-10
  15.700   5.471313E-06   4.574970E-10
  15.800   4.877545E-06   3.623385E-10
  15.900   4.348215E-06   2.869728E-10
  16.000   3.876330E-06   2.272830E-10
  16.100   3.455656E-06   1.800086E-10
  16.200   3.080635E-06   1.425672E-10
  16.300   2.768675E-06   1.278031E-10
  16.400   2.510799E-06   1.314498E-10
  16.500   2.276942E-06   1.352007E-10
  16.600   2.064867E-06   1.390586E-10
  16.700   1.872544E-06   1.430265E-10
  16.800   1.698135E-06   1.471077E-10
  16.900   1.539970E-06   1.513053E-10
  17.000   1.396536E-06   1.556227E-10
  17.100   1.266462E-06   1.600633E-10
  17.200   1.148504E-06   1.646306E-10
  17.300   1.041531E-06   1.693283E-10
  17.400   9.445227E-07   1.741599E-10
  17.500   8.732441E-07   1.758419E-10
  17.600   8.303731E-07   1.728127E-10
  17.700   7.896069E-07   1.698356E-10
  17.800   7.508420E-07   1.669098E-10
  17.900   7.139802E-07   1.640344E-10
  18.000   6.789281E-07   1.612086E-10
  18.100   6.455969E-07   1.584314E-10
  18.200   6.139020E-07   1.557021E-10
  18.300   5.837631E-07   1.530198E-10
  18.400   5.551039E-07   1.503837E-10
  18.500   5.278517E-07   1.477930E-10
  18.600   5.019374E-07   1.452469E-10
  18.700   4.800868E-07   1.431251E-10
  18.800   4.766692E-07   1.434593E-10
  18.900   4.732760E-07   1.437943E-10
  19.000   4.699070E-07   1.441300E-10
  19.100   4.665619E-07   1.444666E-10
  19.200   4.632406E-07   1.448039E-10
  19.300   4.599430E-07   1.451420E-10
  19.400   4.566689E-07   1.454810E-10
  19.500   4.534180E-07   1.458207E-10
  19.600   4.501903E-07   1.461612E-10
  19.700   4.469856E-07   1.465025E-10
  19.800   4.438037E-07   1.468446E-10
  19.900   4.406445E-07   1.471875E-10
 Z= 105 A= 344  Db beta2= 0.22 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.017491E-02   4.390543E-02
   0.100   9.004628E-02   4.377024E-02
   0.200   8.991783E-02   4.363547E-02
   0.300   8.978957E-02   4.350111E-02
   0.400   8.966149E-02   4.336717E-02
   0.500   8.946822E-02   4.315423E-02
   0.600   8.924835E-02   4.290963E-02
   0.700   8.902073E-02   4.263933E-02
   0.800   8.878160E-02   4.233136E-02
   0.900   8.854312E-02   4.202562E-02
   1.000   8.832052E-02   4.171945E-02
   1.100   8.814089E-02   4.140826E-02
   1.200   8.796163E-02   4.109938E-02
   1.300   8.791024E-02   4.085084E-02
   1.400   8.786379E-02   4.060601E-02
   1.500   8.781735E-02   4.036265E-02
   1.600   8.790370E-02   4.021864E-02
   1.700   8.801933E-02   4.009658E-02
   1.800   8.820894E-02   4.005928E-02
   1.900   8.846759E-02   4.010031E-02
   2.000   8.872700E-02   4.014139E-02
   2.100   8.901812E-02   4.024574E-02
   2.200   8.936152E-02   4.045535E-02
   2.300   8.970615E-02   4.067595E-02
   2.400   9.005100E-02   4.101891E-02
   2.500   9.039717E-02   4.136476E-02
   2.600   9.074467E-02   4.171353E-02
   2.700   9.103637E-02   4.213180E-02
   2.800   9.132488E-02   4.255910E-02
   2.900   9.155693E-02   4.298827E-02
   3.000   9.175623E-02   4.342034E-02
   3.100   9.195597E-02   4.385675E-02
   3.200   9.211734E-02   4.426778E-02
   3.300   9.223857E-02   4.465142E-02
   3.400   9.235339E-02   4.502003E-02
   3.500   9.244018E-02   4.531234E-02
   3.600   9.252705E-02   4.560655E-02
   3.700   9.261463E-02   4.589776E-02
   3.800   9.271544E-02   4.608858E-02
   3.900   9.281635E-02   4.628020E-02
   4.000   9.295452E-02   4.640546E-02
   4.100   9.310557E-02   4.650816E-02
   4.200   9.325687E-02   4.661108E-02
   4.300   9.343968E-02   4.668316E-02
   4.400   9.364348E-02   4.673487E-02
   4.500   9.385191E-02   4.678923E-02
   4.600   9.407049E-02   4.684964E-02
   4.700   9.428957E-02   4.691013E-02
   4.800   9.450231E-02   4.698055E-02
   4.900   9.467946E-02   4.710295E-02
   5.000   9.485695E-02   4.722567E-02
   5.100   9.494590E-02   4.742491E-02
   5.200   9.502034E-02   4.763756E-02
   5.300   9.509483E-02   4.785116E-02
   5.400   9.506866E-02   4.811063E-02
   5.500   9.500257E-02   4.838943E-02
   5.600   9.486879E-02   4.865866E-02
   5.700   9.464030E-02   4.891359E-02
   5.800   9.441236E-02   4.916985E-02
   5.900   9.414286E-02   4.939702E-02
   6.000   9.376239E-02   4.954389E-02
   6.100   9.329999E-02   4.960019E-02
   6.200   9.275306E-02   4.955144E-02
   6.300   9.213967E-02   4.941493E-02
   6.400   9.140941E-02   4.912250E-02
   6.500   9.059371E-02   4.871381E-02
   6.600   8.961434E-02   4.809483E-02
   6.700   8.850052E-02   4.731127E-02
   6.800   8.727485E-02   4.639296E-02
   6.900   8.584941E-02   4.525508E-02
   7.000   8.428651E-02   4.397415E-02
   7.100   8.246008E-02   4.243748E-02
   7.200   8.043621E-02   4.073147E-02
   7.300   7.826061E-02   3.890917E-02
   7.400   7.581876E-02   3.688650E-02
   7.500   7.322052E-02   3.477509E-02
   7.600   7.031489E-02   3.247004E-02
   7.700   6.722534E-02   3.009116E-02
   7.800   6.402500E-02   2.770645E-02
   7.900   6.060985E-02   2.525546E-02
   8.000   5.712884E-02   2.285583E-02
   8.100   5.345289E-02   2.043220E-02
   8.200   4.973999E-02   1.809871E-02
   8.300   4.606887E-02   1.590644E-02
   8.400   4.237603E-02   1.381640E-02
   8.500   3.879312E-02   1.190262E-02
   8.600   3.524028E-02   1.011648E-02
   8.700   3.184132E-02   8.515481E-03
   8.800   2.864055E-02   7.109281E-03
   8.900   2.560501E-02   5.867232E-03
   9.000   2.279926E-02   4.804492E-03
   9.100   2.017766E-02   3.886630E-03
   9.200   1.778955E-02   3.118737E-03
   9.300   1.563546E-02   2.485763E-03
   9.400   1.369223E-02   1.964608E-03
   9.500   1.196478E-02   1.544525E-03
   9.600   1.042581E-02   1.205172E-03
