 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
 Z= 104 A= 256  Rf beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.484439E-02   5.643084E-02
   0.100   7.512531E-02   5.627990E-02
   0.200   7.540729E-02   5.612937E-02
   0.300   7.569032E-02   5.597923E-02
   0.400   7.602875E-02   5.579758E-02
   0.500   7.653804E-02   5.551802E-02
   0.600   7.707606E-02   5.521986E-02
   0.700   7.770282E-02   5.485711E-02
   0.800   7.833468E-02   5.449674E-02
   0.900   7.896695E-02   5.412659E-02
   1.000   7.959921E-02   5.374600E-02
   1.100   8.017993E-02   5.339527E-02
   1.200   8.070037E-02   5.307741E-02
   1.300   8.122420E-02   5.276145E-02
   1.400   8.162288E-02   5.254371E-02
   1.500   8.197310E-02   5.236442E-02
   1.600   8.219760E-02   5.232382E-02
   1.700   8.236990E-02   5.234055E-02
   1.800   8.254257E-02   5.235728E-02
   1.900   8.259182E-02   5.257713E-02
   2.000   8.263555E-02   5.280709E-02
   2.100   8.264315E-02   5.320636E-02
   2.200   8.264861E-02   5.361873E-02
   2.300   8.266229E-02   5.405602E-02
   2.400   8.270998E-02   5.458743E-02
   2.500   8.277660E-02   5.512764E-02
   2.600   8.292841E-02   5.568948E-02
   2.700   8.308049E-02   5.625705E-02
   2.800   8.328415E-02   5.680709E-02
   2.900   8.355595E-02   5.733158E-02
   3.000   8.386581E-02   5.781352E-02
   3.100   8.422837E-02   5.823358E-02
   3.200   8.459249E-02   5.865670E-02
   3.300   8.497843E-02   5.899107E-02
   3.400   8.537615E-02   5.928191E-02
   3.500   8.574407E-02   5.948758E-02
   3.600   8.609697E-02   5.964863E-02
   3.700   8.645133E-02   5.981012E-02
   3.800   8.670468E-02   5.988405E-02
   3.900   8.694837E-02   5.994916E-02
   4.000   8.705889E-02   5.998366E-02
   4.100   8.715383E-02   6.001458E-02
   4.200   8.722803E-02   6.005027E-02
   4.300   8.718033E-02   6.011384E-02
   4.400   8.712015E-02   6.018910E-02
   4.500   8.697852E-02   6.034046E-02
   4.600   8.683713E-02   6.049219E-02
   4.700   8.668063E-02   6.068082E-02
   4.800   8.649976E-02   6.092908E-02
   4.900   8.631637E-02   6.119280E-02
   5.000   8.612846E-02   6.148240E-02
   5.100   8.594096E-02   6.177336E-02
   5.200   8.573917E-02   6.203833E-02
   5.300   8.551666E-02   6.226520E-02
   5.400   8.526118E-02   6.243102E-02
   5.500   8.491161E-02   6.245118E-02
   5.600   8.451958E-02   6.241128E-02
   5.700   8.401800E-02   6.222025E-02
   5.800   8.334383E-02   6.181843E-02
   5.900   8.254656E-02   6.127256E-02
   6.000   8.146089E-02   6.041513E-02
   6.100   8.028012E-02   5.945923E-02
   6.200   7.884792E-02   5.824948E-02
   6.300   7.709088E-02   5.673070E-02
   6.400   7.513739E-02   5.503219E-02
   6.500   7.274485E-02   5.294215E-02
   6.600   7.026399E-02   5.078643E-02
   6.700   6.747574E-02   4.837629E-02
   6.800   6.433008E-02   4.567996E-02
   6.900   6.103347E-02   4.288342E-02
   7.000   5.733238E-02   3.978493E-02
   7.100   5.367749E-02   3.676553E-02
   7.200   4.984704E-02   3.364810E-02
   7.300   4.584396E-02   3.044407E-02
   7.400   4.189465E-02   2.733965E-02
   7.500   3.781616E-02   2.419509E-02
   7.600   3.400185E-02   2.131351E-02
   7.700   3.028203E-02   1.856417E-02
   7.800   2.668335E-02   1.596537E-02
   7.900   2.335379E-02   1.362066E-02
   8.000   2.019050E-02   1.144979E-02
   8.100   1.739267E-02   9.582939E-03
   8.200   1.485186E-02   7.935966E-03
   8.300   1.257088E-02   6.502011E-03
   8.400   1.058337E-02   5.292568E-03
   8.500   8.833539E-03   4.262692E-03
   8.600   7.357014E-03   3.424058E-03
   8.700   6.095903E-03   2.733108E-03
   8.800   5.030279E-03   2.170608E-03
   8.900   4.141777E-03   1.719268E-03
   9.000   3.401915E-03   1.357765E-03
   9.100   2.793475E-03   1.071983E-03
   9.200   2.292746E-03   8.459774E-04
   9.300   1.882960E-03   6.681038E-04
   9.400   1.547006E-03   5.278974E-04
   9.500   1.272796E-03   4.177094E-04
   9.600   1.047733E-03   3.306699E-04
   9.700   8.635800E-04   2.620557E-04
   9.800   7.127044E-04   2.078072E-04
   9.900   5.884737E-04   1.647708E-04
  10.000   4.861910E-04   1.305323E-04
  10.100   4.017484E-04   1.033741E-04
  10.200   3.320942E-04   8.179842E-05
  10.300   2.746114E-04   6.467996E-05
  10.400   2.270979E-04   5.112112E-05
  10.500   1.879356E-04   4.043102E-05
  10.600   1.556023E-04   3.200447E-05
  10.700   1.289959E-04   2.539427E-05
  10.800   1.071779E-04   2.024806E-05
  10.900   8.917926E-05   1.620152E-05
  11.000   7.447591E-05   1.307545E-05
  11.100   6.227863E-05   1.058388E-05
  11.200   5.224947E-05   8.630165E-06
  11.300   4.399365E-05   7.090173E-06
  11.400   3.711450E-05   5.847815E-06
  11.500   3.140318E-05   4.846327E-06
  11.600   2.658776E-05   4.018467E-06
  11.700   2.254390E-05   3.335235E-06
  11.800   1.912518E-05   2.762436E-06
  11.900   1.622090E-05   2.282333E-06
  12.000   1.374097E-05   1.873369E-06
  12.100   1.163514E-05   1.534380E-06
  12.200   9.841416E-06   1.250096E-06
  12.300   8.349226E-06   1.023926E-06
  12.400   7.084126E-06   8.388524E-07
  12.500   6.010719E-06   6.872304E-07
  12.600   5.099957E-06   5.630140E-07
  12.700   4.327196E-06   4.612496E-07
  12.800   3.671526E-06   3.778790E-07
  12.900   3.115206E-06   3.095777E-07
  13.000   2.643181E-06   2.536217E-07
  13.100   2.242678E-06   2.077798E-07
  13.200   1.946763E-06   1.742443E-07
  13.300   1.690165E-06   1.461456E-07
  13.400   1.467389E-06   1.225780E-07
  13.500   1.273976E-06   1.028110E-07
  13.600   1.106057E-06   8.623158E-08
  13.700   9.602702E-07   7.232580E-08
  13.800   8.336994E-07   6.066248E-08
  13.900   7.238117E-07   5.088000E-08
  14.000   6.284079E-07   4.267504E-08
  14.100   5.455791E-07   3.579323E-08
  14.200   4.736677E-07   3.002118E-08
  14.300   4.093847E-07   2.509329E-08
  14.400   3.534096E-07   2.095543E-08
  14.500   3.050880E-07   1.749990E-08
  14.600   2.633734E-07   1.461418E-08
  14.700   2.273624E-07   1.220432E-08
  14.800   1.962752E-07   1.019184E-08
  14.900   1.694385E-07   8.511215E-09
  15.000   1.462712E-07   7.107724E-09
  15.100   1.262716E-07   5.935667E-09
  15.200   1.090065E-07   4.956882E-09
  15.300   9.410206E-08   4.139497E-09
  15.400   8.233475E-08   3.550379E-09
  15.500   7.325175E-08   3.147720E-09
  15.600   6.517077E-08   2.790729E-09
  15.700   5.798127E-08   2.474224E-09
  15.800   5.158489E-08   2.193615E-09
  15.900   4.589416E-08   1.944831E-09
  16.000   4.083121E-08   1.724262E-09
  16.100   3.632679E-08   1.528709E-09
  16.200   3.231930E-08   1.355334E-09
  16.300   2.875390E-08   1.201621E-09
  16.400   2.558183E-08   1.065342E-09
  16.500   2.275970E-08   9.445187E-10
  16.600   1.987089E-08   8.508592E-10
  16.700   1.733263E-08   7.670901E-10
  16.800   1.511860E-08   6.915683E-10
  16.900   1.318739E-08   6.234818E-10
  17.000   1.150286E-08   5.620986E-10
  17.100   1.003351E-08   5.067587E-10
  17.200   8.751857E-09   4.568671E-10
  17.300   7.633916E-09   4.118875E-10
  17.400   6.658778E-09   3.713362E-10
  17.500   5.808202E-09   3.347773E-10
  17.600   5.066277E-09   3.018177E-10
  17.700   4.485410E-09   2.808887E-10
  17.800   4.138562E-09   2.854973E-10
  17.900   3.818536E-09   2.901814E-10
  18.000   3.523257E-09   2.949424E-10
  18.100   3.250811E-09   2.997816E-10
  18.200   2.999432E-09   3.047001E-10
  18.300   2.767492E-09   3.096993E-10
  18.400   2.553488E-09   3.147805E-10
  18.500   2.356032E-09   3.199451E-10
  18.600   2.173845E-09   3.251945E-10
  18.700   2.005746E-09   3.305299E-10
  18.800   1.850646E-09   3.359529E-10
  18.900   1.704166E-09   3.350510E-10
  19.000   1.562483E-09   3.205295E-10
  19.100   1.432580E-09   3.066374E-10
  19.200   1.313477E-09   2.933474E-10
  19.300   1.204276E-09   2.806334E-10
  19.400   1.104153E-09   2.684705E-10
  19.500   1.012355E-09   2.568347E-10
  19.600   9.281889E-10   2.457032E-10
  19.700   8.510202E-10   2.350541E-10
  19.800   7.802672E-10   2.248666E-10
  19.900   7.153966E-10   2.151207E-10
 Z= 104 A= 257  Rf beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.485448E-02   5.615713E-02
   0.100   7.512880E-02   5.600720E-02
   0.200   7.540413E-02   5.585766E-02
   0.300   7.568047E-02   5.570852E-02
   0.400   7.600970E-02   5.552887E-02
   0.500   7.650831E-02   5.525072E-02
   0.600   7.703385E-02   5.495484E-02
   0.700   7.764697E-02   5.459357E-02
   0.800   7.826497E-02   5.423468E-02
   0.900   7.888510E-02   5.386643E-02
   1.000   7.950692E-02   5.348735E-02
   1.100   8.008132E-02   5.313670E-02
   1.200   8.059552E-02   5.281962E-02
   1.300   8.111302E-02   5.250444E-02
   1.400   8.151324E-02   5.228380E-02
   1.500   8.186255E-02   5.210444E-02
   1.600   8.209480E-02   5.205809E-02
   1.700   8.227156E-02   5.207443E-02
   1.800   8.244870E-02   5.209077E-02
   1.900   8.250968E-02   5.230200E-02
   2.000   8.256125E-02   5.252998E-02
   2.100   8.257787E-02   5.292091E-02
   2.200   8.259094E-02   5.333131E-02
   2.300   8.261039E-02   5.376203E-02
   2.400   8.266492E-02   5.429117E-02
   2.500   8.273334E-02   5.482843E-02
   2.600   8.288926E-02   5.538953E-02
   2.700   8.304547E-02   5.595637E-02
   2.800   8.324678E-02   5.650849E-02
   2.900   8.352097E-02   5.703268E-02
   3.000   8.382806E-02   5.752084E-02
   3.100   8.419168E-02   5.794213E-02
   3.200   8.455688E-02   5.836651E-02
   3.300   8.494287E-02   5.871048E-02
   3.400   8.534287E-02   5.900329E-02
   3.500   8.571692E-02   5.921992E-02
   3.600   8.607367E-02   5.938458E-02
   3.700   8.643190E-02   5.954970E-02
   3.800   8.669931E-02   5.963395E-02
   3.900   8.695005E-02   5.970292E-02
   4.000   8.707984E-02   5.974433E-02
   4.100   8.718401E-02   5.977990E-02
   4.200   8.727846E-02   5.981782E-02
   4.300   8.724225E-02   5.988673E-02
   4.400   8.720093E-02   5.996042E-02
   4.500   8.707010E-02   6.011653E-02
   4.600   8.693946E-02   6.027304E-02
   4.700   8.679675E-02   6.045822E-02
   4.800   8.662554E-02   6.071048E-02
   4.900   8.645169E-02   6.097444E-02
   5.000   8.627064E-02   6.126663E-02
   5.100   8.608997E-02   6.156023E-02
   5.200   8.589605E-02   6.183142E-02
   5.300   8.568225E-02   6.206777E-02
   5.400   8.542977E-02   6.223432E-02
   5.500   8.509147E-02   6.226828E-02
   5.600   8.471558E-02   6.224743E-02
   5.700   8.421487E-02   6.205620E-02
   5.800   8.356944E-02   6.168699E-02
   5.900   8.277298E-02   6.114067E-02
   6.000   8.171697E-02   6.031323E-02
   6.100   8.057161E-02   5.939128E-02
   6.200   7.913740E-02   5.817826E-02
   6.300   7.743566E-02   5.671029E-02
   6.400   7.548052E-02   5.500845E-02
   6.500   7.313462E-02   5.295934E-02
   6.600   7.070313E-02   5.084587E-02
   6.700   6.790587E-02   4.842662E-02
   6.800   6.482572E-02   4.578610E-02
   6.900   6.151659E-02   4.297905E-02
   7.000   5.785887E-02   3.991736E-02
   7.100   5.424350E-02   3.693149E-02
   7.200   5.038623E-02   3.379465E-02
   7.300   4.642512E-02   3.062907E-02
   7.400   4.244294E-02   2.750231E-02
   7.500   3.837672E-02   2.437353E-02
   7.600   3.456601E-02   2.150140E-02
   7.700   3.079770E-02   1.872377E-02
   7.800   2.719753E-02   1.613208E-02
   7.900   2.381828E-02   1.376052E-02
   8.000   2.063210E-02   1.158340E-02
   8.100   1.780642E-02   9.707294E-03
   8.200   1.521465E-02   8.036766E-03
   8.300   1.290504E-02   6.593936E-03
   8.400   1.087436E-02   5.366218E-03
   8.500   9.092896E-03   4.325875E-03
   8.600   7.585289E-03   3.476988E-03
   8.700   6.290148E-03   2.773989E-03
   8.800   5.198658E-03   2.203844E-03
   8.900   4.284660E-03   1.744874E-03
   9.000   3.524106E-03   1.377958E-03
   9.100   2.897223E-03   1.087595E-03
   9.200   2.380077E-03   8.576986E-04
   9.300   1.956515E-03   6.768993E-04
   9.400   1.609171E-03   5.345477E-04
   9.500   1.325354E-03   4.227109E-04
   9.600   1.092124E-03   3.344064E-04
   9.700   9.011463E-04   2.648029E-04
   9.800   7.444985E-04   2.098400E-04
   9.900   6.155165E-04   1.662747E-04
  10.000   5.092530E-04   1.316590E-04
  10.100   4.214066E-04   1.042121E-04
  10.200   3.488169E-04   8.238556E-05
  10.300   2.888735E-04   6.509916E-05
  10.400   2.392871E-04   5.140984E-05
  10.500   1.983740E-04   4.062609E-05
  10.600   1.645182E-04   3.212299E-05
  10.700   1.366112E-04   2.545944E-05
  10.800   1.136747E-04   2.026352E-05
  10.900   9.476329E-05   1.619777E-05
  11.000   7.926573E-05   1.305000E-05
  11.100   6.638350E-05   1.054384E-05
  11.200   5.578885E-05   8.588426E-06
  11.300   4.703529E-05   7.041921E-06
  11.400   3.975379E-05   5.803234E-06
  11.500   3.369372E-05   4.803797E-06
  11.600   2.857843E-05   3.979859E-06
  11.700   2.427714E-05   3.300179E-06
  11.800   2.063866E-05   2.732215E-06
  11.900   1.754366E-05   2.255343E-06
  12.000   1.490081E-05   1.850748E-06
  12.100   1.265148E-05   1.515394E-06
  12.200   1.072892E-05   1.232829E-06
  12.300   9.125563E-06   1.007824E-06
  12.400   7.765324E-06   8.244918E-07
  12.500   6.607840E-06   6.745095E-07
  12.600   5.622887E-06   5.518103E-07
  12.700   4.784750E-06   4.514312E-07
  12.800   4.071545E-06   3.693119E-07
  12.900   3.464648E-06   3.021308E-07
  13.000   2.948214E-06   2.471706E-07
  13.100   2.508759E-06   2.022081E-07
  13.200   2.177871E-06   1.690659E-07
  13.300   1.895107E-06   1.417211E-07
  13.400   1.649056E-06   1.187991E-07
  13.500   1.434951E-06   9.958446E-08
  13.600   1.248644E-06   8.347763E-08
  13.700   1.086527E-06   6.997593E-08
  13.800   9.454577E-07   5.865799E-08
  13.900   8.227043E-07   4.917063E-08
  14.000   7.158886E-07   4.121775E-08
  14.100   6.229413E-07   3.455118E-08
  14.200   5.420617E-07   2.896286E-08
  14.300   4.701494E-07   2.418681E-08
  14.400   4.071698E-07   2.016342E-08
  14.500   3.526268E-07   1.680932E-08
  14.600   3.053901E-07   1.401315E-08
  14.700   2.644811E-07   1.168212E-08
  14.800   2.290522E-07   9.738843E-09
  14.900   1.983691E-07   8.118825E-09
  15.000   1.717963E-07   6.768290E-09
  15.100   1.487831E-07   5.642411E-09
  15.200   1.288526E-07   4.703818E-09
  15.300   1.115920E-07   3.921356E-09
  15.400   9.752790E-08   3.338346E-09
  15.500   8.681304E-08   2.964523E-09
  15.600   7.727536E-08   2.632560E-09
  15.700   6.878554E-08   2.337770E-09
  15.800   6.122845E-08   2.075990E-09
  15.900   5.450161E-08   1.843523E-09
  16.000   4.851382E-08   1.637088E-09
  16.100   4.318387E-08   1.453769E-09
  16.200   3.843949E-08   1.290978E-09
  16.300   3.421635E-08   1.146417E-09
  16.400   3.045719E-08   1.018043E-09
  16.500   2.711102E-08   9.040436E-10
  16.600   2.378289E-08   8.146242E-10
  16.700   2.080149E-08   7.362334E-10
  16.800   1.819384E-08   6.653861E-10
  16.900   1.591308E-08   6.013564E-10
  17.000   1.391823E-08   5.434883E-10
  17.100   1.217346E-08   4.911887E-10
  17.200   1.064740E-08   4.439219E-10
  17.300   9.312657E-09   4.012036E-10
  17.400   8.145232E-09   3.625960E-10
  17.500   7.124155E-09   3.277036E-10
  17.600   6.231078E-09   2.961689E-10
  17.700   5.486171E-09   2.719906E-10
  17.800   5.039702E-09   2.767830E-10
  17.900   4.629568E-09   2.816599E-10
  18.000   4.252810E-09   2.866227E-10
  18.100   3.906713E-09   2.916730E-10
  18.200   3.588782E-09   2.968122E-10
  18.300   3.296725E-09   3.020420E-10
  18.400   3.028435E-09   3.073639E-10
  18.500   2.781979E-09   3.127796E-10
  18.600   2.555579E-09   3.182908E-10
  18.700   2.347604E-09   3.238990E-10
  18.800   2.156555E-09   3.296061E-10
  18.900   1.979297E-09   3.319117E-10
  19.000   1.809030E-09   3.180985E-10
  19.100   1.653410E-09   3.048602E-10
  19.200   1.511177E-09   2.921727E-10
  19.300   1.381180E-09   2.800133E-10
  19.400   1.262365E-09   2.683600E-10
  19.500   1.153772E-09   2.571916E-10
  19.600   1.054520E-09   2.464880E-10
  19.700   9.638056E-10   2.362299E-10
  19.800   8.808953E-10   2.263987E-10
  19.900   8.051172E-10   2.169766E-10
 Z= 104 A= 258  Rf beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.460864E-02   5.586722E-02
   0.100   7.488721E-02   5.571750E-02
   0.200   7.516682E-02   5.556817E-02
   0.300   7.544747E-02   5.541925E-02
   0.400   7.578029E-02   5.524090E-02
   0.500   7.628579E-02   5.496428E-02
   0.600   7.681760E-02   5.467083E-02
   0.700   7.743959E-02   5.431128E-02
   0.800   7.806661E-02   5.395410E-02
   0.900   7.869566E-02   5.358815E-02
   1.000   7.932606E-02   5.321126E-02
   1.100   7.991118E-02   5.286225E-02
   1.200   8.043375E-02   5.254862E-02
   1.300   8.095973E-02   5.223686E-02
   1.400   8.137182E-02   5.201663E-02
   1.500   8.172851E-02   5.184099E-02
   1.600   8.197272E-02   5.179346E-02
   1.700   8.215669E-02   5.181411E-02
   1.800   8.234106E-02   5.183477E-02
   1.900   8.241529E-02   5.204446E-02
   2.000   8.247620E-02   5.227803E-02
   2.100   8.250549E-02   5.266783E-02
   2.200   8.253013E-02   5.308353E-02
   2.300   8.255983E-02   5.351501E-02
   2.400   8.262911E-02   5.404903E-02
   2.500   8.270820E-02   5.459023E-02
   2.600   8.288261E-02   5.515503E-02
   2.700   8.305739E-02   5.572568E-02
   2.800   8.327192E-02   5.628404E-02
   2.900   8.356580E-02   5.681139E-02
   3.000   8.388804E-02   5.730825E-02
   3.100   8.427146E-02   5.773148E-02
   3.200   8.465664E-02   5.815783E-02
   3.300   8.505937E-02   5.851104E-02
   3.400   8.547679E-02   5.880467E-02
   3.500   8.586905E-02   5.902998E-02
   3.600   8.623929E-02   5.919510E-02
   3.700   8.661112E-02   5.936068E-02
   3.800   8.689490E-02   5.945167E-02
   3.900   8.715352E-02   5.952100E-02
   4.000   8.729842E-02   5.956588E-02
   4.100   8.740637E-02   5.960284E-02
   4.200   8.751446E-02   5.963982E-02
   4.300   8.747903E-02   5.970990E-02
   4.400   8.744290E-02   5.978024E-02
   4.500   8.731319E-02   5.993747E-02
   4.600   8.718128E-02   6.009736E-02
   4.700   8.704094E-02   6.027807E-02
   4.800   8.686955E-02   6.053369E-02
   4.900   8.669667E-02   6.079775E-02
   5.000   8.651664E-02   6.109325E-02
   5.100   8.633698E-02   6.139019E-02
   5.200   8.614741E-02   6.166817E-02
   5.300   8.594126E-02   6.191420E-02
   5.400   8.569178E-02   6.208147E-02
   5.500   8.536648E-02   6.213042E-02
   5.600   8.500857E-02   6.212914E-02
   5.700   8.451104E-02   6.193646E-02
   5.800   8.389788E-02   6.160041E-02
   5.900   8.310302E-02   6.105132E-02
   6.000   8.207539E-02   6.025129E-02
   6.100   8.096334E-02   5.936020E-02
   6.200   7.952705E-02   5.814268E-02
   6.300   7.787572E-02   5.672162E-02
   6.400   7.591203E-02   5.501104E-02
   6.500   7.360147E-02   5.299533E-02
   6.600   7.120757E-02   5.091685E-02
   6.700   6.839343E-02   4.848608E-02
   6.800   6.536691E-02   4.589518E-02
   6.900   6.203066E-02   4.307133E-02
   7.000   5.839794E-02   4.003688E-02
   7.100   5.480502E-02   3.707595E-02
   7.200   5.091016E-02   3.391765E-02
   7.300   4.697998E-02   3.078414E-02
   7.400   4.295019E-02   2.763167E-02
   7.500   3.887994E-02   2.451129E-02
   7.600   3.506023E-02   2.164360E-02
   7.700   3.124084E-02   1.884043E-02
   7.800   2.763493E-02   1.625688E-02
   7.900   2.420244E-02   1.386040E-02
   8.000   2.098803E-02   1.167678E-02
   8.100   1.813228E-02   9.792410E-03
   8.200   1.549563E-02   8.103493E-03
   8.300   1.316174E-02   6.655543E-03
   8.400   1.109034E-02   5.412872E-03
   8.500   9.280838E-03   4.364609E-03
   8.600   7.747004E-03   3.508306E-03
   8.700   6.425279E-03   2.797536E-03
