 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  11.900   3.961465E-04   2.210005E-06
  12.000   3.495054E-04   1.725867E-06
  12.100   3.085773E-04   1.357227E-06
  12.200   2.728449E-04   1.078578E-06
  12.300   2.413448E-04   8.589283E-07
  12.400   2.136825E-04   6.870851E-07
  12.500   1.893545E-04   5.491525E-07
  12.600   1.678497E-04   4.374867E-07
  12.700   1.488713E-04   3.445746E-07
  12.800   1.320526E-04   2.700002E-07
  12.900   1.171599E-04   2.086222E-07
  13.000   1.038725E-04   1.559977E-07
  13.100   9.208767E-05   1.163908E-07
  13.200   8.163986E-05   8.683980E-08
  13.300   7.237742E-05   6.479166E-08
  13.400   6.416584E-05   4.834142E-08
  13.500   5.688591E-05   3.606781E-08
  13.600   5.043192E-05   2.691039E-08
  13.700   4.471017E-05   2.007800E-08
  13.800   3.963758E-05   1.498031E-08
  13.900   3.511931E-05   1.204212E-08
  14.000   3.110134E-05   1.026429E-08
  14.100   2.754306E-05   8.748917E-09
  14.200   2.439188E-05   7.457271E-09
  14.300   2.160122E-05   6.356316E-09
  14.400   1.912984E-05   5.417901E-09
  14.500   1.694121E-05   4.618029E-09
  14.600   1.500298E-05   3.936246E-09
  14.700   1.328650E-05   3.355119E-09
  14.800   1.176640E-05   2.859786E-09
  14.900   1.042022E-05   2.437581E-09
  15.000   9.228047E-06   2.077709E-09
  15.100   8.170480E-06   1.671756E-09
  15.200   7.233784E-06   1.329108E-09
  15.300   6.404474E-06   1.056690E-09
  15.400   5.670240E-06   8.401076E-10
  15.500   5.020181E-06   6.679166E-10
  15.600   4.444648E-06   5.310184E-10
  15.700   3.935096E-06   4.221793E-10
  15.800   3.483961E-06   3.356481E-10
  15.900   3.084546E-06   2.668527E-10
  16.000   2.730921E-06   2.121577E-10
  16.100   2.417838E-06   1.686732E-10
  16.200   2.140647E-06   1.341015E-10
  16.300   1.920739E-06   1.356352E-10
  16.400   1.724789E-06   1.391597E-10
  16.500   1.548830E-06   1.427758E-10
  16.600   1.390822E-06   1.464858E-10
  16.700   1.248933E-06   1.502923E-10
  16.800   1.121519E-06   1.541977E-10
  16.900   1.007104E-06   1.582045E-10
  17.000   9.043616E-07   1.623155E-10
  17.100   8.121005E-07   1.665333E-10
  17.200   7.292517E-07   1.708607E-10
  17.300   6.548550E-07   1.753006E-10
  17.400   5.880481E-07   1.798558E-10
  17.500   5.557811E-07   1.776349E-10
  17.600   5.280809E-07   1.747498E-10
  17.700   5.017613E-07   1.719115E-10
  17.800   4.767534E-07   1.691193E-10
  17.900   4.529920E-07   1.663725E-10
  18.000   4.304148E-07   1.636702E-10
  18.100   4.089629E-07   1.610119E-10
  18.200   3.885801E-07   1.583967E-10
  18.300   3.692132E-07   1.558241E-10
  18.400   3.508116E-07   1.532932E-10
  18.500   3.333271E-07   1.508034E-10
  18.600   3.167141E-07   1.483540E-10
  18.700   3.141100E-07   1.477515E-10
  18.800   3.183590E-07   1.480707E-10
  18.900   3.226655E-07   1.483906E-10
  19.000   3.270303E-07   1.487111E-10
  19.100   3.314541E-07   1.490324E-10
  19.200   3.359378E-07   1.493543E-10
  19.300   3.404821E-07   1.496769E-10
  19.400   3.450879E-07   1.500003E-10
  19.500   3.497560E-07   1.503243E-10
  19.600   3.544872E-07   1.506490E-10
  19.700   3.592824E-07   1.509745E-10
  19.800   3.641425E-07   1.513006E-10
  19.900   3.695612E-07   1.515327E-10
 Z= 104 A= 339  Rf beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.020449E-02   4.418363E-02
   0.100   9.004306E-02   4.404657E-02
   0.200   8.988192E-02   4.390993E-02
   0.300   8.972107E-02   4.377371E-02
   0.400   8.956050E-02   4.363791E-02
   0.500   8.931560E-02   4.341856E-02
   0.600   8.904096E-02   4.317023E-02
   0.700   8.875536E-02   4.289166E-02
   0.800   8.845621E-02   4.257635E-02
   0.900   8.815808E-02   4.226335E-02
   1.000   8.788285E-02   4.194821E-02
   1.100   8.765344E-02   4.162635E-02
   1.200   8.743090E-02   4.130934E-02
   1.300   8.735524E-02   4.105016E-02
   1.400   8.727964E-02   4.079260E-02
   1.500   8.720411E-02   4.053666E-02
   1.600   8.729802E-02   4.039028E-02
   1.700   8.740698E-02   4.025393E-02
   1.800   8.761526E-02   4.022142E-02
   1.900   8.788173E-02   4.024896E-02
   2.000   8.814900E-02   4.027652E-02
   2.100   8.846153E-02   4.039082E-02
   2.200   8.881786E-02   4.058886E-02
   2.300   8.917461E-02   4.081799E-02
   2.400   8.952929E-02   4.115297E-02
   2.500   8.988538E-02   4.149070E-02
   2.600   9.023586E-02   4.183883E-02
   2.700   9.052625E-02   4.225696E-02
   2.800   9.081759E-02   4.267926E-02
   2.900   9.103284E-02   4.310598E-02
   3.000   9.123133E-02   4.353701E-02
   3.100   9.143024E-02   4.397236E-02
   3.200   9.157725E-02   4.437170E-02
   3.300   9.170149E-02   4.475682E-02
   3.400   9.181554E-02   4.510633E-02
   3.500   9.191473E-02   4.540189E-02
   3.600   9.201403E-02   4.569939E-02
   3.700   9.212062E-02   4.596871E-02
   3.800   9.224529E-02   4.616404E-02
   3.900   9.237018E-02   4.636011E-02
   4.000   9.255328E-02   4.646775E-02
   4.100   9.273673E-02   4.657565E-02
   4.200   9.292055E-02   4.668379E-02
   4.300   9.315051E-02   4.674768E-02
   4.400   9.338741E-02   4.680546E-02
   4.500   9.362897E-02   4.686880E-02
   4.600   9.387395E-02   4.693600E-02
   4.700   9.411956E-02   4.700329E-02
   4.800   9.434095E-02   4.710055E-02
   4.900   9.453476E-02   4.723178E-02
   5.000   9.470815E-02   4.737989E-02
   5.100   9.479006E-02   4.760152E-02
   5.200   9.487204E-02   4.782419E-02
   5.300   9.494523E-02   4.805187E-02
   5.400   9.488437E-02   4.834101E-02
   5.500   9.482356E-02   4.863189E-02
   5.600   9.463911E-02   4.890465E-02
   5.700   9.441962E-02   4.917320E-02
   5.800   9.420065E-02   4.944323E-02
   5.900   9.388628E-02   4.964220E-02
   6.000   9.350564E-02   4.978430E-02
   6.100   9.304135E-02   4.982881E-02
   6.200   9.246969E-02   4.972955E-02
   6.300   9.185912E-02   4.957450E-02
   6.400   9.112416E-02   4.924963E-02
   6.500   9.027204E-02   4.876560E-02
   6.600   8.929673E-02   4.812181E-02
   6.700   8.812495E-02   4.724110E-02
   6.800   8.688941E-02   4.628684E-02
   6.900   8.543421E-02   4.509286E-02
   7.000   8.378319E-02   4.370422E-02
   7.100   8.193645E-02   4.213554E-02
   7.200   7.979177E-02   4.031061E-02
   7.300   7.757927E-02   3.845509E-02
   7.400   7.507019E-02   3.638039E-02
   7.500   7.233156E-02   3.416653E-02
   7.600   6.938849E-02   3.185117E-02
   7.700   6.614316E-02   2.938060E-02
   7.800   6.290358E-02   2.699793E-02
   7.900   5.942125E-02   2.453474E-02
   8.000   5.581304E-02   2.208980E-02
   8.100   5.212674E-02   1.970272E-02
   8.200   4.830789E-02   1.734931E-02
   8.300   4.464649E-02   1.520755E-02
   8.400   4.094466E-02   1.315876E-02
   8.500   3.732202E-02   1.126716E-02
   8.600   3.382003E-02   9.549364E-03
   8.700   3.041747E-02   7.985954E-03
   8.800   2.728774E-02   6.647730E-03
   8.900   2.431077E-02   5.463285E-03
   9.000   2.155354E-02   4.447269E-03
   9.100   1.902067E-02   3.587270E-03
   9.200   1.669857E-02   2.862177E-03
   9.300   1.463581E-02   2.275512E-03
   9.400   1.277375E-02   1.792137E-03
   9.500   1.112175E-02   1.403028E-03
   9.600   9.663906E-03   1.092442E-03
   9.700   8.382620E-03   8.461767E-04
   9.800   7.268025E-03   6.544213E-04
   9.900   6.296421E-03   5.043024E-04
  10.000   5.455893E-03   3.881322E-04
  10.100   4.728695E-03   2.983709E-04
  10.200   4.102238E-03   2.292166E-04
  10.300   3.560133E-03   1.760530E-04
  10.400   3.093391E-03   1.351461E-04
  10.500   2.691461E-03   1.037206E-04
  10.600   2.344363E-03   7.952019E-05
  10.700   2.045174E-03   6.084513E-05
  10.800   1.785086E-03   4.651476E-05
  10.900   1.560238E-03   3.545559E-05
  11.000   1.365429E-03   2.696340E-05
  11.100   1.196110E-03   2.045095E-05
  11.200   1.049161E-03   1.546959E-05
  11.300   9.206646E-04   1.169385E-05
  11.400   8.088439E-04   8.829365E-06
  11.500   7.114500E-04   6.677261E-06
  11.600   6.263534E-04   5.061691E-06
  11.700   5.521742E-04   3.862488E-06
  11.800   4.870000E-04   2.955789E-06
  11.900   4.300458E-04   2.282949E-06
  12.000   3.802189E-04   1.779526E-06
  12.100   3.364599E-04   1.398738E-06
  12.200   2.980912E-04   1.109730E-06
  12.300   2.641961E-04   8.825865E-07
  12.400   2.343748E-04   7.053548E-07
  12.500   2.080845E-04   5.636015E-07
  12.600   1.848208E-04   4.489055E-07
  12.700   1.642390E-04   3.539388E-07
  12.800   1.459642E-04   2.777929E-07
  12.900   1.297379E-04   2.147357E-07
  13.000   1.152419E-04   1.611215E-07
  13.100   1.023549E-04   1.203038E-07
  13.200   9.090895E-05   8.982670E-08
  13.300   8.074297E-05   6.707049E-08
  13.400   7.171380E-05   5.007921E-08
  13.500   6.369434E-05   3.739241E-08
  13.600   5.657165E-05   2.791962E-08
  13.700   5.024547E-05   2.084661E-08
  13.800   4.462672E-05   1.556545E-08
  13.900   3.960676E-05   1.237030E-08
  14.000   3.512276E-05   1.052699E-08
  14.100   3.114641E-05   8.958359E-09
  14.200   2.762023E-05   7.623468E-09
  14.300   2.449327E-05   6.487490E-09
  14.400   2.172031E-05   5.520784E-09
  14.500   1.926129E-05   4.698128E-09
  14.600   1.708066E-05   3.998057E-09
  14.700   1.514691E-05   3.402304E-09
  14.800   1.343208E-05   2.895324E-09
  14.900   1.191140E-05   2.463890E-09
  15.000   1.056287E-05   2.096744E-09
  15.100   9.371067E-06   1.692521E-09
  15.200   8.314994E-06   1.341110E-09
  15.300   7.377935E-06   1.062661E-09
  15.400   6.546478E-06   8.420254E-10
  15.500   5.808722E-06   6.671992E-10
  15.600   5.154107E-06   5.286715E-10
  15.700   4.573264E-06   4.189057E-10
  15.800   4.057880E-06   3.319301E-10
  15.900   3.600577E-06   2.630128E-10
  16.000   3.194809E-06   2.084046E-10
  16.100   2.834770E-06   1.651344E-10
  16.200   2.515305E-06   1.308483E-10
  16.300   2.263842E-06   1.292142E-10
  16.400   2.042683E-06   1.326961E-10
  16.500   1.843129E-06   1.362717E-10
  16.600   1.663071E-06   1.399437E-10
  16.700   1.500602E-06   1.437146E-10
  16.800   1.354006E-06   1.475871E-10
  16.900   1.221731E-06   1.515640E-10
  17.000   1.102378E-06   1.556480E-10
  17.100   9.946844E-07   1.598421E-10
  17.200   8.975119E-07   1.641492E-10
  17.300   8.098324E-07   1.685724E-10
  17.400   7.307184E-07   1.731147E-10
  17.500   6.888844E-07   1.716522E-10
  17.600   6.563354E-07   1.687713E-10
  17.700   6.253242E-07   1.659388E-10
  17.800   5.957784E-07   1.631537E-10
  17.900   5.676285E-07   1.604155E-10
  18.000   5.408087E-07   1.577231E-10
  18.100   5.152561E-07   1.550760E-10
  18.200   4.909108E-07   1.524733E-10
  18.300   4.677158E-07   1.499143E-10
  18.400   4.456168E-07   1.473982E-10
  18.500   4.245619E-07   1.449244E-10
  18.600   4.045018E-07   1.424920E-10
  18.700   3.977955E-07   1.416128E-10
  18.800   4.011425E-07   1.419409E-10
  18.900   4.045177E-07   1.422698E-10
  19.000   4.079213E-07   1.425995E-10
  19.100   4.113535E-07   1.429299E-10
  19.200   4.148146E-07   1.432611E-10
  19.300   4.183048E-07   1.435931E-10
  19.400   4.218244E-07   1.439258E-10
  19.500   4.253736E-07   1.442593E-10
  19.600   4.289527E-07   1.445936E-10
  19.700   4.325619E-07   1.449287E-10
  19.800   4.362014E-07   1.452645E-10
  19.900   4.400406E-07   1.455803E-10
 Z= 104 A= 340  Rf beta2= 0.22 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.005673E-02   4.395904E-02
   0.100   8.988911E-02   4.382349E-02
   0.200   8.972180E-02   4.368835E-02
   0.300   8.955481E-02   4.355363E-02
   0.400   8.938812E-02   4.341933E-02
   0.500   8.913547E-02   4.320225E-02
   0.600   8.885158E-02   4.295554E-02
   0.700   8.855710E-02   4.267998E-02
   0.800   8.824901E-02   4.236794E-02
   0.900   8.794200E-02   4.205818E-02
   1.000   8.765883E-02   4.174666E-02
   1.100   8.742621E-02   4.142869E-02
   1.200   8.719821E-02   4.111459E-02
   1.300   8.712649E-02   4.085894E-02
   1.400   8.705483E-02   4.060489E-02
   1.500   8.698323E-02   4.035241E-02
   1.600   8.708469E-02   4.020733E-02
   1.700   8.720574E-02   4.007463E-02
   1.800   8.742577E-02   4.004152E-02
   1.900   8.770974E-02   4.007190E-02
   2.000   8.799463E-02   4.010230E-02
   2.100   8.832315E-02   4.021441E-02
   2.200   8.869860E-02   4.041434E-02
   2.300   8.907411E-02   4.064114E-02
   2.400   8.944481E-02   4.097686E-02
   2.500   8.981705E-02   4.131535E-02
   2.600   9.018575E-02   4.166171E-02
   2.700   9.048705E-02   4.208000E-02
   2.800   9.078936E-02   4.250248E-02
   2.900   9.101497E-02   4.292857E-02
   3.000   9.121919E-02   4.335874E-02
   3.100   9.142387E-02   4.379322E-02
   3.200   9.157739E-02   4.419466E-02
   3.300   9.170370E-02   4.457974E-02
   3.400   9.182083E-02   4.493346E-02
   3.500   9.192181E-02   4.522919E-02
   3.600   9.202290E-02   4.552686E-02
   3.700   9.213043E-02   4.580160E-02
   3.800   9.225842E-02   4.599794E-02
   3.900   9.238659E-02   4.619512E-02
   4.000   9.257366E-02   4.630924E-02
   4.100   9.276422E-02   4.641922E-02
   4.200   9.295516E-02   4.652946E-02
   4.300   9.319247E-02   4.659965E-02
   4.400   9.344029E-02   4.666126E-02
   4.500   9.369303E-02   4.672853E-02
   4.600   9.395017E-02   4.680077E-02
   4.700   9.420802E-02   4.687312E-02
   4.800   9.444460E-02   4.697146E-02
   4.900   9.464983E-02   4.710767E-02
   5.000   9.484195E-02   4.725495E-02
   5.100   9.493399E-02   4.748200E-02
   5.200   9.502613E-02   4.771015E-02
   5.300   9.511835E-02   4.793939E-02
   5.400   9.506562E-02   4.823267E-02
   5.500   9.501190E-02   4.852818E-02
   5.600   9.484470E-02   4.880614E-02
   5.700   9.463019E-02   4.907751E-02
   5.800   9.441617E-02   4.935039E-02
   5.900   9.411683E-02   4.956000E-02
   6.000   9.374721E-02   4.971283E-02
   6.100   9.328582E-02   4.975734E-02
   6.200   9.272592E-02   4.967063E-02
   6.300   9.212887E-02   4.953075E-02
   6.400   9.139555E-02   4.920367E-02
   6.500   9.056256E-02   4.874291E-02
   6.600   8.958643E-02   4.809537E-02
   6.700   8.843101E-02   4.723295E-02
   6.800   8.721485E-02   4.629910E-02
   6.900   8.575654E-02   4.510050E-02
   7.000   8.413357E-02   4.374079E-02
   7.100   8.227901E-02   4.216531E-02
   7.200   8.015467E-02   4.036101E-02
   7.300   7.796498E-02   3.852672E-02
   7.400   7.544366E-02   3.644223E-02
   7.500   7.273734E-02   3.425595E-02
   7.600   6.977394E-02   3.192708E-02
   7.700   6.654552E-02   2.947140E-02
   7.800   6.332292E-02   2.710256E-02
   7.900   5.981689E-02   2.462577E-02
   8.000   5.622725E-02   2.219503E-02
   8.100   5.250968E-02   1.979039E-02
   8.200   4.869250E-02   1.744127E-02
   8.300   4.503021E-02   1.530167E-02
   8.400   4.129520E-02   1.323568E-02
   8.500   3.766994E-02   1.134605E-02
   8.600   3.413010E-02   9.612421E-03
   8.700   3.071307E-02   8.044976E-03
   8.800   2.756737E-02   6.701973E-03
   8.900   2.455939E-02   5.506108E-03
   9.000   2.178422E-02   4.485736E-03
   9.100   1.922109E-02   3.616542E-03
   9.200   1.687957E-02   2.886934E-03
   9.300   1.479782E-02   2.296074E-03
   9.400   1.291411E-02   1.807742E-03
   9.500   1.124509E-02   1.415455E-03
   9.600   9.768995E-03   1.101622E-03
   9.700   8.473408E-03   8.532537E-04
   9.800   7.345929E-03   6.597793E-04
   9.900   6.363373E-03   5.082886E-04
  10.000   5.511972E-03   3.909984E-04
  10.100   4.776296E-03   3.004264E-04
  10.200   4.142429E-03   2.307084E-04
  10.300   3.594013E-03   1.771362E-04
  10.400   3.122610E-03   1.359490E-04
  10.500   2.715629E-03   1.042757E-04
  10.600   2.365080E-03   7.990844E-05
  10.700   2.062712E-03   6.112413E-05
  10.800   1.799971E-03   4.671908E-05
  10.900   1.573219E-03   3.560034E-05
  11.000   1.376338E-03   2.706338E-05
  11.100   1.205649E-03   2.051405E-05
  11.200   1.057389E-03   1.551110E-05
  11.300   9.277876E-04   1.171905E-05
  11.400   8.152376E-04   8.844568E-06
  11.500   7.169524E-04   6.680761E-06
  11.600   6.313007E-04   5.061122E-06
  11.700   5.565857E-04   3.857565E-06
  11.800   4.909529E-04   2.947967E-06
  11.900   4.337177E-04   2.276449E-06
  12.000   3.835012E-04   1.771109E-06
  12.100   3.395174E-04   1.391816E-06
  12.200   3.009286E-04   1.103163E-06
  12.300   2.668412E-04   8.768908E-07
  12.400   2.369020E-04   7.008790E-07
  12.500   2.104387E-04   5.600134E-07
  12.600   1.870682E-04   4.459536E-07
  12.700   1.663769E-04   3.517966E-07
  12.800   1.479995E-04   2.763773E-07
  12.900   1.316981E-04   2.135230E-07
  13.000   1.171563E-04   1.604390E-07
  13.100   1.042112E-04   1.196105E-07
  13.200   9.269643E-05   8.917194E-08
  13.300   8.245399E-05   6.647942E-08
  13.400   7.334329E-05   4.956171E-08
  13.500   6.523926E-05   3.694923E-08
  13.600   5.803069E-05   2.754637E-08
  13.700   5.161862E-05   2.053636E-08
  13.800   4.591505E-05   1.531026E-08
  13.900   4.083208E-05   1.203328E-08
  14.000   3.629873E-05   1.025476E-08
  14.100   3.226869E-05   8.739102E-09
  14.200   2.868608E-05   7.447460E-09
  14.300   2.550123E-05   6.346723E-09
  14.400   2.266998E-05   5.408675E-09
  14.500   2.015306E-05   4.609271E-09
  14.600   1.791558E-05   3.928019E-09
  14.700   1.592652E-05   3.347457E-09
  14.800   1.415829E-05   2.852701E-09
  14.900   1.258638E-05   2.431071E-09
  15.000   1.118898E-05   2.071758E-09
  15.100   9.952453E-06   1.687081E-09
  15.200   8.855292E-06   1.340895E-09
  15.300   7.879082E-06   1.065745E-09
  15.400   7.010491E-06   8.470556E-10
  15.500   6.237652E-06   6.732410E-10
  15.600   5.550012E-06   5.350929E-10
  15.700   4.938178E-06   4.252926E-10
  15.800   4.393792E-06   3.380231E-10
  15.900   3.909419E-06   2.686612E-10
  16.000   3.478444E-06   2.135323E-10
  16.100   3.094979E-06   1.697158E-10
  16.200   2.753788E-06   1.348904E-10
  16.300   2.481141E-06   1.300522E-10
  16.400   2.244607E-06   1.334975E-10
  16.500   2.030622E-06   1.370342E-10
  16.600   1.837037E-06   1.406645E-10
  16.700   1.661907E-06   1.443909E-10
  16.800   1.503473E-06   1.482162E-10
  16.900   1.360143E-06   1.521427E-10
  17.000   1.230477E-06   1.561733E-10
  17.100   1.113172E-06   1.603106E-10
  17.200   1.007050E-06   1.645575E-10
  17.300   9.110453E-07   1.689170E-10
  17.400   8.241928E-07   1.733920E-10
  17.500   7.724090E-07   1.727152E-10
  17.600   7.345977E-07   1.699010E-10
  17.700   6.986373E-07   1.671327E-10
  17.800   6.644373E-07   1.644095E-10
  17.900   6.319115E-07   1.617307E-10
  18.000   6.009778E-07   1.590955E-10
  18.100   5.715585E-07   1.565033E-10
  18.200   5.435793E-07   1.539532E-10
  18.300   5.169698E-07   1.514448E-10
  18.400   4.916628E-07   1.489772E-10
  18.500   4.675947E-07   1.465498E-10
  18.600   4.447048E-07   1.441620E-10
  18.700   4.323921E-07   1.429993E-10
  18.800   4.318443E-07   1.432859E-10
  18.900   4.312971E-07   1.435731E-10
  19.000   4.307506E-07   1.438608E-10
  19.100   4.302048E-07   1.441491E-10
  19.200   4.296597E-07   1.444380E-10
  19.300   4.291152E-07   1.447275E-10
  19.400   4.285715E-07   1.450175E-10
  19.500   4.280285E-07   1.453082E-10
  19.600   4.274861E-07   1.455994E-10
  19.700   4.269445E-07   1.458912E-10
  19.800   4.264035E-07   1.461836E-10
  19.900   4.258632E-07   1.464765E-10
 Z= 104 A= 341  Rf beta2= 0.19 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.029696E-02   4.409439E-02
   0.100   9.015300E-02   4.395702E-02
   0.200   9.000927E-02   4.382008E-02
   0.300   8.986577E-02   4.368357E-02
   0.400   8.972250E-02   4.354748E-02
   0.500   8.950478E-02   4.332882E-02
   0.600   8.925919E-02   4.307980E-02
   0.700   8.900404E-02   4.280215E-02
   0.800   8.873621E-02   4.248705E-02
   0.900   8.846918E-02   4.217427E-02
   1.000   8.822150E-02   4.185982E-02
   1.100   8.801750E-02   4.153859E-02
   1.200   8.781538E-02   4.122042E-02
   1.300   8.775305E-02   4.096289E-02
   1.400   8.769077E-02   4.070698E-02
   1.500   8.762853E-02   4.045266E-02
   1.600   8.771718E-02   4.030360E-02
   1.700   8.782672E-02   4.016933E-02
   1.800   8.802334E-02   4.013105E-02
   1.900   8.828176E-02   4.016011E-02
   2.000   8.854095E-02   4.018920E-02
   2.100   8.883935E-02   4.029512E-02
   2.200   8.918465E-02   4.049301E-02
   2.300   8.953082E-02   4.071369E-02
   2.400   8.987595E-02   4.104669E-02
   2.500   9.022240E-02   4.138242E-02
   2.600   9.056795E-02   4.172342E-02
   2.700   9.085274E-02   4.213757E-02
   2.800   9.113843E-02   4.255584E-02
   2.900   9.135733E-02   4.297639E-02
   3.000   9.155330E-02   4.340046E-02
   3.100   9.174969E-02   4.382870E-02
   3.200   9.189991E-02   4.422595E-02
   3.300   9.202082E-02   4.460427E-02
   3.400   9.213238E-02   4.495505E-02
   3.500   9.222398E-02   4.524304E-02
   3.600   9.231567E-02   4.553288E-02
   3.700   9.241119E-02   4.580474E-02
   3.800   9.252283E-02   4.599330E-02
   3.900   9.263459E-02   4.618264E-02
   4.000   9.279546E-02   4.629472E-02
   4.100   9.296219E-02   4.639820E-02
   4.200   9.312921E-02   4.650191E-02
   4.300   9.333658E-02   4.656818E-02
   4.400   9.355653E-02   4.662316E-02
   4.500   9.378220E-02   4.668372E-02
   4.600   9.401413E-02   4.675044E-02
   4.700   9.424663E-02   4.681725E-02
   4.800   9.446349E-02   4.690602E-02
   4.900   9.465011E-02   4.703636E-02
   5.000   9.483131E-02   4.717190E-02
   5.100   9.491108E-02   4.739283E-02
   5.200   9.499093E-02   4.761479E-02
   5.300   9.507084E-02   4.783779E-02
   5.400   9.502057E-02   4.811902E-02
   5.500   9.495947E-02   4.840670E-02
   5.600   9.479610E-02   4.867821E-02
   5.700   9.457358E-02   4.894077E-02
   5.800   9.435158E-02   4.920474E-02
   5.900   9.405440E-02   4.941373E-02
   6.000   9.368219E-02   4.956628E-02
   6.100   9.320678E-02   4.960158E-02
   6.200   9.264138E-02   4.951898E-02
   6.300   9.204023E-02   4.938632E-02
   6.400   9.128895E-02   4.905112E-02
   6.500   9.045900E-02   4.860773E-02
   6.600   8.946433E-02   4.795335E-02
   6.700   8.831034E-02   4.710750E-02
   6.800   8.709956E-02   4.619290E-02
   6.900   8.562509E-02   4.498859E-02
   7.000   8.402592E-02   4.366212E-02
   7.100   8.216194E-02   4.208209E-02
   7.200   8.006345E-02   4.030399E-02
   7.300   7.790418E-02   3.849726E-02
   7.400   7.538141E-02   3.640909E-02
   7.500   7.272986E-02   3.426268E-02
   7.600   6.977463E-02   3.193182E-02
   7.700   6.659602E-02   2.950363E-02
   7.800   6.342302E-02   2.715998E-02
   7.900   5.992677E-02   2.467680E-02
   8.000   5.640534E-02   2.227758E-02
   8.100   5.270066E-02   1.986697E-02
   8.200   4.893228E-02   1.753222E-02
   8.300   4.531254E-02   1.540285E-02
   8.400   4.158329E-02   1.332687E-02
   8.500   3.800329E-02   1.144784E-02
   8.600   3.446614E-02   9.702661E-03
   8.700   3.107062E-02   8.134282E-03
   8.800   2.793803E-02   6.787842E-03
   8.900   2.491991E-02   5.579234E-03
   9.000   2.215407E-02   4.555669E-03
   9.100   1.957726E-02   3.675465E-03
   9.200   1.722849E-02   2.939097E-03
   9.300   1.513483E-02   2.341406E-03
   9.400   1.323170E-02   1.844547E-03
   9.500   1.154917E-02   1.447004E-03
   9.600   1.005272E-02   1.127005E-03
   9.700   8.738647E-03   8.739895E-04
   9.800   7.592125E-03   6.765386E-04
   9.900   6.590015E-03   5.214374E-04
  10.000   5.721041E-03   4.015245E-04
  10.100   4.968397E-03   3.086887E-04
  10.200   4.318120E-03   2.371731E-04
  10.300   3.754199E-03   1.821789E-04
  10.400   3.268630E-03   1.398355E-04
  10.500   2.848698E-03   1.073215E-04
  10.600   2.486399E-03   8.226913E-05
  10.700   2.173041E-03   6.296057E-05
  10.800   1.900241E-03   4.814955E-05
  10.900   1.664427E-03   3.669457E-05
  11.000   1.459279E-03   2.792214E-05
  11.100   1.281085E-03   2.117433E-05
  11.200   1.125928E-03   1.602189E-05
  11.300   9.900401E-04   1.211196E-05
  11.400   8.717898E-04   9.142820E-06
  11.500   7.683209E-04   6.908254E-06
  11.600   6.779980E-04   5.234887E-06
  11.700   5.989509E-04   3.988063E-06
  11.800   5.293669E-04   3.045154E-06
  11.900   4.685490E-04   2.350316E-06
  12.000   4.150715E-04   1.825667E-06
  12.100   3.681583E-04   1.433750E-06
  12.200   3.268634E-04   1.134589E-06
  12.300   2.903194E-04   9.007462E-07
  12.400   2.581412E-04   7.192715E-07
  12.500   2.296765E-04   5.745904E-07
  12.600   2.044885E-04   4.573880E-07
  12.700   1.821370E-04   3.611313E-07
  12.800   1.622564E-04   2.841338E-07
  12.900   1.445792E-04   2.196055E-07
  13.000   1.287857E-04   1.655772E-07
  13.100   1.147015E-04   1.235410E-07
  13.200   1.021575E-04   9.217673E-08
  13.300   9.098542E-05   6.877516E-08
  13.400   8.103510E-05   5.131472E-08
  13.500   7.217297E-05   3.828708E-08
  13.600   6.428002E-05   2.856687E-08
  13.700   5.725025E-05   2.131439E-08
  13.800   5.098927E-05   1.590315E-08
  13.900   4.539562E-05   1.236179E-08
  14.000   4.038152E-05   1.051727E-08
  14.100   3.592125E-05   8.947983E-09
  14.200   3.195362E-05   7.612848E-09
  14.300   2.842424E-05   6.476929E-09
  14.400   2.528468E-05   5.510501E-09
  14.500   2.249190E-05   4.688275E-09
  14.600   2.000760E-05   3.988734E-09
  14.700   1.779769E-05   3.393572E-09
  14.800   1.583187E-05   2.887214E-09
  14.900   1.408319E-05   2.456411E-09
  15.000   1.252765E-05   2.089888E-09
  15.100   1.115388E-05   1.708000E-09
  15.200   9.937634E-06   1.353015E-09
  15.300   8.854011E-06   1.071809E-09
  15.400   7.888548E-06   8.490475E-10
  15.500   7.028362E-06   6.725842E-10
  15.600   6.261973E-06   5.327965E-10
  15.700   5.579152E-06   4.220618E-10
  15.800   4.970788E-06   3.343419E-10
  15.900   4.428762E-06   2.648534E-10
  16.000   3.945839E-06   2.098071E-10
  16.100   3.515575E-06   1.662015E-10
  16.200   3.132228E-06   1.316587E-10
  16.300   2.826201E-06   1.238547E-10
  16.400   2.566668E-06   1.272504E-10
  16.500   2.330968E-06   1.307392E-10
  16.600   2.116912E-06   1.343237E-10
  16.700   1.922514E-06   1.380064E-10
  16.800   1.745967E-06   1.417901E-10
  16.900   1.585633E-06   1.456776E-10
  17.000   1.440022E-06   1.496716E-10
  17.100   1.307783E-06   1.537751E-10
  17.200   1.187688E-06   1.579912E-10
  17.300   1.078621E-06   1.623228E-10
