 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  17.800   5.480447E-07   1.591336E-10
  17.900   5.199827E-07   1.567642E-10
  18.000   4.933576E-07   1.544301E-10
  18.100   4.680957E-07   1.521307E-10
  18.200   4.441274E-07   1.498655E-10
  18.300   4.213864E-07   1.476341E-10
  18.400   3.998098E-07   1.454359E-10
  18.500   3.793379E-07   1.432704E-10
  18.600   3.619103E-07   1.413461E-10
  18.700   3.648942E-07   1.415233E-10
  18.800   3.679027E-07   1.417008E-10
  18.900   3.709360E-07   1.418785E-10
  19.000   3.739943E-07   1.420563E-10
  19.100   3.770778E-07   1.422345E-10
  19.200   3.801868E-07   1.424128E-10
  19.300   3.833214E-07   1.425914E-10
  19.400   3.864818E-07   1.427701E-10
  19.500   3.896683E-07   1.429491E-10
  19.600   3.928810E-07   1.431284E-10
  19.700   3.961203E-07   1.433078E-10
  19.800   3.993862E-07   1.434875E-10
  19.900   4.060985E-07   1.433298E-10
 Z= 102 A= 335  No beta2= 0.23 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.081026E-02   4.462668E-02
   0.100   9.064378E-02   4.448533E-02
   0.200   9.047761E-02   4.434443E-02
   0.300   9.031175E-02   4.420397E-02
   0.400   9.014619E-02   4.406396E-02
   0.500   8.989001E-02   4.383397E-02
   0.600   8.960547E-02   4.357634E-02
   0.700   8.930778E-02   4.328393E-02
   0.800   8.899615E-02   4.295509E-02
   0.900   8.868561E-02   4.262874E-02
   1.000   8.840084E-02   4.229803E-02
   1.100   8.815748E-02   4.195871E-02
   1.200   8.793051E-02   4.162771E-02
   1.300   8.783931E-02   4.134710E-02
   1.400   8.774820E-02   4.106839E-02
   1.500   8.765718E-02   4.079155E-02
   1.600   8.774827E-02   4.063166E-02
   1.700   8.783981E-02   4.047263E-02
   1.800   8.804367E-02   4.043157E-02
   1.900   8.829070E-02   4.043511E-02
   2.000   8.853843E-02   4.043865E-02
   2.100   8.884032E-02   4.054633E-02
   2.200   8.917627E-02   4.071870E-02
   2.300   8.951171E-02   4.093797E-02
   2.400   8.984502E-02   4.124668E-02
   2.500   9.017957E-02   4.155773E-02
   2.600   9.049937E-02   4.188901E-02
   2.700   9.076917E-02   4.228043E-02
   2.800   9.103979E-02   4.267550E-02
   2.900   9.122311E-02   4.307573E-02
   3.000   9.140369E-02   4.347977E-02
   3.100   9.158464E-02   4.388760E-02
   3.200   9.170447E-02   4.425259E-02
   3.300   9.181443E-02   4.461295E-02
   3.400   9.191220E-02   4.492326E-02
   3.500   9.200134E-02   4.519807E-02
   3.600   9.209057E-02   4.547456E-02
   3.700   9.219374E-02   4.570486E-02
   3.800   9.231206E-02   4.588424E-02
   3.900   9.244288E-02   4.604740E-02
   4.000   9.262128E-02   4.614606E-02
   4.100   9.280002E-02   4.624493E-02
   4.200   9.298452E-02   4.633972E-02
   4.300   9.321772E-02   4.639641E-02
   4.400   9.345150E-02   4.645317E-02
   4.500   9.369243E-02   4.652386E-02
   4.600   9.393537E-02   4.659757E-02
   4.700   9.417893E-02   4.667138E-02
   4.800   9.438635E-02   4.679422E-02
   4.900   9.457996E-02   4.693635E-02
   5.000   9.472503E-02   4.711960E-02
   5.100   9.480998E-02   4.735392E-02
   5.200   9.489501E-02   4.758941E-02
   5.300   9.493219E-02   4.784680E-02
   5.400   9.487721E-02   4.814572E-02
   5.500   9.481157E-02   4.844452E-02
   5.600   9.459957E-02   4.871763E-02
   5.700   9.438806E-02   4.899228E-02
   5.800   9.417701E-02   4.926847E-02
   5.900   9.382574E-02   4.943509E-02
   6.000   9.342165E-02   4.954127E-02
   6.100   9.294391E-02   4.955603E-02
   6.200   9.236269E-02   4.943068E-02
   6.300   9.171191E-02   4.920781E-02
   6.400   9.096466E-02   4.885151E-02
   6.500   9.005850E-02   4.828581E-02
   6.600   8.904766E-02   4.758669E-02
   6.700   8.784954E-02   4.666415E-02
   6.800   8.653210E-02   4.561023E-02
   6.900   8.504978E-02   4.438087E-02
   7.000   8.330188E-02   4.289274E-02
   7.100   8.139791E-02   4.127149E-02
   7.200   7.921533E-02   3.941633E-02
   7.300   7.688509E-02   3.746700E-02
   7.400   7.434955E-02   3.538453E-02
   7.500   7.149589E-02   3.309817E-02
   7.600   6.850208E-02   3.077040E-02
   7.700   6.523726E-02   2.831748E-02
   7.800   6.189419E-02   2.589723E-02
   7.900   5.842152E-02   2.348280E-02
   8.000   5.473695E-02   2.103437E-02
   8.100   5.105158E-02   1.869872E-02
   8.200   4.726375E-02   1.641924E-02
   8.300   4.356892E-02   1.431251E-02
   8.400   3.993034E-02   1.235333E-02
   8.500   3.630944E-02   1.051809E-02
   8.600   3.286629E-02   8.883012E-03
   8.700   2.953882E-02   7.406691E-03
   8.800   2.644653E-02   6.131523E-03
   8.900   2.355742E-02   5.027319E-03
   9.000   2.085245E-02   4.071199E-03
   9.100   1.839601E-02   3.274127E-03
   9.200   1.615011E-02   2.605761E-03
   9.300   1.414572E-02   2.062994E-03
   9.400   1.235289E-02   1.622073E-03
   9.500   1.075443E-02   1.265537E-03
   9.600   9.350959E-03   9.836525E-04
   9.700   8.117643E-03   7.607347E-04
   9.800   7.044204E-03   5.871929E-04
   9.900   6.109955E-03   4.521209E-04
  10.000   5.300390E-03   3.474395E-04
  10.100   4.600051E-03   2.668413E-04
  10.200   3.995915E-03   2.047955E-04
  10.300   3.473634E-03   1.571367E-04
  10.400   3.022613E-03   1.205198E-04
  10.500   2.634145E-03   9.233933E-05
  10.600   2.297814E-03   7.068541E-05
  10.700   2.007376E-03   5.400333E-05
  10.800   1.755149E-03   4.119263E-05
  10.900   1.536334E-03   3.135072E-05
  11.000   1.346645E-03   2.377863E-05
  11.100   1.181388E-03   1.800320E-05
  11.200   1.037727E-03   1.359556E-05
  11.300   9.121986E-04   1.026198E-05
  11.400   8.026306E-04   7.742677E-06
  11.500   7.071509E-04   5.854503E-06
  11.600   6.235533E-04   4.439962E-06
  11.700   5.505493E-04   3.388900E-06
  11.800   4.864547E-04   2.600395E-06
  11.900   4.302461E-04   2.009995E-06
  12.000   3.810191E-04   1.570980E-06
  12.100   3.376856E-04   1.235624E-06
  12.200   2.996093E-04   9.803188E-07
  12.300   2.659727E-04   7.797766E-07
  12.400   2.362805E-04   6.219994E-07
  12.500   2.100575E-04   4.950907E-07
  12.600   1.868107E-04   3.924288E-07
  12.700   1.662096E-04   3.079285E-07
  12.800   1.478950E-04   2.395445E-07
  12.900   1.315965E-04   1.835480E-07
  13.000   1.170234E-04   1.369110E-07
  13.100   1.040641E-04   1.021239E-07
  13.200   9.253996E-05   7.617561E-08
  13.300   8.229201E-05   5.682045E-08
  13.400   7.317893E-05   4.238316E-08
  13.500   6.507503E-05   3.161419E-08
  13.600   5.786857E-05   2.358147E-08
  13.700   5.146016E-05   1.758974E-08
  13.800   4.576142E-05   1.312043E-08
  13.900   4.064678E-05   1.086763E-08
  14.000   3.609394E-05   9.227049E-09
  14.100   3.205106E-05   7.834134E-09
  14.200   2.846103E-05   6.651493E-09
  14.300   2.527311E-05   5.647384E-09
  14.400   2.244228E-05   4.794855E-09
  14.500   1.992852E-05   4.071024E-09
  14.600   1.769633E-05   3.456462E-09
  14.700   1.571417E-05   2.934675E-09
  14.800   1.395403E-05   2.491656E-09
  14.900   1.239104E-05   2.115516E-09
  15.000   1.100514E-05   1.785336E-09
  15.100   9.791398E-06   1.422397E-09
  15.200   8.711514E-06   1.133240E-09
  15.300   7.750729E-06   9.028647E-10
  15.400   6.895908E-06   7.193224E-10
  15.500   6.135365E-06   5.730923E-10
  15.600   5.458701E-06   4.565890E-10
  15.700   4.856666E-06   3.637696E-10
  15.800   4.321029E-06   2.898193E-10
  15.900   3.844467E-06   2.309023E-10
  16.000   3.420464E-06   1.839625E-10
  16.100   3.043224E-06   1.465650E-10
  16.200   2.718789E-06   1.236473E-10
  16.300   2.463127E-06   1.266170E-10
  16.400   2.231506E-06   1.296581E-10
  16.500   2.021665E-06   1.327721E-10
  16.600   1.831557E-06   1.359610E-10
  16.700   1.659326E-06   1.392265E-10
  16.800   1.503291E-06   1.425704E-10
  16.900   1.361928E-06   1.459946E-10
  17.000   1.233859E-06   1.495011E-10
  17.100   1.117833E-06   1.530917E-10
  17.200   1.012717E-06   1.567687E-10
  17.300   9.174856E-07   1.605339E-10
  17.400   8.396762E-07   1.630532E-10
  17.500   7.986994E-07   1.605438E-10
  17.600   7.597222E-07   1.580731E-10
  17.700   7.226472E-07   1.556404E-10
  17.800   6.873815E-07   1.532452E-10
  17.900   6.538367E-07   1.508868E-10
  18.000   6.219290E-07   1.485647E-10
  18.100   5.915784E-07   1.462783E-10
  18.200   5.627089E-07   1.440271E-10
  18.300   5.352483E-07   1.418106E-10
  18.400   5.091278E-07   1.396282E-10
  18.500   4.842819E-07   1.374793E-10
  18.600   4.606486E-07   1.353636E-10
  18.700   4.618638E-07   1.355267E-10
  18.800   4.634790E-07   1.357269E-10
  18.900   4.650998E-07   1.359274E-10
  19.000   4.667263E-07   1.361281E-10
  19.100   4.683585E-07   1.363292E-10
  19.200   4.699964E-07   1.365306E-10
  19.300   4.716400E-07   1.367322E-10
  19.400   4.732894E-07   1.369342E-10
  19.500   4.749445E-07   1.371365E-10
  19.600   4.766054E-07   1.373390E-10
  19.700   4.782721E-07   1.375419E-10
  19.800   4.799447E-07   1.377451E-10
  19.900   4.854724E-07   1.376804E-10
 Z= 102 A= 336  No beta2= 0.22 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.064130E-02   4.438588E-02
   0.100   9.046790E-02   4.424536E-02
   0.200   9.029484E-02   4.410528E-02
   0.300   9.012211E-02   4.396564E-02
   0.400   8.994970E-02   4.382645E-02
   0.500   8.968451E-02   4.359826E-02
   0.600   8.938949E-02   4.334196E-02
   0.700   8.908138E-02   4.305188E-02
   0.800   8.875884E-02   4.272504E-02
   0.900   8.843747E-02   4.240069E-02
   1.000   8.814254E-02   4.207226E-02
   1.100   8.789246E-02   4.173512E-02
   1.200   8.765698E-02   4.140542E-02
   1.300   8.756589E-02   4.112708E-02
   1.400   8.747490E-02   4.085062E-02
   1.500   8.738400E-02   4.057602E-02
   1.600   8.747904E-02   4.041578E-02
   1.700   8.757838E-02   4.025869E-02
   1.800   8.779041E-02   4.021539E-02
   1.900   8.805091E-02   4.022021E-02
   2.000   8.831218E-02   4.022503E-02
   2.100   8.862630E-02   4.032933E-02
   2.200   8.897757E-02   4.050276E-02
   2.300   8.932810E-02   4.071891E-02
   2.400   8.967533E-02   4.102810E-02
   2.500   9.002391E-02   4.133964E-02
   2.600   9.035935E-02   4.166889E-02
   2.700   9.063960E-02   4.206079E-02
   2.800   9.092073E-02   4.245637E-02
   2.900   9.111487E-02   4.285683E-02
   3.000   9.130260E-02   4.326116E-02
   3.100   9.149072E-02   4.366930E-02
   3.200   9.161944E-02   4.403767E-02
   3.300   9.173502E-02   4.439936E-02
   3.400   9.183969E-02   4.471487E-02
   3.500   9.193514E-02   4.499084E-02
   3.600   9.203069E-02   4.526852E-02
   3.700   9.213976E-02   4.550545E-02
   3.800   9.226665E-02   4.568755E-02
   3.900   9.240346E-02   4.585790E-02
   4.000   9.259379E-02   4.596058E-02
   4.100   9.278450E-02   4.606350E-02
   4.200   9.297815E-02   4.616476E-02
   4.300   9.322633E-02   4.622620E-02
   4.400   9.347517E-02   4.628772E-02
   4.500   9.373066E-02   4.636287E-02
   4.600   9.398865E-02   4.644226E-02
   4.700   9.424736E-02   4.652177E-02
   4.800   9.447250E-02   4.664675E-02
   4.900   9.468033E-02   4.679571E-02
   5.000   9.484604E-02   4.697960E-02
   5.100   9.494308E-02   4.722025E-02
   5.200   9.504022E-02   4.746213E-02
   5.300   9.509857E-02   4.772173E-02
   5.400   9.505289E-02   4.802712E-02
   5.500   9.500723E-02   4.833446E-02
   5.600   9.480402E-02   4.861171E-02
   5.700   9.460046E-02   4.889039E-02
   5.800   9.439733E-02   4.917067E-02
   5.900   9.406456E-02   4.934995E-02
   6.000   9.367503E-02   4.946807E-02
   6.100   9.321298E-02   4.949694E-02
   6.200   9.263737E-02   4.937274E-02
   6.300   9.200397E-02   4.916659E-02
   6.400   9.127107E-02   4.882242E-02
   6.500   9.037969E-02   4.826992E-02
   6.600   8.938997E-02   4.759123E-02
   6.700   8.819238E-02   4.666549E-02
   6.800   8.689684E-02   4.563281E-02
   6.900   8.542964E-02   4.441711E-02
   7.000   8.369671E-02   4.294234E-02
   7.100   8.181608E-02   4.134167E-02
   7.200   7.962295E-02   3.947860E-02
   7.300   7.731506E-02   3.754985E-02
   7.400   7.478975E-02   3.547656E-02
   7.500   7.194433E-02   3.319961E-02
   7.600   6.896713E-02   3.088638E-02
   7.700   6.567610E-02   2.841738E-02
   7.800   6.234457E-02   2.600863E-02
   7.900   5.886771E-02   2.359452E-02
   8.000   5.517651E-02   2.114557E-02
   8.100   5.148888E-02   1.881154E-02
   8.200   4.766249E-02   1.651164E-02
   8.300   4.396126E-02   1.440456E-02
   8.400   4.030280E-02   1.243825E-02
   8.500   3.666000E-02   1.059577E-02
   8.600   3.319677E-02   8.954396E-03
   8.700   2.982923E-02   7.462545E-03
   8.800   2.671748E-02   6.181958E-03
   8.900   2.380316E-02   5.070044E-03
   9.000   2.107305E-02   4.106917E-03
   9.100   1.859211E-02   3.303724E-03
   9.200   1.631704E-02   2.627795E-03
   9.300   1.429281E-02   2.081010E-03
   9.400   1.248024E-02   1.636116E-03
   9.500   1.086390E-02   1.276372E-03
   9.600   9.443008E-03   9.918033E-04
   9.700   8.194504E-03   7.665523E-04
   9.800   7.108716E-03   5.915073E-04
   9.900   6.163755E-03   4.552594E-04
  10.000   5.345262E-03   3.497321E-04
  10.100   4.636481E-03   2.684172E-04
  10.200   4.026109E-03   2.059027E-04
  10.300   3.498203E-03   1.579132E-04
  10.400   3.042685E-03   1.210634E-04
  10.500   2.650683E-03   9.272551E-05
  10.600   2.310951E-03   7.094614E-05
  10.700   2.018329E-03   5.417233E-05
  10.800   1.764009E-03   4.130876E-05
  10.900   1.543583E-03   3.142836E-05
  11.000   1.352739E-03   2.382988E-05
  11.100   1.186270E-03   1.802989E-05
  11.200   1.041874E-03   1.360622E-05
  11.300   9.156301E-04   1.026333E-05
  11.400   8.055445E-04   7.737433E-06
  11.500   7.097024E-04   5.845708E-06
  11.600   6.256930E-04   4.426595E-06
  11.700   5.524936E-04   3.376558E-06
  11.800   4.881810E-04   2.587266E-06
  11.900   4.318368E-04   1.997788E-06
  12.000   3.825348E-04   1.560158E-06
  12.100   3.390881E-04   1.225758E-06
  12.200   3.009983E-04   9.723980E-07
  12.300   2.673243E-04   7.730954E-07
  12.400   2.376197E-04   6.166849E-07
  12.500   2.113971E-04   4.910158E-07
  12.600   1.881320E-04   3.894232E-07
  12.700   1.675341E-04   3.054237E-07
  12.800   1.492107E-04   2.377766E-07
  12.900   1.329145E-04   1.824724E-07
  13.000   1.183731E-04   1.358805E-07
  13.100   1.054227E-04   1.011853E-07
  13.200   9.388902E-05   7.534898E-08
  13.300   8.361720E-05   5.610964E-08
  13.400   7.446916E-05   4.178280E-08
  13.500   6.632195E-05   3.111413E-08
  13.600   5.906608E-05   2.316956E-08
  13.700   5.260402E-05   1.725353E-08
  13.800   4.684894E-05   1.284807E-08
  13.900   4.170957E-05   1.053641E-08
  14.000   3.712931E-05   8.961049E-09
  14.100   3.305203E-05   7.621230E-09
  14.200   2.942249E-05   6.481735E-09
  14.300   2.619151E-05   5.512613E-09
  14.400   2.331534E-05   4.688390E-09
  14.500   2.075501E-05   3.987401E-09
  14.600   1.847584E-05   3.391221E-09
  14.700   1.644695E-05   2.884180E-09
  14.800   1.464086E-05   2.452949E-09
  14.900   1.303310E-05   2.086194E-09
  15.000   1.160204E-05   1.773617E-09
  15.100   1.034902E-05   1.418021E-09
  15.200   9.231317E-06   1.133719E-09
  15.300   8.234330E-06   9.064172E-10
  15.400   7.345019E-06   7.246877E-10
  15.500   6.551753E-06   5.793935E-10
  15.600   5.844161E-06   4.632297E-10
  15.700   5.212988E-06   3.703558E-10
  15.800   4.649983E-06   2.961024E-10
  15.900   4.147783E-06   2.367362E-10
  16.000   3.699820E-06   1.892724E-10
  16.100   3.300238E-06   1.513248E-10
  16.200   2.950710E-06   1.250266E-10
  16.300   2.678766E-06   1.279721E-10
  16.400   2.431885E-06   1.309869E-10
  16.500   2.207757E-06   1.340728E-10
  16.600   2.004285E-06   1.372314E-10
  16.700   1.819566E-06   1.404644E-10
  16.800   1.651871E-06   1.437735E-10
  16.900   1.499631E-06   1.471606E-10
  17.000   1.361422E-06   1.506275E-10
  17.100   1.235950E-06   1.541761E-10
  17.200   1.122042E-06   1.578083E-10
  17.300   1.018632E-06   1.615261E-10
  17.400   9.292820E-07   1.646555E-10
  17.500   8.830498E-07   1.622043E-10
  17.600   8.391176E-07   1.597895E-10
  17.700   7.973711E-07   1.574107E-10
  17.800   7.577015E-07   1.550674E-10
  17.900   7.200055E-07   1.527589E-10
  18.000   6.841849E-07   1.504847E-10
  18.100   6.501464E-07   1.482444E-10
  18.200   6.178013E-07   1.460375E-10
  18.300   5.870654E-07   1.438634E-10
  18.400   5.578586E-07   1.417217E-10
  18.500   5.301049E-07   1.396119E-10
  18.600   5.037319E-07   1.375335E-10
  18.700   4.983215E-07   1.374117E-10
  18.800   4.957587E-07   1.375620E-10
  18.900   4.932091E-07   1.377125E-10
  19.000   4.906726E-07   1.378632E-10
  19.100   4.881491E-07   1.380140E-10
  19.200   4.856387E-07   1.381650E-10
  19.300   4.831411E-07   1.383161E-10
  19.400   4.806564E-07   1.384674E-10
  19.500   4.781844E-07   1.386189E-10
  19.600   4.757252E-07   1.387705E-10
  19.700   4.732786E-07   1.389223E-10
  19.800   4.708446E-07   1.390743E-10
  19.900   4.716542E-07   1.390389E-10
 Z= 102 A= 337  No beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.089294E-02   4.452055E-02
   0.100   9.074210E-02   4.437793E-02
   0.200   9.059151E-02   4.423577E-02
   0.300   9.044117E-02   4.409406E-02
   0.400   9.029108E-02   4.395281E-02
   0.500   9.006019E-02   4.372242E-02
   0.600   8.980237E-02   4.346293E-02
   0.700   8.953246E-02   4.316989E-02
   0.800   8.924869E-02   4.283892E-02
   0.900   8.896582E-02   4.251048E-02
   1.000   8.870435E-02   4.217820E-02
   1.100   8.848128E-02   4.183691E-02
   1.200   8.826887E-02   4.150238E-02
   1.300   8.818501E-02   4.122089E-02
   1.400   8.810122E-02   4.094131E-02
   1.500   8.801751E-02   4.066362E-02
   1.600   8.809592E-02   4.049859E-02
   1.700   8.818151E-02   4.033907E-02
   1.800   8.836615E-02   4.028974E-02
   1.900   8.859809E-02   4.029231E-02
   2.000   8.883065E-02   4.029488E-02
   2.100   8.911087E-02   4.039254E-02
   2.200   8.942832E-02   4.056398E-02
   2.300   8.974661E-02   4.077393E-02
   2.400   9.006526E-02   4.108044E-02
   2.500   9.038504E-02   4.138924E-02
   2.600   9.069564E-02   4.171295E-02
   2.700   9.095713E-02   4.210073E-02
   2.800   9.121937E-02   4.249212E-02
   2.900   9.140674E-02   4.288757E-02
   3.000   9.158523E-02   4.328675E-02
   3.100   9.176407E-02   4.368964E-02
   3.200   9.189048E-02   4.405437E-02
   3.300   9.200190E-02   4.441002E-02
   3.400   9.210247E-02   4.472349E-02
   3.500   9.219202E-02   4.499329E-02
   3.600   9.228165E-02   4.526471E-02
   3.700   9.238113E-02   4.550011E-02
   3.800   9.249644E-02   4.567582E-02
   3.900   9.261768E-02   4.584396E-02
   4.000   9.278950E-02   4.594074E-02
   4.100   9.296164E-02   4.603773E-02
   4.200   9.313410E-02   4.613493E-02
   4.300   9.335871E-02   4.619194E-02
   4.400   9.358444E-02   4.624856E-02
   4.500   9.381685E-02   4.631802E-02
   4.600   9.405235E-02   4.639280E-02
   4.700   9.428845E-02   4.646771E-02
   4.800   9.449674E-02   4.658352E-02
   4.900   9.468619E-02   4.672736E-02
   5.000   9.484235E-02   4.689986E-02
   5.100   9.492579E-02   4.713438E-02
   5.200   9.500930E-02   4.737007E-02
   5.300   9.506465E-02   4.761886E-02
   5.400   9.500850E-02   4.791629E-02
   5.500   9.495238E-02   4.821558E-02
   5.600   9.475002E-02   4.848620E-02
   5.700   9.453576E-02   4.875574E-02
   5.800   9.432199E-02   4.902679E-02
   5.900   9.398774E-02   4.920493E-02
   6.000   9.359259E-02   4.932257E-02
   6.100   9.312629E-02   4.935558E-02
   6.200   9.253327E-02   4.922134E-02
   6.300   9.189455E-02   4.902201E-02
   6.400   9.115312E-02   4.868158E-02
   6.500   9.025398E-02   4.813420E-02
   6.600   8.926599E-02   4.747204E-02
   6.700   8.805167E-02   4.653948E-02
   6.800   8.676320E-02   4.552578E-02
   6.900   8.529902E-02   4.432287E-02
   7.000   8.357376E-02   4.286170E-02
   7.100   8.171791E-02   4.128860E-02
   7.200   7.952119E-02   3.942162E-02
   7.300   7.724625E-02   3.752020E-02
   7.400   7.474655E-02   3.546524E-02
   7.500   7.193119E-02   3.320420E-02
   7.600   6.900350E-02   3.092059E-02
   7.700   6.572447E-02   2.844857E-02
   7.800   6.244498E-02   2.606493E-02
   7.900   5.900702E-02   2.366444E-02
   8.000   5.535344E-02   2.122511E-02
   8.100   5.171765E-02   1.890964E-02
   8.200   4.790420E-02   1.660142E-02
   8.300   4.424548E-02   1.450427E-02
   8.400   4.061320E-02   1.253864E-02
   8.500   3.699172E-02   1.069288E-02
   8.600   3.355504E-02   9.052641E-03
   8.700   3.018634E-02   7.548436E-03
   8.800   2.708721E-02   6.264107E-03
   8.900   2.417294E-02   5.144438E-03
   9.000   2.143850E-02   4.172437E-03
   9.100   1.895499E-02   3.362762E-03
   9.200   1.666369E-02   2.676803E-03
   9.300   1.462730E-02   2.123325E-03
   9.400   1.279787E-02   1.671531E-03
   9.500   1.116380E-02   1.305426E-03
   9.600   9.725614E-03   1.015892E-03
   9.700   8.457595E-03   7.857749E-04
   9.800   7.353110E-03   6.069849E-04
   9.900   6.389519E-03   4.675427E-04
  10.000   5.552832E-03   3.593564E-04
  10.100   4.827417E-03   2.760317E-04
  10.200   4.201473E-03   2.118382E-04
  10.300   3.658513E-03   1.625411E-04
  10.400   3.189179E-03   1.246613E-04
  10.500   2.784303E-03   9.550434E-05
  10.600   2.433067E-03   7.312353E-05
  10.700   2.130027E-03   5.585388E-05
  10.800   1.865776E-03   4.261722E-05
  10.900   1.636305E-03   3.244166E-05
  11.000   1.437256E-03   2.461038E-05
  11.100   1.263401E-03   1.863748E-05
  11.200   1.112332E-03   1.407130E-05
  11.300   9.798202E-04   1.062010E-05
  11.400   8.640413E-04   8.009429E-06
  11.500   7.629607E-04   6.051134E-06
  11.600   6.742472E-04   4.581523E-06
  11.700   5.967819E-04   3.495054E-06
  11.800   5.284874E-04   2.675570E-06
  11.900   4.685295E-04   2.063904E-06
  12.000   4.159095E-04   1.609670E-06
  12.100   3.694808E-04   1.263008E-06
  12.200   3.286739E-04   1.001186E-06
  12.300   2.924861E-04   7.950431E-07
  12.400   2.604995E-04   6.337386E-07
  12.500   2.321978E-04   5.044346E-07
  12.600   2.070547E-04   4.003959E-07
  12.700   1.847483E-04   3.140671E-07
  12.800   1.648620E-04   2.449406E-07
  12.900   1.471482E-04   1.885963E-07
  13.000   1.312938E-04   1.405476E-07
  13.100   1.171477E-04   1.047403E-07
  13.200   1.045258E-04   7.805564E-08
  13.300   9.326374E-05   5.816941E-08
  13.400   8.321514E-05   4.334960E-08
  13.500   7.424921E-05   3.230543E-08
  13.600   6.624931E-05   2.407498E-08
  13.700   5.911135E-05   1.794140E-08
  13.800   5.274246E-05   1.337047E-08
  13.900   4.703811E-05   1.083615E-08
  14.000   4.193999E-05   9.200989E-09
  14.100   3.739442E-05   7.812568E-09
  14.200   3.334151E-05   6.633659E-09
  14.300   2.972786E-05   5.632646E-09
  14.400   2.650588E-05   4.782685E-09
  14.500   2.363310E-05   4.060983E-09
  14.600   2.107168E-05   3.448184E-09
  14.700   1.878787E-05   2.927856E-09
  14.800   1.675159E-05   2.486046E-09
  14.900   1.493600E-05   2.110904E-09
  15.000   1.331720E-05   1.792370E-09
  15.100   1.190901E-05   1.435660E-09
  15.200   1.065258E-05   1.143884E-09
  15.300   9.528698E-06   9.114077E-10
  15.400   8.523394E-06   7.261784E-10
  15.500   7.624152E-06   5.785940E-10
  15.600   6.819782E-06   4.610038E-10
  15.700   6.100276E-06   3.673120E-10
  15.800   5.456680E-06   2.926615E-10
  15.900   4.880984E-06   2.331827E-10
  16.000   4.366027E-06   1.857919E-10
  16.100   3.905399E-06   1.480326E-10
  16.200   3.496011E-06   1.190794E-10
  16.300   3.190028E-06   1.219945E-10
  16.400   2.910826E-06   1.249810E-10
  16.500   2.656061E-06   1.280405E-10
  16.600   2.423594E-06   1.311750E-10
  16.700   2.211473E-06   1.343862E-10
  16.800   2.017917E-06   1.376760E-10
  16.900   1.841302E-06   1.410464E-10
  17.000   1.680145E-06   1.444993E-10
  17.100   1.533093E-06   1.480367E-10
  17.200   1.398912E-06   1.516606E-10
  17.300   1.276474E-06   1.553734E-10
  17.400   1.165094E-06   1.591327E-10
  17.500   1.108497E-06   1.566868E-10
  17.600   1.054649E-06   1.542785E-10
  17.700   1.003418E-06   1.519071E-10
  17.800   9.546744E-07   1.495723E-10
  17.900   9.082991E-07   1.472733E-10
  18.000   8.641766E-07   1.450096E-10
  18.100   8.221974E-07   1.427808E-10
  18.200   7.822574E-07   1.405862E-10
  18.300   7.442576E-07   1.384253E-10
  18.400   7.081037E-07   1.362976E-10
  18.500   6.737061E-07   1.342027E-10
  18.600   6.409794E-07   1.321399E-10
  18.700   6.286972E-07   1.318007E-10
  18.800   6.222844E-07   1.319706E-10
  18.900   6.159370E-07   1.321408E-10
  19.000   6.096544E-07   1.323112E-10
  19.100   6.034359E-07   1.324818E-10
  19.200   5.972808E-07   1.326526E-10
  19.300   5.911885E-07   1.328236E-10
  19.400   5.851583E-07   1.329949E-10
  19.500   5.791896E-07   1.331664E-10
  19.600   5.732818E-07   1.333381E-10
  19.700   5.674343E-07   1.335100E-10
  19.800   5.616464E-07   1.336821E-10
  19.900   5.589531E-07   1.337268E-10
 Z= 102 A= 338  No beta2= 0.21 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.076944E-02   4.431095E-02
   0.100   9.061303E-02   4.416986E-02
   0.200   9.045689E-02   4.402921E-02
   0.300   9.030102E-02   4.388901E-02
   0.400   9.014541E-02   4.374926E-02
   0.500   8.990706E-02   4.352178E-02
   0.600   8.964027E-02   4.326470E-02
   0.700   8.936194E-02   4.297514E-02
   0.800   8.906993E-02   4.264757E-02
   0.900   8.877887E-02   4.232251E-02
   1.000   8.851045E-02   4.199386E-02
   1.100   8.828504E-02   4.165606E-02
   1.200   8.806850E-02   4.132413E-02
   1.300   8.798953E-02   4.104678E-02
   1.400   8.791063E-02   4.077128E-02
   1.500   8.783181E-02   4.049763E-02
   1.600   8.791947E-02   4.033420E-02
   1.700   8.801806E-02   4.017844E-02
   1.800   8.821553E-02   4.012858E-02
   1.900   8.846541E-02   4.013403E-02
   2.000   8.871599E-02   4.013948E-02
   2.100   8.901239E-02   4.023474E-02
   2.200   8.934866E-02   4.040768E-02
   2.300   8.968501E-02   4.061491E-02
   2.400   9.001916E-02   4.092189E-02
   2.500   9.035455E-02   4.123119E-02
   2.600   9.068215E-02   4.155270E-02
   2.700   9.095375E-02   4.193941E-02
   2.800   9.122616E-02   4.232971E-02
   2.900   9.142177E-02   4.272388E-02
