 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   8.000   3.049206E-02   1.370755E-02
   8.100   2.707051E-02   1.163576E-02
   8.200   2.381256E-02   9.748184E-03
   8.300   2.088130E-02   8.130140E-03
   8.400   1.815509E-02   6.697110E-03
   8.500   1.568858E-02   5.466062E-03
   8.600   1.347760E-02   4.422096E-03
   8.700   1.150642E-02   3.542724E-03
   8.800   9.804322E-03   2.829364E-03
   8.900   8.312724E-03   2.241527E-03
   9.000   7.027948E-03   1.767155E-03
   9.100   5.926990E-03   1.387156E-03
   9.200   4.990551E-03   1.085265E-03
   9.300   4.200569E-03   8.483536E-04
   9.400   3.533863E-03   6.620880E-04
   9.500   2.974303E-03   5.166539E-04
   9.600   2.504393E-03   4.030840E-04
   9.700   2.111884E-03   3.147229E-04
   9.800   1.781858E-03   2.457858E-04
   9.900   1.505766E-03   1.920436E-04
  10.000   1.274183E-03   1.500512E-04
  10.100   1.079271E-03   1.171573E-04
  10.200   9.154662E-04   9.136122E-05
  10.300   7.768678E-04   7.120499E-05
  10.400   6.599946E-04   5.539048E-05
  10.500   5.612074E-04   4.302708E-05
  10.600   4.774662E-04   3.337159E-05
  10.700   4.067002E-04   2.587574E-05
  10.800   3.465760E-04   2.006874E-05
  10.900   2.957298E-04   1.558977E-05
  11.000   2.526915E-04   1.215274E-05
  11.100   2.161844E-04   9.510532E-06
  11.200   1.853741E-04   7.502954E-06
  11.300   1.590850E-04   5.937079E-06
  11.400   1.368455E-04   4.740482E-06
  11.500   1.179586E-04   3.812017E-06
  11.600   1.018518E-04   3.083182E-06
  11.700   8.814057E-05   2.506693E-06
  11.800   7.632699E-05   2.040103E-06
  11.900   6.620637E-05   1.661946E-06
  12.000   5.748220E-05   1.350371E-06
  12.100   4.992807E-05   1.092193E-06
  12.200   4.337924E-05   8.757456E-07
  12.300   3.768950E-05   6.998506E-07
  12.400   3.273826E-05   5.536416E-07
  12.500   2.842567E-05   4.389500E-07
  12.600   2.467946E-05   3.481476E-07
  12.700   2.142695E-05   2.761289E-07
  12.800   1.860310E-05   2.190081E-07
  12.900   1.615140E-05   1.737035E-07
  13.000   1.402281E-05   1.377707E-07
  13.100   1.217474E-05   1.092711E-07
  13.200   1.057023E-05   8.666695E-08
  13.300   9.177183E-06   6.873879E-08
  13.400   8.007551E-06   5.640909E-08
  13.500   6.997818E-06   4.678354E-08
  13.600   6.115411E-06   3.880047E-08
  13.700   5.344272E-06   3.217963E-08
  13.800   4.670373E-06   2.668855E-08
  13.900   4.081450E-06   2.213446E-08
  14.000   3.566789E-06   1.835747E-08
  14.100   3.117026E-06   1.522499E-08
  14.200   2.723977E-06   1.262702E-08
  14.300   2.380490E-06   1.047237E-08
  14.400   2.080316E-06   8.685379E-09
  14.500   1.804851E-06   7.134558E-09
  14.600   1.548914E-06   5.776925E-09
  14.700   1.329269E-06   4.677636E-09
  14.800   1.140772E-06   3.787531E-09
  14.900   9.790044E-07   3.066803E-09
  15.000   8.401763E-07   2.483222E-09
  15.100   7.210348E-07   2.010691E-09
  15.200   6.187883E-07   1.628077E-09
  15.300   5.310408E-07   1.318271E-09
  15.400   4.557364E-07   1.067418E-09
  15.500   3.911105E-07   8.642991E-10
  15.600   3.356490E-07   6.998320E-10
  15.700   2.908388E-07   6.445809E-10
  15.800   2.523109E-07   6.032215E-10
  15.900   2.188869E-07   5.645159E-10
  16.000   1.898907E-07   5.282938E-10
  16.100   1.647356E-07   4.943959E-10
  16.200   1.429128E-07   4.626730E-10
  16.300   1.239809E-07   4.329857E-10
  16.400   1.075570E-07   4.052032E-10
  16.500   9.330877E-08   3.792034E-10
  16.600   8.094802E-08   3.548719E-10
  16.700   7.022472E-08   3.321016E-10
  16.800   6.236369E-08   3.125825E-10
  16.900   5.986733E-08   2.998903E-10
  17.000   5.747089E-08   2.877134E-10
  17.100   5.517038E-08   2.760309E-10
  17.200   5.296195E-08   2.648228E-10
  17.300   5.084193E-08   2.540699E-10
  17.400   4.880677E-08   2.437535E-10
  17.500   4.685308E-08   2.338560E-10
  17.600   4.497759E-08   2.243604E-10
  17.700   4.317717E-08   2.152504E-10
  17.800   4.144883E-08   2.065102E-10
  17.900   3.978966E-08   1.981250E-10
  18.000   3.900091E-08   1.941328E-10
  18.100   3.958414E-08   1.970578E-10
  18.200   4.017609E-08   2.000270E-10
  18.300   4.077688E-08   2.030408E-10
  18.400   4.138667E-08   2.061001E-10
  18.500   4.200557E-08   2.092055E-10
  18.600   4.263373E-08   2.123576E-10
  18.700   4.327128E-08   2.155573E-10
  18.800   4.391837E-08   2.188051E-10
  18.900   4.457513E-08   2.221019E-10
  19.000   4.524171E-08   2.254484E-10
  19.100   4.591827E-08   2.288453E-10
  19.200   4.641278E-08   2.305962E-10
  19.300   4.633167E-08   2.272779E-10
  19.400   4.625070E-08   2.240074E-10
  19.500   4.616988E-08   2.207839E-10
  19.600   4.608919E-08   2.176068E-10
  19.700   4.600864E-08   2.144754E-10
  19.800   4.592824E-08   2.113891E-10
  19.900   4.584798E-08   2.083472E-10
 Z= 102 A= 280  No beta2=-0.12 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.655489E-02   5.372756E-02
   0.100   8.658455E-02   5.359070E-02
   0.200   8.661422E-02   5.345418E-02
   0.300   8.664389E-02   5.331802E-02
   0.400   8.667722E-02   5.317165E-02
   0.500   8.674872E-02   5.291548E-02
   0.600   8.682028E-02   5.266054E-02
   0.700   8.694971E-02   5.232322E-02
   0.800   8.707991E-02   5.198723E-02
   0.900   8.721850E-02   5.164932E-02
   1.000   8.741479E-02   5.128534E-02
   1.100   8.761300E-02   5.092506E-02
   1.200   8.786331E-02   5.060668E-02
   1.300   8.811434E-02   5.029029E-02
   1.400   8.836941E-02   4.999383E-02
   1.500   8.864233E-02   4.979085E-02
   1.600   8.891432E-02   4.959967E-02
   1.700   8.916189E-02   4.956440E-02
   1.800   8.941014E-02   4.952915E-02
   1.900   8.964612E-02   4.953073E-02
   2.000   8.983101E-02   4.967888E-02
   2.100   9.000780E-02   4.984368E-02
   2.200   9.011171E-02   5.014928E-02
   2.300   9.021575E-02   5.045675E-02
   2.400   9.030298E-02   5.078974E-02
   2.500   9.033635E-02   5.120072E-02
   2.600   9.036505E-02   5.161808E-02
   2.700   9.036540E-02   5.205735E-02
   2.800   9.036575E-02   5.250036E-02
   2.900   9.036904E-02   5.293542E-02
   3.000   9.038001E-02   5.334324E-02
   3.100   9.040030E-02   5.373786E-02
   3.200   9.046312E-02   5.406042E-02
   3.300   9.052598E-02   5.438492E-02
   3.400   9.061009E-02   5.467617E-02
   3.500   9.074023E-02   5.489247E-02
   3.600   9.088172E-02   5.508723E-02
   3.700   9.106331E-02   5.520259E-02
   3.800   9.124526E-02   5.531819E-02
   3.900   9.143023E-02   5.540953E-02
   4.000   9.162043E-02   5.545626E-02
   4.100   9.179683E-02   5.550032E-02
   4.200   9.193247E-02   5.553661E-02
   4.300   9.206831E-02   5.557291E-02
   4.400   9.216389E-02   5.562804E-02
   4.500   9.219680E-02   5.571243E-02
   4.600   9.219175E-02   5.582226E-02
   4.700   9.209605E-02   5.599295E-02
   4.800   9.200045E-02   5.616417E-02
   4.900   9.185046E-02   5.636804E-02
   5.000   9.162865E-02   5.661540E-02
   5.100   9.136843E-02   5.686353E-02
   5.200   9.103121E-02   5.711209E-02
   5.300   9.069523E-02   5.736174E-02
   5.400   9.031088E-02   5.757206E-02
   5.500   8.986599E-02   5.772914E-02
   5.600   8.934695E-02   5.778593E-02
   5.700   8.874084E-02   5.771150E-02
   5.800   8.810155E-02   5.758282E-02
   5.900   8.732740E-02   5.725266E-02
   6.000   8.645349E-02   5.677982E-02
   6.100   8.542567E-02   5.609691E-02
   6.200   8.420577E-02   5.517693E-02
   6.300   8.292083E-02   5.417518E-02
   6.400   8.136280E-02   5.286638E-02
   6.500   7.963016E-02   5.137587E-02
   6.600   7.763236E-02   4.962597E-02
   6.700   7.534091E-02   4.761092E-02
   6.800   7.298299E-02   4.555371E-02
   6.900   7.025323E-02   4.318909E-02
   7.000   6.733648E-02   4.070135E-02
   7.100   6.413956E-02   3.802437E-02
   7.200   6.067406E-02   3.518838E-02
   7.300   5.723861E-02   3.244176E-02
   7.400   5.351188E-02   2.954327E-02
   7.500   4.973801E-02   2.669279E-02
   7.600   4.585527E-02   2.385149E-02
   7.700   4.191826E-02   2.106617E-02
   7.800   3.819220E-02   1.852150E-02
   7.900   3.443578E-02   1.605148E-02
   8.000   3.085325E-02   1.378899E-02
   8.100   2.740913E-02   1.170408E-02
   8.200   2.414857E-02   9.817396E-03
   8.300   2.120843E-02   8.197288E-03
   8.400   1.845365E-02   6.751368E-03
   8.500   1.597306E-02   5.517291E-03
   8.600   1.373558E-02   4.463734E-03
   8.700   1.174519E-02   3.579466E-03
   8.800   1.002221E-02   2.860865E-03
   8.900   8.505376E-03   2.266337E-03
   9.000   7.200195E-03   1.787530E-03
   9.100   6.079184E-03   1.403194E-03
   9.200   5.124836E-03   1.098118E-03
   9.300   4.318148E-03   8.584633E-04
   9.400   3.636412E-03   6.698696E-04
   9.500   3.062858E-03   5.225142E-04
   9.600   2.581793E-03   4.076441E-04
   9.700   2.178864E-03   3.181920E-04
   9.800   1.839701E-03   2.484170E-04
   9.900   1.555959E-03   1.940433E-04
  10.000   1.317232E-03   1.515460E-04
  10.100   1.116804E-03   1.183090E-04
  10.200   9.479558E-04   9.224257E-05
  10.300   8.049846E-04   7.188033E-05
  10.400   6.844126E-04   5.589641E-05
  10.500   5.822479E-04   4.340561E-05
  10.600   4.957944E-04   3.365837E-05
  10.700   4.225723E-04   2.608997E-05
  10.800   3.603026E-04   2.022372E-05
  10.900   3.076404E-04   1.570380E-05
  11.000   2.629307E-04   1.222500E-05
  11.100   2.250922E-04   9.564447E-06
  11.200   1.930641E-04   7.535818E-06
  11.300   1.657183E-04   5.954413E-06
  11.400   1.426048E-04   4.751745E-06
  11.500   1.228990E-04   3.813857E-06
  11.600   1.061562E-04   3.083529E-06
  11.700   9.185984E-05   2.504411E-06
  11.800   7.954240E-05   2.036983E-06
  11.900   6.900037E-05   1.658552E-06
  12.000   5.989541E-05   1.347434E-06
  12.100   5.203144E-05   1.089470E-06
  12.200   4.520708E-05   8.739767E-07
  12.300   3.927883E-05   6.988645E-07
  12.400   3.411850E-05   5.525679E-07
  12.500   2.962192E-05   4.377022E-07
  12.600   2.571421E-05   3.469086E-07
  12.700   2.232200E-05   2.749485E-07
  12.800   1.937730E-05   2.179152E-07
  12.900   1.682105E-05   1.727125E-07
  13.000   1.460203E-05   1.368864E-07
  13.100   1.267574E-05   1.084917E-07
  13.200   1.100356E-05   8.598698E-08
  13.300   9.551978E-06   6.815049E-08
  13.400   8.325924E-06   5.566675E-08
  13.500   7.271966E-06   4.615297E-08
  13.600   6.351426E-06   3.826514E-08
  13.700   5.547414E-06   3.172540E-08
  13.800   4.845181E-06   2.630333E-08
  13.900   4.231841E-06   2.180793E-08
  14.000   3.696143E-06   1.808082E-08
  14.100   3.228257E-06   1.499070E-08
  14.200   2.819600E-06   1.242870E-08
  14.300   2.462674E-06   1.030456E-08
  14.400   2.150930E-06   8.543447E-09
  14.500   1.868234E-06   7.032029E-09
  14.600   1.601781E-06   5.690674E-09
  14.700   1.373330E-06   4.605181E-09
  14.800   1.177462E-06   3.726746E-09
  14.900   1.009528E-06   3.015871E-09
  15.000   8.655463E-07   2.440595E-09
  15.100   7.420994E-07   1.975053E-09
  15.200   6.362589E-07   1.598313E-09
  15.300   5.455137E-07   1.293436E-09
  15.400   4.677109E-07   1.046714E-09
  15.500   4.010045E-07   8.470537E-10
  15.600   3.438120E-07   6.854787E-10
  15.700   2.959652E-07   6.220283E-10
  15.800   2.550630E-07   5.827611E-10
  15.900   2.198135E-07   5.459727E-10
  16.000   1.894354E-07   5.115067E-10
  16.100   1.632556E-07   4.792164E-10
  16.200   1.406938E-07   4.489646E-10
  16.300   1.212500E-07   4.206225E-10
  16.400   1.044933E-07   3.940695E-10
  16.500   9.005243E-08   3.691928E-10
  16.600   7.760725E-08   3.458865E-10
  16.700   6.688198E-08   3.240515E-10
  16.800   5.824971E-08   3.044651E-10
  16.900   5.497487E-08   2.923712E-10
  17.000   5.188415E-08   2.807576E-10
  17.100   4.896719E-08   2.696054E-10
  17.200   4.621423E-08   2.588961E-10
  17.300   4.361603E-08   2.486122E-10
  17.400   4.116391E-08   2.387369E-10
  17.500   3.884965E-08   2.292538E-10
  17.600   3.666550E-08   2.201474E-10
  17.700   3.460414E-08   2.114027E-10
  17.800   3.265868E-08   2.030054E-10
  17.900   3.082259E-08   1.949416E-10
  18.000   2.964925E-08   1.898312E-10
  18.100   3.017991E-08   1.926801E-10
  18.200   3.072007E-08   1.955717E-10
  18.300   3.126990E-08   1.985067E-10
  18.400   3.182957E-08   2.014858E-10
  18.500   3.239926E-08   2.045096E-10
  18.600   3.297914E-08   2.075787E-10
  18.700   3.356940E-08   2.106939E-10
  18.800   3.417023E-08   2.138559E-10
  18.900   3.478180E-08   2.170653E-10
  19.000   3.540433E-08   2.203228E-10
  19.100   3.603800E-08   2.236293E-10
  19.200   3.660222E-08   2.262002E-10
  19.300   3.657909E-08   2.230596E-10
  19.400   3.655596E-08   2.199627E-10
  19.500   3.653286E-08   2.169087E-10
  19.600   3.650976E-08   2.138971E-10
  19.700   3.648668E-08   2.109274E-10
  19.800   3.646362E-08   2.079989E-10
  19.900   3.644057E-08   2.051110E-10
 Z= 102 A= 281  No beta2=-0.11 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.810439E-02   5.381976E-02
   0.100   8.810021E-02   5.368284E-02
   0.200   8.809603E-02   5.354626E-02
   0.300   8.809185E-02   5.341003E-02
   0.400   8.808895E-02   5.326452E-02
   0.500   8.810086E-02   5.300918E-02
   0.600   8.811276E-02   5.275507E-02
   0.700   8.817374E-02   5.241987E-02
   0.800   8.823576E-02   5.208512E-02
   0.900   8.830580E-02   5.174891E-02
   1.000   8.844047E-02   5.138589E-02
   1.100   8.857607E-02   5.102582E-02
   1.200   8.878336E-02   5.070927E-02
   1.300   8.899113E-02   5.039468E-02
   1.400   8.920560E-02   5.009743E-02
   1.500   8.945852E-02   4.989529E-02
   1.600   8.971187E-02   4.970059E-02
   1.700   8.995909E-02   4.966536E-02
   1.800   9.020698E-02   4.963016E-02
   1.900   9.044622E-02   4.962600E-02
   2.000   9.064073E-02   4.977243E-02
   2.100   9.082965E-02   4.993007E-02
   2.200   9.093898E-02   5.023208E-02
   2.300   9.104844E-02   5.053592E-02
   2.400   9.114088E-02   5.086090E-02
   2.500   9.116515E-02   5.126529E-02
   2.600   9.118411E-02   5.167486E-02
   2.700   9.115517E-02   5.210546E-02
   2.800   9.112624E-02   5.253965E-02
   2.900   9.109553E-02   5.296728E-02
   3.000   9.105888E-02   5.336423E-02
   3.100   9.102754E-02   5.375219E-02
   3.200   9.103173E-02   5.406236E-02
   3.300   9.103591E-02   5.437431E-02
   3.400   9.105750E-02   5.465911E-02
   3.500   9.112840E-02   5.486308E-02
   3.600   9.120909E-02   5.505141E-02
   3.700   9.134105E-02   5.515409E-02
   3.800   9.147319E-02   5.525695E-02
   3.900   9.161236E-02   5.534024E-02
   4.000   9.176841E-02   5.537546E-02
   4.100   9.191754E-02   5.540903E-02
   4.200   9.203629E-02   5.543551E-02
   4.300   9.215518E-02   5.546200E-02
   4.400   9.224532E-02   5.550427E-02
   4.500   9.227437E-02   5.557997E-02
   4.600   9.227603E-02   5.567513E-02
   4.700   9.218118E-02   5.583889E-02
   4.800   9.208644E-02   5.600314E-02
   4.900   9.194678E-02   5.619409E-02
   5.000   9.172429E-02   5.643436E-02
   5.100   9.147134E-02   5.667553E-02
   5.200   9.112690E-02   5.691733E-02
   5.300   9.078376E-02   5.716017E-02
   5.400   9.039865E-02   5.737119E-02
   5.500   8.994524E-02   5.752946E-02
   5.600   8.941038E-02   5.758108E-02
   5.700   8.879529E-02   5.751479E-02
   5.800   8.814629E-02   5.739429E-02
   5.900   8.735439E-02   5.706193E-02
   6.000   8.648350E-02   5.661302E-02
   6.100   8.543845E-02   5.592780E-02
   6.200   8.422570E-02   5.503083E-02
   6.300   8.294809E-02   5.404849E-02
   6.400   8.138493E-02   5.274279E-02
   6.500   7.968415E-02   5.129119E-02
   6.600   7.768534E-02   4.954175E-02
   6.700   7.543190E-02   4.756131E-02
   6.800   7.310746E-02   4.553171E-02
   6.900   7.038862E-02   4.317126E-02
   7.000   6.753346E-02   4.072843E-02
   7.100   6.434566E-02   3.805173E-02
   7.200   6.093415E-02   3.525001E-02
   7.300   5.754061E-02   3.252665E-02
   7.400   5.382477E-02   2.962765E-02
   7.500   5.010809E-02   2.680914E-02
   7.600   4.622644E-02   2.395976E-02
   7.700   4.232457E-02   2.119146E-02
   7.800   3.861720E-02   1.865316E-02
   7.900   3.485259E-02   1.617193E-02
   8.000   3.129013E-02   1.391813E-02
   8.100   2.782540E-02   1.181754E-02
   8.200   2.456338E-02   9.927882E-03
   8.300   2.161052E-02   8.299601E-03
   8.400   1.882837E-02   6.839103E-03
   8.500   1.633264E-02   5.598470E-03
   8.600   1.406364E-02   4.531136E-03
   8.700   1.204929E-02   3.638086E-03
   8.800   1.029966E-02   2.910316E-03
   8.900   8.754982E-03   2.306351E-03
   9.000   7.425658E-03   1.820823E-03
   9.100   6.279078E-03   1.429674E-03
   9.200   5.302312E-03   1.119321E-03
   9.300   4.474705E-03   8.751818E-04
   9.400   3.774000E-03   6.829310E-04
   9.500   3.183354E-03   5.326850E-04
   9.600   2.687342E-03   4.155317E-04
   9.700   2.271009E-03   3.242811E-04
   9.800   1.920113E-03   2.531187E-04
   9.900   1.626354E-03   1.976596E-04
  10.000   1.378730E-03   1.543398E-04
  10.100   1.170628E-03   1.204577E-04
  10.200   9.950394E-04   9.391074E-05
  10.300   8.462207E-04   7.317702E-05
  10.400   7.206103E-04   5.689301E-05
  10.500   6.139591E-04   4.417882E-05
  10.600   5.236676E-04   3.425040E-05
  10.700   4.470476E-04   2.654195E-05
  10.800   3.817929E-04   2.056446E-05
  10.900   3.265458E-04   1.596225E-05
  11.000   2.795228E-04   1.241268E-05
  11.100   2.396977E-04   9.705721E-06
  11.200   2.058951E-04   7.636293E-06
  11.300   1.769978E-04   6.025364E-06
  11.400   1.525558E-04   4.803960E-06
  11.500   1.316587E-04   3.848889E-06
  11.600   1.138950E-04   3.109314E-06
  11.700   9.869089E-05   2.522331E-06
  11.800   8.558144E-05   2.050059E-06
  11.900   7.435640E-05   1.668293E-06
  12.000   6.464334E-05   1.355512E-06
  12.100   5.625069E-05   1.095724E-06
  12.200   4.895911E-05   8.795337E-07
  12.300   4.261718E-05   7.037057E-07
  12.400   3.709117E-05   5.563969E-07
  12.500   3.227187E-05   4.403438E-07
  12.600   2.807473E-05   3.486927E-07
  12.700   2.442344E-05   2.761174E-07
  12.800   2.124703E-05   2.186476E-07
  12.900   1.848373E-05   1.731393E-07
  13.000   1.607982E-05   1.371029E-07
  13.100   1.398854E-05   1.085669E-07
  13.200   1.216925E-05   8.597030E-08
  13.300   1.058657E-05   6.807684E-08
  13.400   9.239532E-06   5.534513E-08
  13.500   8.083173E-06   4.587828E-08
  13.600   7.071537E-06   3.803074E-08
  13.700   6.186510E-06   3.152553E-08
  13.800   5.412247E-06   2.613305E-08
  13.900   4.734886E-06   2.166296E-08
  14.000   4.142299E-06   1.795748E-08
  14.100   3.623876E-06   1.488583E-08
  14.200   3.170336E-06   1.233959E-08
  14.300   2.773557E-06   1.022889E-08
  14.400   2.426437E-06   8.479223E-09
  14.500   2.114462E-06   6.992835E-09
  14.600   1.813778E-06   5.649014E-09
  14.700   1.555852E-06   4.563437E-09
  14.800   1.334605E-06   3.686476E-09
  14.900   1.144819E-06   2.978042E-09
  15.000   9.820218E-07   2.405749E-09
  15.100   8.423747E-07   1.943433E-09
  15.200   7.225860E-07   1.569962E-09
  15.300   6.198317E-07   1.268260E-09
  15.400   5.316894E-07   1.024537E-09
  15.500   4.560813E-07   8.276509E-10
  15.600   3.912249E-07   6.686003E-10
  15.700   3.349076E-07   5.975451E-10
  15.800   2.864159E-07   5.606664E-10
  15.900   2.449454E-07   5.260637E-10
  16.000   2.094795E-07   4.935966E-10
  16.100   1.791487E-07   4.631332E-10
  16.200   1.532095E-07   4.345500E-10
  16.300   1.310261E-07   4.077308E-10
  16.400   1.120547E-07   3.825669E-10
  16.500   9.583014E-08   3.589560E-10
  16.600   8.195477E-08   3.368022E-10
  16.700   7.008844E-08   3.160158E-10
  16.800   5.995338E-08   2.965261E-10
