Level_Number,Level_Energy,Protons,Neutrons,Atomic_Mass_Micro,Element_w_A,Level_Energy_SQRT,Level_Number_SQRT
9,5.3364,8,10,17999159.61284,18O,2.310064934152285,3.0
10,5.3778,8,10,17999159.61284,18O,2.31900840878165,3.1622776601683795
11,5.53024,8,10,17999159.61284,18O,2.3516462318979867,3.3166247903554
12,6.19822,8,10,17999159.61284,18O,2.4896224613382647,3.4641016151377544
13,6.3513,8,10,17999159.61284,18O,2.5201785651020843,3.605551275463989
14,6.4044,8,10,17999159.61284,18O,2.5306916050755768,3.7416573867739413
15,6.88045,8,10,17999159.61284,18O,2.623061188763998,3.872983346207417
16,7.1169,8,10,17999159.61284,18O,2.667751862523949,4.0
17,7.6159,8,10,17999159.61284,18O,2.759692011801317,4.123105625617661
18,7.77107,8,10,17999159.61284,18O,2.7876638965269827,4.242640687119285
19,7.864,8,10,17999159.61284,18O,2.8042824394129777,4.358898943540674
20,7.977,8,10,17999159.61284,18O,2.824358334206196,4.47213595499958
21,8.0378,8,10,17999159.61284,18O,2.8351014091210214,4.58257569495584
22,8.125,8,10,17999159.61284,18O,2.850438562747845,4.69041575982343
23,8.213,8,10,17999159.61284,18O,2.865833212174079,4.795831523312719
24,8.282,8,10,17999159.61284,18O,2.877846417027844,4.898979485566356
25,8.41,8,10,17999159.61284,18O,2.9,5.0
26,8.521,8,10,17999159.61284,18O,2.919075196016711,5.0990195135927845
27,8.66,8,10,17999159.61284,18O,2.9427877939124323,5.196152422706632
28,8.817,8,10,17999159.61284,18O,2.9693433617552554,5.291502622129181
29,8.955,8,10,17999159.61284,18O,2.9924906014890005,5.385164807134504
30,9.0,8,10,17999159.61284,18O,3.0,5.477225575051661
31,9.03,8,10,17999159.61284,18O,3.004995840263344,5.5677643628300215
32,9.1,8,10,17999159.61284,18O,3.0166206257996713,5.656854249492381
1,0.0,9,10,18998000.0,19F,0.0,1.0
2,0.109894,9,10,18998000.0,19F,0.3315026395068371,1.4142135623730951
3,0.197143,9,10,18998000.0,19F,0.4440078828129068,1.7320508075688772
4,1.3456700000000001,9,10,18998000.0,19F,1.1600301720214006,2.0
5,1.4587,9,10,18998000.0,19F,1.2077665337307537,2.23606797749979
6,1.554038,9,10,18998000.0,19F,1.2466106048000716,2.449489742783178
7,2.779849,9,10,18998000.0,19F,1.6672879175475361,2.6457513110645907
8,3.9081699999999997,9,10,18998000.0,19F,1.9769092037825104,2.8284271247461903
9,3.9987,9,10,18998000.0,19F,1.9996749735894581,3.0
10,4.0325,9,10,18998000.0,19F,2.0081085628023203,3.1622776601683795
11,4.3777,9,10,18998000.0,19F,2.092295390235327,3.3166247903554
12,4.5499,9,10,18998000.0,19F,2.1330494602798127,3.4641016151377544
13,4.5561,9,10,18998000.0,19F,2.1345022839060164,3.605551275463989
14,4.648,9,10,18998000.0,19F,2.1559220765138982,3.7416573867739413
15,4.6825,9,10,18998000.0,19F,2.1639085008382404,3.872983346207417
16,5.1066,9,10,18998000.0,19F,2.259778750231978,4.0
17,5.337,9,10,18998000.0,19F,2.3101947969814147,4.123105625617661
18,5.418,9,10,18998000.0,19F,2.3276597689524987,4.242640687119285
19,5.4635,9,10,18998000.0,19F,2.33741309998896,4.358898943540674
20,5.5007,9,10,18998000.0,19F,2.3453571156649047,4.47213595499958
21,5.535,9,10,18998000.0,19F,2.3526580712037184,4.58257569495584
22,5.621,9,10,18998000.0,19F,2.3708648211148606,4.69041575982343
23,5.938,9,10,18998000.0,19F,2.436801181877586,4.795831523312719
24,6.07,9,10,18998000.0,19F,2.463736998950984,4.898979485566356
25,6.088,9,10,18998000.0,19F,2.4673872821265816,5.0
26,6.1,9,10,18998000.0,19F,2.4698178070456938,5.0990195135927845
27,6.1606,9,10,18998000.0,19F,2.4820555996995717,5.196152422706632
28,6.255,9,10,18998000.0,19F,2.50099980007996,5.291502622129181
29,6.282,9,10,18998000.0,19F,2.506391828904651,5.385164807134504
30,6.33,9,10,18998000.0,19F,2.515949125081825,5.477225575051661
31,6.429,9,10,18998000.0,19F,2.535547278202479,5.5677643628300215
32,6.4967,9,10,18998000.0,19F,2.5488624913870894,5.656854249492381
33,6.5,9,10,18998000.0,19F,2.5495097567963922,5.744562646538029
34,6.5275,9,10,18998000.0,19F,2.5548972582082436,5.830951894845301
35,6.554,9,10,18998000.0,19F,2.5600781238079438,5.916079783099616
36,6.592,9,10,18998000.0,19F,2.567489045740994,6.0
37,6.787,9,10,18998000.0,19F,2.605187133393684,6.082762530298219
38,6.8384,9,10,18998000.0,19F,2.6150334605889847,6.164414002968976
39,6.891,9,10,18998000.0,19F,2.6250714275996376,6.244997998398398
40,6.9265,9,10,18998000.0,19F,2.6318244622314766,6.324555320336759
41,6.989,9,10,18998000.0,19F,2.6436716891475007,6.4031242374328485
42,7.114,9,10,18998000.0,19F,2.667208278331484,6.48074069840786
43,7.1662,9,10,18998000.0,19F,2.6769759057563443,6.557438524302
44,7.262,9,10,18998000.0,19F,2.69480982631428,6.6332495807108
45,7.364,9,10,18998000.0,19F,2.7136691028937188,6.708203932499369
46,7.5396,9,10,18998000.0,19F,2.745833206879107,6.782329983125268
47,7.56,9,10,18998000.0,19F,2.749545416973504,6.855654600401044
48,7.587,9,10,18998000.0,19F,2.754450943473127,6.928203230275509
49,7.6606,9,10,18998000.0,19F,2.767778892903116,7.0
50,7.702,9,10,18998000.0,19F,2.7752477366894652,7.0710678118654755
51,7.74,9,10,18998000.0,19F,2.7820855486487113,7.14142842854285
52,7.9,9,10,18998000.0,19F,2.8106938645110393,7.211102550927978
53,7.929,9,10,18998000.0,19F,2.8158480072617555,7.280109889280518
54,7.937,9,10,18998000.0,19F,2.8172681803477637,7.3484692283495345
55,8.014,9,10,18998000.0,19F,2.830900916669462,7.416198487095663
56,8.084,9,10,18998000.0,19F,2.8432375911977528,7.483314773547883
57,8.1377,9,10,18998000.0,19F,2.852665420269261,7.54983443527075
58,8.16,9,10,18998000.0,19F,2.85657137141714,7.615773105863909
59,8.199,9,10,18998000.0,19F,2.863389599757602,7.681145747868608
60,8.2543,9,10,18998000.0,19F,2.873029759678796,7.745966692414834
61,8.288,9,10,18998000.0,19F,2.8788886744714532,7.810249675906654
62,8.31,9,10,18998000.0,19F,2.882707061079915,7.874007874011811
63,8.37,9,10,18998000.0,19F,2.8930952282978866,7.937253933193772
64,8.5835,9,10,18998000.0,19F,2.929761082409281,8.0
65,8.5919,9,10,18998000.0,19F,2.9311942958459785,8.06225774829855
66,8.629,9,10,18998000.0,19F,2.9375159574034657,8.12403840463596
67,8.65,9,10,18998000.0,19F,2.9410882339705484,8.18535277187245
1,0.0,10,10,20180000.0,20Ne,0.0,1.0
2,1.633674,10,10,20180000.0,20Ne,1.2781525730522159,1.4142135623730951
3,4.2477,10,10,20180000.0,20Ne,2.0609949053794385,1.7320508075688772
4,4.9665099999999995,10,10,20180000.0,20Ne,2.2285668040245055,2.0
5,5.6214,10,10,20180000.0,20Ne,2.3709491770175086,2.23606797749979
6,5.7877,10,10,20180000.0,20Ne,2.4057639119414858,2.449489742783178
7,6.706,10,10,20180000.0,20Ne,2.5895945628611443,2.6457513110645907
8,6.725,10,10,20180000.0,20Ne,2.593260495977988,2.8284271247461903
9,7.004,10,10,20180000.0,20Ne,2.6465071320516027,3.0
10,7.1563,10,10,20180000.0,20Ne,2.6751261652490337,3.1622776601683795
11,7.191,10,10,20180000.0,20Ne,2.6816039976103854,3.3166247903554
12,7.4219,10,10,20180000.0,20Ne,2.7243164280237346,3.4641016151377544
13,7.8334,10,10,20180000.0,20Ne,2.798821180425788,3.605551275463989
14,8.453,10,10,20180000.0,20Ne,2.9074043406447614,3.7416573867739413
15,8.7,10,10,20180000.0,20Ne,2.949576240750525,3.872983346207417
16,8.708,10,10,20180000.0,20Ne,2.950932056147684,4.0
17,8.7776,10,10,20180000.0,20Ne,2.962701469942593,4.123105625617661
18,8.82,10,10,20180000.0,20Ne,2.9698484809834995,4.242640687119285
19,8.854,10,10,20180000.0,20Ne,2.975567172826048,4.358898943540674
20,9.0,10,10,20180000.0,20Ne,3.0,4.47213595499958
21,9.031,10,10,20180000.0,20Ne,3.0051622252384314,4.58257569495584
22,9.116,10,10,20180000.0,20Ne,3.0192714352969325,4.69041575982343
23,9.196,10,10,20180000.0,20Ne,3.0324907254598488,4.795831523312719
24,9.318,10,10,20180000.0,20Ne,3.0525399260288144,4.898979485566356
25,9.487,10,10,20180000.0,20Ne,3.080097401057311,5.0
26,9.873,10,10,20180000.0,20Ne,3.142133033466279,5.0990195135927845
27,9.935,10,10,20180000.0,20Ne,3.1519835024948972,5.196152422706632
28,9.99,10,10,20180000.0,20Ne,3.1606961258558215,5.291502622129181
29,10.262,10,10,20180000.0,20Ne,3.203435655667209,5.385164807134504
30,10.2732,10,10,20180000.0,20Ne,3.205183302090537,5.477225575051661
31,10.406,10,10,20180000.0,20Ne,3.22583322569534,5.5677643628300215
32,10.553,10,10,20180000.0,20Ne,3.2485381327606424,5.656854249492381
33,10.584,10,10,20180000.0,20Ne,3.25330601081423,5.744562646538029
34,10.609,10,10,20180000.0,20Ne,3.2571459899734307,5.830951894845301
35,10.694,10,10,20180000.0,20Ne,3.2701681913932195,5.916079783099616
36,10.8,10,10,20180000.0,20Ne,3.286335345030997,6.0
37,10.84,10,10,20180000.0,20Ne,3.2924155266308657,6.082762530298219
38,10.843,10,10,20180000.0,20Ne,3.2928710876680247,6.164414002968976
39,10.884,10,10,20180000.0,20Ne,3.299090783837268,6.244997998398398
40,10.917,10,10,20180000.0,20Ne,3.3040883765420075,6.324555320336759
41,10.94,10,10,20180000.0,20Ne,3.3075670817082456,6.4031242374328485
42,10.97,10,10,20180000.0,20Ne,3.312099032335839,6.48074069840786
43,11.02,10,10,20180000.0,20Ne,3.3196385345395663,6.557438524302
44,11.09,10,10,20180000.0,20Ne,3.3301651610693423,6.6332495807108
45,11.116,10,10,20180000.0,20Ne,3.334066586017742,6.708203932499369
46,11.24,10,10,20180000.0,20Ne,3.352610922848042,6.782329983125268
47,11.2623,10,10,20180000.0,20Ne,3.3559350410876547,6.855654600401044
48,11.27,10,10,20180000.0,20Ne,3.357082066318904,6.928203230275509
49,11.32,10,10,20180000.0,20Ne,3.3645207682521443,7.0
1,0.0,10,11,20993846.685,21Ne,0.0,1.0
2,0.350727,10,11,20993846.685,21Ne,0.5922220867208517,1.4142135623730951
3,1.745911,10,11,20993846.685,21Ne,1.3213292549550244,1.7320508075688772
4,2.78823,10,11,20993846.685,21Ne,1.6697993891482892,2.0
5,2.7941599999999998,10,11,20993846.685,21Ne,1.6715741084379119,2.23606797749979
6,2.8666,10,11,20993846.685,21Ne,1.6931036589648019,2.449489742783178
7,3.66264,10,11,20993846.685,21Ne,1.9138024976470274,2.6457513110645907
8,3.73559,10,11,20993846.685,21Ne,1.9327674459178994,2.8284271247461903
9,3.8839599999999996,10,11,20993846.685,21Ne,1.970776496713922,3.0
10,4.4318,10,11,20993846.685,21Ne,2.1051840774621113,3.1622776601683795
11,4.52586,10,11,20993846.685,21Ne,2.127406872227313,3.3166247903554
12,4.68456,10,11,20993846.685,21Ne,2.1643844390495883,3.4641016151377544
13,4.72534,10,11,20993846.685,21Ne,2.173784717951619,3.605551275463989
14,5.3352,10,11,20993846.685,21Ne,2.309805186590419,3.7416573867739413
15,5.4318,10,11,20993846.685,21Ne,2.3306222345116336,3.872983346207417
16,5.5498,10,11,20993846.685,21Ne,2.3558013498595334,4.0
17,5.6308,10,11,20993846.685,21Ne,2.3729306774535153,4.123105625617661
18,5.689769999999999,10,11,20993846.685,21Ne,2.3853238773801766,4.242640687119285
19,5.7737,10,11,20993846.685,21Ne,2.402852471542937,4.358898943540674
20,5.8187,10,11,20993846.685,21Ne,2.4121981676470945,4.47213595499958
21,5.8209,10,11,20993846.685,21Ne,2.412654140153536,4.58257569495584
22,5.99261,10,11,20993846.685,21Ne,2.4479808005783052,4.69041575982343
23,6.0333,10,11,20993846.685,21Ne,2.456277671599854,4.795831523312719
24,6.1752,10,11,20993846.685,21Ne,2.4849949698138225,4.898979485566356
25,6.2603,10,11,20993846.685,21Ne,2.5020591519786257,5.0
26,6.2667,10,11,20993846.685,21Ne,2.503337771855808,5.0990195135927845
27,6.4119,10,11,20993846.685,21Ne,2.5321729798732155,5.196152422706632
28,6.4483,10,11,20993846.685,21Ne,2.5393503106109643,5.291502622129181
29,6.5435,10,11,20993846.685,21Ne,2.5580265831300504,5.385164807134504
30,6.5542,10,11,20993846.685,21Ne,2.560117184817914,5.477225575051661
31,6.6077,10,11,20993846.685,21Ne,2.570544689360603,5.5677643628300215
32,6.6398,10,11,20993846.685,21Ne,2.57678093752651,5.656854249492381
33,6.7493,10,11,20993846.685,21Ne,2.597941492797711,5.744562646538029
34,6.857,10,11,20993846.685,21Ne,2.6185874054535585,5.830951894845301
35,6.9005,10,11,20993846.685,21Ne,2.6268802789621,5.916079783099616
36,7.0067,10,11,20993846.685,21Ne,2.6470171892150605,6.0
37,7.0226,10,11,20993846.685,21Ne,2.650018867857359,6.082762530298219
38,7.0421,10,11,20993846.685,21Ne,2.6536955364170924,6.164414002968976
39,7.109,10,11,20993846.685,21Ne,2.6662708039507166,6.244997998398398
40,7.154,10,11,20993846.685,21Ne,2.674696244435992,6.324555320336759
41,7.211,10,11,20993846.685,21Ne,2.685330519693991,6.4031242374328485
42,7.226,10,11,20993846.685,21Ne,2.6881220210399674,6.48074069840786
43,7.294,10,11,20993846.685,21Ne,2.700740639158081,6.557438524302
44,7.32,10,11,20993846.685,21Ne,2.705549851693737,6.6332495807108
45,7.3569,10,11,20993846.685,21Ne,2.712360595496108,6.708203932499369
46,7.4228,10,11,20993846.685,21Ne,2.7244816020667124,6.782329983125268
47,7.465,10,11,20993846.685,21Ne,2.73221521846285,6.855654600401044
48,7.547,10,11,20993846.685,21Ne,2.7471803726730433,6.928203230275509
49,7.6,10,11,20993846.685,21Ne,2.756809750418044,7.0
50,7.627,10,11,20993846.685,21Ne,2.7617023735370183,7.0710678118654755
51,7.6491,10,11,20993846.685,21Ne,2.76570063455899,7.14142842854285
52,7.74,10,11,20993846.685,21Ne,2.7820855486487113,7.211102550927978
53,7.81,10,11,20993846.685,21Ne,2.794637722496424,7.280109889280518
54,7.9603,10,11,20993846.685,21Ne,2.8214003615226253,7.3484692283495345
55,7.979,10,11,20993846.685,21Ne,2.8247123747383553,7.416198487095663
56,7.9821,10,11,20993846.685,21Ne,2.825261049885479,7.483314773547883
57,8.008,10,11,20993846.685,21Ne,2.8298409849318387,7.54983443527075
58,8.062,10,11,20993846.685,21Ne,2.8393661264444217,7.615773105863909
59,8.1549,10,11,20993846.685,21Ne,2.8556785533389433,7.681145747868608
60,8.2222,10,11,20993846.685,21Ne,2.8674378807569663,7.745966692414834
61,8.2412,10,11,20993846.685,21Ne,2.8707490311763584,7.810249675906654
62,8.287,10,11,20993846.685,21Ne,2.878714991102801,7.874007874011811
63,8.303,10,11,20993846.685,21Ne,2.881492668739589,7.937253933193772
64,8.36,10,11,20993846.685,21Ne,2.891366458960192,8.0
65,8.402,10,11,20993846.685,21Ne,2.898620361482338,8.06225774829855
66,8.43,10,11,20993846.685,21Ne,2.903446228191595,8.12403840463596
67,8.465,10,11,20993846.685,21Ne,2.909467305195231,8.18535277187245
68,8.522,10,11,20993846.685,21Ne,2.9192464781172554,8.246211251235321
69,8.591,10,11,20993846.685,21Ne,2.93104077078433,8.306623862918075
70,8.6645,10,11,20993846.685,21Ne,2.9435522757375994,8.366600265340756
71,8.68,10,11,20993846.685,21Ne,2.946183972531247,8.426149773176359
1,0.0,10,12,21991385.109,22Ne,0.0,1.0
2,1.274577,10,12,21991385.109,22Ne,1.1289716559772438,1.4142135623730951
3,3.3577,10,12,21991385.109,22Ne,1.8324027941476186,1.7320508075688772
4,4.4558,10,12,21991385.109,22Ne,2.1108765951613564,2.0
5,5.1463,10,12,21991385.109,22Ne,2.268545789707583,2.23606797749979
6,5.3318,10,12,21991385.109,22Ne,2.3090690764894846,2.449489742783178
7,5.3632,10,12,21991385.109,22Ne,2.3158583721808204,2.6457513110645907
8,5.5237,10,12,21991385.109,22Ne,2.3502553052806836,2.8284271247461903
9,5.6414,10,12,21991385.109,22Ne,2.3751631522908063,3.0
10,5.9101,10,12,21991385.109,22Ne,2.4310697233933873,3.1622776601683795
11,6.1201,10,12,21991385.109,22Ne,2.4738835865901208,3.3166247903554
12,6.2343,10,12,21991385.109,22Ne,2.4968580255993733,3.4641016151377544
13,6.3103,10,12,21991385.109,22Ne,2.5120310507635053,3.605551275463989
14,6.3465,10,12,21991385.109,22Ne,2.5192260716339057,3.7416573867739413
15,6.6354,10,12,21991385.109,22Ne,2.5759270175996836,3.872983346207417
16,6.691,10,12,21991385.109,22Ne,2.586696735220424,4.0
17,6.8194,10,12,21991385.109,22Ne,2.611398092976251,4.123105625617661
18,6.8555,10,12,21991385.109,22Ne,2.6183009758238263,4.242640687119285
19,6.9003,10,12,21991385.109,22Ne,2.626842210716129,4.358898943540674
20,7.0509,10,12,21991385.109,22Ne,2.655353083866626,4.47213595499958
21,7.3407,10,12,21991385.109,22Ne,2.709372621106222,4.58257569495584
22,7.3428,10,12,21991385.109,22Ne,2.709760136986298,4.69041575982343
23,7.4059,10,12,21991385.109,22Ne,2.7213783272452217,4.795831523312719
24,7.4221,10,12,21991385.109,22Ne,2.724353134232051,4.898979485566356
25,7.469,10,12,21991385.109,22Ne,2.7329471271870593,5.0
26,7.491,10,12,21991385.109,22Ne,2.736969126607021,5.0990195135927845
27,7.643,10,12,21991385.109,22Ne,2.764597619907823,5.196152422706632
28,7.6648,10,12,21991385.109,22Ne,2.7685375200636164,5.291502622129181
29,7.722,10,12,21991385.109,22Ne,2.778848682458259,5.385164807134504
30,7.9226,10,12,21991385.109,22Ne,2.8147113528743937,5.477225575051661
31,8.0764,10,12,21991385.109,22Ne,2.8419007723704923,5.5677643628300215
32,8.1343,10,12,21991385.109,22Ne,2.852069424119967,5.656854249492381
33,8.1618,10,12,21991385.109,22Ne,2.8568864170631634,5.744562646538029
34,8.3759,10,12,21991385.109,22Ne,2.8941147178368722,5.830951894845301
35,8.452,10,12,21991385.109,22Ne,2.9072323608545636,5.916079783099616
36,8.4887,10,12,21991385.109,22Ne,2.9135373689039925,6.0
37,8.553,10,12,21991385.109,22Ne,2.924551247627574,6.082762530298219
38,8.573,10,12,21991385.109,22Ne,2.9279685790663805,6.164414002968976
39,8.596,10,12,21991385.109,22Ne,2.9318935860634507,6.244997998398398
40,8.74,10,12,21991385.109,22Ne,2.9563490998188966,6.324555320336759
41,8.8549,10,12,21991385.109,22Ne,2.975718400655546,6.4031242374328485
42,8.899,10,12,21991385.109,22Ne,2.9831191729463304,6.48074069840786
43,8.976,10,12,21991385.109,22Ne,2.995997329771841,6.557438524302
44,9.045,10,12,21991385.109,22Ne,3.0074906483645134,6.6332495807108
45,9.097,10,12,21991385.109,22Ne,3.0161233396530718,6.708203932499369
46,9.162,10,12,21991385.109,22Ne,3.026879581351065,6.782329983125268
47,9.1774,10,12,21991385.109,22Ne,3.0294223871886867,6.855654600401044
48,9.178,10,12,21991385.109,22Ne,3.029521414349138,6.928203230275509
49,9.229,10,12,21991385.109,22Ne,3.0379269247300864,7.0
50,9.25,10,12,21991385.109,22Ne,3.0413812651491097,7.0710678118654755
1,0.0,10,15,24997814.799000002,25Ne,0.0,1.0
1,0.0,11,11,21994437.418,22Na,0.0,1.0
2,0.58311,11,11,21994437.418,22Na,0.7636163958428341,1.4142135623730951
3,0.6571600000000001,11,11,21994437.418,22Na,0.8106540569194729,1.7320508075688772
4,0.89081,11,11,21994437.418,22Na,0.9438273147138728,2.0
5,1.52814,11,11,21994437.418,22Na,1.2361795986020803,2.23606797749979
6,1.93645,11,11,21994437.418,22Na,1.3915638684587928,2.449489742783178
7,1.95213,11,11,21994437.418,22Na,1.3971864585659282,2.6457513110645907
8,1.9833599999999998,11,11,21994437.418,22Na,1.4083181458747167,2.8284271247461903
9,2.21163,11,11,21994437.418,22Na,1.4871550020088693,3.0
10,2.5717,11,11,21994437.418,22Na,1.603652081967906,3.1622776601683795
11,2.969,11,11,21994437.418,22Na,1.7230786401090346,3.3166247903554
12,3.0603700000000003,11,11,21994437.418,22Na,1.7493913227177047,3.4641016151377544
13,3.5196699999999996,11,11,21994437.418,22Na,1.8760783565725605,3.605551275463989
14,3.7069,11,11,21994437.418,22Na,1.9253311403496283,3.7416573867739413
15,3.9444,11,11,21994437.418,22Na,1.9860513588525348,3.872983346207417
16,4.07156,11,11,21994437.418,22Na,2.017810694787794,4.0
17,4.2962,11,11,21994437.418,22Na,2.072727671451317,4.123105625617661
18,4.3197,11,11,21994437.418,22Na,2.07838879904603,4.242640687119285
19,4.36057,11,11,21994437.418,22Na,2.0881977875670685,4.358898943540674
20,4.4685,11,11,21994437.418,22Na,2.113882683594338,4.47213595499958
21,4.5239,11,11,21994437.418,22Na,2.1269461676309533,4.58257569495584
22,4.5828,11,11,21994437.418,22Na,2.140747532989353,4.69041575982343
23,4.622,11,11,21994437.418,22Na,2.149883717785685,4.795831523312719
24,4.7104,11,11,21994437.418,22Na,2.170345594600086,4.898979485566356
25,4.771,11,11,21994437.418,22Na,2.1842618890600094,5.0
26,5.063,11,11,21994437.418,22Na,2.2501111083677623,5.0990195135927845
27,5.1009,11,11,21994437.418,22Na,2.258517212686235,5.196152422706632
28,5.131,11,11,21994437.418,22Na,2.2651710752170575,5.291502622129181
29,5.174,11,11,21994437.418,22Na,2.274642829105264,5.385164807134504
30,5.318,11,11,21994437.418,22Na,2.306078923194087,5.477225575051661
31,5.442,11,11,21994437.418,22Na,2.332809465001375,5.5677643628300215
32,5.603,11,11,21994437.418,22Na,2.367065694060898,5.656854249492381
33,5.7,11,11,21994437.418,22Na,2.3874672772626644,5.744562646538029
34,5.725,11,11,21994437.418,22Na,2.39269722280108,5.830951894845301
35,5.739,11,11,21994437.418,22Na,2.395621005084068,5.916079783099616
36,5.832,11,11,21994437.418,22Na,2.414953415699773,6.0
37,5.863,11,11,21994437.418,22Na,2.421363252384904,6.082762530298219
38,5.92,11,11,21994437.418,22Na,2.4331050121192876,6.164414002968976
39,5.959,11,11,21994437.418,22Na,2.441106306574951,6.244997998398398
