Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
18,  0.969400 ,  1.5,  1,133Ba,56,77,132906007.325
19,  1.021584 ,  1.5,  1,133Ba,56,77,132906007.325
20,  1.066800 ,  2.5,  1,133Ba,56,77,132906007.325
21,  1.111200 ,  3.5, -1,133Ba,56,77,132906007.325
22,  1.112346 ,  1.5,  1,133Ba,56,77,132906007.325
23,  1.211792 ,  1.5,  1,133Ba,56,77,132906007.325
24,  1.247700 ,  0.5,  1,133Ba,56,77,132906007.325
25,  1.271300 ,  3.5, -1,133Ba,56,77,132906007.325
26,  1.283959 ,  1.5, -1,133Ba,56,77,132906007.325
27,  1.329319 ,  2.5,  1,133Ba,56,77,132906007.325
28,  1.329500 ,  3.5, -1,133Ba,56,77,132906007.325
29,  1.352760 ,  3.5,  1,133Ba,56,77,132906007.325
30,  1.375650 ,  5.5,  1,133Ba,56,77,132906007.325
31,  1.501500 ,  2.5,  1,133Ba,56,77,132906007.325
32,  1.528640 ,  2.5,  1,133Ba,56,77,132906007.325
33,  1.528990 ,  7.5, -1,133Ba,56,77,132906007.325
34,  1.532400 ,  1.5,  1,133Ba,56,77,132906007.325
35,  1.563399 ,  2.5,  1,133Ba,56,77,132906007.325
36,  1.582700 ,  0.5, -1,133Ba,56,77,132906007.325
37,  1.620580 ,  2.5,  1,133Ba,56,77,132906007.325
38,  1.633080 ,  6.5,  1,133Ba,56,77,132906007.325
39,  1.689750 ,  2.5, -1,133Ba,56,77,132906007.325
40,  1.706930 ,  2.5,  1,133Ba,56,77,132906007.325
41,  1.712750 ,  8.5, -1,133Ba,56,77,132906007.325
42,  1.769610 ,  1.5,  1,133Ba,56,77,132906007.325
43,  1.770900 ,  2.5, -1,133Ba,56,77,132906007.325
1,  0.000000 ,  0.0,  1,134Ba,56,78,133904508.399
2,  0.604722 ,  2.0,  1,134Ba,56,78,133904508.399
3,  1.167968 ,  2.0,  1,134Ba,56,78,133904508.399
4,  1.400590 ,  4.0,  1,134Ba,56,78,133904508.399
5,  1.643336 ,  3.0,  1,134Ba,56,78,133904508.399
6,  1.760555 ,  0.0,  1,134Ba,56,78,133904508.399
7,  1.969921 ,  4.0,  1,134Ba,56,78,133904508.399
8,  1.986350 ,  5.0, -1,134Ba,56,78,133904508.399
9,  2.029242 ,  2.0,  1,134Ba,56,78,133904508.399
10,  2.088288 ,  2.0,  1,134Ba,56,78,133904508.399
11,  2.118195 ,  4.0,  1,134Ba,56,78,133904508.399
12,  2.159683 ,  0.0,  1,134Ba,56,78,133904508.399
13,  2.164620 ,  4.0,  1,134Ba,56,78,133904508.399
14,  2.211300 ,  6.0,  1,134Ba,56,78,133904508.399
15,  2.244990 ,  2.0,  1,134Ba,56,78,133904508.399
16,  2.254950 ,  3.0, -1,134Ba,56,78,133904508.399
17,  2.271570 ,  7.0, -1,134Ba,56,78,133904508.399
18,  2.279870 ,  2.0, -1,134Ba,56,78,133904508.399
19,  2.285340 ,  5.0,  1,134Ba,56,78,133904508.399
20,  2.299700 ,  6.0,  1,134Ba,56,78,133904508.399
21,  2.311000 ,  1.0, -1,134Ba,56,78,133904508.399
22,  2.334760 ,  2.0,  1,134Ba,56,78,133904508.399
23,  2.336820 ,  0.0,  1,134Ba,56,78,133904508.399
24,  2.371020 ,  2.0,  1,134Ba,56,78,133904508.399
25,  2.377100 ,  6.0,  1,134Ba,56,78,133904508.399
26,  2.379112 ,  0.0,  1,134Ba,56,78,133904508.399
27,  2.464280 ,  2.0,  1,134Ba,56,78,133904508.399
28,  2.469580 ,  5.0,  1,134Ba,56,78,133904508.399
29,  2.479000 ,  4.0,  1,134Ba,56,78,133904508.399
30,  2.480340 ,  2.0, -1,134Ba,56,78,133904508.399
31,  2.488434 ,  0.0,  1,134Ba,56,78,133904508.399
32,  2.506260 ,  4.0,  1,134Ba,56,78,133904508.399
33,  2.531310 ,  5.0, -1,134Ba,56,78,133904508.399
34,  2.536910 ,  2.0, -1,134Ba,56,78,133904508.399
35,  2.564712 ,  2.0,  1,134Ba,56,78,133904508.399
36,  2.570870 ,  1.0,  1,134Ba,56,78,133904508.399
37,  2.574310 ,  2.0,  1,134Ba,56,78,133904508.399
38,  2.599880 ,  2.0,  1,134Ba,56,78,133904508.399
39,  2.656230 ,  2.0,  1,134Ba,56,78,133904508.399
40,  2.661880 ,  3.0, -1,134Ba,56,78,133904508.399
41,  2.677760 ,  4.0, -1,134Ba,56,78,133904508.399
42,  2.696580 ,  2.0, -1,134Ba,56,78,133904508.399
43,  2.729230 ,  2.0,  1,134Ba,56,78,133904508.399
44,  2.747965 ,  2.0,  1,134Ba,56,78,133904508.399
45,  2.758900 ,  1.0,  1,134Ba,56,78,133904508.399
46,  2.760740 ,  1.0,  1,134Ba,56,78,133904508.399
47,  2.773730 ,  4.0,  1,134Ba,56,78,133904508.399
48,  2.779900 ,  3.0, -1,134Ba,56,78,133904508.399
49,  2.806000 ,  1.0, -1,134Ba,56,78,133904508.399
50,  2.823720 ,  1.0, -1,134Ba,56,78,133904508.399
51,  2.828500 ,  2.0,  1,134Ba,56,78,133904508.399
52,  2.835900 ,  8.0,  1,134Ba,56,78,133904508.399
53,  2.851260 ,  2.0,  1,134Ba,56,78,133904508.399
54,  2.874000 ,  0.0,  1,134Ba,56,78,133904508.399
55,  2.876890 ,  3.0,  1,134Ba,56,78,133904508.399
56,  2.887040 ,  1.0, -1,134Ba,56,78,133904508.399
57,  2.913100 ,  8.0, -1,134Ba,56,78,133904508.399
58,  2.917610 ,  2.0, -1,134Ba,56,78,133904508.399
59,  2.925990 ,  5.0, -1,134Ba,56,78,133904508.399
60,  2.938930 ,  1.0,  1,134Ba,56,78,133904508.399
61,  2.943900 ,  4.0,  1,134Ba,56,78,133904508.399
62,  2.950560 ,  4.0, -1,134Ba,56,78,133904508.399
63,  2.957200 , 10.0,  1,134Ba,56,78,133904508.399
64,  2.996000 ,  0.0,  1,134Ba,56,78,133904508.399
65,  3.004410 ,  1.0,  1,134Ba,56,78,133904508.399
66,  3.011000 ,  1.0,  1,134Ba,56,78,133904508.399
67,  3.011700 ,  5.0,  1,134Ba,56,78,133904508.399
68,  3.027380 ,  1.0,  1,134Ba,56,78,133904508.399
69,  3.061290 ,  2.0,  1,134Ba,56,78,133904508.399
70,  3.068850 ,  1.0,  1,134Ba,56,78,133904508.399
71,  3.074720 ,  2.0, -1,134Ba,56,78,133904508.399
72,  3.079000 ,  4.0,  1,134Ba,56,78,133904508.399
73,  3.086650 ,  2.0,  1,134Ba,56,78,133904508.399
74,  3.160070 ,  2.0,  1,134Ba,56,78,133904508.399
75,  3.181000 ,  0.0,  1,134Ba,56,78,133904508.399
76,  3.216300 ,  2.0,  1,134Ba,56,78,133904508.399
77,  3.240500 ,  9.0, -1,134Ba,56,78,133904508.399
78,  3.242300 ,  6.0, -1,134Ba,56,78,133904508.399
79,  3.245880 ,  1.0,  1,134Ba,56,78,133904508.399
80,  3.262000 ,  4.0,  1,134Ba,56,78,133904508.399
81,  3.272100 ,  2.0, -1,134Ba,56,78,133904508.399
82,  3.311300 ,  6.0, -1,134Ba,56,78,133904508.399
83,  3.314560 ,  3.0, -1,134Ba,56,78,133904508.399
84,  3.327250 ,  1.0,  1,134Ba,56,78,133904508.399
85,  3.328300 ,  5.0, -1,134Ba,56,78,133904508.399
86,  3.343000 ,  1.0,  1,134Ba,56,78,133904508.399
87,  3.368970 ,  2.0, -1,134Ba,56,78,133904508.399
88,  3.371790 ,  4.0,  1,134Ba,56,78,133904508.399
89,  3.408720 ,  2.0, -1,134Ba,56,78,133904508.399
90,  3.432150 ,  1.0,  1,134Ba,56,78,133904508.399
91,  3.443390 ,  2.0,  1,134Ba,56,78,133904508.399
92,  3.450270 ,  1.0,  1,134Ba,56,78,133904508.399
93,  3.451000 ,  2.0,  1,134Ba,56,78,133904508.399
94,  3.459300 ,  7.0, -1,134Ba,56,78,133904508.399
1,  0.000000 ,  1.5,  1,135Ba,56,79,134905688.606
2,  0.220968 ,  0.5,  1,135Ba,56,79,134905688.606
3,  0.268218 ,  5.5, -1,135Ba,56,79,134905688.606
4,  0.480532 ,  2.5,  1,135Ba,56,79,134905688.606
5,  0.587827 ,  1.5,  1,135Ba,56,79,134905688.606
6,  0.714200 ,  3.5, -1,135Ba,56,79,134905688.606
7,  0.855012 ,  1.5,  1,135Ba,56,79,134905688.606
8,  0.874518 ,  3.5,  1,135Ba,56,79,134905688.606
9,  0.910290 ,  0.5,  1,135Ba,56,79,134905688.606
10,  0.950500 ,  7.5, -1,135Ba,56,79,134905688.606
11,  0.979965 ,  1.5,  1,135Ba,56,79,134905688.606
12,  1.008000 ,  2.5,  1,135Ba,56,79,134905688.606
13,  1.130000 ,  1.5,  1,135Ba,56,79,134905688.606
14,  1.165200 ,  0.5,  1,135Ba,56,79,134905688.606
15,  1.200480 ,  3.5,  1,135Ba,56,79,134905688.606
16,  1.213730 ,  1.5, -1,135Ba,56,79,134905688.606
17,  1.225860 ,  1.5,  1,135Ba,56,79,134905688.606
18,  1.238410 ,  2.5, -1,135Ba,56,79,134905688.606
19,  1.298540 ,  1.5,  1,135Ba,56,79,134905688.606
20,  1.446410 ,  3.5, -1,135Ba,56,79,134905688.606
21,  1.557350 ,  2.5,  1,135Ba,56,79,134905688.606
22,  1.584520 ,  1.5, -1,135Ba,56,79,134905688.606
23,  1.609310 ,  0.5,  1,135Ba,56,79,134905688.606
24,  1.670670 ,  1.5, -1,135Ba,56,79,134905688.606
25,  1.719570 ,  1.5,  1,135Ba,56,79,134905688.606
26,  1.787420 ,  2.5, -1,135Ba,56,79,134905688.606
27,  1.794400 ,  0.5, -1,135Ba,56,79,134905688.606
28,  1.830500 ,  1.5, -1,135Ba,56,79,134905688.606
29,  1.871460 ,  1.5,  1,135Ba,56,79,134905688.606
30,  1.878900 ,  0.5,  1,135Ba,56,79,134905688.606
31,  1.941170 ,  2.5,  1,135Ba,56,79,134905688.606
32,  1.955400 ,  5.5,  1,135Ba,56,79,134905688.606
33,  1.964830 ,  1.5,  1,135Ba,56,79,134905688.606
34,  1.971600 ,  1.5, -1,135Ba,56,79,134905688.606
35,  1.991020 ,  1.5, -1,135Ba,56,79,134905688.606
36,  1.997570 ,  0.5, -1,135Ba,56,79,134905688.606
37,  2.002600 ,  9.5, -1,135Ba,56,79,134905688.606
1,  0.000000 ,  0.0,  1,136Ba,56,80,135904575.959
2,  0.818497 ,  2.0,  1,136Ba,56,80,135904575.959
3,  1.550971 ,  2.0,  1,136Ba,56,80,135904575.959
4,  1.578990 ,  0.0,  1,136Ba,56,80,135904575.959
5,  1.866548 ,  4.0,  1,136Ba,56,80,135904575.959
6,  2.030466 ,  7.0, -1,136Ba,56,80,135904575.959
7,  2.053822 ,  4.0,  1,136Ba,56,80,135904575.959
8,  2.080026 ,  2.0,  1,136Ba,56,80,135904575.959
9,  2.128830 ,  2.0,  1,136Ba,56,80,135904575.959
10,  2.140168 ,  5.0, -1,136Ba,56,80,135904575.959
11,  2.141340 ,  0.0,  1,136Ba,56,80,135904575.959
12,  2.153550 ,  1.0, -1,136Ba,56,80,135904575.959
13,  2.207077 ,  6.0,  1,136Ba,56,80,135904575.959
14,  2.222704 ,  2.0,  1,136Ba,56,80,135904575.959
15,  2.298610 ,  6.0, -1,136Ba,56,80,135904575.959
16,  2.315320 ,  0.0,  1,136Ba,56,80,135904575.959
17,  2.349500 ,  2.0, -1,136Ba,56,80,135904575.959
18,  2.356470 ,  4.0,  1,136Ba,56,80,135904575.959
19,  2.373689 ,  5.0,  1,136Ba,56,80,135904575.959
20,  2.390790 ,  3.0, -1,136Ba,56,80,135904575.959
21,  2.392100 ,  2.0,  1,136Ba,56,80,135904575.959
22,  2.399870 ,  2.0,  1,136Ba,56,80,135904575.959
23,  2.430910 ,  3.0,  1,136Ba,56,80,135904575.959
24,  2.485430 ,  2.0,  1,136Ba,56,80,135904575.959
25,  2.532570 ,  3.0, -1,136Ba,56,80,135904575.959
26,  2.544410 ,  4.0, -1,136Ba,56,80,135904575.959
27,  2.562000 ,  1.0, -1,136Ba,56,80,135904575.959
28,  2.587090 ,  3.0,  1,136Ba,56,80,135904575.959
29,  2.640710 ,  3.0,  1,136Ba,56,80,135904575.959
30,  2.659720 ,  5.0,  1,136Ba,56,80,135904575.959
31,  2.661410 ,  2.0,  1,136Ba,56,80,135904575.959
32,  2.693590 ,  1.0,  1,136Ba,56,80,135904575.959
33,  2.694550 ,  5.0,  1,136Ba,56,80,135904575.959
34,  2.773540 ,  2.0,  1,136Ba,56,80,135904575.959
35,  2.779890 ,  2.0,  1,136Ba,56,80,135904575.959
36,  2.784410 ,  0.0,  1,136Ba,56,80,135904575.959
37,  2.811910 ,  3.0,  1,136Ba,56,80,135904575.959
38,  2.820150 ,  3.0, -1,136Ba,56,80,135904575.959
39,  2.840610 ,  4.0,  1,136Ba,56,80,135904575.959
40,  2.905000 ,  3.0, -1,136Ba,56,80,135904575.959
41,  2.934400 ,  1.0,  1,136Ba,56,80,135904575.959
42,  2.946000 ,  1.0, -1,136Ba,56,80,135904575.959
43,  2.976870 ,  3.0,  1,136Ba,56,80,135904575.959
44,  2.984860 ,  4.0,  1,136Ba,56,80,135904575.959
45,  2.994000 ,  2.0, -1,136Ba,56,80,135904575.959
46,  3.019800 ,  1.0,  1,136Ba,56,80,135904575.959
47,  3.021920 ,  1.0,  1,136Ba,56,80,135904575.959
48,  3.044580 ,  1.0, -1,136Ba,56,80,135904575.959
49,  3.077330 ,  3.0,  1,136Ba,56,80,135904575.959
50,  3.109570 ,  2.0,  1,136Ba,56,80,135904575.959
51,  3.115850 ,  2.0,  1,136Ba,56,80,135904575.959
52,  3.178900 ,  1.0,  1,136Ba,56,80,135904575.959
53,  3.212000 ,  0.0,  1,136Ba,56,80,135904575.959
54,  3.242120 ,  4.0,  1,136Ba,56,80,135904575.959
1,  0.000000 ,  1.5,  1,137Ba,56,81,137327000.0
2,  0.283540 ,  0.5,  1,137Ba,56,81,137327000.0
3,  0.661659 ,  5.5, -1,137Ba,56,81,137327000.0
4,  0.907000 ,  3.5,  1,137Ba,56,81,137327000.0
5,  1.044000 ,  4.5,  1,137Ba,56,81,137327000.0
6,  1.251820 ,  3.5,  1,137Ba,56,81,137327000.0
7,  1.293900 ,  2.5,  1,137Ba,56,81,137327000.0
8,  1.463800 ,  1.5,  1,137Ba,56,81,137327000.0
9,  1.481800 ,  1.5,  1,137Ba,56,81,137327000.0
10,  1.797670 ,  3.5, -1,137Ba,56,81,137327000.0
11,  1.837600 ,  0.5,  1,137Ba,56,81,137327000.0
12,  1.857000 ,  0.5,  1,137Ba,56,81,137327000.0
13,  1.892000 ,  1.5, -1,137Ba,56,81,137327000.0
14,  1.899400 ,  1.5,  1,137Ba,56,81,137327000.0
15,  1.907520 ,  1.5,  1,137Ba,56,81,137327000.0
16,  2.041400 ,  2.5,  1,137Ba,56,81,137327000.0
17,  2.047400 ,  5.5, -1,137Ba,56,81,137327000.0
18,  2.117000 ,  1.5,  1,137Ba,56,81,137327000.0
19,  2.182220 ,  1.5, -1,137Ba,56,81,137327000.0
20,  2.228900 ,  3.5,  1,137Ba,56,81,137327000.0
21,  2.229500 ,  6.5, -1,137Ba,56,81,137327000.0
22,  2.271000 ,  2.5,  1,137Ba,56,81,137327000.0
23,  2.311000 ,  0.5,  1,137Ba,56,81,137327000.0
24,  2.340000 ,  3.5,  1,137Ba,56,81,137327000.0
25,  2.344000 ,  1.5, -1,137Ba,56,81,137327000.0
26,  2.349100 ,  8.5, -1,137Ba,56,81,137327000.0
27,  2.355600 ,  0.5, -1,137Ba,56,81,137327000.0
28,  2.373000 ,  2.5,  1,137Ba,56,81,137327000.0
29,  2.407800 ,  7.5, -1,137Ba,56,81,137327000.0
30,  2.427000 ,  0.5,  1,137Ba,56,81,137327000.0
31,  2.438800 ,  3.5, -1,137Ba,56,81,137327000.0
32,  2.529600 ,  3.5,  1,137Ba,56,81,137327000.0
33,  2.571000 ,  1.5,  1,137Ba,56,81,137327000.0
34,  2.590100 ,  7.5,  1,137Ba,56,81,137327000.0
35,  2.623800 ,  9.5,  1,137Ba,56,81,137327000.0
36,  2.653000 ,  3.5,  1,137Ba,56,81,137327000.0
37,  2.662720 ,  0.5, -1,137Ba,56,81,137327000.0
38,  2.709000 ,  2.5,  1,137Ba,56,81,137327000.0
1,  0.000000 ,  0.0,  1,138Ba,56,82,137905247.229
2,  1.435816 ,  2.0,  1,138Ba,56,82,137905247.229
3,  1.898614 ,  4.0,  1,138Ba,56,82,137905247.229
4,  2.090540 ,  6.0,  1,138Ba,56,82,137905247.229
5,  2.189940 ,  1.0,  1,138Ba,56,82,137905247.229
6,  2.203100 ,  6.0,  1,138Ba,56,82,137905247.229
7,  2.217900 ,  2.0,  1,138Ba,56,82,137905247.229
8,  2.307590 ,  4.0,  1,138Ba,56,82,137905247.229
9,  2.340000 ,  0.0,  1,138Ba,56,82,137905247.229
10,  2.415410 ,  5.0,  1,138Ba,56,82,137905247.229
11,  2.445617 ,  3.0,  1,138Ba,56,82,137905247.229
12,  2.582810 ,  4.0,  1,138Ba,56,82,137905247.229
13,  2.583170 ,  1.0,  1,138Ba,56,82,137905247.229
14,  2.639480 ,  2.0,  1,138Ba,56,82,137905247.229
15,  2.779390 ,  4.0,  1,138Ba,56,82,137905247.229
16,  2.794260 ,  2.0,  1,138Ba,56,82,137905247.229
17,  2.851550 ,  4.0,  1,138Ba,56,82,137905247.229
18,  2.880755 ,  3.0, -1,138Ba,56,82,137905247.229
19,  2.900000 ,  3.0, -1,138Ba,56,82,137905247.229
20,  2.916500 ,  2.0,  1,138Ba,56,82,137905247.229
21,  2.931450 ,  2.0,  1,138Ba,56,82,137905247.229
22,  2.991150 ,  3.0,  1,138Ba,56,82,137905247.229
23,  3.050100 ,  2.0,  1,138Ba,56,82,137905247.229
24,  3.154650 ,  4.0,  1,138Ba,56,82,137905247.229
25,  3.163420 ,  3.0,  1,138Ba,56,82,137905247.229
26,  3.183830 ,  8.0,  1,138Ba,56,82,137905247.229
27,  3.242550 ,  2.0,  1,138Ba,56,82,137905247.229
28,  3.257520 ,  2.0,  1,138Ba,56,82,137905247.229
29,  3.309400 ,  4.0, -1,138Ba,56,82,137905247.229
30,  3.338970 ,  2.0,  1,138Ba,56,82,137905247.229
31,  3.352600 ,  1.0,  1,138Ba,56,82,137905247.229
32,  3.359600 ,  7.0,  1,138Ba,56,82,137905247.229
33,  3.366450 ,  2.0,  1,138Ba,56,82,137905247.229
34,  3.376530 ,  3.0,  1,138Ba,56,82,137905247.229
35,  3.437500 ,  1.0,  1,138Ba,56,82,137905247.229
36,  3.442290 ,  1.0,  1,138Ba,56,82,137905247.229
37,  3.500000 ,  4.0,  1,138Ba,56,82,137905247.229
38,  3.504390 ,  1.0, -1,138Ba,56,82,137905247.229
39,  3.534000 ,  3.0, -1,138Ba,56,82,137905247.229
40,  3.561000 ,  4.0, -1,138Ba,56,82,137905247.229
41,  3.600790 ,  2.0,  1,138Ba,56,82,137905247.229
42,  3.610000 ,  8.0,  1,138Ba,56,82,137905247.229
43,  3.612000 ,  0.0,  1,138Ba,56,82,137905247.229
44,  3.622400 , 10.0,  1,138Ba,56,82,137905247.229
45,  3.633000 ,  9.0, -1,138Ba,56,82,137905247.229
46,  3.643640 ,  2.0,  1,138Ba,56,82,137905247.229
47,  3.646850 ,  3.0, -1,138Ba,56,82,137905247.229
48,  3.652600 ,  1.0,  1,138Ba,56,82,137905247.229
49,  3.678100 ,  8.0, -1,138Ba,56,82,137905247.229
50,  3.693910 ,  5.0,  1,138Ba,56,82,137905247.229
1,  0.000000 ,  3.5, -1,139Ba,56,83,138908841.334
2,  0.627294 ,  1.5, -1,139Ba,56,83,138908841.334
3,  1.081960 ,  0.5, -1,139Ba,56,83,138908841.334
4,  1.283320 ,  4.5, -1,139Ba,56,83,138908841.334
5,  1.308200 ,  4.5,  1,139Ba,56,83,138908841.334
6,  1.420650 ,  2.5, -1,139Ba,56,83,138908841.334
7,  1.538960 ,  6.5,  1,139Ba,56,83,138908841.334
8,  1.619000 ,  5.5, -1,139Ba,56,83,138908841.334
9,  1.620730 ,  2.5,  1,139Ba,56,83,138908841.334
10,  1.680780 ,  3.5, -1,139Ba,56,83,138908841.334
11,  1.698680 ,  2.5, -1,139Ba,56,83,138908841.334
12,  1.748250 ,  1.5, -1,139Ba,56,83,138908841.334
13,  1.817760 ,  0.5, -1,139Ba,56,83,138908841.334
14,  1.828800 ,  3.5,  1,139Ba,56,83,138908841.334
15,  1.851020 ,  3.5, -1,139Ba,56,83,138908841.334
16,  1.877370 ,  3.5, -1,139Ba,56,83,138908841.334
17,  1.887530 ,  4.5, -1,139Ba,56,83,138908841.334
18,  1.895400 ,  2.5,  1,139Ba,56,83,138908841.334
19,  1.933480 ,  3.5, -1,139Ba,56,83,138908841.334
20,  1.946020 ,  2.5,  1,139Ba,56,83,138908841.334
21,  1.949110 ,  1.5, -1,139Ba,56,83,138908841.334
22,  1.951540 ,  3.5, -1,139Ba,56,83,138908841.334
23,  1.977200 ,  4.5,  1,139Ba,56,83,138908841.334
24,  1.998250 ,  3.5, -1,139Ba,56,83,138908841.334
25,  2.020880 ,  2.5, -1,139Ba,56,83,138908841.334
26,  2.037960 ,  1.5, -1,139Ba,56,83,138908841.334
27,  2.079060 ,  3.5, -1,139Ba,56,83,138908841.334
28,  2.089880 ,  2.5, -1,139Ba,56,83,138908841.334
29,  2.091700 ,  3.5,  1,139Ba,56,83,138908841.334
30,  2.100070 ,  2.5, -1,139Ba,56,83,138908841.334
31,  2.110850 ,  3.5,  1,139Ba,56,83,138908841.334
32,  2.129150 ,  1.5, -1,139Ba,56,83,138908841.334
33,  2.156990 ,  2.5,  1,139Ba,56,83,138908841.334
34,  2.158770 ,  2.5,  1,139Ba,56,83,138908841.334
35,  2.166720 ,  4.5, -1,139Ba,56,83,138908841.334
36,  2.173940 ,  3.5, -1,139Ba,56,83,138908841.334
37,  2.185500 ,  0.5, -1,139Ba,56,83,138908841.334
38,  2.218910 ,  2.5,  1,139Ba,56,83,138908841.334
39,  2.229790 ,  3.5, -1,139Ba,56,83,138908841.334
40,  2.249850 ,  2.5, -1,139Ba,56,83,138908841.334
41,  2.304870 ,  2.5, -1,139Ba,56,83,138908841.334
42,  2.349790 ,  3.5, -1,139Ba,56,83,138908841.334
43,  2.375800 ,  4.5, -1,139Ba,56,83,138908841.334
44,  2.380700 ,  1.5, -1,139Ba,56,83,138908841.334
45,  2.435210 ,  1.5, -1,139Ba,56,83,138908841.334
46,  2.461660 ,  3.5, -1,139Ba,56,83,138908841.334
47,  2.480700 ,  2.5, -1,139Ba,56,83,138908841.334
48,  2.485520 ,  1.5,  1,139Ba,56,83,138908841.334
49,  2.524300 ,  3.5, -1,139Ba,56,83,138908841.334
50,  2.529680 ,  2.5, -1,139Ba,56,83,138908841.334
51,  2.531820 ,  3.5, -1,139Ba,56,83,138908841.334
52,  2.543000 ,  2.5, -1,139Ba,56,83,138908841.334
53,  2.549680 ,  3.5, -1,139Ba,56,83,138908841.334
54,  2.569860 ,  1.5, -1,139Ba,56,83,138908841.334
1,  0.000000 ,  0.0,  1,140Ba,56,84,139910606.666
2,  0.602360 ,  2.0,  1,140Ba,56,84,139910606.666
3,  1.130590 ,  4.0,  1,140Ba,56,84,139910606.666
4,  1.510670 ,  2.0,  1,140Ba,56,84,139910606.666
5,  1.660300 ,  6.0,  1,140Ba,56,84,139910606.666
6,  1.802890 ,  3.0, -1,140Ba,56,84,139910606.666
7,  1.823790 ,  0.0,  1,140Ba,56,84,139910606.666
8,  1.951600 ,  3.0,  1,140Ba,56,84,139910606.666
9,  1.993650 ,  2.0,  1,140Ba,56,84,139910606.666
10,  2.138230 ,  3.0,  1,140Ba,56,84,139910606.666
11,  2.152100 ,  5.0, -1,140Ba,56,84,139910606.666
12,  2.204200 ,  3.0,  1,140Ba,56,84,139910606.666
13,  2.237240 ,  2.0,  1,140Ba,56,84,139910606.666
14,  2.309510 ,  2.0,  1,140Ba,56,84,139910606.666
15,  2.320510 ,  3.0,  1,140Ba,56,84,139910606.666
16,  2.429520 ,  1.0,  1,140Ba,56,84,139910606.666
17,  2.468300 ,  8.0,  1,140Ba,56,84,139910606.666
18,  2.521810 ,  2.0,  1,140Ba,56,84,139910606.666
1,  0.000000 ,  5.0,  1,138La,57,81,137907117.834
2,  0.072570 ,  3.0,  1,138La,57,81,137907117.834
3,  0.116170 ,  2.0,  1,138La,57,81,137907117.834
4,  0.161180 ,  3.0,  1,138La,57,81,137907117.834
5,  0.192190 ,  2.0,  1,138La,57,81,137907117.834
6,  0.230410 ,  4.0,  1,138La,57,81,137907117.834
7,  0.292980 ,  1.0,  1,138La,57,81,137907117.834
8,  0.413310 ,  3.0,  1,138La,57,81,137907117.834
9,  0.479340 ,  4.0,  1,138La,57,81,137907117.834
10,  0.510450 ,  3.0,  1,138La,57,81,137907117.834
11,  0.518680 ,  4.0,  1,138La,57,81,137907117.834
12,  0.642340 ,  2.0,  1,138La,57,81,137907117.834
13,  0.737690 ,  2.0, -1,138La,57,81,137907117.834
14,  0.738700 ,  4.0, -1,138La,57,81,137907117.834
15,  0.823370 ,  3.0, -1,138La,57,81,137907117.834
16,  0.836000 ,  7.0, -1,138La,57,81,137907117.834
17,  0.842790 ,  3.0,  1,138La,57,81,137907117.834
18,  0.888000 ,  2.0, -1,138La,57,81,137907117.834
19,  0.900600 ,  4.0, -1,138La,57,81,137907117.834
20,  0.929000 ,  4.0, -1,138La,57,81,137907117.834
21,  0.936900 ,  5.0, -1,138La,57,81,137907117.834
22,  0.947790 ,  4.0, -1,138La,57,81,137907117.834
23,  0.961400 ,  6.0, -1,138La,57,81,137907117.834
24,  1.033000 ,  0.0, -1,138La,57,81,137907117.834
25,  1.057880 ,  2.0,  1,138La,57,81,137907117.834
26,  1.067000 ,  8.0, -1,138La,57,81,137907117.834
27,  1.096000 ,  2.0,  1,138La,57,81,137907117.834
28,  1.102600 ,  3.0,  1,138La,57,81,137907117.834
29,  1.150000 ,  5.0, -1,138La,57,81,137907117.834
30,  1.155000 ,  3.0, -1,138La,57,81,137907117.834
31,  1.178000 ,  2.0,  1,138La,57,81,137907117.834
32,  1.200300 ,  6.0,  1,138La,57,81,137907117.834
33,  1.228500 ,  1.0,  1,138La,57,81,137907117.834
34,  1.243000 ,  4.0, -1,138La,57,81,137907117.834
35,  1.255000 ,  9.0, -1,138La,57,81,137907117.834
36,  1.267000 ,  5.0, -1,138La,57,81,137907117.834
37,  1.302000 ,  2.0, -1,138La,57,81,137907117.834
38,  1.344000 ,  3.0, -1,138La,57,81,137907117.834
39,  1.358700 ,  2.0,  1,138La,57,81,137907117.834
40,  1.375000 ,  3.0, -1,138La,57,81,137907117.834
41,  1.385000 ,  5.0, -1,138La,57,81,137907117.834
42,  1.425000 ,  2.0,  1,138La,57,81,137907117.834
43,  1.455000 ,  2.0,  1,138La,57,81,137907117.834
44,  1.466000 ,  4.0, -1,138La,57,81,137907117.834
45,  1.490500 ,  5.0, -1,138La,57,81,137907117.834
46,  1.520000 ,  2.0, -1,138La,57,81,137907117.834
47,  1.531000 ,  1.0,  1,138La,57,81,137907117.834
48,  1.545000 ,  1.0, -1,138La,57,81,137907117.834
49,  1.570000 ,  2.0,  1,138La,57,81,137907117.834
50,  1.581000 ,  6.0, -1,138La,57,81,137907117.834
51,  1.599000 ,  4.0, -1,138La,57,81,137907117.834
52,  1.624000 ,  1.0,  1,138La,57,81,137907117.834
53,  1.645000 ,  7.0, -1,138La,57,81,137907117.834
54,  1.656000 ,  1.0, -1,138La,57,81,137907117.834
