Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
14,  0.589800 ,  3.5,  1,165Ho,67,98,164930328.04700002
15,  0.601600 ,  4.5,  1,165Ho,67,98,164930328.04700002
16,  0.638500 ,  3.5, -1,165Ho,67,98,164930328.04700002
17,  0.673000 ,  8.5, -1,165Ho,67,98,164930328.04700002
18,  0.681200 ,  0.5, -1,165Ho,67,98,164930328.04700002
19,  0.688800 ,  5.5, -1,165Ho,67,98,164930328.04700002
20,  0.702000 ,  2.5, -1,165Ho,67,98,164930328.04700002
21,  0.703800 ,  5.5,  1,165Ho,67,98,164930328.04700002
22,  0.715330 ,  3.5,  1,165Ho,67,98,164930328.04700002
23,  0.730900 ,  4.5, -1,165Ho,67,98,164930328.04700002
24,  0.744000 ,  4.5,  1,165Ho,67,98,164930328.04700002
25,  0.790800 ,  1.5, -1,165Ho,67,98,164930328.04700002
26,  0.802300 ,  4.5, -1,165Ho,67,98,164930328.04700002
27,  0.819800 ,  6.5, -1,165Ho,67,98,164930328.04700002
28,  0.820110 ,  4.5,  1,165Ho,67,98,164930328.04700002
29,  0.827200 ,  5.5,  1,165Ho,67,98,164930328.04700002
30,  0.841800 ,  5.5, -1,165Ho,67,98,164930328.04700002
31,  0.863300 ,  9.5, -1,165Ho,67,98,164930328.04700002
32,  0.870900 ,  6.5,  1,165Ho,67,98,164930328.04700002
33,  0.945700 ,  5.5,  1,165Ho,67,98,164930328.04700002
34,  0.955600 ,  3.5, -1,165Ho,67,98,164930328.04700002
35,  0.968700 ,  7.5, -1,165Ho,67,98,164930328.04700002
36,  0.971900 ,  6.5, -1,165Ho,67,98,164930328.04700002
37,  0.986100 ,  6.5,  1,165Ho,67,98,164930328.04700002
38,  0.995090 ,  2.5,  1,165Ho,67,98,164930328.04700002
39,  0.997800 ,  7.5,  1,165Ho,67,98,164930328.04700002
1,  0.000000 ,  0.0, -1,166Ho,67,99,165932290.139
2,  0.005969 ,  7.0, -1,166Ho,67,99,165932290.139
3,  0.054239 ,  2.0, -1,166Ho,67,99,165932290.139
4,  0.082471 ,  1.0, -1,166Ho,67,99,165932290.139
5,  0.137729 ,  8.0, -1,166Ho,67,99,165932290.139
6,  0.171074 ,  3.0, -1,166Ho,67,99,165932290.139
7,  0.180467 ,  4.0, -1,166Ho,67,99,165932290.139
8,  0.190902 ,  3.0,  1,166Ho,67,99,165932290.139
9,  0.260663 ,  4.0,  1,166Ho,67,99,165932290.139
10,  0.263788 ,  5.0,  1,166Ho,67,99,165932290.139
11,  0.286960 ,  9.0, -1,166Ho,67,99,165932290.139
12,  0.295085 ,  6.0,  1,166Ho,67,99,165932290.139
13,  0.296800 ,  1.0, -1,166Ho,67,99,165932290.139
14,  0.329774 ,  5.0, -1,166Ho,67,99,165932290.139
15,  0.348257 ,  5.0,  1,166Ho,67,99,165932290.139
16,  0.371985 ,  4.0,  1,166Ho,67,99,165932290.139
17,  0.373092 ,  1.0, -1,166Ho,67,99,165932290.139
18,  0.375300 ,  6.0,  1,166Ho,67,99,165932290.139
19,  0.377806 ,  6.0, -1,166Ho,67,99,165932290.139
20,  0.379547 ,  6.0,  1,166Ho,67,99,165932290.139
21,  0.384230 ,  3.0, -1,166Ho,67,99,165932290.139
22,  0.416086 ,  2.0, -1,166Ho,67,99,165932290.139
23,  0.423651 ,  7.0,  1,166Ho,67,99,165932290.139
24,  0.426025 ,  1.0,  1,166Ho,67,99,165932290.139
25,  0.430031 ,  2.0,  1,166Ho,67,99,165932290.139
26,  0.431239 ,  5.0, -1,166Ho,67,99,165932290.139
27,  0.453771 ,  6.0,  1,166Ho,67,99,165932290.139
28,  0.464501 ,  2.0,  1,166Ho,67,99,165932290.139
29,  0.470841 ,  5.0,  1,166Ho,67,99,165932290.139
30,  0.475680 ,  3.0, -1,166Ho,67,99,165932290.139
31,  0.481846 ,  3.0,  1,166Ho,67,99,165932290.139
32,  0.514362 ,  7.0,  1,166Ho,67,99,165932290.139
33,  0.521982 ,  3.0,  1,166Ho,67,99,165932290.139
34,  0.529816 ,  6.0, -1,166Ho,67,99,165932290.139
35,  0.543672 ,  2.0, -1,166Ho,67,99,165932290.139
36,  0.547934 ,  4.0,  1,166Ho,67,99,165932290.139
37,  0.557650 ,  7.0, -1,166Ho,67,99,165932290.139
38,  0.558571 ,  4.0,  1,166Ho,67,99,165932290.139
39,  0.562890 ,  4.0, -1,166Ho,67,99,165932290.139
40,  0.567624 ,  1.0,  1,166Ho,67,99,165932290.139
41,  0.577208 ,  7.0,  1,166Ho,67,99,165932290.139
42,  0.588083 ,  6.0,  1,166Ho,67,99,165932290.139
43,  0.592501 ,  3.0,  1,166Ho,67,99,165932290.139
44,  0.595726 ,  1.0, -1,166Ho,67,99,165932290.139
45,  0.597015 ,  3.0, -1,166Ho,67,99,165932290.139
46,  0.598448 ,  4.0,  1,166Ho,67,99,165932290.139
47,  0.605047 ,  2.0,  1,166Ho,67,99,165932290.139
48,  0.628418 ,  2.0, -1,166Ho,67,99,165932290.139
49,  0.634314 ,  5.0,  1,166Ho,67,99,165932290.139
50,  0.638235 ,  2.0, -1,166Ho,67,99,165932290.139
51,  0.644290 ,  7.0, -1,166Ho,67,99,165932290.139
52,  0.651500 ,  3.0,  1,166Ho,67,99,165932290.139
53,  0.654818 ,  5.0,  1,166Ho,67,99,165932290.139
54,  0.657995 ,  5.0, -1,166Ho,67,99,165932290.139
55,  0.659010 ,  0.0, -1,166Ho,67,99,165932290.139
56,  0.662169 ,  3.0,  1,166Ho,67,99,165932290.139
57,  0.668005 ,  4.0, -1,166Ho,67,99,165932290.139
58,  0.671749 ,  4.0,  1,166Ho,67,99,165932290.139
59,  0.683805 ,  3.0, -1,166Ho,67,99,165932290.139
60,  0.693388 ,  2.0, -1,166Ho,67,99,165932290.139
61,  0.693638 ,  5.0,  1,166Ho,67,99,165932290.139
62,  0.701500 ,  4.0,  1,166Ho,67,99,165932290.139
63,  0.704962 ,  3.0, -1,166Ho,67,99,165932290.139
64,  0.715400 ,  1.0,  1,166Ho,67,99,165932290.139
65,  0.718000 ,  5.0, -1,166Ho,67,99,165932290.139
66,  0.719370 ,  4.0,  1,166Ho,67,99,165932290.139
67,  0.721980 ,  6.0,  1,166Ho,67,99,165932290.139
68,  0.723239 ,  7.0,  1,166Ho,67,99,165932290.139
69,  0.725680 ,  2.0, -1,166Ho,67,99,165932290.139
70,  0.732513 ,  6.0,  1,166Ho,67,99,165932290.139
71,  0.736430 ,  4.0,  1,166Ho,67,99,165932290.139
72,  0.742020 ,  4.0, -1,166Ho,67,99,165932290.139
73,  0.757707 ,  5.0, -1,166Ho,67,99,165932290.139
74,  0.760345 ,  3.0, -1,166Ho,67,99,165932290.139
75,  0.769780 ,  5.0,  1,166Ho,67,99,165932290.139
76,  0.771940 ,  6.0,  1,166Ho,67,99,165932290.139
77,  0.774522 ,  1.0, -1,166Ho,67,99,165932290.139
78,  0.788618 ,  6.0, -1,166Ho,67,99,165932290.139
79,  0.792789 ,  4.0, -1,166Ho,67,99,165932290.139
80,  0.801000 ,  0.0,  1,166Ho,67,99,165932290.139
81,  0.806560 ,  5.0,  1,166Ho,67,99,165932290.139
82,  0.807011 ,  6.0,  1,166Ho,67,99,165932290.139
83,  0.815139 ,  3.0,  1,166Ho,67,99,165932290.139
84,  0.819060 ,  1.0, -1,166Ho,67,99,165932290.139
85,  0.824620 ,  4.0, -1,166Ho,67,99,165932290.139
86,  0.832197 ,  5.0,  1,166Ho,67,99,165932290.139
87,  0.837717 ,  4.0, -1,166Ho,67,99,165932290.139
88,  0.848460 ,  7.0,  1,166Ho,67,99,165932290.139
89,  0.856000 ,  2.0,  1,166Ho,67,99,165932290.139
90,  0.858100 ,  2.0, -1,166Ho,67,99,165932290.139
91,  0.860700 ,  4.0, -1,166Ho,67,99,165932290.139
92,  0.868240 ,  4.0, -1,166Ho,67,99,165932290.139
93,  0.870130 ,  4.0, -1,166Ho,67,99,165932290.139
94,  0.876370 ,  3.0, -1,166Ho,67,99,165932290.139
95,  0.878600 ,  1.0, -1,166Ho,67,99,165932290.139
96,  0.881040 ,  3.0, -1,166Ho,67,99,165932290.139
97,  0.883940 ,  6.0,  1,166Ho,67,99,165932290.139
98,  0.885371 ,  2.0,  1,166Ho,67,99,165932290.139
99,  0.891134 ,  4.0,  1,166Ho,67,99,165932290.139
100,  0.895500 ,  4.0, -1,166Ho,67,99,165932290.139
101,  0.902200 ,  6.0, -1,166Ho,67,99,165932290.139
102,  0.905544 ,  2.0,  1,166Ho,67,99,165932290.139
103,  0.910490 ,  6.0,  1,166Ho,67,99,165932290.139
104,  0.915000 ,  7.0,  1,166Ho,67,99,165932290.139
105,  0.925210 ,  5.0,  1,166Ho,67,99,165932290.139
106,  0.935120 ,  5.0, -1,166Ho,67,99,165932290.139
107,  0.942524 ,  6.0,  1,166Ho,67,99,165932290.139
108,  0.945860 ,  5.0,  1,166Ho,67,99,165932290.139
109,  0.947100 ,  2.0, -1,166Ho,67,99,165932290.139
110,  0.951100 ,  3.0, -1,166Ho,67,99,165932290.139
111,  0.953400 ,  4.0, -1,166Ho,67,99,165932290.139
112,  0.961080 ,  3.0,  1,166Ho,67,99,165932290.139
113,  0.976100 ,  1.0,  1,166Ho,67,99,165932290.139
114,  0.978550 ,  3.0, -1,166Ho,67,99,165932290.139
115,  0.979800 ,  3.0, -1,166Ho,67,99,165932290.139
116,  0.985200 ,  5.0,  1,166Ho,67,99,165932290.139
117,  0.996800 ,  5.0, -1,166Ho,67,99,165932290.139
118,  1.004840 ,  2.0, -1,166Ho,67,99,165932290.139
119,  1.006000 ,  2.0, -1,166Ho,67,99,165932290.139
120,  1.010680 ,  5.0, -1,166Ho,67,99,165932290.139
121,  1.016230 ,  4.0, -1,166Ho,67,99,165932290.139
122,  1.019200 ,  4.0, -1,166Ho,67,99,165932290.139
123,  1.023300 ,  4.0, -1,166Ho,67,99,165932290.139
124,  1.026100 ,  3.0, -1,166Ho,67,99,165932290.139
125,  1.028700 ,  5.0, -1,166Ho,67,99,165932290.139
126,  1.029000 ,  3.0, -1,166Ho,67,99,165932290.139
127,  1.030380 ,  4.0,  1,166Ho,67,99,165932290.139
128,  1.035800 ,  1.0,  1,166Ho,67,99,165932290.139
129,  1.038400 ,  6.0,  1,166Ho,67,99,165932290.139
130,  1.045700 ,  5.0, -1,166Ho,67,99,165932290.139
131,  1.054870 ,  3.0, -1,166Ho,67,99,165932290.139
132,  1.060500 ,  6.0, -1,166Ho,67,99,165932290.139
133,  1.062700 ,  2.0,  1,166Ho,67,99,165932290.139
134,  1.066000 ,  3.0,  1,166Ho,67,99,165932290.139
135,  1.077200 ,  3.0, -1,166Ho,67,99,165932290.139
136,  1.086400 ,  3.0,  1,166Ho,67,99,165932290.139
137,  1.090700 ,  1.0, -1,166Ho,67,99,165932290.139
138,  1.093700 ,  6.0, -1,166Ho,67,99,165932290.139
139,  1.097450 ,  6.0,  1,166Ho,67,99,165932290.139
140,  1.114670 ,  5.0, -1,166Ho,67,99,165932290.139
141,  1.118700 ,  3.0,  1,166Ho,67,99,165932290.139
142,  1.121410 ,  4.0, -1,166Ho,67,99,165932290.139
143,  1.131000 ,  2.0, -1,166Ho,67,99,165932290.139
144,  1.134970 ,  3.0, -1,166Ho,67,99,165932290.139
145,  1.137790 ,  2.0,  1,166Ho,67,99,165932290.139
146,  1.141300 ,  1.0,  1,166Ho,67,99,165932290.139
147,  1.146000 ,  5.0, -1,166Ho,67,99,165932290.139
148,  1.146700 ,  1.0,  1,166Ho,67,99,165932290.139
149,  1.153000 ,  5.0, -1,166Ho,67,99,165932290.139
150,  1.154840 ,  4.0,  1,166Ho,67,99,165932290.139
151,  1.158500 ,  4.0, -1,166Ho,67,99,165932290.139
152,  1.161350 ,  4.0,  1,166Ho,67,99,165932290.139
1,  0.000000 ,  0.0,  1,162Er,68,94,161928786.96
2,  0.102040 ,  2.0,  1,162Er,68,94,161928786.96
3,  0.329620 ,  4.0,  1,162Er,68,94,161928786.96
4,  0.666680 ,  6.0,  1,162Er,68,94,161928786.96
5,  0.900720 ,  2.0,  1,162Er,68,94,161928786.96
6,  1.002060 ,  3.0,  1,162Er,68,94,161928786.96
7,  1.087160 ,  0.0,  1,162Er,68,94,161928786.96
8,  1.096700 ,  8.0,  1,162Er,68,94,161928786.96
9,  1.128110 ,  4.0,  1,162Er,68,94,161928786.96
10,  1.171020 ,  2.0,  1,162Er,68,94,161928786.96
11,  1.286220 ,  5.0,  1,162Er,68,94,161928786.96
12,  1.352170 ,  1.0, -1,162Er,68,94,161928786.96
13,  1.356770 ,  3.0, -1,162Er,68,94,161928786.96
14,  1.369000 ,  4.0,  1,162Er,68,94,161928786.96
15,  1.412580 ,  2.0,  1,162Er,68,94,161928786.96
16,  1.420450 ,  2.0, -1,162Er,68,94,161928786.96
17,  1.429790 ,  2.0,  1,162Er,68,94,161928786.96
18,  1.459580 ,  6.0,  1,162Er,68,94,161928786.96
19,  1.469120 ,  5.0, -1,162Er,68,94,161928786.96
20,  1.500580 ,  2.0,  1,162Er,68,94,161928786.96
21,  1.506360 ,  1.0, -1,162Er,68,94,161928786.96
1,  0.000000 ,  0.0,  1,164Er,68,96,163929207.39200002
2,  0.091380 ,  2.0,  1,164Er,68,96,163929207.39200002
3,  0.299430 ,  4.0,  1,164Er,68,96,163929207.39200002
4,  0.614370 ,  6.0,  1,164Er,68,96,163929207.39200002
5,  0.860250 ,  2.0,  1,164Er,68,96,163929207.39200002
6,  0.946400 ,  3.0,  1,164Er,68,96,163929207.39200002
7,  1.024590 ,  8.0,  1,164Er,68,96,163929207.39200002
8,  1.058480 ,  4.0,  1,164Er,68,96,163929207.39200002
9,  1.197460 ,  5.0,  1,164Er,68,96,163929207.39200002
10,  1.246040 ,  0.0,  1,164Er,68,96,163929207.39200002
11,  1.314560 ,  2.0,  1,164Er,68,96,163929207.39200002
12,  1.358680 ,  6.0,  1,164Er,68,96,163929207.39200002
13,  1.386730 ,  1.0, -1,164Er,68,96,163929207.39200002
14,  1.416560 ,  0.0,  1,164Er,68,96,163929207.39200002
15,  1.433970 ,  3.0, -1,164Er,68,96,163929207.39200002
16,  1.469700 ,  4.0,  1,164Er,68,96,163929207.39200002
17,  1.483700 ,  2.0,  1,164Er,68,96,163929207.39200002
18,  1.494800 ,  4.0,  1,164Er,68,96,163929207.39200002
19,  1.507600 ,  6.0,  1,164Er,68,96,163929207.39200002
20,  1.518060 , 10.0,  1,164Er,68,96,163929207.39200002
21,  1.545060 ,  7.0,  1,164Er,68,96,163929207.39200002
22,  1.555300 ,  5.0, -1,164Er,68,96,163929207.39200002
23,  1.568670 ,  3.0, -1,164Er,68,96,163929207.39200002
24,  1.577830 ,  1.0, -1,164Er,68,96,163929207.39200002
25,  1.610300 ,  5.0, -1,164Er,68,96,163929207.39200002
26,  1.631500 ,  6.0, -1,164Er,68,96,163929207.39200002
27,  1.640200 ,  3.0, -1,164Er,68,96,163929207.39200002
28,  1.664180 ,  5.0, -1,164Er,68,96,163929207.39200002
29,  1.683390 ,  5.0,  1,164Er,68,96,163929207.39200002
30,  1.702100 ,  1.0, -1,164Er,68,96,163929207.39200002
31,  1.702200 ,  0.0,  1,164Er,68,96,163929207.39200002
32,  1.706600 ,  6.0,  1,164Er,68,96,163929207.39200002
33,  1.715500 ,  3.0,  1,164Er,68,96,163929207.39200002
34,  1.726100 ,  5.0, -1,164Er,68,96,163929207.39200002
35,  1.741600 ,  2.0, -1,164Er,68,96,163929207.39200002
36,  1.744480 ,  6.0, -1,164Er,68,96,163929207.39200002
37,  1.744840 ,  8.0,  1,164Er,68,96,163929207.39200002
38,  1.763800 ,  7.0, -1,164Er,68,96,163929207.39200002
39,  1.765860 ,  0.0,  1,164Er,68,96,163929207.39200002
40,  1.788350 ,  2.0,  1,164Er,68,96,163929207.39200002
41,  1.798400 ,  5.0, -1,164Er,68,96,163929207.39200002
42,  1.806000 ,  5.0, -1,164Er,68,96,163929207.39200002
43,  1.813900 ,  6.0, -1,164Er,68,96,163929207.39200002
44,  1.833410 ,  2.0,  1,164Er,68,96,163929207.39200002
45,  1.841700 ,  0.0,  1,164Er,68,96,163929207.39200002
46,  1.845490 ,  7.0, -1,164Er,68,96,163929207.39200002
47,  1.861500 ,  1.0,  1,164Er,68,96,163929207.39200002
48,  1.875200 ,  1.0,  1,164Er,68,96,163929207.39200002
1,  0.000000 ,  0.0,  1,166Er,68,98,165930299.023
2,  0.080578 ,  2.0,  1,166Er,68,98,165930299.023
3,  0.264990 ,  4.0,  1,166Er,68,98,165930299.023
4,  0.545454 ,  6.0,  1,166Er,68,98,165930299.023
5,  0.785905 ,  2.0,  1,166Er,68,98,165930299.023
6,  0.859389 ,  3.0,  1,166Er,68,98,165930299.023
7,  0.911208 ,  8.0,  1,166Er,68,98,165930299.023
8,  0.956232 ,  4.0,  1,166Er,68,98,165930299.023
9,  1.075277 ,  5.0,  1,166Er,68,98,165930299.023
10,  1.215968 ,  6.0,  1,166Er,68,98,165930299.023
11,  1.349530 , 10.0,  1,166Er,68,98,165930299.023
12,  1.376035 ,  7.0,  1,166Er,68,98,165930299.023
13,  1.458154 ,  2.0, -1,166Er,68,98,165930299.023
14,  1.460031 ,  0.0,  1,166Er,68,98,165930299.023
15,  1.513751 ,  3.0, -1,166Er,68,98,165930299.023
16,  1.528401 ,  2.0,  1,166Er,68,98,165930299.023
17,  1.555737 ,  8.0,  1,166Er,68,98,165930299.023
18,  1.572183 ,  4.0, -1,166Er,68,98,165930299.023
19,  1.596241 ,  4.0, -1,166Er,68,98,165930299.023
20,  1.662435 ,  1.0, -1,166Er,68,98,165930299.023
21,  1.665799 ,  5.0, -1,166Er,68,98,165930299.023
22,  1.673700 ,  4.0, -1,166Er,68,98,165930299.023
23,  1.678765 ,  4.0,  1,166Er,68,98,165930299.023
24,  1.692297 ,  5.0, -1,166Er,68,98,165930299.023
25,  1.703050 ,  3.0,  1,166Er,68,98,165930299.023
26,  1.713400 ,  0.0,  1,166Er,68,98,165930299.023
27,  1.721700 ,  3.0, -1,166Er,68,98,165930299.023
28,  1.751360 ,  9.0,  1,166Er,68,98,165930299.023
29,  1.760900 ,  6.0, -1,166Er,68,98,165930299.023
30,  1.786975 ,  6.0, -1,166Er,68,98,165930299.023
31,  1.813200 ,  1.0,  1,166Er,68,98,165930299.023
32,  1.827557 ,  6.0, -1,166Er,68,98,165930299.023
33,  1.830425 ,  1.0, -1,166Er,68,98,165930299.023
34,  1.846530 , 12.0,  1,166Er,68,98,165930299.023
35,  1.865170 ,  1.0, -1,166Er,68,98,165930299.023
36,  1.894355 ,  3.0,  1,166Er,68,98,165930299.023
37,  1.897270 ,  6.0,  1,166Er,68,98,165930299.023
38,  1.901000 ,  5.0, -1,166Er,68,98,165930299.023
39,  1.904800 ,  2.0, -1,166Er,68,98,165930299.023
40,  1.908200 ,  6.0, -1,166Er,68,98,165930299.023
41,  1.917758 ,  3.0, -1,166Er,68,98,165930299.023
42,  1.934100 ,  0.0,  1,166Er,68,98,165930299.023
43,  1.938263 ,  3.0,  1,166Er,68,98,165930299.023
44,  1.942600 ,  0.0,  1,166Er,68,98,165930299.023
45,  1.948000 ,  3.0, -1,166Er,68,98,165930299.023
46,  1.964040 , 10.0,  1,166Er,68,98,165930299.023
47,  1.969710 ,  4.0, -1,166Er,68,98,165930299.023
48,  1.978422 ,  4.0,  1,166Er,68,98,165930299.023
49,  1.985629 ,  3.0, -1,166Er,68,98,165930299.023
50,  1.986200 ,  4.0,  1,166Er,68,98,165930299.023
51,  1.992700 ,  7.0, -1,166Er,68,98,165930299.023
52,  2.001865 ,  3.0, -1,166Er,68,98,165930299.023
53,  2.002000 ,  4.0, -1,166Er,68,98,165930299.023
54,  2.021348 ,  3.0, -1,166Er,68,98,165930299.023
55,  2.022000 ,  4.0, -1,166Er,68,98,165930299.023
56,  2.022590 ,  4.0,  1,166Er,68,98,165930299.023
57,  2.027900 ,  4.0,  1,166Er,68,98,165930299.023
58,  2.031500 ,  5.0,  1,166Er,68,98,165930299.023
59,  2.045000 ,  5.0,  1,166Er,68,98,165930299.023
60,  2.046870 ,  3.0,  1,166Er,68,98,165930299.023
61,  2.050000 ,  7.0, -1,166Er,68,98,165930299.023
62,  2.055000 ,  1.0, -1,166Er,68,98,165930299.023
63,  2.057000 ,  2.0, -1,166Er,68,98,165930299.023
64,  2.062100 ,  2.0, -1,166Er,68,98,165930299.023
65,  2.073200 ,  8.0, -1,166Er,68,98,165930299.023
66,  2.074000 ,  2.0, -1,166Er,68,98,165930299.023
67,  2.076294 ,  3.0, -1,166Er,68,98,165930299.023
68,  2.082800 ,  4.0, -1,166Er,68,98,165930299.023
69,  2.092310 ,  8.0, -1,166Er,68,98,165930299.023
70,  2.101600 ,  4.0,  1,166Er,68,98,165930299.023
71,  2.116000 ,  6.0,  1,166Er,68,98,165930299.023
72,  2.117800 ,  2.0,  1,166Er,68,98,165930299.023
73,  2.117900 ,  5.0, -1,166Er,68,98,165930299.023
74,  2.124700 ,  5.0, -1,166Er,68,98,165930299.023
75,  2.132000 ,  3.0, -1,166Er,68,98,165930299.023
76,  2.132100 ,  6.0,  1,166Er,68,98,165930299.023
77,  2.132941 ,  3.0,  1,166Er,68,98,165930299.023
78,  2.144640 ,  8.0, -1,166Er,68,98,165930299.023
79,  2.148600 ,  4.0, -1,166Er,68,98,165930299.023
80,  2.152000 ,  2.0, -1,166Er,68,98,165930299.023
81,  2.155800 ,  6.0,  1,166Er,68,98,165930299.023
82,  2.160114 ,  3.0,  1,166Er,68,98,165930299.023
83,  2.167000 ,  2.0, -1,166Er,68,98,165930299.023
84,  2.172751 ,  3.0,  1,166Er,68,98,165930299.023
85,  2.182000 ,  4.0, -1,166Er,68,98,165930299.023
86,  2.187000 ,  0.0,  1,166Er,68,98,165930299.023
87,  2.189700 , 11.0,  1,166Er,68,98,165930299.023
88,  2.194610 ,  8.0,  1,166Er,68,98,165930299.023
89,  2.196300 ,  0.0,  1,166Er,68,98,165930299.023
90,  2.201300 ,  1.0,  1,166Er,68,98,165930299.023
91,  2.207000 ,  4.0, -1,166Er,68,98,165930299.023
92,  2.212950 ,  3.0, -1,166Er,68,98,165930299.023
93,  2.215963 ,  2.0, -1,166Er,68,98,165930299.023
94,  2.226000 ,  4.0, -1,166Er,68,98,165930299.023
95,  2.226100 ,  3.0, -1,166Er,68,98,165930299.023
96,  2.239000 ,  4.0,  1,166Er,68,98,165930299.023
97,  2.240100 ,  5.0, -1,166Er,68,98,165930299.023
98,  2.243087 ,  3.0, -1,166Er,68,98,165930299.023
99,  2.246310 ,  9.0, -1,166Er,68,98,165930299.023
100,  2.260300 ,  6.0,  1,166Er,68,98,165930299.023
101,  2.260650 ,  3.0,  1,166Er,68,98,165930299.023
102,  2.264310 ,  2.0,  1,166Er,68,98,165930299.023
103,  2.266000 ,  7.0,  1,166Er,68,98,165930299.023
104,  2.273010 ,  3.0, -1,166Er,68,98,165930299.023
105,  2.282680 ,  3.0,  1,166Er,68,98,165930299.023
106,  2.290959 ,  3.0,  1,166Er,68,98,165930299.023
107,  2.302000 ,  3.0, -1,166Er,68,98,165930299.023
108,  2.315000 ,  4.0,  1,166Er,68,98,165930299.023
109,  2.328510 ,  9.0, -1,166Er,68,98,165930299.023
110,  2.328690 ,  2.0,  1,166Er,68,98,165930299.023
111,  2.333000 ,  6.0, -1,166Er,68,98,165930299.023
1,  0.000000 ,  3.5,  1,167Er,68,99,167259000.0
2,  0.079322 ,  4.5,  1,167Er,68,99,167259000.0
3,  0.177970 ,  5.5,  1,167Er,68,99,167259000.0
4,  0.207801 ,  0.5, -1,167Er,68,99,167259000.0
5,  0.264874 ,  1.5, -1,167Er,68,99,167259000.0
6,  0.281574 ,  2.5, -1,167Er,68,99,167259000.0
7,  0.294953 ,  6.5,  1,167Er,68,99,167259000.0
8,  0.346554 ,  2.5, -1,167Er,68,99,167259000.0
9,  0.413272 ,  3.5, -1,167Er,68,99,167259000.0
10,  0.430028 ,  3.5, -1,167Er,68,99,167259000.0
11,  0.434447 ,  7.5,  1,167Er,68,99,167259000.0
12,  0.441979 ,  4.5, -1,167Er,68,99,167259000.0
13,  0.531540 ,  1.5,  1,167Er,68,99,167259000.0
14,  0.535800 ,  4.5, -1,167Er,68,99,167259000.0
15,  0.573760 ,  2.5,  1,167Er,68,99,167259000.0
16,  0.587375 ,  8.5,  1,167Er,68,99,167259000.0
17,  0.591790 ,  2.5, -1,167Er,68,99,167259000.0
18,  0.598000 ,  6.5,  1,167Er,68,99,167259000.0
19,  0.640250 ,  3.5,  1,167Er,68,99,167259000.0
20,  0.645210 ,  5.5, -1,167Er,68,99,167259000.0
21,  0.662480 ,  5.5, -1,167Er,68,99,167259000.0
22,  0.667900 ,  2.5, -1,167Er,68,99,167259000.0
23,  0.683310 ,  6.5, -1,167Er,68,99,167259000.0
24,  0.711060 ,  5.5,  1,167Er,68,99,167259000.0
25,  0.711110 ,  4.5,  1,167Er,68,99,167259000.0
26,  0.730000 ,  2.5,  1,167Er,68,99,167259000.0
27,  0.745320 ,  3.5, -1,167Er,68,99,167259000.0
28,  0.752720 ,  1.5, -1,167Er,68,99,167259000.0
29,  0.763460 ,  0.5, -1,167Er,68,99,167259000.0
30,  0.772687 ,  9.5,  1,167Er,68,99,167259000.0
31,  0.790970 ,  5.5,  1,167Er,68,99,167259000.0
32,  0.801640 ,  1.5, -1,167Er,68,99,167259000.0
33,  0.810100 ,  5.5,  1,167Er,68,99,167259000.0
34,  0.810520 ,  2.5,  1,167Er,68,99,167259000.0
35,  0.812000 ,  6.5, -1,167Er,68,99,167259000.0
36,  0.812480 ,  2.5, -1,167Er,68,99,167259000.0
37,  0.828320 ,  6.5,  1,167Er,68,99,167259000.0
38,  0.845270 ,  4.5, -1,167Er,68,99,167259000.0
39,  0.856470 ,  2.5, -1,167Er,68,99,167259000.0
40,  0.873060 ,  3.5,  1,167Er,68,99,167259000.0
41,  0.878400 ,  6.5,  1,167Er,68,99,167259000.0
42,  0.894740 ,  3.5, -1,167Er,68,99,167259000.0
43,  0.910000 ,  3.5,  1,167Er,68,99,167259000.0
44,  0.932970 ,  4.5,  1,167Er,68,99,167259000.0
45,  0.942950 ,  3.5, -1,167Er,68,99,167259000.0
46,  0.954530 ,  7.5, -1,167Er,68,99,167259000.0
47,  0.954990 , 10.5,  1,167Er,68,99,167259000.0
48,  0.966030 ,  7.5,  1,167Er,68,99,167259000.0
49,  0.968400 ,  5.5, -1,167Er,68,99,167259000.0
50,  0.979800 ,  7.5, -1,167Er,68,99,167259000.0
51,  0.998730 ,  8.5, -1,167Er,68,99,167259000.0
52,  1.002000 ,  4.5, -1,167Er,68,99,167259000.0
53,  1.042400 ,  4.5, -1,167Er,68,99,167259000.0
54,  1.053200 ,  5.5, -1,167Er,68,99,167259000.0
55,  1.058240 ,  5.5,  1,167Er,68,99,167259000.0
56,  1.058960 ,  1.5, -1,167Er,68,99,167259000.0
1,  0.000000 ,  0.0,  1,168Er,68,100,167932376.192
2,  0.079804 ,  2.0,  1,168Er,68,100,167932376.192
3,  0.264089 ,  4.0,  1,168Er,68,100,167932376.192
4,  0.548747 ,  6.0,  1,168Er,68,100,167932376.192
5,  0.821169 ,  2.0,  1,168Er,68,100,167932376.192
6,  0.895795 ,  3.0,  1,168Er,68,100,167932376.192
7,  0.928303 ,  8.0,  1,168Er,68,100,167932376.192
8,  0.994747 ,  4.0,  1,168Er,68,100,167932376.192
9,  1.094038 ,  4.0, -1,168Er,68,100,167932376.192
10,  1.117570 ,  5.0,  1,168Er,68,100,167932376.192
11,  1.193025 ,  5.0, -1,168Er,68,100,167932376.192
