#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  38  86 Sr   0.96726   0.09544   0.32435   0.27757  76  36   7   6  3.77491  2.22974  6.750E-03 *     0             2.916
  39  86 Y    0.96726   0.09544  -1.68812   0.27906  30  25  14   1  1.45500  0.00000  6.250E-03 *     0             3.967
  40  86 Zr   0.96726   0.09544   0.62299   0.22777  78  16   7   2  3.29844  0.75175  4.385E-02       0             3.467
  41  86 Nb   0.96726   0.09544   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42  86 Mo   0.96726   0.09544   1.15738   0.19750  31   9   7   1  3.30660  0.00000  4.386E-02       0             0.000
  43  86 Tc   0.96726   0.09544   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  32  87 Ge   0.98019   0.09914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  87 As   0.98019   0.09914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  87 Se   0.98019   0.09914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  87 Br   0.98019   0.09914   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  36  87 Kr   0.98019   0.09914  -0.54808   0.32157 170  38  16   2  3.02683  0.53201  9.000E-03 *     0             1.789
  37  87 Rb   0.98019   0.09914  -0.30423   0.26759 106  28   7   2  3.09900  0.40259  1.514E-02 *     0             1.954
  38  87 Sr   0.98019   0.09914  -0.56616   0.36918 203  90  12   6  3.82400  1.74000  8.070E-03 *     0             2.975
  39  87 Y    0.98019   0.09914  -1.35551   0.36654 148 107   7   5  3.19500  1.15271  1.704E-02 *     0             3.525
  40  87 Zr   0.98019   0.09914  -1.22164   0.28413  63  28  11   1  2.12500  0.00000  1.868E-02 *     0             3.728
  41  87 Nb   0.98019   0.09914  -0.74321   0.27098  64  17  14   1  2.11430  0.00000  6.051E-02   F   0             4.095
  42  87 Mo   0.98019   0.09914   0.14721   0.19905  28   8   7   6  2.28370  1.86357  9.052E-02   F   0             0.000
  43  87 Tc   0.98019   0.09914   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  32  88 Ge   0.97956   0.09805   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  88 As   0.97956   0.09805   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  88 Se   0.97956   0.09805   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  88 Br   0.97956   0.09805   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  36  88 Kr   0.97956   0.09805   0.12356   0.27517  74  31   7   4  3.39980  1.64387  6.042E-02   F   0             2.337
  37  88 Rb   0.97956   0.09805  -1.43833   0.29290  62  28  14   1  1.96400  0.00000  1.650E-02 *     0             2.247
  38  88 Sr   0.97956   0.09805   1.29670   0.31916 243  56   7   7  5.19900  3.48656  8.210E-03 *     0             2.580
  39  88 Y    0.97956   0.09805  -1.58126   0.31897  87  35  19   1  1.97100  0.00000  9.060E-03 *     0             3.269
  40  88 Zr   0.97956   0.09805   0.32654   0.27316  81  30   7   3  3.63776  1.52140  9.480E-03 *     0             3.467
  41  88 Nb   0.97956   0.09805   0.17539   0.19712  44   8   7   1  2.21680  0.00000  4.270E-03       0             0.000
  42  88 Mo   0.97956   0.09805   0.96229   0.19727  49   8   7   3  2.96301  1.65483  3.023E-02       0             0.000
  43  88 Tc   0.97956   0.09805   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44  88 Ru   0.97956   0.09805   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  32  89 Ge   0.96602   0.09278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  89 As   0.96602   0.09278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  89 Se   0.96602   0.09278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  89 Br   0.96602   0.09278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  89 Kr   0.96602   0.09278  -0.63567   0.23356  45  21   7   1  2.29848  0.00000  6.192E-02   F   0             2.286
  37  89 Rb   0.96602   0.09278  -0.82148   0.24199  59  26   7   1  2.59810  0.00000  2.518E-02 *     0             1.630
  38  89 Sr   0.96602   0.09278   0.21666   0.31268 132  69   7   2  4.27100  1.03200  3.300E-03 *     0             2.935
  39  89 Y    0.96602   0.09278   0.47373   0.29370 191  51   7   8  4.25440  2.62210  7.310E-03 *     0             2.735
  40  89 Zr   0.96602   0.09278  -0.67164   0.31763 117  46  19   4  3.01610  1.45130  3.020E-03 *     0             3.753
  41  89 Nb   0.96602   0.09278  -0.72233   0.22053  47  17   7   1  2.15156  0.00000  2.930E-02 *     0             4.024
  42  89 Mo   0.96602   0.09278  -0.19471   0.20121  35  11   7   1  2.11000  0.00000  5.048E-02   F   0             0.000
  43  89 Tc   0.96602   0.09278  -0.18972   0.25094  40  16  14   1  2.53050  0.00000  2.693E-02       0             4.883
  44  89 Ru   0.96602   0.09278   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  45  89 Rh   0.96602   0.09278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  90 Se   0.94173   0.08499   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  90 Br   0.94173   0.08499   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  90 Kr   0.94173   0.08499   0.16298   0.21703  35  21   7   1  2.98731  0.00000  5.456E-02   F   0             1.421
  37  90 Rb   0.94173   0.08499  -1.46182   0.19472  32  14   7   4  0.93308  0.22783  1.501E-01   F   0             1.624
  38  90 Sr   0.94173   0.08499   0.56864   0.23072  84  27   7   5  3.62701  2.20702  7.550E-03 *     0             2.429
  39  90 Y    0.94173   0.08499  -0.79930   0.29552 169  61  14   4  3.04820  0.77660  3.240E-03 *     0             2.739
  40  90 Zr   0.94173   0.08499   1.40065   0.25769 243  42   7   4  4.87500  2.31900  7.940E-03 *     0             3.074
  41  90 Nb   0.94173   0.08499  -1.55676   0.26933  70  39  14   5  1.88021  0.28530  8.490E-03 *     0             3.774
  42  90 Mo   0.94173   0.08499   0.40003   0.23513  86  29   7   7  3.53990  2.45000  5.374E-02   F   0             3.464
  43  90 Tc   0.94173   0.08499  -0.59006   0.18327  48  11   7   1  1.69878  0.00000  1.400E-01   F   0             6.250
  44  90 Ru   0.94173   0.08499   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  45  90 Rh   0.94173   0.08499   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  91 As   0.90943   0.07658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  91 Se   0.90943   0.07658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  91 Br   0.90943   0.07658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  91 Kr   0.90943   0.07658  -0.88887   0.17175  21  13   7   1  1.42200  0.00000  4.052E-02       0             2.774
  37  91 Rb   0.90943   0.07658  -1.03164   0.21946  61  22  14   1  1.77905  0.00000  2.394E-02       0             1.907
  38  91 Sr   0.90943   0.07658   0.40514   0.22562  47  45   7   1  4.79310  0.00000  5.742E-02 * F   0             2.864
  39  91 Y    0.90943   0.07658  -0.24776   0.20110  49  25   7   4  2.82200  0.92574  1.969E-02 *     0             2.245
  40  91 Zr   0.90943   0.07658  -0.13634   0.26959 158  55  18   5  3.48900  2.04235  5.540E-03 *     0             3.058
  41  91 Nb   0.90943   0.07658  -0.40299   0.22929 138  29  13   2  2.66019  0.10460  6.340E-03 *     0             3.389
  42  91 Mo   0.90943   0.07658  -0.32119   0.23641 133  48   7   4  3.19100  1.36201  4.263E-02       0             3.534
  43  91 Tc   0.90943   0.07658   0.43988   0.20465  57  15  14   1  2.98057  0.00000  6.891E-02   F   0             5.324
  44  91 Ru   0.90943   0.07658   0.55930   0.15410  32   8   7   1  2.40930  0.00000  4.101E-02       0             0.000
  45  91 Rh   0.90943   0.07658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46  91 Pd   0.90943   0.07658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  92 As   0.87192   0.06916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  92 Se   0.87192   0.06916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  92 Br   0.87192   0.06916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  92 Kr   0.87192   0.06916   0.08536   0.16535  37  16   7   1  2.49200  0.00000  8.776E-02   F   0             2.268
  37  92 Rb   0.87192   0.06916  -1.17670   0.15198  27  12   7   2  0.92804  0.14231  4.495E-02       0             1.275
  38  92 Sr   0.87192   0.06916   0.33047   0.14332  35   9   7   3  2.18500  1.38479  4.810E-02       0             0.000
  39  92 Y    0.87192   0.06916   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  40  92 Zr   0.87192   0.06916   0.37763   0.22447 136  57   7   6  3.90200  2.06668  6.740E-03 *     0             2.841
  41  92 Nb   0.87192   0.06916  -1.30754   0.25143 166  66  19   1  2.33500  0.00000  6.770E-03 *     0             3.659
  42  92 Mo   0.87192   0.06916   0.95221   0.19844 230  34   7   6  4.01922  2.61231  8.680E-03 *     0             2.917
  43  92 Tc   0.87192   0.06916  -1.09496   0.17012  51  20   7   1  1.50292  0.00000  6.603E-02   F   0             4.185
  44  92 Ru   0.87192   0.06916   1.38417   0.13898  37   8   7   1  3.29220  0.00000  8.292E-02   F   0             0.000
  45  92 Rh   0.87192   0.06916   0.66245   0.14648  20  10   7   1  2.84370  0.00000  1.192E-01   F   0             7.770
  46  92 Pd   0.87192   0.06916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  93 Se   0.83175   0.06364   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  93 Br   0.83175   0.06364   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  93 Kr   0.83175   0.06364   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  37  93 Rb   0.83175   0.06364  -0.29999   0.17215  56  16  14   1  2.00932  0.00000  1.188E-02       0             1.553
  38  93 Sr   0.83175   0.06364  -0.34571   0.13486  74  10   7   3  1.56295  0.43260  3.448E-02       0             0.000
  39  93 Y    0.83175   0.06364  -0.29869   0.15293  40  17   7   4  2.07000  0.87585  1.348E-02 *     0             1.936
  40  93 Zr   0.83175   0.06364  -0.35963   0.18162  69  28  10   6  2.47384  1.22200  1.042E-02 *     0             2.056
  41  93 Nb   0.83175   0.06364  -1.12895   0.22209 101  56  17   7  2.20330  0.94982  5.840E-03 *     0             3.402
  42  93 Mo   0.83175   0.06364  -0.25719   0.23318 133  95   7   7  3.51000  1.69507  1.736E-02 *     0             3.298
  43  93 Tc   0.83175   0.06364  -0.13054   0.17962 130  20  14   2  2.33889  0.39184  3.098E-02       0             3.562
  44  93 Ru   0.83175   0.06364   0.53022   0.12794  42   8   7   1  2.28050  0.00000  2.292E-02       0             0.000
  45  93 Rh   0.83175   0.06364   2.50135   0.17013  22  15  14   1  4.74580  0.00000  6.213E-03       0             8.549
  46  93 Pd   0.83175   0.06364   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47  93 Ag   0.83175   0.06364   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  94 Se   0.79104   0.06012   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  94 Br   0.79104   0.06012   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  94 Kr   0.79104   0.06012   0.00000   1.00000   4   1   1   2  0.00000  0.66550                  0             0.000
  37  94 Rb   0.79104   0.06012   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  38  94 Sr   0.79104   0.06012   0.73583   0.16572  71  28   7   2  3.34090  0.83691  9.750E-02   F   0             2.508
  39  94 Y    0.79104   0.06012  -0.33000   0.13060  26  11   7   1  1.53000  0.00000  5.405E-02   F   0             2.088
  40  94 Zr   0.79104   0.06012   0.58845   0.16490  67  28   7   9  3.21942  2.36612  8.430E-03 *     0             2.522
  41  94 Nb   0.79104   0.06012  -1.66923   0.22788 385  84  20   2  1.82810  0.04089  9.740E-03 *     0             3.623
  42  94 Mo   0.79104   0.06012   0.36565   0.21758 153  91   7   6  3.93240  2.06735  7.540E-03 *     0             3.147
  43  94 Tc   0.79104   0.06012  -0.95498   0.20001 111  52  14   1  2.42450  0.00000  2.231E-02 *     0             3.574
  44  94 Ru   0.79104   0.06012   1.25363   0.13361  75  12   7   4  3.25470  2.49800  5.942E-02   F   0             3.302
  45  94 Rh   0.79104   0.06012   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  46  94 Pd   0.79104   0.06012   0.00000   1.00000  17   1   1   2  0.00000  0.81380                  0             0.000
  47  94 Ag   0.79104   0.06012   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  35  95 Br   0.75139   0.05806   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  95 Kr   0.75139   0.05806   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37  95 Rb   0.75139   0.05806   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38  95 Sr   0.75139   0.05806  -0.38323   0.12343  58  10   7   1  1.25966  0.00000  7.998E-02   F   0             1.555
  39  95 Y    0.75139   0.05806   0.63820   0.15711  37  16  14   4  2.71720  1.08750  7.778E-03       0             1.754
  40  95 Zr   0.75139   0.05806   0.11368   0.14615  63  20   7   1  2.37224  0.00000  1.075E-02 *     0             2.058
  41  95 Nb   0.75139   0.05806  -0.44514   0.13948  75  17   7   3  1.64500  0.72420  8.150E-03 *     0             1.978
  42  95 Mo   0.75139   0.05806  -0.61596   0.16590  98  28  10   9  1.87900  1.07372  1.202E-02 *     0             2.583
  43  95 Tc   0.75139   0.05806  -0.83837   0.18283 108  33  16   9  1.78521  0.95710  8.790E-03 *     0             2.975
  44  95 Ru   0.75139   0.05806   0.17762   0.14187  52  18   7   2  2.29400  0.78770  1.063E-01   F   0             3.536
  45  95 Rh   0.75139   0.05806   2.03329   0.15707  22  16  14   1  4.16340  0.00000  6.357E-02   F   0             6.773
  46  95 Pd   0.75139   0.05806   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47  95 Ag   0.75139   0.05806   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  96 Br   0.71396   0.05675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  96 Kr   0.71396   0.05675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37  96 Rb   0.71396   0.05675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38  96 Sr   0.71396   0.05675   0.33106   0.14659  40  22   7   5  2.52781  1.50685  4.234E-02       0             1.733
  39  96 Y    0.71396   0.05675   0.00000   1.00000   7   1   1   3  0.00000  0.65229                  0             0.000
  40  96 Zr   0.71396   0.05675   1.12276   0.17892 130  49   7   6  3.89500  2.43875  4.249E-02       0             2.690
  41  96 Nb   0.71396   0.05675  -0.73289   0.16546  37  24  14   1  1.53700  0.00000  8.000E-03 *     0             2.729
  42  96 Mo   0.71396   0.05675   0.41658   0.16798  84  39   7  12  3.02460  2.23460  1.006E-02 *     0             2.793
  43  96 Tc   0.71396   0.05675  -1.84718   0.21012 112  76  20   2  1.21160  0.03428  1.677E-02 *     0             3.632
  44  96 Ru   0.71396   0.05675   0.78893   0.16805  71  38   7   7  3.38047  2.28420  9.710E-03 *     0             3.228
  45  96 Rh   0.71396   0.05675  -0.60785   0.11725  41   9   7   1  0.93920  0.00000  3.707E-02       0             0.000
  46  96 Pd   0.71396   0.05675   0.00000   1.00000  10   1   1   5  0.00000  2.53080                  0             0.000
  47  96 Ag   0.71396   0.05675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  97 Br   0.67949   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37  97 Rb   0.67949   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38  97 Sr   0.67949   0.05555  -0.87991   0.13388  22  17   7   1  0.98549  0.00000  1.647E-01   F   0             2.042
  39  97 Y    0.67949   0.05555   0.20501   0.15022  25  16  14   1  2.12119  0.00000  9.004E-02   F   0             2.702
  40  97 Zr   0.67949   0.05555   0.67835   0.12091  23  11   7   3  2.26500  1.26441  4.256E-02       0             2.524
  41  97 Nb   0.67949   0.05555   0.11790   0.13601  63  18   7   7  2.10591  1.43392  1.018E-02 *     0             2.138
  42  97 Mo   0.67949   0.05555  -0.70045   0.17958 164  40  15   6  1.79030  0.72092  7.130E-03 *     0             2.496
  43  97 Tc   0.67949   0.05555  -1.05952   0.19852 150  62  18   6  1.73330  0.65690  8.320E-03 *     0             2.774
  44  97 Ru   0.67949   0.05555  -0.33590   0.14536  71  26   7   4  2.02000  0.52784  4.099E-02 *     0             3.138
  45  97 Rh   0.67949   0.05555  -0.37503   0.15675  69  20  14   2  1.63500  0.25885  3.290E-02       0             3.262
  46  97 Pd   0.67949   0.05555   0.13412   0.17036 171  45   7   2  2.68990  0.68640  6.034E-02   F   0             4.011
  47  97 Ag   0.67949   0.05555   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  48  97 Cd   0.67949   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  98 Kr   0.64847   0.05405   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37  98 Rb   0.64847   0.05405   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  38  98 Sr   0.64847   0.05405   0.01820   0.10851  32   8   7   4  1.43240  0.43352  1.153E-01   F   0             0.000
  39  98 Y    0.64847   0.05405  -1.04560   0.14200  34  25   7   1  0.98627  0.00000  2.440E-01   F   0             1.832
  40  98 Zr   0.64847   0.05405   0.49177   0.11205  59   9   7   7  1.85926  1.80620  6.268E-02   F   0             0.000
  41  98 Nb   0.64847   0.05405   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  42  98 Mo   0.64847   0.05405   0.41452   0.17152 137  51   7   6  2.96230  1.75848  1.073E-02 *     0             2.556
  43  98 Tc   0.64847   0.05405  -1.60214   0.17961  94  43  18   1  0.79950  0.00000  1.676E-02 *     0             3.438
  44  98 Ru   0.64847   0.05405   0.54998   0.14979  71  29   7   6  2.72030  1.79696  1.461E-02 *     0             2.624
  45  98 Rh   0.64847   0.05405  -0.46591   0.10878  43   8   7   1  0.84160  0.00000  9.721E-02   F   0             0.000
  46  98 Pd   0.64847   0.05405   1.07955   0.12721 200  15   7   3  2.78424  1.54140  3.956E-02       0             3.548
  47  98 Ag   0.64847   0.05405  -0.07993   0.11159  20   9   7   1  1.40470  0.00000  9.052E-02   F   0             0.000
  48  98 Cd   0.64847   0.05405   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  49  98 In   0.64847   0.05405   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  99 Kr   0.62117   0.05204   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37  99 Rb   0.62117   0.05204   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38  99 Sr   0.62117   0.05204   0.00000   1.00000  16   1   1   4  0.00000  0.37740                  0             0.000
  39  99 Y    0.62117   0.05204  -0.58288   0.14668  34  20  14   1  1.25920  0.00000  5.009E-02   F   0             3.079
  40  99 Zr   0.62117   0.05204  -0.73386   0.13745  32  25   7   1  1.23070  0.00000  1.595E-01   F   0             1.867
  41  99 Nb   0.62117   0.05204  -0.30537   0.13906  22  15  14   2  1.40800  0.36529  5.878E-02   F   0             1.844
  42  99 Mo   0.62117   0.05204  -0.87398   0.18444 128  57  19   9  1.63700  0.68450  5.700E-03 *     0             2.562
  43  99 Tc   0.62117   0.05204  -0.92317   0.18326 124  62  16   5  1.62192  0.50910  7.950E-03 *     0             2.922
  44  99 Ru   0.62117   0.05204  -0.58167   0.13710  72  24   8   2  1.41425  0.08968  2.263E-02 *     0             2.579
  45  99 Rh   0.62117   0.05204  -0.46998   0.14666  78  29   9   2  1.65900  0.06430  1.736E-02 *     0             2.589
  46  99 Pd   0.62117   0.05204  -0.42606   0.10470  50   8   7   1  0.83237  0.00000  8.256E-02   F   0             0.000
  47  99 Ag   0.62117   0.05204   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  48  99 Cd   0.62117   0.05204   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  99 In   0.62117   0.05204   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36 100 Kr   0.59774   0.04942   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37 100 Rb   0.59774   0.04942   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38 100 Sr   0.59774   0.04942   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  39 100 Y    0.59774   0.04942  -0.89048   0.10433  26  10   7   1  0.48358  0.00000  9.815E-02   F   0             1.508
  40 100 Zr   0.59774   0.04942  -0.03369   0.10942  41  12   7   3  1.44144  0.33113  7.075E-02   F   0             2.214
  41 100 Nb   0.59774   0.04942   0.00000   1.00000   8   1   1   2  0.00000  0.40048                  0             0.000
  42 100 Mo   0.59774   0.04942   0.40873   0.13142 117  25   7   7  2.33900  1.50464  8.640E-03 *     0             2.309
  43 100 Tc   0.59774   0.04942  -1.44097   0.16859  66  45  20   2  0.83019  0.17215  2.039E-02 *     0             3.657
  44 100 Ru   0.59774   0.04942   0.54283   0.15474 129  48   7   7  2.83783  1.86510  1.059E-02 *     0             2.233
  45 100 Rh   0.59774   0.04942  -1.24285   0.12440  24  24   7   1  0.56100  0.00000  3.774E-01   F   0             1.431
  46 100 Pd   0.59774   0.04942   0.94004   0.10756  51  11   7   3  2.35950  1.41625  3.706E-02       0             2.870
  47 100 Ag   0.59774   0.04942  -0.96811   0.10198  57   9   7   1  0.30365  0.00000  1.360E-01   F   0             0.000
  48 100 Cd   0.59774   0.04942   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  49 100 In   0.59774   0.04942   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  50 100 Sn   0.59774   0.04942   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37 101 Rb   0.57811   0.04624   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38 101 Sr   0.57811   0.04624   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  39 101 Y    0.57811   0.04624  -0.52527   0.13476  40  24  14   1  1.29759  0.00000  4.352E-02       0             3.023
  40 101 Zr   0.57811   0.04624  -0.72671   0.12349  64  27   7   1  1.16460  0.00000  1.414E-01   F   0             3.283
  41 101 Nb   0.57811   0.04624  -0.88634   0.13575  61  25  14   1  0.95277  0.00000  6.001E-02   F   0             2.918
  42 101 Mo   0.57811   0.04624  -1.07669   0.12809  67  36   7   4  0.98417  0.17096  2.146E-01   F   0             2.226
  43 101 Tc   0.57811   0.04624  -0.91520   0.15197  98  46  15   8  1.33140  0.51525  1.379E-02 *     0             2.785
  44 101 Ru   0.57811   0.04624  -0.86187   0.13844 151  30  13   9  1.11100  0.54511  8.490E-03 *     0             2.468
  45 101 Rh   0.57811   0.04624  -0.49125   0.11173 128  17   7   3  1.05800  0.18178  3.616E-02 *     0             2.731
  46 101 Pd   0.57811   0.04624  -0.51036   0.12058  66  26   7   1  1.61460  0.00000  4.196E-02 *     0             2.864
  47 101 Ag   0.57811   0.04624  -0.15843   0.12358  97  15  14   1  1.41752  0.00000  2.112E-02       0             2.678
  48 101 Cd   0.57811   0.04624   1.03793   0.09574  41   9   7   1  2.30120  0.00000  4.703E-02       0             0.000
  49 101 In   0.57811   0.04624   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  50 101 Sn   0.57811   0.04624   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  37 102 Rb   0.56177   0.04276   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38 102 Sr   0.56177   0.04276   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  39 102 Y    0.56177   0.04276   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 102 Zr   0.56177   0.04276   0.03973   0.08858  30   9   7   3  1.24230  0.47828  4.762E-02       0             0.000
  41 102 Nb   0.56177   0.04276   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 102 Mo   0.56177   0.04276   0.13100   0.09092  34  10   7   5  1.39843  0.84806  5.003E-02   F   0             2.340
  43 102 Tc   0.56177   0.04276  -1.01472   0.10769  24  23   7   1  0.72700  0.00000  2.052E-01   F   0             0.000
  44 102 Ru   0.56177   0.04276   0.58572   0.11573  99  27   7   7  2.46739  1.58056  1.578E-02 *     0             2.578
  45 102 Rh   0.56177   0.04276  -1.39090   0.13988  62  48  14   1  0.76075  0.00000  3.769E-02 *     0             2.796
  46 102 Pd   0.56177   0.04276   0.76478   0.12293  91  34   7   6  2.73700  1.65810  9.330E-03 *     0             2.487
  47 102 Ag   0.56177   0.04276  -0.93819   0.09127  49  11   7   3  0.38200  0.09740  1.287E-01   F   0             3.731
  48 102 Cd   0.56177   0.04276   0.00000   1.00000  16   1   1   3  0.00000  1.63790                  0             0.000
  49 102 In   0.56177   0.04276   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  50 102 Sn   0.56177   0.04276   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  38 103 Sr   0.54818   0.03931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  39 103 Y    0.54818   0.03931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 103 Zr   0.54818   0.03931   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  41 103 Nb   0.54818   0.03931  -0.75206   0.10757  45  17  14   1  0.76788  0.00000  5.927E-02   F   0             3.144
  42 103 Mo   0.54818   0.03931  -0.72881   0.09300  28  16   7   1  0.74620  0.00000  1.509E-01   F   0             2.661
  43 103 Tc   0.54818   0.03931  -0.77595   0.10509  33  15  14   6  0.69159  0.25900  5.255E-02   F   0             2.154
  44 103 Ru   0.54818   0.03931  -1.06906   0.13457 133  46  20  10  1.02040  0.40415  6.080E-03 *     0             2.386
  45 103 Rh   0.54818   0.03931  -0.49149   0.11647  93  38   9   6  1.53061  0.53684  2.303E-02 *     0             2.743
  46 103 Pd   0.54818   0.03931  -0.59906   0.09419 105  17   7   4  0.90412  0.26686  2.178E-02 *     0             2.476
  47 103 Ag   0.54818   0.03931  -0.04022   0.10985  97  19  14   3  1.55696  0.13445  2.496E-02       0             2.899
  48 103 Cd   0.54818   0.03931  -0.26352   0.08858  70  13   7   2  1.10760  0.18789  9.162E-02   F   0             3.024
  49 103 In   0.54818   0.03931   3.98902   0.10506  20  15  14   1  5.57060  0.00000  1.050E-01   F   0             7.626
