#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  80 207 Hg   0.86482   0.08738   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 207 Tl   0.86482   0.08738   1.11724   0.21257  43  17   7   4  3.47400  1.68270  1.392E-02 *     0             2.930
  82 207 Pb   0.86482   0.08738   0.92825   0.28903 199  58   8   7  4.42200  2.66240  6.980E-03 *     0             3.261
  83 207 Bi   0.86482   0.08738  -0.98826   0.29486  62  44  18   6  2.26500  0.99227  8.020E-03 *     0             3.852
  84 207 Po   0.86482   0.08738  -0.89859   0.22656  64  24   7   9  1.78176  1.11507  5.234E-02   F   0             3.777
  85 207 At   0.86482   0.08738  -1.26054   0.24859  35  21  14   3  1.35120  0.64340  5.076E-02   F   0             3.781
  86 207 Rn   0.86482   0.08738   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  87 207 Fr   0.86482   0.08738   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 207 Ra   0.86482   0.08738   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 207 Ac   0.86482   0.08738   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 208 Hg   0.89010   0.08887   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 208 Tl   0.89010   0.08887  -1.13094   0.26049  52  25  14   3  1.77500  0.32804  8.320E-03 *     0             3.319
  82 208 Pb   0.89010   0.08887  -6.12389   1.02193 611  19   7  32  4.26187  4.76196  1.506E+00 * F   0             3.389
  83 208 Bi   0.89010   0.08887  -1.12016   0.32232 241  78  14  14  2.73952  1.09506  6.870E-03 *     0             3.818
  84 208 Po   0.89010   0.08887  -0.25018   0.23432  96  25   7  10  2.57462  1.58321  1.635E-02 *     0             4.345
  85 208 At   0.89010   0.08887  -1.77068   0.21555  59  22   7   1  0.90447  0.00000  2.107E-01   F   0             3.835
  86 208 Rn   0.89010   0.08887  -0.12294   0.23379  43  24   7   4  2.62120  1.41430  5.389E-02   F   0             5.189
  87 208 Fr   0.89010   0.08887   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  88 208 Ra   0.89010   0.08887   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  89 208 Ac   0.89010   0.08887   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  90 208 Th   0.89010   0.08887   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 209 Tl   0.90866   0.09282   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  82 209 Pb   0.90866   0.09282   0.24770   0.39927 218 181  13   6  4.96500  2.14943  2.890E-03 *     0             2.601
  83 209 Bi   0.90866   0.09282   0.19990   0.35674 203 119   7   5  4.53200  2.49282  8.460E-03 *     0             4.206
  84 209 Po   0.90866   0.09282  -0.47570   0.24252  40  24   7   4  2.36300  1.17530  1.032E-02 *     0             3.886
  85 209 At   0.90866   0.09282  -1.22750   0.26412  63  21  14   2  1.51688  0.40833  4.452E-02       0             4.142
  86 209 Rn   0.90866   0.09282  -0.35329   0.19719  34  10   7   2  1.68741  0.11010  4.213E-02       0             0.000
  87 209 Fr   0.90866   0.09282   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 209 Ra   0.90866   0.09282   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 209 Ac   0.90866   0.09282   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 209 Th   0.90866   0.09282   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 210 Tl   0.91915   0.10049   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  82 210 Pb   0.91915   0.10049   0.12467   0.27293  66  28   7   5  3.22300  1.27800  1.054E-02 *     0             4.629
  83 210 Bi   0.91915   0.10049  -1.60630   0.35190 107  66  14   9  2.23774  0.55000  9.720E-03 *     0             4.667
  84 210 Po   0.91915   0.10049   0.17027   0.28251  77  31   7  15  3.21898  2.60856  1.618E-02 *     0             4.289
  85 210 At   0.91915   0.10049  -1.39851   0.29219 123  24  14   1  1.52552  0.00000  6.140E-03 *     0             4.162
  86 210 Rn   0.91915   0.10049   0.00000   1.00000   5   1   1   2  0.00000  0.64380                  0             0.000
  87 210 Fr   0.91915   0.10049   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  88 210 Ra   0.91915   0.10049   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 210 Ac   0.91915   0.10049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 210 Th   0.91915   0.10049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 211 Pb   0.92055   0.11123  -0.99725   0.22353  25   8   7   1  0.89400  0.00000  3.650E-02       0             0.000
  83 211 Bi   0.92055   0.11123  -1.57340   0.35557  63  43  12   2  1.87200  0.40485  2.558E-02 *     0             4.915
  84 211 Po   0.92055   0.11123  -1.34531   0.39461  87  61  17   5  2.43140  1.12180  9.780E-03 *     0             4.824
  85 211 At   0.92055   0.11123  -0.65684   0.34603 116  52   7   1  2.95990  0.00000  7.550E-03 *     0             5.630
  86 211 Rn   0.92055   0.11123   0.00000   1.00000   9   1   1   2  0.00000  0.53990                  0             0.000
  87 211 Fr   0.92055   0.11123   1.80921   0.30063  27  16  14   1  4.65730  0.00000  1.615E-01   F   0            10.118
  88 211 Ra   0.92055   0.11123   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  89 211 Ac   0.92055   0.11123   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 211 Th   0.92055   0.11123   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 212 Pb   0.91233   0.12273   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  83 212 Bi   0.91233   0.12273   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  84 212 Po   0.91233   0.12273  -0.61713   0.30688  31  19   7   3  1.83390  1.13253  4.174E-02 *     0             3.744
  85 212 At   0.91233   0.12273  -1.76149   0.37998  68  33  15   1  1.54860  0.00000  1.831E-02 *     0             5.645
  86 212 Rn   0.91233   0.12273   0.50111   0.27230  28  12   7   3  2.76070  1.50150  6.904E-02   F   0             4.999
  87 212 Fr   0.91233   0.12273  -0.13050   0.24623  44   8   7   1  1.87980  0.00000  1.222E-01   F   0             0.000
  88 212 Ra   0.91233   0.12273   0.00000   1.00000  14   1   1   4  0.00000  1.89510                  0             0.000
  89 212 Ac   0.91233   0.12273   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  90 212 Th   0.91233   0.12273   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 212 Pa   0.91233   0.12273   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 213 Pb   0.89456   0.13222   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 213 Bi   0.89456   0.13222   0.00000   1.00000   5   1   1   2  0.00000  0.25787                  0             0.000
  84 213 Po   0.89456   0.13222   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  85 213 At   0.89456   0.13222   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  86 213 Rn   0.89456   0.13222  -0.29534   0.32839  20  19   7   1  2.32710  0.00000  5.868E-02   F   0             6.607
  87 213 Fr   0.89456   0.13222   1.66446   0.35348  42  15  14   1  4.08290  0.00000  3.186E-03       0             9.634
  88 213 Ra   0.89456   0.13222   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  89 213 Ac   0.89456   0.13222   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  90 213 Th   0.89456   0.13222   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 213 Pa   0.89456   0.13222   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 214 Pb   0.86795   0.13748   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  83 214 Bi   0.86795   0.13748   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  84 214 Po   0.86795   0.13748  -0.49329   0.48142  82  82   7   2  3.26240  0.60932  9.870E-03 *     0             1.567
  85 214 At   0.86795   0.13748  -1.57373   0.33198  21  20   7   1  1.01600  0.00000  1.297E-01   F   0             0.000
  86 214 Rn   0.86795   0.13748   0.07888   0.34542  49  20   7   3  2.67620  1.14120  7.590E-03 *     0             6.180
  87 214 Fr   0.86795   0.13748   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  88 214 Ra   0.86795   0.13748   1.06339   0.27628  51   8   7  17  2.94410  4.23720  7.043E-02   F   0             0.000
  89 214 Ac   0.86795   0.13748   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 214 Th   0.86795   0.13748   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 214 Pa   0.86795   0.13748   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 215 Bi   0.83369   0.13728   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  84 215 Po   0.83369   0.13728   0.00000   1.00000  15   1   1   2  0.00000  0.27123                  0             0.000
  85 215 At   0.83369   0.13728   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  86 215 Rn   0.83369   0.13728   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  87 215 Fr   0.83369   0.13728   0.62439   0.36696  22  15  14   1  2.90040  0.00000  1.812E-02       0             8.541
  88 215 Ra   0.83369   0.13728   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  89 215 Ac   0.83369   0.13728   0.00000   1.00000   4   1   1   4  0.00000  1.79600                  0             0.000
  90 215 Th   0.83369   0.13728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 215 Pa   0.83369   0.13728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 216 Bi   0.79337   0.13149   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 216 Po   0.79337   0.13149   0.00000   1.00000  11   1   1   2  0.00000  0.54976                  0             0.000
  85 216 At   0.79337   0.13149   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  86 216 Rn   0.79337   0.13149   0.25816   0.27243  21   9   7   5  1.93970  1.64500  4.839E-02       0             0.000
  87 216 Fr   0.79337   0.13149   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  88 216 Ra   0.79337   0.13149   0.90233   0.26405  22   8   7   9  2.67940  3.29270  1.341E-01   F   0             0.000
  89 216 Ac   0.79337   0.13149   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  90 216 Th   0.79337   0.13149   0.00000   1.00000  10   1   1   6  0.00000  2.04000                  0             0.000
  91 216 Pa   0.79337   0.13149   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 217 Bi   0.74873   0.12088   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 217 Po   0.74873   0.12088   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 217 At   0.74873   0.12088   0.00000   1.00000  16   1   1   4  0.00000  0.27207                  0             0.000
  86 217 Rn   0.74873   0.12088   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  87 217 Fr   0.74873   0.12088   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  88 217 Ra   0.74873   0.12088  -0.35363   0.28797  36  17   7   1  2.02970  0.00000  4.567E-02 *     0             6.944
  89 217 Ac   0.74873   0.12088   0.00000   1.00000  11   1   1   7  0.00000  1.52850                  0             0.000
  90 217 Th   0.74873   0.12088   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 217 Pa   0.74873   0.12088   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 217 U    0.74873   0.12088   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 218 Bi   0.70190   0.10719   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 218 Po   0.70190   0.10719   0.00000   1.00000  12   1   1   2  0.00000  0.50970                  0             0.000
  85 218 At   0.70190   0.10719   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 218 Rn   0.70190   0.10719  -0.21976   0.22091  24   9   7   2  1.39290  0.32432  1.542E-01   F   0             0.000
  87 218 Fr   0.70190   0.10719   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  88 218 Ra   0.70190   0.10719   0.02218   0.25897  51  17   7   8  2.03180  1.54670  1.178E-02 *     0             4.754
  89 218 Ac   0.70190   0.10719   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  90 218 Th   0.70190   0.10719   0.00000   1.00000   6   1   1   6  0.00000  2.10400                  0             0.000
  91 218 Pa   0.70190   0.10719   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 218 U    0.70190   0.10719   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 219 At   0.65551   0.09293   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 219 Rn   0.65551   0.09293  -1.30144   0.27182  31  31  11   1  0.87300  0.00000  2.751E-02 *     0             2.969
  87 219 Fr   0.65551   0.09293  -1.53635   0.28141  31  31  14   1  0.77800  0.00000  3.474E-02 *     0             2.970
  88 219 Ra   0.65551   0.09293  -1.17623   0.22689  53  19   7   1  0.60410  0.00000  6.975E-02 * F   0             3.925
  89 219 Ac   0.65551   0.09293  -0.57083   0.24844  42  15  14   1  1.18298  0.00000  4.233E-02       0             6.124
  90 219 Th   0.65551   0.09293   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 219 Pa   0.65551   0.09293   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 219 U    0.65551   0.09293   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 220 At   0.61149   0.07987   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 220 Rn   0.61149   0.07987   0.00000   1.00000   5   1   1   4  0.00000  0.64544                  0             0.000
  87 220 Fr   0.61149   0.07987  -1.51674   0.23904  35  28  14   1  0.38010  0.00000  6.673E-02 * F   0             2.492
  88 220 Ra   0.61149   0.07987  -0.10236   0.18638  32  17   7   3  2.52350  0.41007  1.610E-01 * F   0             6.919
  89 220 Ac   0.61149   0.07987   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 220 Th   0.61149   0.07987   0.00000   1.00000  18   1   1  10  0.00000  2.15870                  0             0.000
  91 220 Pa   0.61149   0.07987   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 221 At   0.57095   0.06895   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 221 Rn   0.57095   0.06895   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 221 Fr   0.57095   0.06895  -1.25381   0.18863  33  26  10   1  0.60220  0.00000  4.556E-02 *     0             2.449
  88 221 Ra   0.57095   0.06895  -1.00084   0.16561  28  18   7   1  0.57310  0.00000  2.248E-01   F   0             3.967
  89 221 Ac   0.57095   0.06895  -0.67217   0.18416  32  15  14   1  0.92640  0.00000  1.298E-01   F   0             4.751
  90 221 Th   0.57095   0.06895   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  91 221 Pa   0.57095   0.06895   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 221 U    0.57095   0.06895   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 222 At   0.53444   0.06049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 222 Rn   0.53444   0.06049   0.00000   1.00000   5   1   1   5  0.00000  0.63547                  0             0.000
  87 222 Fr   0.53444   0.06049   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  88 222 Ra   0.53444   0.06049  -0.07146   0.14982  25  19   7   5  1.49950  0.31729  5.161E-02   F   0             2.054
  89 222 Ac   0.53444   0.06049   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  90 222 Th   0.53444   0.06049  -0.02789   0.12469  26   9   7  24  1.25530  4.57790  1.777E-01   F   0             0.000
  91 222 Pa   0.53444   0.06049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 222 U    0.53444   0.06049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 223 At   0.50216   0.05432   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 223 Rn   0.50216   0.05432   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 223 Fr   0.50216   0.05432  -1.11345   0.15234  59  20  14   1  0.37900  0.00000  8.762E-02   F   0             2.267
  88 223 Ra   0.50216   0.05432  -1.15303   0.17101  66  34  16   3  0.64100  0.05013  2.789E-02 *     0             2.921
  89 223 Ac   0.50216   0.05432   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  90 223 Th   0.50216   0.05432  -0.81255   0.12176  28  13   7   1  0.42870  0.00000  1.811E-01   F   0             3.900
  91 223 Pa   0.50216   0.05432   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 223 U    0.50216   0.05432   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 224 Rn   0.47404   0.05002   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 224 Fr   0.47404   0.05002   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 224 Ra   0.47404   0.05002  -0.15281   0.14493  53  41   7   4  1.83849  0.25078  4.425E-02 *     0             3.576
  89 224 Ac   0.47404   0.05002  -1.27711   0.15648  38  33  17   1  0.36020  0.00000  3.097E-02 *     0             1.356
  90 224 Th   0.47404   0.05002   0.00000   1.00000  19   1   1  19  0.00000  2.86400                  0             0.000
  91 224 Pa   0.47404   0.05002   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 224 U    0.47404   0.05002   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 225 Rn   0.44995   0.04709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 225 Fr   0.44995   0.04709  -0.94075   0.13429  66  22  14   4  0.44800  0.12806  3.801E-02       0             2.584
  88 225 Ra   0.44995   0.04709  -1.11506   0.14936  71  38  15   4  0.48700  0.04277  4.195E-02 *     0             2.632
  89 225 Ac   0.44995   0.04709   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 225 Th   0.44995   0.04709   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  91 225 Pa   0.44995   0.04709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 225 U    0.44995   0.04709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 225 Np   0.44995   0.04709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 226 Rn   0.42968   0.04504   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 226 Fr   0.42968   0.04504   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 226 Ra   0.42968   0.04504  -0.32460   0.09508  61  10   7   8  0.66940  0.62670  1.717E-01   F   0             3.446
  89 226 Ac   0.42968   0.04504   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  90 226 Th   0.42968   0.04504  -0.47146   0.09299  25   9   7   5  0.45050  0.30750  8.286E-02   F   0             0.000
  91 226 Pa   0.42968   0.04504   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 226 U    0.42968   0.04504   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 226 Np   0.42968   0.04504   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 227 Rn   0.41305   0.04348   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 227 Fr   0.41305   0.04348  -0.94941   0.11616  39  15  14   1  0.16495  0.00000  3.425E-02       0             1.727
  88 227 Ra   0.41305   0.04348  -0.81965   0.11120  85  27   7   1  0.52385  0.00000  3.089E-01   F   0             2.639
  89 227 Ac   0.41305   0.04348  -0.91776   0.14053  46  38  17   4  0.59300  0.04635  1.181E-02 *     0             2.959
  90 227 Th   0.41305   0.04348  -0.80577   0.10071  23  17   7   1  0.31896  0.00000  3.133E-01   F   0             1.855
  91 227 Pa   0.41305   0.04348   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 227 U    0.41305   0.04348   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 227 Np   0.41305   0.04348   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 228 Rn   0.39993   0.04213   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 228 Fr   0.39993   0.04213   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 228 Ra   0.39993   0.04213  -0.11397   0.08709  40   9   7   3  0.77071  0.20468  2.292E-02       0             0.000
  89 228 Ac   0.39993   0.04213   0.00000   1.00000   5   1   1   5  0.00000  0.03307                  0             0.000
  90 228 Th   0.39993   0.04213  -0.15162   0.11558  83  30   7  14  1.20054  0.93858  2.374E-02 *     0             3.561
  91 228 Pa   0.39993   0.04213   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 228 U    0.39993   0.04213   0.00000   1.00000   2   1   1   2  0.00000  0.05900                  0             0.000
  93 228 Np   0.39993   0.04213   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 228 Pu   0.39993   0.04213   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 229 Fr   0.39024   0.04077   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 229 Ra   0.39024   0.04077   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 229 Ac   0.39024   0.04077  -0.59829   0.11021  27  16  14   1  0.48900  0.00000  3.342E-02       0             2.449
  90 229 Th   0.39024   0.04077  -0.96801   0.13084  64  48  13   1  0.53550  0.00000  4.209E-02 *     0             2.869
  91 229 Pa   0.39024   0.04077   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  92 229 U    0.39024   0.04077   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  93 229 Np   0.39024   0.04077   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 229 Pu   0.39024   0.04077   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 230 Fr   0.38402   0.03926   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 230 Ra   0.38402   0.03926  -0.00589   0.08724  24  12   7   2  0.93210  0.05740  5.212E-02   F   0             2.811
  89 230 Ac   0.38402   0.03926   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  90 230 Th   0.38402   0.03926  -0.15264   0.10525  79  27   7  23  1.12785  1.06560  1.160E-02 *     0             3.457
  91 230 Pa   0.38402   0.03926   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 230 U    0.38402   0.03926   0.00000   1.00000  16   1   1   4  0.00000  0.34710                  0             0.000
  93 230 Np   0.38402   0.03926   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  94 230 Pu   0.38402   0.03926   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 231 Fr   0.38121   0.03752   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 231 Ra   0.38121   0.03752  -0.37678   0.08750  31  15   7   1  0.64660  0.00000  1.034E-01   F   0             1.801
  89 231 Ac   0.38121   0.03752  -0.44970   0.10123  26  16  14   1  0.67100  0.00000  3.085E-01   F   0             3.062
  90 231 Th   0.38121   0.03752  -0.75023   0.12248  73  38  18   5  0.63404  0.18571  9.780E-03 *     0             3.038
  91 231 Pa   0.38121   0.03752  -0.87756   0.12042  87  47  13   7  0.59000  0.10227  3.119E-02 *     0             4.021
  92 231 U    0.38121   0.03752   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  93 231 Np   0.38121   0.03752   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 231 Pu   0.38121   0.03752   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 232 Fr   0.38130   0.03560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 232 Ra   0.38130   0.03560   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  89 232 Ac   0.38130   0.03560   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  90 232 Th   0.38130   0.03560  -0.09769   0.10305 101  36   7  11  1.25870  0.82680  1.649E-02 *     0             3.960
  91 232 Pa   0.38130   0.03560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 232 U    0.38130   0.03560  -0.11235   0.08582  65  17   7   9  0.96760  0.73457  9.180E-03 *     0             3.412
  93 232 Np   0.38130   0.03560   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  94 232 Pu   0.38130   0.03560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 232 Am   0.38130   0.03560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 233 Ra   0.38385   0.03362   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 233 Ac   0.38385   0.03362   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 233 Th   0.38385   0.03362  -0.76847   0.10139 215  62   7   1  0.81474  0.00000  2.348E-01   F   0             3.201
  91 233 Pa   0.38385   0.03362  -0.86647   0.11029  94  36  20   8  0.52900  0.10907  2.137E-02 *     0             3.410
  92 233 U    0.38385   0.03362  -0.72581   0.11040  97  37  19   4  0.66000  0.15523  7.290E-03 *     0             3.910
  93 233 Np   0.38385   0.03362   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  94 233 Pu   0.38385   0.03362   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 233 Am   0.38385   0.03362   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 233 Cm   0.38385   0.03362   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 234 Ra   0.38847   0.03175   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 234 Ac   0.38847   0.03175   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 234 Th   0.38847   0.03175   0.04458   0.06385  28   8   7   5  0.84250  0.56470  3.879E-02       0             0.000
  91 234 Pa   0.38847   0.03175   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 234 U    0.38847   0.03175  -0.08680   0.09672 153  44   7  26  1.36580  1.12755  1.960E-02 *     0             4.239
  93 234 Np   0.38847   0.03175   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
