N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A
21,13,34,Al,x,-3000.289,3.074,7860.428000000001,0.09,16956.563,14.448,33996779.057,3.3,34Al
20,14,34,Si,+pp,-19956.852,14.118,8336.141,0.415,4591.847,14.140999999999998,33978575.437,15.155,34Si
19,15,34,P,x,-24548.697999999997,0.81,8448.185,0.024,5382.987,0.812,33973645.887,0.87,34P
18,16,34,S,,-29931.685,0.045,8583.498,0.001,-5491.603,0.038,33967867.012,0.047,34S
17,17,34,Cl,,-24440.082000000002,0.049,8398.97,0.001,-6061.792,0.063,33973762.491,0.052000000000000005,34Cl
16,18,34,Ar,,-18378.29,0.078,8197.671999999999,0.002,-17158.0,196.0,33980270.093,0.083,34Ar
15,19,34,K,x,-1220.0,196.0,7670.0,6.0,-15072.0,357.0,33998690.0,210.0,34K
14,20,34,Ca,x,13851.0,298.0,7204.0,9.0,,,34014870.0,320.0,34Ca
24,11,35,Na,-n,38231.0,670.0,6733.0,19.0,22592.0,723.0,35041043.0,720.0,35Na
23,12,35,Mg,x,15639.784,269.668,7356.233,7.705,15863.512,269.768,35016790.0,289.5,35Mg
22,13,35,Al,x,-223.72799999999998,7.359,7787.124,0.21,14167.729,36.605,34999759.817,7.9,35Al
21,14,35,Si,2p-n,-14391.457,35.857,8169.563,1.024,10466.342,35.905,34984550.134,38.494,35Si
20,15,35,P,+p,-24857.799,1.8659999999999999,8446.249,0.053,3988.407,1.867,34973314.053,2.003,35P
19,16,35,S,,-28846.206000000002,0.04,8537.85,0.001,167.322,0.026000000000000002,34969032.322,0.043,35S
18,17,35,Cl,,-29013.528,0.035,8520.278,0.001,-5966.243,0.679,34968852.694,0.038,35Cl
17,18,35,Ar,-,-23047.284,0.68,8327.461,0.019,-11874.394,0.852,34975257.721,0.73,35Ar
16,19,35,K,4n,-11172.891000000001,0.512,7965.84,0.015,-15961.0,196.0,34988005.407,0.55,35K
15,20,35,Ca,x,4788.0,196.0,7487.0,6.0,,,35005140.0,210.0,35Ca
25,11,36,Na,-n,46303.0,678.0,6546.0,19.0,25923.0,967.0,36049708.0,728.0,36Na
24,12,36,Mg,x,20380.157,690.237,7244.419,19.173,14429.774,706.243,36021879.0,741.0,36Mg
23,13,36,Al,x,5950.384,149.505,7623.515,4.1530000000000005,18386.508,165.851,36006388.0,160.5,36Al
22,14,36,Si,x,-12436.124,71.797,8112.519,1.994,7814.911,72.985,35986649.271,77.077,36Si
21,15,36,P,+,-20251.034,13.114,8307.868,0.364,10413.096,13.112,35978259.619,14.078,36P
20,16,36,S,,-30664.131,0.188,8575.389000000001,0.005,-1142.126,0.18899999999999997,35967080.699,0.201,36S
19,17,36,Cl,,-29522.005,0.036000000000000004,8521.931,0.001,709.535,0.045,35968306.822,0.038,36Cl
18,18,36,Ar,,-30231.54,0.027000000000000003,8519.909,0.001,-12814.475,0.342,35967545.105,0.027999999999999997,36Ar
17,19,36,K,,-17417.065,0.341,8142.219,0.009000000000000001,-10965.916,40.001,35981302.01,0.366,36K
16,20,36,Ca,4n,-6451.149,40.0,7815.879,1.111,-21802.0,301.0,35993074.406,42.941,36Ca
15,21,36,Sc,x,15351.0,298.0,7189.0,8.0,,,36016480.0,320.0,36Sc
26,11,37,Na,-nn,53534.0,687.0,6392.0,19.0,25323.0,980.0,37057471.0,737.0,37Na
25,12,37,Mg,-n,28211.474,698.947,7055.111,18.89,18401.911,721.814,37030286.265,750.35,37Mg
24,13,37,Al,x,9809.563,180.24400000000003,7531.315,4.871,16381.075,213.168,37010531.0,193.5,37Al
23,14,37,Si,x,-6571.5109999999995,113.809,7952.903,3.076,12424.486,119.969,36992945.191,122.179,37Si
22,15,37,P,p-2n,-18995.998,37.948,8267.555,1.026,7900.419,37.946999999999996,36979606.956,40.738,37P
21,16,37,S,-n,-26896.417,0.198,8459.935,0.005,4865.121,0.196,36971125.507,0.212,37S
20,17,37,Cl,,-31761.537999999997,0.052000000000000005,8570.280999999999,0.001,-813.873,0.2,36965902.584,0.055,37Cl
19,18,37,Ar,-,-30947.664,0.207,8527.139000000001,0.006,-6147.465,0.22699999999999998,36966776.314,0.221,37Ar
18,19,37,K,-p,-24800.199,0.094,8339.847,0.003,-11664.133,0.6409999999999999,36973375.889,0.1,37K
17,20,37,Ca,x,-13136.066,0.634,8003.456,0.017,-16656.0,300.0,36985897.852,0.68,37Ca
16,21,37,Sc,x,3520.0,300.0,7532.0,8.0,,,37003779.0,322.0,37Sc
26,12,38,Mg,x,34074.0,503.0,6928.0,13.0,17864.0,627.0,38036580.0,540.0,38Mg
25,13,38,Al,x,16209.858999999999,374.461,7377.097,9.854,20380.157,388.847,38017402.0,402.0,38Al
24,14,38,Si,x,-4170.299,104.79299999999999,7892.829000000001,2.758,10451.265,127.47399999999999,37995523.0,112.5,38Si
23,15,38,P,x,-14621.563,72.581,8147.274,1.91,12239.64,72.934,37984303.105,77.918,38P
22,16,38,S,+,-26861.202999999998,7.172000000000001,8448.782,0.18899999999999997,2936.9,7.171,37971163.31,7.699,38S
21,17,38,Cl,-n,-29798.103,0.098,8505.481,0.003,4916.718,0.218,37968010.418,0.105,38Cl
20,18,38,Ar,,-34714.821,0.195,8614.28,0.005,-5914.066,0.045,37962732.104,0.209,38Ar
19,19,38,K,,-28800.755,0.195,8438.058,0.005,-6742.256,0.063,37969081.116,0.209,38K
18,20,38,Ca,,-22058.499,0.19399999999999998,8240.043,0.005,-17809.0,200.0,37976319.226,0.20800000000000002,38Ca
17,21,38,Sc,x,-4249.0,200.0,7751.0,5.0,-15119.0,361.0,37995438.0,215.0,38Sc
16,22,38,Ti,x,10870.0,300.0,7332.0,8.0,,,38011669.0,322.0,38Ti
27,12,39,Mg,-n,42275.0,513.0,6747.0,13.0,21625.0,650.0,39045384.0,551.0,39Mg
26,13,39,Al,x,20650.0,400.0,7281.0,10.0,18330.0,422.0,39022169.0,429.0,39Al
25,14,39,Si,x,2320.3520000000003,135.532,7730.979,3.475,15094.986,176.232,39002491.0,145.5,39Si
24,15,39,P,x,-12774.633999999998,112.645,8097.969,2.888,10388.033,123.243,38986285.865,120.929,39P
23,16,39,S,2p-n,-23162.667,50.0,8344.269,1.2819999999999998,6637.538,50.03,38975133.852,53.677,39S
22,17,39,Cl,-nn,-29800.205,1.732,8494.402,0.044000000000000004,3441.985,5.292000000000001,38968008.162,1.859,39Cl
21,18,39,Ar,+,-33242.19,5.0,8562.598,0.128,565.0,5.0,38964313.039,5.367000000000001,39Ar
20,19,39,K,,-33807.1901,0.00458,8557.025,0.0,-6524.488,0.596,38963706.48661,0.00492,39K
19,20,39,Ca,,-27282.702,0.596,8369.67,0.015,-13109.993,24.006999999999998,38970710.813,0.64,39Ca
18,21,39,Sc,2n-p,-14172.708999999999,24.0,8013.456,0.615,-16373.0,202.0,38984784.97,25.765,39Sc
17,22,39,Ti,x,2200.0,200.0,7574.0,5.0,,,39002362.0,215.0,39Ti
28,12,40,Mg,x,48350.0,500.0,6628.0,13.0,20760.0,640.0,40051906.0,537.0,40Mg
27,13,40,Al,x,27590.0,400.0,7127.0,10.0,22160.0,528.0,40029619.0,429.0,40Al
26,14,40,Si,x,5429.679,345.119,7661.754,8.628,13544.049,377.749,40005829.0,370.5,40Si
25,15,40,P,x,-8114.37,153.582,7980.795999999999,3.84,14723.476,153.63299999999998,39991288.865,164.87599999999998,40P
24,16,40,S,,-22837.846,3.9819999999999998,8329.325,0.1,4719.967,32.312,39975482.562,4.274,40S
23,17,40,Cl,+,-27557.813,32.066,8427.765,0.802,7482.082,32.066,39970415.469,34.423,40Cl
22,18,40,Ar,,-35039.89464,0.00224,8595.259,0.0,-1504.403,0.055999999999999994,39962383.12378,0.0024,40Ar
21,19,40,K,,-33535.492,0.055999999999999994,8538.09,0.001,1310.893,0.06,39963998.166,0.06,40K
20,20,40,Ca,,-34846.384,0.021,8551.303,0.001,-14323.05,2.8280000000000003,39962590.865,0.022000000000000002,40Ca
19,21,40,Sc,-,-20523.335,2.8280000000000003,8173.669,0.071,-11672.95,160.025,39977967.292,3.036,40Sc
18,22,40,Ti,--,-8850.384,160.0,7862.286,4.0,-21020.0,340.0,39990498.721,171.767,40Ti
17,23,40,V,x,12170.0,300.0,7317.0,7.0,,,40013065.0,322.0,40V
28,13,41,Al,x,33420.0,500.0,7008.0,12.0,21300.0,747.0,41035878.0,537.0,41Al
27,14,41,Si,x,12119.668,554.705,7508.573,13.529000000000002,17099.435,567.571,41013011.0,595.5,41Si
26,15,41,P,x,-4979.767,120.163,7906.5509999999995,2.931,14028.81,120.23299999999999,40994654.0,129.0,41P
25,16,41,S,x,-19008.577,4.099,8229.635,0.1,8298.611,68.846,40979593.451,4.4,41S
24,17,41,Cl,x,-27307.189,68.723,8412.959,1.676,5760.317,68.72399999999999,40970684.525,73.777,41Cl
23,18,41,Ar,-n,-33067.505,0.34700000000000003,8534.372,0.008,2492.038,0.34700000000000003,40964500.571,0.37200000000000005,41Ar
22,19,41,K,,-35559.54331,0.0038,8576.072,0.0,-421.653,0.138,40961825.25796,0.004079999999999999,41K
21,20,41,Ca,,-35137.89,0.138,8546.706,0.003,-6495.478,0.158,40962277.921,0.147,41Ca
20,21,41,Sc,,-28642.412,0.083,8369.198,0.002,-12944.875,27.945,40969251.104,0.08800000000000001,41Sc
19,22,41,Ti,x,-15697.537,27.945,8034.388000000001,0.682,-16018.0,202.0,40983148.0,30.0,41Ti
18,23,41,V,x,320.0,200.0,7625.0,5.0,,,41000344.0,215.0,41V
29,13,42,Al,x,40100.0,600.0,6874.0,14.0,23630.0,781.0,42043049.0,644.0,42Al
28,14,42,Si,x,16470.0,500.0,7418.0,12.0,15460.0,591.0,42017681.0,537.0,42Si
27,15,42,P,x,1009.74,314.379,7767.866,7.485,18647.485,314.392,42001084.0,337.5,42P
26,16,42,S,x,-17637.746,2.7939999999999996,8193.226999999999,0.067,7194.021,59.681000000000004,41981065.1,3.0,42S
25,17,42,Cl,x,-24831.767000000003,59.61600000000001,8345.886,1.419,9590.908,59.895,41973342.0,64.0,42Cl
24,18,42,Ar,x,-34422.675,5.775,8555.613000000001,0.138,599.351,5.776,41963045.736,6.2,42Ar
23,19,42,K,-n,-35022.026,0.106,8551.256,0.003,3525.219,0.183,41962402.306,0.113,42K
22,20,42,Ca,,-38547.245,0.149,8616.563,0.004,-6426.092,0.09699999999999999,41958617.828,0.159,42Ca
21,21,42,Sc,,-32121.153,0.16899999999999998,8444.933,0.004,-7016.479,0.22399999999999998,41965516.522,0.18100000000000002,42Sc
20,22,42,Ti,,-25104.674,0.27699999999999997,8259.247,0.006999999999999999,-17485.0,196.0,41973049.022,0.297,42Ti
19,23,42,V,x,-7620.0,196.0,7824.0,5.0,-14350.0,445.0,41991820.0,210.0,42V
18,24,42,Cr,x,6730.0,400.0,7464.0,10.0,,,42007225.0,429.0,42Cr
30,13,43,Al,x,47020.0,800.0,6741.0,19.0,23919.0,998.0,43050478.0,859.0,43Al
29,14,43,Si,x,23101.0,596.0,7279.0,14.0,18421.0,814.0,43024800.0,640.0,43Si
28,15,43,P,x,4679.826,554.705,7689.571999999999,12.9,16875.285,554.727,43005024.0,595.5,43P
27,16,43,S,x,-12195.458999999999,4.97,8063.826999999999,0.11599999999999999,11964.049,62.058,42986907.635,5.335,43S
26,17,43,Cl,x,-24159.507999999998,61.858000000000004,8323.866,1.439,7850.3,62.086000000000006,42974063.7,66.407,43Cl
25,18,43,Ar,x,-32009.807999999997,5.31,8488.237,0.12300000000000001,4565.581,5.325,42965636.055,5.7,43Ar
24,19,43,K,-4n,-36575.388999999996,0.41,8576.22,0.01,1833.434,0.469,42960734.703,0.44,43K
23,20,43,Ca,,-38408.822,0.228,8600.663,0.005,-2220.72,1.865,42958766.43,0.244,43Ca
22,21,43,Sc,-p,-36188.102,1.8630000000000002,8530.825,0.043,-6867.02,7.481,42961150.472,1.999,43Sc
21,22,43,Ti,-n2p,-29321.082000000002,7.245,8352.931999999999,0.168,-11404.726,43.457,42968522.521,7.777,43Ti
20,23,43,V,x,-17916.356,42.849,8069.512,0.996,-15946.0,402.0,42980766.0,46.0,43V
19,24,43,Cr,x,-1970.0,400.0,7680.0,9.0,,,42997885.0,429.0,43Cr
30,14,44,Si,x,28513.0,596.0,7174.0,14.0,18063.0,778.0,44030610.0,640.0,44Si
29,15,44,P,x,10450.0,500.0,7567.0,11.0,19655.0,500.0,44011219.0,537.0,44P
28,16,44,S,x,-9204.233,5.216,7996.015,0.11900000000000001,11180.29,136.421,43990118.848,5.6,44S
27,17,44,Cl,x,-20384.523,136.321,8232.332,3.0980000000000003,12288.731,136.33,43978116.312,146.346,44Cl
26,18,44,Ar,x,-32673.255,1.584,8493.84,0.036000000000000004,3108.237,1.6380000000000001,43964923.816,1.7,44Ar
25,19,44,K,x,-35781.492,0.419,8546.701,0.01,5687.183,0.53,43961586.986,0.45,44K
24,20,44,Ca,,-41468.675,0.325,8658.175,0.006999999999999999,-3652.69,1.757,43955481.543,0.348,44Ca
23,21,44,Sc,-p,-37815.985,1.756,8557.379,0.04,-267.416,1.89,43959402.867,1.8840000000000001,44Sc
22,22,44,Ti,-a,-37548.568999999996,0.7,8533.52,0.016,-13432.189,181.643,43959689.951,0.7509999999999999,44Ti
21,23,44,V,x,-24116.38,181.641,8210.463,4.128,-10756.0,351.0,43974110.0,195.0,44V
20,24,44,Cr,x,-13360.0,300.0,7948.0,7.0,-20390.0,583.0,43985657.0,322.0,44Cr
19,25,44,Mn,x,7030.0,500.0,7467.0,11.0,,,44007547.0,537.0,44Mn
31,14,45,Si,x,37490.0,700.0,6995.0,16.0,21890.0,860.0,45040247.0,751.0,45Si
30,15,45,P,x,15600.0,500.0,7464.0,11.0,19589.0,1150.0,45016747.0,537.0,45P
29,16,45,S,x,-3989.5890000000004,1035.356,7881.807,23.008000000000003,14272.954,1044.271,44995717.0,1111.5,45S
28,17,45,Cl,x,-18262.543,136.16299999999998,8181.598000000001,3.0260000000000002,11508.254,136.164,44980394.353,146.17700000000002,45Cl
27,18,45,Ar,x,-29770.796000000002,0.512,8419.952,0.011000000000000001,6844.841,0.731,44968039.733,0.55,45Ar
26,19,45,K,x,-36615.638,0.522,8554.674,0.012,4196.536,0.637,44960691.493,0.56,45K
25,20,45,Ca,,-40812.174,0.366,8630.545,0.008,259.722,0.747,44956186.326,0.392,45Ca
24,21,45,Sc,,-41071.896,0.675,8618.931,0.015,-2062.056,0.509,44955907.503,0.7240000000000001,45Sc
23,22,45,Ti,,-39009.84,0.845,8555.722,0.019,-7123.824,0.214,44958121.211,0.907,45Ti
22,23,45,V,,-31886.016,0.872,8380.029,0.019,-12371.217,35.408,44965768.951,0.935,45V
21,24,45,Cr,x,-19514.799,35.397,8087.728,0.787,-14265.0,401.0,44979050.0,38.0,45Cr
20,25,45,Mn,x,-5250.0,400.0,7753.0,9.0,-19012.0,565.0,44994364.0,429.0,45Mn
19,26,45,Fe,-pp,13762.0,400.0,7313.0,9.0,,,45014774.0,429.0,45Fe
31,15,46,P,x,22970.0,700.0,7317.0,15.0,22630.0,860.0,46024659.0,751.0,46P
30,16,46,S,x,340.0,500.0,7792.0,11.0,14199.0,542.0,46000365.0,537.0,46S
29,17,46,Cl,x,-13859.398000000001,208.66099999999997,8083.48,4.5360000000000005,15913.528,208.66400000000002,45985121.323,224.00599999999997,46Cl
28,18,46,Ar,x,-29772.926,1.1179999999999999,8412.419,0.024,5640.997,1.3330000000000002,45968037.446,1.2,46Ar
27,19,46,K,x,-35413.924,0.727,8518.042,0.016,7725.438,2.35,45961981.586,0.78,46K
26,20,46,Ca,,-43139.361,2.235,8668.979,0.049,-1378.143,2.333,45953687.988,2.399,46Ca
25,21,46,Sc,-n,-41761.219,0.6829999999999999,8622.011999999999,0.015,2366.581,0.667,45955167.485,0.732,46Sc
24,22,46,Ti,,-44127.799000000006,0.165,8656.451,0.004,-7052.449,0.09300000000000001,45952626.856,0.17600000000000002,46Ti
23,23,46,V,,-37075.351,0.20199999999999999,8486.13,0.004,-7603.784,11.455,45960197.971,0.21600000000000003,46V
22,24,46,Cr,,-29471.567000000003,11.453,8303.823,0.249,-16902.0,400.0,45968360.97,12.295,46Cr
21,25,46,Mn,x,-12570.0,400.0,7919.0,9.0,-13480.0,640.0,45986506.0,429.0,46Mn
20,26,46,Fe,x,910.0,500.0,7609.0,11.0,,,46000977.0,537.0,46Fe
32,15,47,P,x,29710.0,800.0,7190.0,17.0,22340.0,944.0,47031895.0,859.0,47P
31,16,47,S,x,7370.0,500.0,7648.0,11.0,17150.0,640.0,47007912.0,537.0,47S
30,17,47,Cl,x,-9780.0,400.0,7996.0,9.0,15587.0,400.0,46989501.0,429.0,47Cl
29,18,47,Ar,x,-25366.338,1.1179999999999999,8311.404,0.024,10345.638,1.7890000000000001,46972768.114,1.2,47Ar
28,19,47,K,x,-35711.976,1.3969999999999998,8514.879,0.03,6632.442,2.625,46961661.614,1.5,47K
27,20,47,Ca,,-42344.418,2.222,8639.349,0.047,1992.177,1.185,46954541.394,2.385,47Ca
26,21,47,Sc,,-44336.595,1.933,8665.09,0.040999999999999995,600.769,1.929,46952402.704,2.074,47Sc
25,22,47,Ti,,-44937.364,0.115,8661.226999999999,0.002,-2930.746,0.138,46951757.752,0.12300000000000001,47Ti
24,23,47,V,,-42006.617999999995,0.16899999999999998,8582.225,0.004,-7444.04,6.032,46954904.038,0.18100000000000002,47V
23,24,47,Cr,,-34562.578,6.03,8407.195,0.128,-11996.204,32.24,46962895.544,6.473,47Cr
22,25,47,Mn,x,-22566.374,31.671,8135.311,0.674,-15697.0,501.0,46975774.0,34.0,47Mn
21,26,47,Fe,x,-6870.0,500.0,7785.0,11.0,-17240.0,781.0,46992625.0,537.0,47Fe
20,27,47,Co,x,10370.0,600.0,7401.0,13.0,,,47011133.0,644.0,47Co
32,16,48,S,x,12761.0,596.0,7545.0,12.0,17042.0,778.0,48013700.0,640.0,48S
31,17,48,Cl,x,-4280.0,500.0,7883.0,10.0,18001.0,587.0,47995405.0,537.0,48Cl
30,18,48,Ar,x,-22281.337000000003,307.393,8242.132,6.404,10003.14,307.394,47976080.0,330.0,48Ar
29,19,48,K,x,-32284.477000000003,0.773,8434.232,0.016,11940.153,0.779,47965341.186,0.83,48K
28,20,48,Ca,,-44224.629,0.096,8666.686,0.002,279.213,4.95,47952522.904,0.10300000000000001,48Ca
27,21,48,Sc,,-44503.842000000004,4.9510000000000005,8656.204,0.10300000000000001,3988.866,4.95,47952223.157,5.314,48Sc
26,22,48,Ti,,-48492.709,0.109,8723.006,0.002,-4015.015,0.9690000000000001,47947940.932,0.11699999999999999,48Ti
25,23,48,V,,-44477.694,0.975,8623.061,0.02,-1655.673,7.388,47952251.229,1.046,48V
24,24,48,Cr,+nn,-42822.02,7.324,8572.269,0.153,-13525.682,10.087,47954028.667,7.862,48Cr
23,25,48,Mn,,-29296.338,6.939,8274.185,0.145,-11296.0,400.0,47968549.085,7.449,48Mn
22,26,48,Fe,x,-18000.0,400.0,8023.0,8.0,-19500.0,640.0,47980676.0,429.0,48Fe
21,27,48,Co,x,1500.0,500.0,7600.0,10.0,-15293.0,708.0,48001610.0,537.0,48Co
20,28,48,Ni,-pp,16793.0,502.0,7265.0,10.0,,,48018028.0,538.0,48Ni
33,16,49,S,-n,21093.0,667.0,7385.0,14.0,20153.0,897.0,49022644.0,716.0,49S
32,17,49,Cl,x,940.0,600.0,7781.0,12.0,18130.0,721.0,49001009.0,644.0,49Cl
31,18,49,Ar,x,-17190.0,400.0,8135.0,8.0,12422.0,400.0,48981546.0,429.0,49Ar
30,19,49,K,x,-29611.49,0.8009999999999999,8372.274,0.016,11688.275,0.826,48968210.755,0.86,49K
29,20,49,Ca,-n,-41299.765,0.201,8594.844000000001,0.004,5261.5,2.702,48955662.875,0.21600000000000003,49Ca
28,21,49,Sc,,-46561.265,2.698,8686.256,0.055,2002.522,2.697,48950014.423,2.8960000000000004,49Sc
27,22,49,Ti,,-48563.787000000004,0.114,8711.157,0.002,-601.856,0.82,48947864.627,0.122,49Ti
26,23,49,V,-,-47961.931,0.828,8682.908000000001,0.017,-2628.871,2.391,48948510.746,0.889,49V
25,24,49,Cr,,-45333.06,2.2430000000000003,8613.291,0.046,-7712.426,0.233,48951332.955,2.407,49Cr
24,25,49,Mn,,-37620.634,2.255,8439.929,0.046,-12869.907,24.324,48959612.585,2.42,49Mn
23,26,49,Fe,x,-24750.727000000003,24.219,8161.311,0.494,-14870.0,501.0,48973429.0,26.0,49Fe
22,27,49,Co,x,-9880.0,500.0,7842.0,10.0,-18080.0,781.0,48989393.0,537.0,49Co
21,28,49,Ni,x,8200.0,600.0,7457.0,12.0,,,49008803.0,644.0,49Ni
33,17,50,Cl,x,7740.0,600.0,7651.0,12.0,21069.0,781.0,50008309.0,644.0,50Cl
32,18,50,Ar,x,-13330.0,500.0,8056.0,10.0,12398.0,500.0,49985690.0,537.0,50Ar
31,19,50,K,x,-25727.847999999998,7.731,8288.582,0.155,13861.376,7.892,49972380.017,8.3,50K
30,20,50,Ca,x,-39589.224,1.584,8550.163,0.032,4958.158,15.084000000000001,49957499.217,1.7,50Ca
29,21,50,Sc,-pn,-44547.382000000005,15.0,8633.679,0.3,6884.278,15.0,49952176.415,16.102999999999998,50Sc
28,22,50,Ti,,-51431.66,0.121,8755.718,0.002,-2207.647,0.426,49944785.839,0.129,50Ti
27,23,50,V,+n,-49224.013,0.409,8695.918,0.008,1038.059,0.299,49947155.845,0.43799999999999994,50V
26,24,50,Cr,,-50262.072,0.43700000000000006,8701.032,0.009000000000000001,-7634.477,0.067,49946041.443,0.46799999999999997,50Cr
25,25,50,Mn,,-42627.595,0.442,8532.696,0.009000000000000001,-8151.139,8.395,49954237.391,0.474,50Mn
24,26,50,Fe,x,-34476.456,8.383,8354.026,0.168,-16846.0,400.0,49962988.0,9.0,50Fe
23,27,50,Co,x,-17630.0,400.0,8001.0,8.0,-13510.0,640.0,49981073.0,429.0,50Co
22,28,50,Ni,x,-4120.0,500.0,7716.0,10.0,,,49995577.0,537.0,50Ni
34,17,51,Cl,x,14290.0,700.0,7530.0,14.0,20980.0,922.0,51015341.0,751.0,51Cl
33,18,51,Ar,x,-6690.0,600.0,7926.0,12.0,15826.0,600.0,50992818.0,644.0,51Ar
32,19,51,K,x,-22516.196,13.047,8221.349,0.256,13816.107,13.057,50975827.867,14.005999999999998,51K
31,20,51,Ca,x,-36332.304,0.522,8476.913,0.01,6896.381,20.007,50960995.665,0.56,51Ca
30,21,51,Sc,-p2n,-43228.684,20.0,8596.796,0.392,6504.153,20.006,50953592.095,21.471,51Sc
29,22,51,Ti,-n,-49732.837,0.505,8708.988000000001,0.01,2471.005,0.644,50946609.6,0.541,51Ti
28,23,51,V,,-52203.842000000004,0.401,8742.099,0.008,-752.447,0.213,50943956.867,0.43,51V
27,24,51,Cr,,-51451.395,0.4,8712.005,0.008,-3207.518,0.34600000000000003,50944764.652,0.429,51Cr
26,25,51,Mn,,-48243.877,0.502,8633.771999999999,0.01,-8041.321,8.977,50948208.065,0.539,51Mn
25,26,51,Fe,,-40202.555,8.964,8460.759,0.17600000000000002,-12860.412,49.26,50956840.779,9.623,51Fe
24,27,51,Co,x,-27342.142999999996,48.438,8193.254,0.95,-15442.0,503.0,50970647.0,52.0,51Co
23,28,51,Ni,x,-11900.0,500.0,7875.0,10.0,,,50987225.0,537.0,51Ni
34,18,52,Ar,x,-1280.0,600.0,7825.0,12.0,15858.0,601.0,51998626.0,644.0,52Ar
33,19,52,K,x,-17137.627,33.534,8115.029,0.645,17128.639,33.54,51981602.0,36.0,52K
32,20,52,Ca,x,-34266.266,0.6709999999999999,8429.381,0.013000000000000001,6177.013,81.855,51963213.648,0.72,52Ca
31,21,52,Sc,x,-40443.279,81.852,8533.125,1.574,9026.541,82.15700000000001,51956582.351,87.87100000000001,52Sc
30,22,52,Ti,-nn,-49469.82,7.072,8691.667,0.136,1973.948,7.085,51946891.96,7.5920000000000005,52Ti
29,23,52,V,-n,-51443.769,0.42,8714.582,0.008,3975.473,0.531,51944772.839,0.45,52V
28,24,52,Cr,,-55419.242,0.34,8775.989,0.006999999999999999,-4711.958,1.851,51940504.992,0.364,52Cr
27,25,52,Mn,,-50707.28400000001,1.845,8670.329,0.035,-2376.92,5.0169999999999995,51945563.488,1.98,52Mn
26,26,52,Fe,,-48330.363,5.117,8609.574,0.098,-13969.413,9.822000000000001,51948115.217,5.492999999999999,52Fe
25,27,52,Co,x,-34360.951,8.383,8325.886,0.161,-12031.0,400.0,51963112.0,9.0,52Co
24,28,52,Ni,x,-22330.0,400.0,8079.0,8.0,-20049.0,721.0,51976028.0,429.0,52Ni
23,29,52,Cu,x,-2280.0,600.0,7679.0,12.0,,,51997552.0,644.0,52Cu
35,18,53,Ar,x,6791.0,699.0,7677.0,13.0,19086.0,708.0,53007290.0,750.0,53Ar
34,19,53,K,x,-12295.721000000001,111.779,8022.848000000001,2.109,17091.983,120.04700000000001,52986800.0,120.0,53K
33,20,53,Ca,x,-29387.703999999998,43.78,8330.577,0.826,9519.104,103.774,52968451.0,47.0,53Ca
32,21,53,Sc,x,-38906.808,94.087,8495.421,1.775,7924.253,137.339,52958231.821,101.006,53Sc
31,22,53,Ti,+,-46831.060999999994,100.04899999999999,8630.174,1.8880000000000001,5020.0,100.0,52949724.785,107.406,53Ti
30,23,53,V,+p,-51851.060999999994,3.12,8710.13,0.059000000000000004,3435.938,3.102,52944335.593,3.3489999999999998,53V
29,24,53,Cr,,-55286.999,0.348,8760.198,0.006999999999999999,-596.884,0.35600000000000004,52940646.961,0.373,53Cr
28,25,53,Mn,,-54690.115999999995,0.45,8734.175,0.009000000000000001,-3742.586,1.686,52941287.742,0.483,53Mn
27,26,53,Fe,,-50947.53,1.656,8648.799,0.031,-8288.101,0.44299999999999995,52945305.574,1.777,53Fe
26,27,53,Co,,-42659.428,1.713,8477.658000000001,0.032,-13028.604,25.209,52954203.217,1.839,53Co
25,28,53,Ni,x,-29630.824,25.15,8217.074,0.475,-16361.0,501.0,52968190.0,27.0,53Ni
24,29,53,Cu,x,-13270.0,500.0,7894.0,9.0,,,52985754.0,537.0,53Cu
35,19,54,K,x,-5002.0,596.0,7889.0,11.0,20158.0,598.0,53994630.0,640.0,54K
34,20,54,Ca,x,-25160.585,48.438,8247.496,0.897,8730.315,277.066,53972989.0,52.0,54Ca
33,21,54,Sc,x,-33890.9,272.8,8394.681,5.052,11731.081,284.99,53963616.62,292.862,54Sc
32,22,54,Ti,x,-45621.981,82.461,8597.435,1.527,4271.192,83.815,53951022.786,88.52600000000001,54Ti
31,23,54,V,+,-49893.172999999995,15.004000000000001,8662.043,0.278,7041.592,15.0,53946437.472,16.107,54V
30,24,54,Cr,,-56934.765,0.353,8777.955,0.006999999999999999,-1377.136,1.008,53938878.012,0.37799999999999995,54Cr
29,25,54,Mn,-p,-55557.629,1.0590000000000002,8737.965,0.02,696.872,1.0759999999999998,53940356.429,1.136,54Mn
28,26,54,Fe,,-56254.5,0.37200000000000005,8736.382,0.006999999999999999,-8244.547,0.08900000000000001,53939608.306,0.39899999999999997,54Fe
27,27,54,Co,,-48009.953,0.38299999999999995,8569.216999999999,0.006999999999999999,-8731.646,4.673,53948459.192,0.41100000000000003,54Co
26,28,54,Ni,x,-39278.308,4.657,8393.032,0.086,-17868.0,400.0,53957833.0,5.0,54Ni
25,29,54,Cu,x,-21410.0,400.0,8048.0,7.0,-15139.0,565.0,53977015.0,429.0,54Cu
24,30,54,Zn,-pp,-6272.0,400.0,7753.0,7.0,,,53993267.0,430.0,54Zn
